"ProximitytoHoleARG_RANKTHISWEEK_2014","ProximitytoHoleARG_RANKLASTWEEK_2014","ProximitytoHoleARG_PLAYERNAME_2014","ProximitytoHoleARG_ROUNDS_2014","ProximitytoHoleARG_AVGDTP_2014","ProximitytoHoleARG_TOTALDISTANCEFEET_2014","ProximitytoHoleARG_OFSHOTS_2014","ProximitytoHoleARG_SCRAMBLINGRANK_2014","stat_name","year"
24,24,"JB Holmes",86,NA,4230.583,629,89,"ProximitytoHoleARG",2014
24,24,"Ryo Ishikawa",75,NA,2923.083,433,152,"ProximitytoHoleARG",2014
24,24,"Rory McIlroy",66,NA,2297.25,340,88,"ProximitytoHoleARG",2014
24,24,"Bryce Molder",77,NA,2887.333,430,44,"ProximitytoHoleARG",2014
24,24,"Webb Simpson",87,NA,3210.5,475,77,"ProximitytoHoleARG",2014
24,24,"Vijay Singh",83,NA,3540.75,525,73,"ProximitytoHoleARG",2014
24,24,"Shawn Stefani",60,NA,2618.25,389,67,"ProximitytoHoleARG",2014
34,34,"Briny Baird",50,NA,2024.5,296,118,"ProximitytoHoleARG",2014
34,34,"Sergio Garcia",61,NA,1793.917,261,2,"ProximitytoHoleARG",2014
34,34,"Brian Harman",111,NA,4665.667,684,60,"ProximitytoHoleARG",2014
34,34,"Brandt Snedeker",89,NA,3168.667,463,66,"ProximitytoHoleARG",2014
34,34,"Tim Wilkinson",86,NA,3630.667,531,10,"ProximitytoHoleARG",2014
39,39,"Steven Bowditch",93,NA,4085.417,589,120,"ProximitytoHoleARG",2014
39,39,"Jason Dufner",57,NA,1990.75,287,166,"ProximitytoHoleARG",2014
39,39,"Ernie Els",85,NA,3523.25,512,26,"ProximitytoHoleARG",2014
39,39,"Harris English",95,NA,3401.5,491,110,"ProximitytoHoleARG",2014
39,39,"Rickie Fowler",91,NA,3024.333,438,17,"ProximitytoHoleARG",2014
39,39,"Charley Hoffman",93,NA,3662.583,528,64,"ProximitytoHoleARG",2014
39,39,"Jerry Kelly",80,NA,3049,442,16,"ProximitytoHoleARG",2014
39,39,"Robert Streb",75,NA,3121.167,451,80,"ProximitytoHoleARG",2014
47,47,"Woody Austin",63,NA,2923.25,418,146,"ProximitytoHoleARG",2014
47,47,"KJ Choi",80,NA,3363.417,483,119,"ProximitytoHoleARG",2014
47,47,"Brad Fritsch",50,NA,1891.583,269,54,"ProximitytoHoleARG",2014
47,47,"Retief Goosen",94,NA,3731.667,531,33,"ProximitytoHoleARG",2014
47,47,"Luke Guthrie",85,NA,3843.417,548,29,"ProximitytoHoleARG",2014
47,47,"Charles Howell III",106,NA,4587.917,655,30,"ProximitytoHoleARG",2014
47,47,"Hideki Matsuyama",82,NA,3249.583,466,41,"ProximitytoHoleARG",2014
47,47,"Brendon Todd",108,NA,4446.75,637,7,"ProximitytoHoleARG",2014
47,47,"David Toms",64,NA,2326,331,23,"ProximitytoHoleARG",2014
47,47,"Camilo Villegas",95,NA,3795.583,541,125,"ProximitytoHoleARG",2014
47,47,"Nick Watney",80,NA,2404.5,343,132,"ProximitytoHoleARG",2014
58,58,"Keegan Bradley",89,NA,3287.833,464,14,"ProximitytoHoleARG",2014
58,58,"Ben Crane",81,NA,3894.417,552,75,"ProximitytoHoleARG",2014
58,58,"Ken Duke",80,NA,3126.5,441,109,"ProximitytoHoleARG",2014
58,58,"Bill Haas",107,NA,3822.833,541,43,"ProximitytoHoleARG",2014
58,58,"Billy Hurley III",86,NA,3254.333,460,26,"ProximitytoHoleARG",2014
58,58,"Freddie Jacobson",91,NA,4068.333,571,28,"ProximitytoHoleARG",2014
58,58,"Russell Knox",92,NA,3740.25,530,8,"ProximitytoHoleARG",2014
58,58,"Scott Langley",95,NA,3838.417,541,21,"ProximitytoHoleARG",2014
58,58,"Adam Scott",68,NA,2699.333,379,37,"ProximitytoHoleARG",2014
58,58,"Brendan Steele",89,NA,3426,483,67,"ProximitytoHoleARG",2014
68,68,"Ricky Barnes",92,NA,3928.25,550,19,"ProximitytoHoleARG",2014
68,68,"Chad Collins",78,NA,3266.083,458,60,"ProximitytoHoleARG",2014
68,68,"Martin Flores",85,NA,3321.5,464,111,"ProximitytoHoleARG",2014
68,68,"John Huh",87,NA,3474.667,487,107,"ProximitytoHoleARG",2014
68,68,"Seung Yul Noh",92,NA,3611.917,503,45,"ProximitytoHoleARG",2014
68,68,"Charl Schwartzel",64,NA,2899.667,406,21,"ProximitytoHoleARG",2014
68,68,"Heath Slocum",71,NA,2643.667,371,24,"ProximitytoHoleARG",2014
75,75,"Sangmoon Bae",76,NA,3444.667,475,112,"ProximitytoHoleARG",2014
75,75,"Morgan Hoffmann",103,NA,4650.917,641,106,"ProximitytoHoleARG",2014
75,75,"Matt Jones",83,NA,3448.667,475,133,"ProximitytoHoleARG",2014
75,75,"Bronson La Cassie",51,NA,2028.833,281,48,"ProximitytoHoleARG",2014
75,75,"Ben Martin",80,NA,3094.833,427,75,"ProximitytoHoleARG",2014
75,75,"George McNeill",79,NA,3417.667,471,97,"ProximitytoHoleARG",2014
75,75,"Ryan Moore",86,NA,3074.833,424,103,"ProximitytoHoleARG",2014
75,75,"Michael Putnam",106,NA,4590.667,632,122,"ProximitytoHoleARG",2014
75,75,"Lee Westwood",57,NA,2403.417,333,127,"ProximitytoHoleARG",2014
84,84,"Jonas Blixt",64,NA,2381.333,323,84,"ProximitytoHoleARG",2014
84,84,"Matt Every",85,NA,3493.833,479,82,"ProximitytoHoleARG",2014
84,84,"Trevor Immelman",84,NA,3463.833,473,150,"ProximitytoHoleARG",2014
84,84,"Chris Kirk",105,NA,4418.25,604,9,"ProximitytoHoleARG",2014
84,84,"Martin Laird",66,NA,2740.833,375,157,"ProximitytoHoleARG",2014
84,84,"DH Lee",54,NA,2573.583,349,86,"ProximitytoHoleARG",2014
84,84,"Geoff Ogilvy",84,NA,3849.167,524,137,"ProximitytoHoleARG",2014
84,84,"Jhonattan Vegas",77,NA,3229.417,441,72,"ProximitytoHoleARG",2014
84,84,"Boo Weekley",73,NA,2739.167,374,160,"ProximitytoHoleARG",2014
84,84,"YE Yang",79,NA,3384.75,461,122,"ProximitytoHoleARG",2014
94,94,"Aaron Baddeley",74,NA,3448.083,465,47,"ProximitytoHoleARG",2014
94,94,"Stewart Cink",91,NA,3371,455,142,"ProximitytoHoleARG",2014
94,94,"Brendon de Jonge",109,NA,4833.583,653,117,"ProximitytoHoleARG",2014
94,94,"Brice Garnett",92,NA,4092.083,549,62,"ProximitytoHoleARG",2014
94,94,"Lucas Glover",68,NA,2264.667,307,176,"ProximitytoHoleARG",2014
94,94,"Kevin Kisner",85,NA,3477.417,468,122,"ProximitytoHoleARG",2014
94,94,"Richard Lee",80,NA,3589.583,485,32,"ProximitytoHoleARG",2014
94,94,"Davis Love III",74,NA,3305.667,444,140,"ProximitytoHoleARG",2014
94,94,"Graeme McDowell",66,NA,2253.333,303,39,"ProximitytoHoleARG",2014
94,94,"Sean OHair",77,NA,3710.167,498,63,"ProximitytoHoleARG",2014
94,94,"Pat Perez",84,NA,3978.333,536,46,"ProximitytoHoleARG",2014
94,94,"Ted Potter Jr",68,NA,3101.417,418,11,"ProximitytoHoleARG",2014
94,94,"Patrick Reed",92,NA,3840,518,69,"ProximitytoHoleARG",2014
94,94,"Jim Renner",61,NA,2738.5,368,177,"ProximitytoHoleARG",2014
94,94,"Cameron Tringale",111,NA,4760.5,641,70,"ProximitytoHoleARG",2014
94,94,"Bo Van Pelt",83,NA,3014.5,408,101,"ProximitytoHoleARG",2014
110,110,"Graham DeLaet",80,NA,2888.833,386,85,"ProximitytoHoleARG",2014
110,110,"David Hearn",97,NA,4067.833,545,35,"ProximitytoHoleARG",2014
110,110,"Jason Kokrak",65,NA,3270.333,436,59,"ProximitytoHoleARG",2014
110,110,"Marc Leishman",81,NA,3558.167,477,115,"ProximitytoHoleARG",2014
110,110,"Spencer Levin",59,NA,2744.25,366,55,"ProximitytoHoleARG",2014
110,110,"Jamie Lovemark",64,NA,2649.75,352,129,"ProximitytoHoleARG",2014
110,110,"Jeff Overton",80,NA,3584.417,479,39,"ProximitytoHoleARG",2014
110,110,"Rory Sabbatini",82,NA,3483,463,142,"ProximitytoHoleARG",2014
110,110,"John Senden",99,NA,3980,528,49,"ProximitytoHoleARG",2014
110,110,"Henrik Stenson",56,NA,1872.083,251,171,"ProximitytoHoleARG",2014
110,110,"Brian Stuard",91,NA,3908.917,521,41,"ProximitytoHoleARG",2014
110,110,"Josh Teater",90,NA,3867.417,517,102,"ProximitytoHoleARG",2014
110,110,"Jimmy Walker",98,NA,3826.083,509,91,"ProximitytoHoleARG",2014
123,123,"Jason Bohn",81,NA,3733.25,493,131,"ProximitytoHoleARG",2014
123,123,"Robert Garrigus",80,NA,3958.083,523,116,"ProximitytoHoleARG",2014
123,123,"David Lingmerth",80,NA,3718.5,492,151,"ProximitytoHoleARG",2014
123,123,"Will Ma Kenzie",82,NA,3927.833,520,134,"ProximitytoHoleARG",2014
123,123,"Troy Matteson",62,NA,2737.917,360,168,"ProximitytoHoleARG",2014
123,123,"John Merrick",87,NA,3575.75,471,175,"ProximitytoHoleARG",2014
123,123,"Ryan Palmer",85,NA,3692.083,488,95,"ProximitytoHoleARG",2014
123,123,"Wes Roach",67,NA,2832.333,372,103,"ProximitytoHoleARG",2014
123,123,"Gary Woodland",93,NA,4028.417,534,50,"ProximitytoHoleARG",2014
132,132,"Ben Curtis",77,NA,3486.333,453,126,"ProximitytoHoleARG",2014
132,132,"James Driscoll",71,NA,3375.833,439,141,"ProximitytoHoleARG",2014
132,132,"Derek Ernst",80,NA,3541.167,460,173,"ProximitytoHoleARG",2014
132,132,"James Hahn",82,NA,3903.75,508,145,"ProximitytoHoleARG",2014
132,132,"Jeff Maggert",54,NA,2278.417,298,93,"ProximitytoHoleARG",2014
132,132,"William McGirt",96,NA,4651.333,609,79,"ProximitytoHoleARG",2014
132,132,"DA Points",75,NA,2937,385,156,"ProximitytoHoleARG",2014
132,132,"Andres Romero",81,NA,4209.667,549,52,"ProximitytoHoleARG",2014
132,132,"Mark Wilson",69,NA,3029.5,394,138,"ProximitytoHoleARG",2014
141,141,"Erik Compton",88,NA,4284.333,553,83,"ProximitytoHoleARG",2014
141,141,"Dustin Johnson",58,NA,2133,276,57,"ProximitytoHoleARG",2014
141,141,"Martin Kaymer",65,NA,2742.083,355,158,"ProximitytoHoleARG",2014
141,141,"Brooks Koepka",56,NA,2204.5,284,108,"ProximitytoHoleARG",2014
141,141,"Hunter Mahan",88,NA,3815.167,493,148,"ProximitytoHoleARG",2014
141,141,"Troy Merritt",62,NA,2818.167,364,130,"ProximitytoHoleARG",2014
141,141,"Carl Pettersson",91,NA,4442,572,113,"ProximitytoHoleARG",2014
141,141,"Kevin Stadler",90,NA,3130.25,402,159,"ProximitytoHoleARG",2014
141,141,"Scott Stallings",77,NA,3585.167,465,154,"ProximitytoHoleARG",2014
141,141,"Kevin Streelman",79,NA,3387,436,155,"ProximitytoHoleARG",2014
141,141,"Nicholas Thompson",85,NA,3604.083,467,164,"ProximitytoHoleARG",2014
141,141,"Michael Thompson",74,NA,3189.167,410,90,"ProximitytoHoleARG",2014
153,153,"Robert Allenby",83,NA,3424.333,439,52,"ProximitytoHoleARG",2014
153,153,"Daniel Summerhays",98,NA,4644.75,596,96,"ProximitytoHoleARG",2014
153,153,"Johnson Wagner",69,NA,3239.833,413,92,"ProximitytoHoleARG",2014
156,156,"Charlie Beljan",76,NA,3589.5,454,162,"ProximitytoHoleARG",2014
156,156,"Greg Chalmers",85,NA,4544.667,573,65,"ProximitytoHoleARG",2014
156,156,"Jim Herman",62,NA,2677.083,338,149,"ProximitytoHoleARG",2014
156,156,"Andrew Loupe",65,NA,2964.333,376,139,"ProximitytoHoleARG",2014
156,156,"Louis Oosthuizen",50,NA,1639,207,172,"ProximitytoHoleARG",2014
156,156,"John Peterson",62,NA,3246.083,408,134,"ProximitytoHoleARG",2014
156,156,"Kyle Stanley",87,NA,3872.917,488,167,"ProximitytoHoleARG",2014
156,156,"Kevin Tway",64,NA,2533.333,321,162,"ProximitytoHoleARG",2014
164,164,"Russell Henley",92,NA,4261.5,530,170,"ProximitytoHoleARG",2014
164,164,"Andrew Svoboda",77,NA,3542.083,441,77,"ProximitytoHoleARG",2014
166,166,"Chesson Hadley",84,NA,3996.667,496,153,"ProximitytoHoleARG",2014
166,166,"Danny Lee",84,NA,4140.083,514,105,"ProximitytoHoleARG",2014
166,166,"John Rollins",84,NA,3623.167,448,165,"ProximitytoHoleARG",2014
169,169,"Bubba Watson",76,NA,3129.083,385,74,"ProximitytoHoleARG",2014
170,170,"Billy Horschel",92,NA,3477.25,420,144,"ProximitytoHoleARG",2014
170,170,"Will Wilcox",51,NA,2299.917,280,81,"ProximitytoHoleARG",2014
172,172,"Chad Campbell",57,NA,2190.75,262,51,"ProximitytoHoleARG",2014
172,172,"Justin Hicks",103,NA,4424.167,530,146,"ProximitytoHoleARG",2014
174,174,"JJ Henry",91,NA,4025.167,477,121,"ProximitytoHoleARG",2014
175,175,"Tommy Gainey",73,NA,3704.417,432,174,"ProximitytoHoleARG",2014
176,176,"Angel Cabrera",69,NA,3821.083,437,161,"ProximitytoHoleARG",2014
177,177,"Hudson Swafford",75,NA,3320.917,361,169,"ProximitytoHoleARG",2014
