"Approaches50125yardsRghRTP_RANKTHISWEEK_2007","Approaches50125yardsRghRTP_RANKLASTWEEK_2007","Approaches50125yardsRghRTP_PLAYERNAME_2007","Approaches50125yardsRghRTP_ROUNDS_2007","Approaches50125yardsRghRTP_AVGRTP_2007","stat_name","year"
1,1,"Bart Bryant",87,-0.136,"Approaches50125yardsRghRTP",2007
2,2,"Kenny Perry",83,-0.1,"Approaches50125yardsRghRTP",2007
3,3,"Heath Slocum",101,-0.079,"Approaches50125yardsRghRTP",2007
3,3,"Scott Verplank",82,-0.079,"Approaches50125yardsRghRTP",2007
5,5,"Jose Maria Olazabal",52,-0.077,"Approaches50125yardsRghRTP",2007
6,6,"Craig Bowden",78,-0.075,"Approaches50125yardsRghRTP",2007
7,7,"Steve Allan",63,-0.071,"Approaches50125yardsRghRTP",2007
8,8,"Robert Garrigus",95,-0.052,"Approaches50125yardsRghRTP",2007
8,8,"Geoff Ogilvy",84,-0.052,"Approaches50125yardsRghRTP",2007
10,10,"Woody Austin",95,-0.043,"Approaches50125yardsRghRTP",2007
11,11,"Michael Sim",52,-0.038,"Approaches50125yardsRghRTP",2007
12,12,"Jeff Sluman",60,-0.036,"Approaches50125yardsRghRTP",2007
13,13,"Jerry Kelly",101,-0.031,"Approaches50125yardsRghRTP",2007
13,13,"Rory Sabbatini",81,-0.031,"Approaches50125yardsRghRTP",2007
15,15,"Chris Riley",59,-0.022,"Approaches50125yardsRghRTP",2007
16,16,"George McNeill",95,-0.015,"Approaches50125yardsRghRTP",2007
17,17,"Ken Duke",112,-0.011,"Approaches50125yardsRghRTP",2007
18,18,"Jonathan Byrd",73,0,"Approaches50125yardsRghRTP",2007
18,18,"Brian Davis",101,0,"Approaches50125yardsRghRTP",2007
18,18,"Glen Day",85,0,"Approaches50125yardsRghRTP",2007
18,18,"Fred Funk",65,0,"Approaches50125yardsRghRTP",2007
18,18,"Lucas Glover",98,0,"Approaches50125yardsRghRTP",2007
18,18,"Anders Hansen",55,0,"Approaches50125yardsRghRTP",2007
18,18,"Davis Love III",66,0,"Approaches50125yardsRghRTP",2007
18,18,"Hunter Mahan",91,0,"Approaches50125yardsRghRTP",2007
26,26,"Cameron Beckman",96,0.013,"Approaches50125yardsRghRTP",2007
27,27,"Craig Lile",77,0.015,"Approaches50125yardsRghRTP",2007
27,27,"Jesper Parnevik",88,0.015,"Approaches50125yardsRghRTP",2007
29,29,"Jeff Overton",60,0.016,"Approaches50125yardsRghRTP",2007
30,30,"Paul Gow",70,0.017,"Approaches50125yardsRghRTP",2007
31,31,"Duffy Waldorf",69,0.018,"Approaches50125yardsRghRTP",2007
32,32,"Steve Stricker",81,0.023,"Approaches50125yardsRghRTP",2007
33,33,"Ryuji Imada",104,0.026,"Approaches50125yardsRghRTP",2007
33,33,"Joey Sindelar",75,0.026,"Approaches50125yardsRghRTP",2007
35,35,"Jeff Gove",103,0.028,"Approaches50125yardsRghRTP",2007
36,36,"Ian Poulter",63,0.029,"Approaches50125yardsRghRTP",2007
37,37,"Chris Couch",76,0.031,"Approaches50125yardsRghRTP",2007
38,38,"Bubba Watson",80,0.035,"Approaches50125yardsRghRTP",2007
38,38,"Boo Weekley",101,0.035,"Approaches50125yardsRghRTP",2007
40,40,"Harrison Frazar",88,0.036,"Approaches50125yardsRghRTP",2007
40,40,"David Toms",80,0.036,"Approaches50125yardsRghRTP",2007
42,42,"JP Hayes",89,0.037,"Approaches50125yardsRghRTP",2007
43,43,"Jay Williamson",50,0.041,"Approaches50125yardsRghRTP",2007
44,44,"Mathew Goggin",97,0.042,"Approaches50125yardsRghRTP",2007
45,45,"Sean OHair",98,0.043,"Approaches50125yardsRghRTP",2007
46,46,"John Merrick",92,0.044,"Approaches50125yardsRghRTP",2007
47,47,"Eric Axley",107,0.045,"Approaches50125yardsRghRTP",2007
47,47,"Steve Flesch",100,0.045,"Approaches50125yardsRghRTP",2007
47,47,"Trevor Immelman",74,0.045,"Approaches50125yardsRghRTP",2007
50,50,"Cliff Kresge",107,0.047,"Approaches50125yardsRghRTP",2007
51,51,"Lee Janzen",66,0.05,"Approaches50125yardsRghRTP",2007
52,52,"Dicky Pride",71,0.053,"Approaches50125yardsRghRTP",2007
53,53,"Brett Wetterich",88,0.056,"Approaches50125yardsRghRTP",2007
54,54,"Mathias Gronberg",95,0.057,"Approaches50125yardsRghRTP",2007
54,54,"Jim Rutledge",59,0.057,"Approaches50125yardsRghRTP",2007
56,56,"Matt Kuchar",85,0.058,"Approaches50125yardsRghRTP",2007
56,56,"Steve Wheatcroft",73,0.058,"Approaches50125yardsRghRTP",2007
