"Back9Par4ScoringAverage_RANKTHISWEEK_2014","Back9Par4ScoringAverage_RANKLASTWEEK_2014","Back9Par4ScoringAverage_PLAYERNAME_2014","Back9Par4ScoringAverage_ROUNDS_2014","Back9Par4ScoringAverage_AVG_2014","Back9Par4ScoringAverage_TOTALSTROKES_2014","Back9Par4ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Rory McIlroy",66,3.93,1321,336,"Back9Par4ScoringAverage",2014
2,2,"Adam Scott",68,3.95,1455,368,"Back9Par4ScoringAverage",2014
3,3,"Sergio Garcia",61,3.97,1215,306,"Back9Par4ScoringAverage",2014
3,3,"Matt Kuchar",91,3.97,1900,478,"Back9Par4ScoringAverage",2014
5,5,"Jerry Kelly",80,3.98,1686,424,"Back9Par4ScoringAverage",2014
6,6,"Chad Campbell",57,3.99,1134,284,"Back9Par4ScoringAverage",2014
6,6,"Harris English",95,3.99,1964,492,"Back9Par4ScoringAverage",2014
6,6,"Graeme McDowell",66,3.99,1312,329,"Back9Par4ScoringAverage",2014
9,9,"Jeff Overton",80,4,1639,410,"Back9Par4ScoringAverage",2014
9,9,"Brian Stuard",91,4,1853,463,"Back9Par4ScoringAverage",2014
9,9,"David Toms",64,4,1320,330,"Back9Par4ScoringAverage",2014
9,9,"Jimmy Walker",98,4,2027,507,"Back9Par4ScoringAverage",2014
13,13,"Tim Clark",75,4.01,1649,411,"Back9Par4ScoringAverage",2014
13,13,"Jim Furyk",84,4.01,1679,419,"Back9Par4ScoringAverage",2014
13,13,"Bill Haas",107,4.01,2188,546,"Back9Par4ScoringAverage",2014
13,13,"Justin Hicks",103,4.01,2103,524,"Back9Par4ScoringAverage",2014
13,13,"Chris Kirk",105,4.01,2228,555,"Back9Par4ScoringAverage",2014
13,13,"Ryan Moore",86,4.01,1773,442,"Back9Par4ScoringAverage",2014
13,13,"Webb Simpson",87,4.01,1795,448,"Back9Par4ScoringAverage",2014
20,20,"Jonathan Byrd",76,4.02,1528,380,"Back9Par4ScoringAverage",2014
20,20,"Kevin Chappell",100,4.02,2000,497,"Back9Par4ScoringAverage",2014
20,20,"Charley Hoffman",93,4.02,1928,480,"Back9Par4ScoringAverage",2014
20,20,"Billy Horschel",92,4.02,1922,478,"Back9Par4ScoringAverage",2014
20,20,"Charles Howell III",106,4.02,2252,560,"Back9Par4ScoringAverage",2014
20,20,"Martin Kaymer",65,4.02,1375,342,"Back9Par4ScoringAverage",2014
20,20,"Russell Knox",92,4.02,1972,491,"Back9Par4ScoringAverage",2014
20,20,"Brooks Koepka",56,4.02,1199,298,"Back9Par4ScoringAverage",2014
20,20,"Bronson La Cassie",51,4.02,990,246,"Back9Par4ScoringAverage",2014
20,20,"Martin Laird",66,4.02,1328,330,"Back9Par4ScoringAverage",2014
