"RoughProximity_RANKTHISWEEK_2006","RoughProximity_RANKLASTWEEK_2006","RoughProximity_PLAYERNAME_2006","RoughProximity_ROUNDS_2006","RoughProximity_AVG_2006","RoughProximity_TOTALDISTANCEINCHES_2006","RoughProximity_ATTEMPTS_2006","RoughProximity_TOTALDISTANCEFEET_2006","RoughProximity_RELATIVETOPAR_2006","stat_name","year"
1,1,"Kirk Triplett",58,NA,49060,113,4088.333,19,"RoughProximity",2006
2,2,"Padraig Harrington",54,NA,57481,130,4790.083,5,"RoughProximity",2006
3,3,"Briny Baird",81,NA,89068,193,7422.333,6,"RoughProximity",2006
3,3,"Bob May",65,NA,89412,194,7451,8,"RoughProximity",2006
5,5,"Rory Sabbatini",84,NA,123333,261,10277.75,30,"RoughProximity",2006
6,6,"Matt Hansen",68,NA,105299,221,8774.917,25,"RoughProximity",2006
6,6,"Vijay Singh",103,NA,155058,326,12921.5,7,"RoughProximity",2006
8,8,"John Daly",51,NA,73195,153,6099.583,43,"RoughProximity",2006
9,9,"Jonathan Kaye",95,NA,131243,274,10936.917,31,"RoughProximity",2006
9,9,"Greg Owen",79,NA,97323,203,8110.25,18,"RoughProximity",2006
11,11,"Steve Stricker",64,NA,74438,155,6203.167,9,"RoughProximity",2006
12,12,"Michael Allen",84,NA,141586,293,11798.833,43,"RoughProximity",2006
12,12,"Fred Couples",52,NA,71521,148,5960.083,2,"RoughProximity",2006
12,12,"Justin Rose",98,NA,133199,276,11099.917,37,"RoughProximity",2006
15,15,"Ian Poulter",53,NA,52814,109,4401.167,12,"RoughProximity",2006
16,16,"Freddie Jacobson",56,NA,93309,192,7775.75,33,"RoughProximity",2006
17,17,"Kenny Perry",73,NA,88597,181,7383.083,18,"RoughProximity",2006
17,17,"David Toms",76,NA,87045,178,7253.75,21,"RoughProximity",2006
17,17,"Brett Wetterich",82,NA,126650,259,10554.167,33,"RoughProximity",2006
20,20,"Mark Calcavecchia",94,NA,124259,253,10354.917,28,"RoughProximity",2006
21,21,"Doug Barron",74,NA,99952,203,8329.333,47,"RoughProximity",2006
22,22,"Bob Estes",85,NA,117098,237,9758.167,9,"RoughProximity",2006
22,22,"Greg Kraft",79,NA,92818,188,7734.833,31,"RoughProximity",2006
24,24,"Alex Cejka",93,NA,131510,265,10959.167,44,"RoughProximity",2006
25,25,"Fred Funk",106,NA,90538,182,7544.833,19,"RoughProximity",2006
26,26,"Eric Axley",91,NA,125143,251,10428.583,28,"RoughProximity",2006
26,26,"Joe Ogilvie",95,NA,145167,291,12097.25,34,"RoughProximity",2006
26,26,"Pat Perez",50,NA,81326,163,6777.167,22,"RoughProximity",2006
29,29,"Brian Bateman",69,NA,108802,217,9066.833,34,"RoughProximity",2006
29,29,"Henrik Bjornstad",97,NA,154749,309,12895.75,30,"RoughProximity",2006
29,29,"Trevor Immelman",86,NA,131686,263,10973.833,15,"RoughProximity",2006
29,29,"Tiger Woods",55,NA,63649,127,5304.083,-10,"RoughProximity",2006
33,33,"Frank Lickliter II",99,NA,131492,262,10957.667,33,"RoughProximity",2006
33,33,"Davis Love III",85,NA,109944,219,9162,25,"RoughProximity",2006
33,33,"Shigeki Maruyama",94,NA,152082,303,12673.5,27,"RoughProximity",2006
33,33,"Len Mattiace",59,NA,108883,217,9073.583,28,"RoughProximity",2006
33,33,"Larry Mize",53,NA,52694,105,4391.167,22,"RoughProximity",2006
33,33,"Chris Riley",86,NA,95926,191,7993.833,30,"RoughProximity",2006
33,33,"Patrick Sheehan",104,NA,127463,254,10621.917,21,"RoughProximity",2006
33,33,"Joey Sindelar",90,NA,117032,233,9752.667,56,"RoughProximity",2006
33,33,"Bubba Watson",83,NA,159144,317,13262,23,"RoughProximity",2006
42,42,"Daniel Chopra",110,NA,174086,346,14507.167,17,"RoughProximity",2006
42,42,"Chris DiMarco",83,NA,100582,200,8381.833,16,"RoughProximity",2006
42,42,"Ted Purdy",103,NA,125181,249,10431.75,34,"RoughProximity",2006
42,42,"Hidemichi Tanaka",74,NA,114631,228,9552.583,49,"RoughProximity",2006
46,46,"Jonathan Byrd",66,NA,87630,174,7302.5,9,"RoughProximity",2006
46,46,"JB Holmes",81,NA,128126,254,10677.167,46,"RoughProximity",2006
48,48,"Todd Fischer",101,NA,152894,303,12741.167,38,"RoughProximity",2006
48,48,"Robert Garrigus",85,NA,142532,282,11877.667,42,"RoughProximity",2006
48,48,"Wes Short Jr",96,NA,166155,329,13846.25,76,"RoughProximity",2006
51,51,"JP Hayes",55,NA,70409,139,5867.417,11,"RoughProximity",2006
52,52,"Billy Andrade",78,NA,110138,216,9178.167,32,"RoughProximity",2006
52,52,"Kris Cox",83,NA,132602,260,11050.167,23,"RoughProximity",2006
52,52,"Sergio Garcia",59,NA,65313,128,5442.75,19,"RoughProximity",2006
52,52,"Tim Herron",82,NA,132068,259,11005.667,35,"RoughProximity",2006
52,52,"Ryuji Imada",105,NA,172991,339,14415.917,47,"RoughProximity",2006
57,57,"Camilo Villegas",95,NA,157514,308,13126.167,36,"RoughProximity",2006
58,58,"Rich Beem",85,NA,121309,237,10109.083,49,"RoughProximity",2006
59,59,"Robert Damron",91,NA,135913,265,11326.083,25,"RoughProximity",2006
59,59,"Robert Gamez",94,NA,108760,212,9063.333,59,"RoughProximity",2006
59,59,"Justin Leonard",83,NA,90840,177,7570,31,"RoughProximity",2006
59,59,"Jeff Sluman",101,NA,142623,278,11885.25,34,"RoughProximity",2006
59,59,"Nicholas Thompson",96,NA,127270,248,10605.833,48,"RoughProximity",2006
64,64,"Bo Van Pelt",102,NA,173162,336,14430.167,13,"RoughProximity",2006
65,65,"Bart Bryant",87,NA,96401,187,8033.417,35,"RoughProximity",2006
65,65,"Carlos Franco",86,NA,153319,297,12776.583,35,"RoughProximity",2006
65,65,"Kent Jones",103,NA,128440,249,10703.333,30,"RoughProximity",2006
65,65,"Charles Warren",93,NA,130979,254,10914.917,16,"RoughProximity",2006
69,69,"David Branshaw",98,NA,135500,262,11291.667,44,"RoughProximity",2006
69,69,"Peter Lonard",77,NA,105552,204,8796,31,"RoughProximity",2006
69,69,"Jeff Overton",95,NA,179287,347,14940.583,42,"RoughProximity",2006
72,72,"Jeff Brehaut",100,NA,137145,265,11428.75,16,"RoughProximity",2006
73,73,"Joe Durant",101,NA,104835,202,8736.25,37,"RoughProximity",2006
73,73,"Lucas Glover",105,NA,148481,286,12373.417,46,"RoughProximity",2006
73,73,"Paul Stankowski",70,NA,107501,207,8958.417,31,"RoughProximity",2006
76,76,"Charley Hoffman",100,NA,180891,348,15074.25,35,"RoughProximity",2006
76,76,"Bob Tway",81,NA,113906,219,9492.167,45,"RoughProximity",2006
78,78,"Brian Davis",92,NA,118836,228,9903,38,"RoughProximity",2006
79,79,"Woody Austin",107,NA,171440,328,14286.667,51,"RoughProximity",2006
79,79,"Daisuke Maruyama",83,NA,98940,189,8245,27,"RoughProximity",2006
79,79,"Tag Ridings",103,NA,194095,371,16174.583,70,"RoughProximity",2006
79,79,"Omar Uresti",61,NA,74208,142,6184,31,"RoughProximity",2006
83,83,"Alex Aragon",63,NA,124654,238,10387.833,41,"RoughProximity",2006
83,83,"John Cook",67,NA,79630,152,6635.833,34,"RoughProximity",2006
83,83,"Mathias Gronberg",92,NA,136702,261,11391.833,37,"RoughProximity",2006
83,83,"Bill Haas",99,NA,170961,326,14246.75,36,"RoughProximity",2006
83,83,"Skip Kendall",72,NA,74966,143,6247.167,21,"RoughProximity",2006
88,88,"Paul Azinger",87,NA,156389,298,13032.417,46,"RoughProximity",2006
88,88,"Tim Clark",80,NA,88269,168,7355.75,32,"RoughProximity",2006
88,88,"Marco Dawson",87,NA,137059,261,11421.583,32,"RoughProximity",2006
91,91,"Jason Gore",86,NA,134134,255,11177.833,29,"RoughProximity",2006
92,92,"Brian Gay",107,NA,158702,301,13225.167,34,"RoughProximity",2006
92,92,"Zach Johnson",98,NA,119518,227,9959.833,44,"RoughProximity",2006
92,92,"Tjaart van der Walt",60,NA,79019,150,6584.917,20,"RoughProximity",2006
95,95,"Heath Slocum",96,NA,110282,209,9190.167,22,"RoughProximity",2006
96,96,"David Duval",71,NA,119513,226,9959.417,45,"RoughProximity",2006
96,96,"Nathan Green",108,NA,162342,307,13528.5,27,"RoughProximity",2006
96,96,"Ian Leggatt",80,NA,152454,288,12704.5,57,"RoughProximity",2006
