"ScoringAverage_RANKTHISWEEK_2014","ScoringAverage_RANKLASTWEEK_2014","ScoringAverage_PLAYERNAME_2014","ScoringAverage_ROUNDS_2014","ScoringAverage_AVG_2014","ScoringAverage_TOTALSTROKES_2014","ScoringAverage_TOTALADJUSTMENT_2014","ScoringAverage_TOTALROUNDS_2014","stat_name","year"
147,147,"Martin Laird",66,71.436,4417,12.032,62,"ScoringAverage",2014
148,148,"Johnson Wagner",69,71.444,4635,8.859,65,"ScoringAverage",2014
149,149,"James Driscoll",71,71.454,5067,6.209,71,"ScoringAverage",2014
150,150,"David Lingmerth",80,71.469,5430,1.639,76,"ScoringAverage",2014
151,151,"John Peterson",62,71.47,4289,NA,60,"ScoringAverage",2014
152,152,"Trevor Immelman",84,71.471,5723,NA,80,"ScoringAverage",2014
153,153,"Brian Gay",81,71.493,5639,8.912,79,"ScoringAverage",2014
154,154,"Tommy Gainey",73,71.51,4926,8.2,69,"ScoringAverage",2014
155,155,"Richard Lee",80,71.528,5573,6.176,78,"ScoringAverage",2014
156,156,"Jonas Blixt",64,71.581,4443,NA,62,"ScoringAverage",2014
157,157,"Jeff Maggert",54,71.612,3867,0.063,54,"ScoringAverage",2014
158,158,"Roberto Castro",76,71.617,5326,NA,74,"ScoringAverage",2014
159,159,"Jim Herman",62,71.619,4138,15.908,58,"ScoringAverage",2014
160,160,"Nicholas Thompson",85,71.657,5811,NA,81,"ScoringAverage",2014
161,161,"Briny Baird",50,71.679,3580,3.966,50,"ScoringAverage",2014
162,162,"YE Yang",79,71.712,5591,2.546,78,"ScoringAverage",2014
163,163,"Mark Wilson",69,71.732,4662,0.57,65,"ScoringAverage",2014
164,164,"Woody Austin",63,71.743,4244,NA,59,"ScoringAverage",2014
165,165,"Kyle Stanley",87,71.745,5956,NA,83,"ScoringAverage",2014
166,166,"Bronson La Cassie",51,71.772,3367,6.301,47,"ScoringAverage",2014
167,167,"Mike Weir",69,71.789,4674,NA,65,"ScoringAverage",2014
168,168,"Scott Stallings",77,71.835,5469,NA,76,"ScoringAverage",2014
169,169,"Jim Renner",61,71.843,4262,NA,59,"ScoringAverage",2014
170,170,"John Merrick",87,71.852,5948,15.689,83,"ScoringAverage",2014
171,171,"Kevin Tway",64,71.912,4317,NA,60,"ScoringAverage",2014
172,172,"DH Lee",54,71.914,3606,NA,50,"ScoringAverage",2014
173,173,"John Rollins",84,71.932,5751,3.528,80,"ScoringAverage",2014
174,174,"Lucas Glover",68,72.233,4775,NA,66,"ScoringAverage",2014
175,175,"Troy Matteson",62,72.237,4179,10.772,58,"ScoringAverage",2014
176,176,"DA Points",75,72.239,5277,NA,73,"ScoringAverage",2014
177,177,"Derek Ernst",80,72.593,5492,25.096,76,"ScoringAverage",2014
