"LeftRoughProximity_RANKTHISWEEK_2012","LeftRoughProximity_RANKLASTWEEK_2012","LeftRoughProximity_PLAYERNAME_2012","LeftRoughProximity_ROUNDS_2012","LeftRoughProximity_AVG_2012","LeftRoughProximity_ATTEMPTS_2012","LeftRoughProximity_TOTALDISTANCEFEET_2012","LeftRoughProximity_RELATIVETOPAR_2012","stat_name","year"
36,36,"Jeff Maggert",83,NA,119,4930.583,22,"LeftRoughProximity",2012
38,38,"Jonas Blixt",72,NA,142,5893.167,18,"LeftRoughProximity",2012
38,38,"Chris DiMarco",83,NA,97,4024.667,17,"LeftRoughProximity",2012
40,40,"Kris Blanks",65,NA,104,4326.333,17,"LeftRoughProximity",2012
40,40,"Heath Slocum",93,NA,94,3911.333,34,"LeftRoughProximity",2012
42,42,"Troy Matteson",100,NA,176,7339.333,4,"LeftRoughProximity",2012
43,43,"Daniel Chopra",55,NA,84,3515.667,-3,"LeftRoughProximity",2012
44,44,"Brendon de Jonge",115,NA,166,6960.833,6,"LeftRoughProximity",2012
44,44,"Graham DeLaet",79,NA,134,5616.583,13,"LeftRoughProximity",2012
44,44,"Marc Leishman",84,NA,129,5402.25,23,"LeftRoughProximity",2012
44,44,"Carl Pettersson",92,NA,162,6786.083,16,"LeftRoughProximity",2012
48,48,"Jim Furyk",85,NA,103,4324.25,-3,"LeftRoughProximity",2012
48,48,"Mathew Goggin",65,NA,114,4788.5,5,"LeftRoughProximity",2012
48,48,"Chez Reavie",83,NA,94,3947.25,28,"LeftRoughProximity",2012
51,51,"Ken Duke",104,NA,122,5136.583,4,"LeftRoughProximity",2012
51,51,"Ernie Els",80,NA,133,5595.75,8,"LeftRoughProximity",2012
51,51,"Bill Haas",79,NA,86,3617.583,13,"LeftRoughProximity",2012
51,51,"Kevin Na",80,NA,103,4336.583,14,"LeftRoughProximity",2012
55,55,"Russell Knox",72,NA,73,3075.333,2,"LeftRoughProximity",2012
55,55,"John Merrick",83,NA,123,5187.833,17,"LeftRoughProximity",2012
57,57,"Brian Davis",91,NA,108,4564.25,10,"LeftRoughProximity",2012
57,57,"Luke Donald",63,NA,76,3208.917,0,"LeftRoughProximity",2012
57,57,"Billy Horschel",63,NA,76,3211.417,-2,"LeftRoughProximity",2012
57,57,"Steve Stricker",73,NA,95,4012,5,"LeftRoughProximity",2012
61,61,"Ben Curtis",62,NA,93,3938,21,"LeftRoughProximity",2012
61,61,"Graeme McDowell",55,NA,59,2497.167,11,"LeftRoughProximity",2012
63,63,"Robert Allenby",76,NA,131,5554.75,38,"LeftRoughProximity",2012
63,63,"Gavin Coles",72,NA,119,5045.083,22,"LeftRoughProximity",2012
63,63,"Daniel Summerhays",81,NA,130,5509.667,32,"LeftRoughProximity",2012
63,63,"Bubba Watson",68,NA,105,4453.167,-2,"LeftRoughProximity",2012
67,67,"JJ Killeen",101,NA,140,5955.5,22,"LeftRoughProximity",2012
68,68,"Nathan Green",73,NA,111,4723.75,10,"LeftRoughProximity",2012
68,68,"Davis Love III",64,NA,105,4471.083,2,"LeftRoughProximity",2012
70,70,"Stephen Ames",54,NA,78,3326.917,10,"LeftRoughProximity",2012
70,70,"Stuart Appleby",75,NA,112,4777.417,17,"LeftRoughProximity",2012
70,70,"Chris Couch",61,NA,71,3030,5,"LeftRoughProximity",2012
70,70,"Matt Kuchar",86,NA,117,4991.083,6,"LeftRoughProximity",2012
74,74,"Robert Garrigus",89,NA,157,6716.917,8,"LeftRoughProximity",2012
74,74,"Geoff Ogilvy",73,NA,111,4743.5,20,"LeftRoughProximity",2012
76,76,"John Huh",99,NA,121,5186.5,6,"LeftRoughProximity",2012
76,76,"Vaughn Taylor",81,NA,127,5441.167,24,"LeftRoughProximity",2012
78,78,"Lee Westwood",60,NA,85,3647.917,8,"LeftRoughProximity",2012
79,79,"David Hearn",95,NA,119,5128.083,23,"LeftRoughProximity",2012
80,80,"Rocco Mediate",70,NA,113,4874.083,17,"LeftRoughProximity",2012
80,80,"Seung Yul Noh",105,NA,167,7209.167,15,"LeftRoughProximity",2012
80,80,"Alexandre Rocha",62,NA,65,2807.167,13,"LeftRoughProximity",2012
80,80,"Steve Wheatcroft",56,NA,93,4012.5,19,"LeftRoughProximity",2012
84,84,"Marco Dawson",60,NA,110,4753.167,28,"LeftRoughProximity",2012
84,84,"Phil Mickelson",79,NA,149,6450,1,"LeftRoughProximity",2012
86,86,"John Daly",50,NA,84,3642.75,17,"LeftRoughProximity",2012
86,86,"Kevin Stadler",85,NA,126,5457.083,23,"LeftRoughProximity",2012
88,88,"Keegan Bradley",90,NA,123,5338.833,13,"LeftRoughProximity",2012
88,88,"Will Claxton",99,NA,155,6728.083,26,"LeftRoughProximity",2012
88,88,"Harrison Frazar",56,NA,112,4865.417,26,"LeftRoughProximity",2012
88,88,"Patrick Sheehan",58,NA,88,3823.167,19,"LeftRoughProximity",2012
92,92,"Jhonattan Vegas",77,NA,163,7092.167,31,"LeftRoughProximity",2012
92,92,"Jimmy Walker",101,NA,191,8307.417,9,"LeftRoughProximity",2012
94,94,"Hunter Mahan",88,NA,92,4012.25,9,"LeftRoughProximity",2012
94,94,"Tom Pernice Jr",62,NA,84,3663.417,13,"LeftRoughProximity",2012
94,94,"DJ Trahan",73,NA,111,4834.667,14,"LeftRoughProximity",2012
97,97,"Chris Stroud",86,NA,115,5022.333,19,"LeftRoughProximity",2012
98,98,"Tim Clark",60,NA,73,3193.167,15,"LeftRoughProximity",2012
99,99,"Aaron Baddeley",73,NA,106,4664.667,1,"LeftRoughProximity",2012
100,100,"Billy Hurley III",70,NA,127,5607,31,"LeftRoughProximity",2012
101,101,"Martin Flores",95,NA,190,8408.417,17,"LeftRoughProximity",2012
101,101,"Bryce Molder",83,NA,96,4248.917,10,"LeftRoughProximity",2012
103,103,"Mark Anderson",75,NA,106,4699.083,7,"LeftRoughProximity",2012
103,103,"Edward Loar",59,NA,114,5051.333,22,"LeftRoughProximity",2012
103,103,"Brendan Steele",77,NA,105,4651.917,22,"LeftRoughProximity",2012
103,103,"Michael Thompson",80,NA,111,4922.667,24,"LeftRoughProximity",2012
107,107,"Martin Laird",77,NA,90,3998.083,17,"LeftRoughProximity",2012
107,107,"William McGirt",96,NA,149,6623.5,17,"LeftRoughProximity",2012
107,107,"John Rollins",81,NA,113,5022,10,"LeftRoughProximity",2012
107,107,"Andres Romero",68,NA,105,4665.083,13,"LeftRoughProximity",2012
111,111,"Jason Bohn",81,NA,115,5129.5,15,"LeftRoughProximity",2012
111,111,"John Mallinger",74,NA,88,3921.833,13,"LeftRoughProximity",2012
113,113,"Ryan Palmer",81,NA,144,6435.417,9,"LeftRoughProximity",2012
114,114,"Matt Bettencourt",80,NA,142,6353.083,40,"LeftRoughProximity",2012
114,114,"Spencer Levin",81,NA,146,6531.333,14,"LeftRoughProximity",2012
116,116,"Scott Piercy",95,NA,160,7171.417,16,"LeftRoughProximity",2012
116,116,"Justin Rose",69,NA,73,3274.833,-2,"LeftRoughProximity",2012
118,118,"JJ Henry",93,NA,127,5706.75,35,"LeftRoughProximity",2012
118,118,"Ian Poulter",57,NA,51,2291.167,4,"LeftRoughProximity",2012
120,120,"David Toms",60,NA,61,2747.417,3,"LeftRoughProximity",2012
121,121,"Ryuji Imada",78,NA,165,7443.75,27,"LeftRoughProximity",2012
121,121,"David Mathis",83,NA,110,4959.417,24,"LeftRoughProximity",2012
123,123,"Blake Adams",107,NA,124,5596,18,"LeftRoughProximity",2012
124,124,"Cameron Beckman",81,NA,117,5294,28,"LeftRoughProximity",2012
125,125,"Scott Brown",65,NA,84,3804.5,18,"LeftRoughProximity",2012
125,125,"Pat Perez",81,NA,129,5850.583,4,"LeftRoughProximity",2012
125,125,"Johnson Wagner",88,NA,159,7213.417,19,"LeftRoughProximity",2012
125,125,"Mark Wilson",84,NA,71,3220.667,3,"LeftRoughProximity",2012
129,129,"Dicky Pride",62,NA,89,4038.667,18,"LeftRoughProximity",2012
130,130,"Stephen Gangluff",57,NA,77,3517.333,26,"LeftRoughProximity",2012
130,130,"Padraig Harrington",67,NA,76,3469.5,5,"LeftRoughProximity",2012
130,130,"Brendon Todd",78,NA,128,5841.333,26,"LeftRoughProximity",2012
133,133,"Bobby Gates",87,NA,131,5995.333,19,"LeftRoughProximity",2012
133,133,"Charles Howell III",98,NA,123,5627.583,5,"LeftRoughProximity",2012
133,133,"Justin Leonard",79,NA,141,6453,23,"LeftRoughProximity",2012
136,136,"Sergio Garcia",57,NA,89,4097.25,0,"LeftRoughProximity",2012
136,136,"Nick OHern",78,NA,131,6026.917,43,"LeftRoughProximity",2012
138,138,"Michael Bradley",63,NA,131,6041.75,25,"LeftRoughProximity",2012
139,139,"Harris English",98,NA,136,6283.417,16,"LeftRoughProximity",2012
139,139,"Brian Gay",91,NA,123,5681.417,24,"LeftRoughProximity",2012
141,141,"Brandt Snedeker",81,NA,101,4674.333,15,"LeftRoughProximity",2012
142,142,"Stewart Cink",71,NA,110,5106.917,13,"LeftRoughProximity",2012
142,142,"John Senden",81,NA,90,4177.583,-1,"LeftRoughProximity",2012
142,142,"Cameron Tringale",88,NA,122,5664.167,24,"LeftRoughProximity",2012
145,145,"JB Holmes",90,NA,166,7720.333,10,"LeftRoughProximity",2012
145,145,"Billy Mayfair",90,NA,127,5906.75,18,"LeftRoughProximity",2012
147,147,"Charlie Wi",86,NA,125,5823.417,24,"LeftRoughProximity",2012
148,148,"Jason Day",57,NA,104,4853.333,6,"LeftRoughProximity",2012
148,148,"James Driscoll",83,NA,135,6299.25,26,"LeftRoughProximity",2012
148,148,"Brandt Jobe",57,NA,69,3221.083,9,"LeftRoughProximity",2012
148,148,"Adam Scott",59,NA,68,3174.75,13,"LeftRoughProximity",2012
152,152,"Kevin Chappell",91,NA,123,5746.333,37,"LeftRoughProximity",2012
153,153,"Zach Johnson",95,NA,112,5245.833,25,"LeftRoughProximity",2012
153,153,"Kevin Streelman",89,NA,135,6318.083,21,"LeftRoughProximity",2012
155,155,"Jason Kokrak",79,NA,148,6938,14,"LeftRoughProximity",2012
155,155,"Derek Lamely",64,NA,108,5068.833,18,"LeftRoughProximity",2012
155,155,"Ted Potter Jr",77,NA,108,5070.667,17,"LeftRoughProximity",2012
158,158,"Chad Campbell",84,NA,131,6152.917,19,"LeftRoughProximity",2012
159,159,"George McNeill",85,NA,109,5130.75,26,"LeftRoughProximity",2012
160,160,"Bob Estes",78,NA,104,4907.917,14,"LeftRoughProximity",2012
160,160,"Ryan Moore",89,NA,126,5940.083,26,"LeftRoughProximity",2012
160,160,"Camilo Villegas",79,NA,129,6084.333,27,"LeftRoughProximity",2012
163,163,"Ben Crane",73,NA,105,4976.667,1,"LeftRoughProximity",2012
163,163,"Matt Every",80,NA,104,4927.75,8,"LeftRoughProximity",2012
165,165,"Kevin Kisner",69,NA,92,4369.75,9,"LeftRoughProximity",2012
166,166,"Sung Kang",75,NA,118,5612.583,29,"LeftRoughProximity",2012
167,167,"KJ Choi",71,NA,97,4624.5,24,"LeftRoughProximity",2012
167,167,"Freddie Jacobson",61,NA,79,3767.083,15,"LeftRoughProximity",2012
169,169,"Richard Lee",71,NA,93,4449.667,23,"LeftRoughProximity",2012
170,170,"Jerry Kelly",84,NA,90,4314.667,12,"LeftRoughProximity",2012
171,171,"Tom Gillis",75,NA,118,5659.583,13,"LeftRoughProximity",2012
172,172,"Tommy Gainey",98,NA,181,8700,55,"LeftRoughProximity",2012
173,173,"Roberto Castro",92,NA,126,6082.417,19,"LeftRoughProximity",2012
174,174,"Greg Chalmers",88,NA,110,5320.5,24,"LeftRoughProximity",2012
174,174,"Gary Woodland",70,NA,127,6142.583,13,"LeftRoughProximity",2012
176,176,"Tiger Woods",69,NA,93,4506.25,2,"LeftRoughProximity",2012
177,177,"Hunter Haas",69,NA,99,4803.667,9,"LeftRoughProximity",2012
177,177,"Rod Pampling",88,NA,105,5096.583,19,"LeftRoughProximity",2012
179,179,"Chris Kirk",93,NA,144,6993.75,17,"LeftRoughProximity",2012
180,180,"Rickie Fowler",84,NA,101,4917.833,20,"LeftRoughProximity",2012
181,181,"Matt Jones",53,NA,91,4441.917,18,"LeftRoughProximity",2012
182,182,"YE Yang",64,NA,90,4428.167,13,"LeftRoughProximity",2012
183,183,"Gary Christian",91,NA,110,5475.167,38,"LeftRoughProximity",2012
184,184,"Henrik Stenson",51,NA,75,3734.5,19,"LeftRoughProximity",2012
185,185,"Erik Compton",81,NA,124,6213.75,29,"LeftRoughProximity",2012
186,186,"Scott Dunlap",57,NA,59,2963.667,14,"LeftRoughProximity",2012
187,187,"Arjun Atwal",79,NA,128,6484.417,41,"LeftRoughProximity",2012
188,188,"Sangmoon Bae",81,NA,115,5888.167,27,"LeftRoughProximity",2012
189,189,"Robert Karlsson",54,NA,73,3741.583,17,"LeftRoughProximity",2012
190,190,"Sean OHair",84,NA,140,7277.583,36,"LeftRoughProximity",2012
191,191,"Colt Knost",79,NA,103,5469.25,35,"LeftRoughProximity",2012
