"FirstTeeLateLowestRound_RANKTHISWEEK_2009","FirstTeeLateLowestRound_RANKLASTWEEK_2009","FirstTeeLateLowestRound_PLAYERNAME_2009","FirstTeeLateLowestRound_ROUNDS_2009","FirstTeeLateLowestRound_LOWRND_2009","stat_name","year"
1,1,"Zach Johnson",94,60,"FirstTeeLateLowestRound",2009
2,2,"Kenny Perry",92,61,"FirstTeeLateLowestRound",2009
3,3,"Bill Haas",91,62,"FirstTeeLateLowestRound",2009
3,3,"Hunter Mahan",94,62,"FirstTeeLateLowestRound",2009
3,3,"John Mallinger",90,62,"FirstTeeLateLowestRound",2009
3,3,"Steve Marino",98,62,"FirstTeeLateLowestRound",2009
3,3,"Troy Matteson",95,62,"FirstTeeLateLowestRound",2009
3,3,"Scott McCarron",91,62,"FirstTeeLateLowestRound",2009
3,3,"Phil Mickelson",66,62,"FirstTeeLateLowestRound",2009
3,3,"Steve Stricker",81,62,"FirstTeeLateLowestRound",2009
3,3,"Scott Verplank",88,62,"FirstTeeLateLowestRound",2009
3,3,"Tiger Woods",64,62,"FirstTeeLateLowestRound",2009
13,13,"Briny Baird",89,63,"FirstTeeLateLowestRound",2009
13,13,"Jason Dufner",90,63,"FirstTeeLateLowestRound",2009
13,13,"Jim Furyk",86,63,"FirstTeeLateLowestRound",2009
13,13,"Ernie Gonzalez",4,63,"FirstTeeLateLowestRound",2009
13,13,"Paul Goydos",79,63,"FirstTeeLateLowestRound",2009
13,13,"Tim Herron",87,63,"FirstTeeLateLowestRound",2009
13,13,"Richard Johnson",85,63,"FirstTeeLateLowestRound",2009
13,13,"Justin Leonard",95,63,"FirstTeeLateLowestRound",2009
13,13,"Frank Lickliter II",36,63,"FirstTeeLateLowestRound",2009
13,13,"Jeff Maggert",79,63,"FirstTeeLateLowestRound",2009
13,13,"Nick OHern",90,63,"FirstTeeLateLowestRound",2009
13,13,"Tom Pernice Jr",82,63,"FirstTeeLateLowestRound",2009
13,13,"Rick Price",54,63,"FirstTeeLateLowestRound",2009
13,13,"Scott Sterling",51,63,"FirstTeeLateLowestRound",2009
13,13,"Camilo Villegas",76,63,"FirstTeeLateLowestRound",2009
13,13,"Bubba Watson",73,63,"FirstTeeLateLowestRound",2009
29,29,"Stephen Ames",77,64,"FirstTeeLateLowestRound",2009
29,29,"Greg Chalmers",85,64,"FirstTeeLateLowestRound",2009
29,29,"Tim Clark",81,64,"FirstTeeLateLowestRound",2009
29,29,"Ben Curtis",63,64,"FirstTeeLateLowestRound",2009
29,29,"Brian Davis",103,64,"FirstTeeLateLowestRound",2009
29,29,"Steve Elkington",70,64,"FirstTeeLateLowestRound",2009
29,29,"Rickie Fowler",20,64,"FirstTeeLateLowestRound",2009
29,29,"Sergio Garcia",59,64,"FirstTeeLateLowestRound",2009
29,29,"Brian Gay",96,64,"FirstTeeLateLowestRound",2009
29,29,"Retief Goosen",74,64,"FirstTeeLateLowestRound",2009
29,29,"John Huston",39,64,"FirstTeeLateLowestRound",2009
29,29,"Lee Janzen",74,64,"FirstTeeLateLowestRound",2009
29,29,"Miguel Angel Jimenez",28,64,"FirstTeeLateLowestRound",2009
29,29,"Jerry Kelly",90,64,"FirstTeeLateLowestRound",2009
29,29,"Jeff Klauk",97,64,"FirstTeeLateLowestRound",2009
29,29,"Jamie Lovemark",14,64,"FirstTeeLateLowestRound",2009
29,29,"Bryce Molder",69,64,"FirstTeeLateLowestRound",2009
29,29,"Ryan Moore",89,64,"FirstTeeLateLowestRound",2009
29,29,"Chris Riley",77,64,"FirstTeeLateLowestRound",2009
29,29,"Rory Sabbatini",81,64,"FirstTeeLateLowestRound",2009
29,29,"Adam Scott",53,64,"FirstTeeLateLowestRound",2009
29,29,"John Senden",100,64,"FirstTeeLateLowestRound",2009
29,29,"Webb Simpson",94,64,"FirstTeeLateLowestRound",2009
29,29,"Vijay Singh",71,64,"FirstTeeLateLowestRound",2009
29,29,"Jeev Milkha Singh",49,64,"FirstTeeLateLowestRound",2009
29,29,"Heath Slocum",95,64,"FirstTeeLateLowestRound",2009
29,29,"Darron Stiles",52,64,"FirstTeeLateLowestRound",2009
29,29,"Kevin Streelman",97,64,"FirstTeeLateLowestRound",2009
