"GIRPutting2025_RANKTHISWEEK_2008","GIRPutting2025_RANKLASTWEEK_2008","GIRPutting2025_PLAYERNAME_2008","GIRPutting2025_ROUNDS_2008","GIRPutting2025_Pct_2008","GIRPutting2025_ATTEMPTS_2008","GIRPutting2025_PUTTSMADE_2008","stat_name","year"
1,1,"Alejandro Canizares",52,24.44,45,11,"GIRPutting2025",2008
2,2,"Greg Kraft",63,21.28,47,10,"GIRPutting2025",2008
3,3,"Woody Austin",109,18.7,123,23,"GIRPutting2025",2008
4,4,"Nathan Green",95,18.35,109,20,"GIRPutting2025",2008
5,5,"Tim Herron",97,18.1,116,21,"GIRPutting2025",2008
6,6,"Hunter Mahan",87,17.82,101,18,"GIRPutting2025",2008
6,6,"Pat Perez",93,17.82,101,18,"GIRPutting2025",2008
8,8,"Paul Claxton",63,17.65,68,12,"GIRPutting2025",2008
9,9,"Joe Ogilvie",100,17.36,121,21,"GIRPutting2025",2008
10,10,"Johnson Wagner",83,17.33,75,13,"GIRPutting2025",2008
11,11,"Tommy Armour III",77,17.28,81,14,"GIRPutting2025",2008
12,12,"Steve Lowery",74,17.07,82,14,"GIRPutting2025",2008
13,13,"Mark Hensby",71,16.88,77,13,"GIRPutting2025",2008
14,14,"Daniel Chopra",84,16.87,83,14,"GIRPutting2025",2008
15,15,"Michael Letzig",88,16.85,89,15,"GIRPutting2025",2008
16,16,"Craig Kanada",65,16.67,84,14,"GIRPutting2025",2008
16,16,"Tim Petrovic",97,16.67,96,16,"GIRPutting2025",2008
18,18,"Tim Clark",90,16.5,103,17,"GIRPutting2025",2008
19,19,"Andres Romero",69,16.36,55,9,"GIRPutting2025",2008
20,20,"Dustin Johnson",92,16.04,106,17,"GIRPutting2025",2008
21,21,"Jim Furyk",95,15.93,113,18,"GIRPutting2025",2008
22,22,"Will Ma Kenzie",62,15.79,76,12,"GIRPutting2025",2008
23,23,"Bob Estes",90,15.7,121,19,"GIRPutting2025",2008
24,24,"Bart Bryant",81,15.66,83,13,"GIRPutting2025",2008
24,24,"Ben Curtis",80,15.66,83,13,"GIRPutting2025",2008
26,26,"Brad Elder",67,15.63,64,10,"GIRPutting2025",2008
26,26,"Parker McLachlin",88,15.63,96,15,"GIRPutting2025",2008
28,28,"Jason Day",81,15.56,90,14,"GIRPutting2025",2008
29,29,"Zach Johnson",85,15.53,103,16,"GIRPutting2025",2008
30,30,"Jeff Gove",50,15.49,71,11,"GIRPutting2025",2008
31,31,"Padraig Harrington",52,15.38,39,6,"GIRPutting2025",2008
31,31,"Jeff Overton",103,15.38,104,16,"GIRPutting2025",2008
33,33,"Ben Crane",86,15.18,112,17,"GIRPutting2025",2008
33,33,"Nick Flanagan",89,15.18,112,17,"GIRPutting2025",2008
35,35,"Corey Pavin",69,15.15,66,10,"GIRPutting2025",2008
36,36,"Freddie Jacobson",78,15,80,12,"GIRPutting2025",2008
36,36,"John Rollins",94,15,100,15,"GIRPutting2025",2008
36,36,"Tom Scherrer",56,15,60,9,"GIRPutting2025",2008
39,39,"Anthony Kim",81,14.86,74,11,"GIRPutting2025",2008
39,39,"Scott McCarron",63,14.86,74,11,"GIRPutting2025",2008
41,41,"Tommy Gainey",60,14.71,68,10,"GIRPutting2025",2008
42,42,"Cameron Beckman",87,14.68,109,16,"GIRPutting2025",2008
43,43,"Ken Duke",116,14.6,137,20,"GIRPutting2025",2008
44,44,"Jin Park",85,14.58,96,14,"GIRPutting2025",2008
45,45,"Steve Marino",119,14.52,124,18,"GIRPutting2025",2008
46,46,"Mark Wilson",107,14.48,145,21,"GIRPutting2025",2008
47,47,"Matt Jones",95,14.43,97,14,"GIRPutting2025",2008
48,48,"Jonathan Byrd",88,14.29,84,12,"GIRPutting2025",2008
49,49,"Stuart Appleby",87,14.1,78,11,"GIRPutting2025",2008
49,49,"Jesper Parnevik",88,14.1,78,11,"GIRPutting2025",2008
51,51,"Tag Ridings",88,14.08,71,10,"GIRPutting2025",2008
52,52,"Paul Casey",55,13.95,43,6,"GIRPutting2025",2008
53,53,"Aaron Baddeley",76,13.92,79,11,"GIRPutting2025",2008
54,54,"YE Yang",89,13.89,108,15,"GIRPutting2025",2008
55,55,"Chad Campbell",94,13.85,130,18,"GIRPutting2025",2008
56,56,"Jeff Quinney",87,13.83,94,13,"GIRPutting2025",2008
57,57,"Tom Pernice Jr",104,13.82,123,17,"GIRPutting2025",2008
58,58,"Billy Andrade",71,13.79,87,12,"GIRPutting2025",2008
59,59,"Retief Goosen",59,13.73,51,7,"GIRPutting2025",2008
60,60,"Cody Freeman",66,13.64,66,9,"GIRPutting2025",2008
60,60,"Ryan Moore",72,13.64,66,9,"GIRPutting2025",2008
62,62,"Chris DiMarco",87,13.59,103,14,"GIRPutting2025",2008
62,62,"Jon Mills",95,13.59,103,14,"GIRPutting2025",2008
64,64,"Frank Lickliter II",107,13.45,119,16,"GIRPutting2025",2008
65,65,"David Duval",51,13.33,45,6,"GIRPutting2025",2008
65,65,"Carlos Franco",73,13.33,90,12,"GIRPutting2025",2008
67,67,"Nick OHern",82,13.25,83,11,"GIRPutting2025",2008
68,68,"John Huston",56,13.24,68,9,"GIRPutting2025",2008
69,69,"Dudley Hart",74,13.13,99,13,"GIRPutting2025",2008
70,70,"Patrick Sheehan",124,13.1,145,19,"GIRPutting2025",2008
71,71,"Mathias Gronberg",87,13.08,107,14,"GIRPutting2025",2008
72,72,"Kenneth Ferrie",72,13.04,92,12,"GIRPutting2025",2008
73,73,"Lee Janzen",89,12.84,109,14,"GIRPutting2025",2008
74,74,"Richard Johnson",77,12.79,86,11,"GIRPutting2025",2008
75,75,"Kevin Sutherland",98,12.78,133,17,"GIRPutting2025",2008
76,76,"Michael Allen",91,12.75,102,13,"GIRPutting2025",2008
77,77,"Todd Hamilton",92,12.73,110,14,"GIRPutting2025",2008
78,78,"Steve Elkington",84,12.71,118,15,"GIRPutting2025",2008
79,79,"Robert Garrigus",90,12.7,126,16,"GIRPutting2025",2008
80,80,"Nick Watney",96,12.63,95,12,"GIRPutting2025",2008
81,81,"Shane Bertsch",96,12.61,111,14,"GIRPutting2025",2008
