"DrivingPctMeasured_RANKTHISWEEK_2009","DrivingPctMeasured_RANKLASTWEEK_2009","DrivingPctMeasured_PLAYERNAME_2009","DrivingPctMeasured_ROUNDS_2009","DrivingPctMeasured_Pct_2009","DrivingPctMeasured_TOTALDRIVESFOR_2009","DrivingPctMeasured_TOTALDRVSOVERALL_2009","DrivingPctMeasured_RELATIVETOPAR_2009","stat_name","year"
24,24,"Bart Bryant",58,3.7,4,108,0.75,"DrivingPctMeasured",2009
25,25,"Nick OHern",90,3.49,6,172,-0.17,"DrivingPctMeasured",2009
25,25,"Scott Sterling",51,3.49,3,86,1,"DrivingPctMeasured",2009
27,27,"Adam Scott",53,3.41,3,88,0,"DrivingPctMeasured",2009
28,28,"Marc Turnesa",77,3.25,5,154,0.8,"DrivingPctMeasured",2009
29,29,"Brian Vranesh",51,3.19,3,94,0.67,"DrivingPctMeasured",2009
30,30,"Cameron Beckman",87,3.09,5,162,0.4,"DrivingPctMeasured",2009
31,31,"Peter Lonard",86,3.05,5,164,0.2,"DrivingPctMeasured",2009
32,32,"Martin Laird",72,3.03,4,132,0.5,"DrivingPctMeasured",2009
33,33,"Joe Ogilvie",85,3.01,5,166,0.2,"DrivingPctMeasured",2009
34,34,"Nathan Green",104,3,6,200,0.33,"DrivingPctMeasured",2009
35,35,"Scott Verplank",88,2.98,5,168,0.4,"DrivingPctMeasured",2009
36,36,"Brendon Todd",53,2.94,3,102,0.33,"DrivingPctMeasured",2009
37,37,"Rich Beem",77,2.9,4,138,0.5,"DrivingPctMeasured",2009
38,38,"Kevin Na",91,2.87,5,174,0.4,"DrivingPctMeasured",2009
39,39,"Pat Perez",74,2.86,4,140,0.75,"DrivingPctMeasured",2009
40,40,"Chris Riley",77,2.82,4,142,0.75,"DrivingPctMeasured",2009
41,41,"Brian Bateman",55,2.73,3,110,0.67,"DrivingPctMeasured",2009
42,42,"David Mathis",82,2.63,4,152,0.75,"DrivingPctMeasured",2009
42,42,"Tim Petrovic",97,2.63,5,190,0.2,"DrivingPctMeasured",2009
44,44,"Matt Kuchar",82,2.56,4,156,0,"DrivingPctMeasured",2009
45,45,"Jeff Maggert",79,2.53,4,158,0.75,"DrivingPctMeasured",2009
46,46,"Justin Rose",71,2.5,3,120,0,"DrivingPctMeasured",2009
47,47,"Aron Price",89,2.47,4,162,-0.25,"DrivingPctMeasured",2009
48,48,"Aaron Baddeley",66,2.46,3,122,1.33,"DrivingPctMeasured",2009
48,48,"Camilo Villegas",76,2.46,3,122,0.33,"DrivingPctMeasured",2009
50,50,"Jerry Kelly",90,2.44,4,164,0.5,"DrivingPctMeasured",2009
51,51,"Colt Knost",71,2.38,3,126,0,"DrivingPctMeasured",2009
52,52,"Daniel Chopra",89,2.25,4,178,0.25,"DrivingPctMeasured",2009
52,52,"Charles Howell III",99,2.25,4,178,0.25,"DrivingPctMeasured",2009
54,54,"Rocco Mediate",79,2.24,3,134,0,"DrivingPctMeasured",2009
55,55,"Andres Romero",58,2.22,2,90,1,"DrivingPctMeasured",2009
56,56,"Mathew Goggin",76,2.21,3,136,0,"DrivingPctMeasured",2009
56,56,"Lee Janzen",74,2.21,3,136,0,"DrivingPctMeasured",2009
58,58,"JJ Henry",97,2.2,4,182,1.25,"DrivingPctMeasured",2009
59,59,"Jason Gore",74,2.17,3,138,0,"DrivingPctMeasured",2009
60,60,"Chris DiMarco",97,2.15,4,186,0,"DrivingPctMeasured",2009
61,61,"Cliff Kresge",78,2.08,3,144,0,"DrivingPctMeasured",2009
61,61,"Rory Sabbatini",81,2.08,3,144,0.33,"DrivingPctMeasured",2009
63,63,"Brian Davis",103,2.02,4,198,0.25,"DrivingPctMeasured",2009
64,64,"Freddie Jacobson",83,1.95,3,154,0.67,"DrivingPctMeasured",2009
65,65,"Bob Estes",78,1.92,3,156,0,"DrivingPctMeasured",2009
65,65,"Ryan Palmer",78,1.92,3,156,0.33,"DrivingPctMeasured",2009
67,67,"Briny Baird",89,1.9,3,158,0,"DrivingPctMeasured",2009
68,68,"James Nitties",86,1.88,3,160,0.67,"DrivingPctMeasured",2009
69,69,"Joe Durant",62,1.85,2,108,0.5,"DrivingPctMeasured",2009
70,70,"Tom Pernice Jr",82,1.83,3,164,0.33,"DrivingPctMeasured",2009
71,71,"Ricky Barnes",67,1.82,2,110,0.5,"DrivingPctMeasured",2009
71,71,"Padraig Harrington",66,1.82,2,110,0.5,"DrivingPctMeasured",2009
71,71,"Bob Heintz",59,1.82,2,110,0,"DrivingPctMeasured",2009
74,74,"Steve Lowery",83,1.81,3,166,1,"DrivingPctMeasured",2009
75,75,"Zach Johnson",94,1.79,3,168,-0.33,"DrivingPctMeasured",2009
75,75,"Jeff Overton",92,1.79,3,168,1.33,"DrivingPctMeasured",2009
75,75,"Vaughn Taylor",88,1.79,3,168,0.67,"DrivingPctMeasured",2009
78,78,"Bryce Molder",69,1.75,2,114,1.5,"DrivingPctMeasured",2009
78,78,"Vijay Singh",71,1.75,2,114,0.5,"DrivingPctMeasured",2009
80,80,"Brendon de Jonge",90,1.74,3,172,0.33,"DrivingPctMeasured",2009
80,80,"Jason Dufner",90,1.74,3,172,0.33,"DrivingPctMeasured",2009
82,82,"Lucas Glover",93,1.72,3,174,-0.33,"DrivingPctMeasured",2009
83,83,"Greg Owen",97,1.69,3,178,0.33,"DrivingPctMeasured",2009
84,84,"Kirk Triplett",60,1.67,2,120,-0.5,"DrivingPctMeasured",2009
85,85,"Troy Matteson",95,1.65,3,182,0.67,"DrivingPctMeasured",2009
86,86,"Casey Wittenberg",71,1.64,2,122,1,"DrivingPctMeasured",2009
87,87,"DA Points",99,1.61,3,186,0,"DrivingPctMeasured",2009
88,88,"Matt Bettencourt",98,1.6,3,188,0.67,"DrivingPctMeasured",2009
88,88,"Webb Simpson",94,1.6,3,188,0.33,"DrivingPctMeasured",2009
90,90,"Retief Goosen",74,1.59,2,126,-0.5,"DrivingPctMeasured",2009
91,91,"Stephen Ames",77,1.54,2,130,0.5,"DrivingPctMeasured",2009
91,91,"Kent Jones",73,1.54,2,130,0,"DrivingPctMeasured",2009
93,93,"Steve Stricker",81,1.49,2,134,0,"DrivingPctMeasured",2009
94,94,"Brad Adamonis",70,1.47,2,136,0.5,"DrivingPctMeasured",2009
94,94,"Jimmy Walker",74,1.47,2,136,-0.5,"DrivingPctMeasured",2009
96,96,"Will Ma Kenzie",69,1.45,2,138,0.5,"DrivingPctMeasured",2009
97,97,"Jim Furyk",86,1.41,2,142,0,"DrivingPctMeasured",2009
98,98,"Dustin Johnson",85,1.35,2,148,2,"DrivingPctMeasured",2009
99,99,"Alex Cejka",82,1.3,2,154,0.5,"DrivingPctMeasured",2009
100,100,"Chad Campbell",90,1.28,2,156,-0.5,"DrivingPctMeasured",2009
101,101,"Ryan Moore",89,1.23,2,162,0.5,"DrivingPctMeasured",2009
101,101,"Johnson Wagner",81,1.23,2,162,0.5,"DrivingPctMeasured",2009
103,103,"Hunter Mahan",94,1.22,2,164,0.5,"DrivingPctMeasured",2009
103,103,"Chris Stroud",88,1.22,2,164,0,"DrivingPctMeasured",2009
105,105,"Angel Cabrera",55,1.19,1,84,-1,"DrivingPctMeasured",2009
105,105,"Brett Quigley",92,1.19,2,168,0,"DrivingPctMeasured",2009
107,107,"Patrick Sheehan",51,1.16,1,86,0,"DrivingPctMeasured",2009
108,108,"Tag Ridings",50,1.14,1,88,0,"DrivingPctMeasured",2009
108,108,"DJ Trahan",96,1.14,2,176,-0.5,"DrivingPctMeasured",2009
110,110,"Ben Crane",93,1.12,2,178,0.5,"DrivingPctMeasured",2009
110,110,"Heath Slocum",95,1.12,2,178,0,"DrivingPctMeasured",2009
112,112,"Sergio Garcia",59,1.09,1,92,0,"DrivingPctMeasured",2009
112,112,"Ian Poulter",59,1.09,1,92,-1,"DrivingPctMeasured",2009
112,112,"Darron Stiles",52,1.09,1,92,1,"DrivingPctMeasured",2009
115,115,"Ted Purdy",101,1.08,2,186,-1,"DrivingPctMeasured",2009
115,115,"Kevin Streelman",97,1.08,2,186,0.5,"DrivingPctMeasured",2009
117,117,"Leif Olson",51,1.06,1,94,1,"DrivingPctMeasured",2009
118,118,"Jeff Klauk",97,1.05,2,190,0.5,"DrivingPctMeasured",2009
118,118,"Mark Wilson",99,1.05,2,190,0.5,"DrivingPctMeasured",2009
120,120,"Peter Tomasulo",61,0.94,1,106,0,"DrivingPctMeasured",2009
121,121,"KJ Choi",65,0.89,1,112,1,"DrivingPctMeasured",2009
122,122,"Derek Fathauer",63,0.88,1,114,0,"DrivingPctMeasured",2009
122,122,"Jarrod Lyle",65,0.88,1,114,0,"DrivingPctMeasured",2009
124,124,"Tommy Armour III",58,0.86,1,116,0,"DrivingPctMeasured",2009
125,125,"Sean OHair",80,0.78,1,128,2,"DrivingPctMeasured",2009
126,126,"Rod Pampling",72,0.75,1,134,0,"DrivingPctMeasured",2009
127,127,"Stuart Appleby",79,0.74,1,136,1,"DrivingPctMeasured",2009
128,128,"Michael Allen",73,0.72,1,138,0,"DrivingPctMeasured",2009
129,129,"Todd Hamilton",83,0.7,1,142,1,"DrivingPctMeasured",2009
130,130,"Steve Flesch",77,0.68,1,146,1,"DrivingPctMeasured",2009
130,130,"Billy Mayfair",83,0.68,1,146,0,"DrivingPctMeasured",2009
132,132,"Chez Reavie",81,0.67,1,150,0,"DrivingPctMeasured",2009
133,133,"Nick Watney",86,0.66,1,152,-1,"DrivingPctMeasured",2009
134,134,"YE Yang",83,0.65,1,154,2,"DrivingPctMeasured",2009
135,135,"Carl Pettersson",86,0.64,1,156,0,"DrivingPctMeasured",2009
136,136,"Ken Duke",87,0.63,1,158,0,"DrivingPctMeasured",2009
136,136,"Robert Garrigus",83,0.63,1,158,1,"DrivingPctMeasured",2009
136,136,"Kenny Perry",92,0.63,1,158,1,"DrivingPctMeasured",2009
139,139,"Scott Piercy",85,0.62,1,162,1,"DrivingPctMeasured",2009
140,140,"Woody Austin",84,0.6,1,168,0,"DrivingPctMeasured",2009
140,140,"Justin Leonard",95,0.6,1,166,0,"DrivingPctMeasured",2009
140,140,"Kevin Sutherland",96,0.6,1,166,0,"DrivingPctMeasured",2009
143,143,"Jason Bohn",88,0.57,1,176,1,"DrivingPctMeasured",2009
143,143,"Bill Haas",91,0.57,1,174,-1,"DrivingPctMeasured",2009
143,143,"Tim Herron",87,0.57,1,174,2,"DrivingPctMeasured",2009
143,143,"Marc Leishman",91,0.57,1,174,1,"DrivingPctMeasured",2009
147,147,"Harrison Frazar",93,0.56,1,178,1,"DrivingPctMeasured",2009
147,147,"David Toms",98,0.56,1,180,1,"DrivingPctMeasured",2009
147,147,"Bo Van Pelt",100,0.56,1,180,0,"DrivingPctMeasured",2009
150,150,"Scott McCarron",91,0.55,1,182,0,"DrivingPctMeasured",2009
151,151,"Michael Letzig",96,0.54,1,184,1,"DrivingPctMeasured",2009
152,152,"Charley Hoffman",97,0.53,1,190,-1,"DrivingPctMeasured",2009
152,152,"Nicholas Thompson",96,0.53,1,188,0,"DrivingPctMeasured",2009
154,154,"Robert Allenby",71,0,NA,120,0,"DrivingPctMeasured",2009
154,154,"Kris Blanks",60,0,NA,108,0,"DrivingPctMeasured",2009
154,154,"Jonathan Byrd",89,0,NA,170,0,"DrivingPctMeasured",2009
154,154,"Mark Calcavecchia",72,0,NA,136,0,"DrivingPctMeasured",2009
154,154,"Stewart Cink",79,0,NA,126,0,"DrivingPctMeasured",2009
154,154,"Tim Clark",81,0,NA,136,0,"DrivingPctMeasured",2009
154,154,"Fred Couples",54,0,NA,104,0,"DrivingPctMeasured",2009
154,154,"Ben Curtis",63,0,NA,104,0,"DrivingPctMeasured",2009
154,154,"Jason Day",61,0,NA,106,0,"DrivingPctMeasured",2009
154,154,"Steve Elkington",70,0,NA,140,0,"DrivingPctMeasured",2009
154,154,"Ernie Els",70,0,NA,116,0,"DrivingPctMeasured",2009
154,154,"Matt Jones",56,0,NA,98,0,"DrivingPctMeasured",2009
154,154,"Anthony Kim",76,0,NA,128,0,"DrivingPctMeasured",2009
154,154,"Davis Love III",89,0,NA,166,0,"DrivingPctMeasured",2009
154,154,"Bill Lunde",83,0,NA,162,0,"DrivingPctMeasured",2009
154,154,"Steve Marino",98,0,NA,180,0,"DrivingPctMeasured",2009
154,154,"George McNeill",82,0,NA,156,0,"DrivingPctMeasured",2009
154,154,"John Merrick",91,0,NA,154,0,"DrivingPctMeasured",2009
154,154,"Phil Mickelson",66,0,NA,110,0,"DrivingPctMeasured",2009
154,154,"Geoff Ogilvy",78,0,NA,124,0,"DrivingPctMeasured",2009
154,154,"John Rollins",92,0,NA,176,0,"DrivingPctMeasured",2009
154,154,"John Senden",100,0,NA,196,0,"DrivingPctMeasured",2009
154,154,"Brandt Snedeker",81,0,NA,142,0,"DrivingPctMeasured",2009
154,154,"Kevin Stadler",65,0,NA,114,0,"DrivingPctMeasured",2009
154,154,"Charles Warren",63,0,NA,114,0,"DrivingPctMeasured",2009
154,154,"Bubba Watson",73,0,NA,126,0,"DrivingPctMeasured",2009
154,154,"Boo Weekley",79,0,NA,138,0,"DrivingPctMeasured",2009
154,154,"Matt Weibring",65,0,NA,118,0,"DrivingPctMeasured",2009
154,154,"Charlie Wi",92,0,NA,180,0,"DrivingPctMeasured",2009
154,154,"Gary Woodland",53,0,NA,86,0,"DrivingPctMeasured",2009
154,154,"Tiger Woods",64,0,NA,104,0,"DrivingPctMeasured",2009
