"DrivingPctMeasured_RANKTHISWEEK_2009","DrivingPctMeasured_RANKLASTWEEK_2009","DrivingPctMeasured_PLAYERNAME_2009","DrivingPctMeasured_ROUNDS_2009","DrivingPctMeasured_Pct_2009","DrivingPctMeasured_TOTALDRIVESFOR_2009","DrivingPctMeasured_TOTALDRVSOVERALL_2009","DrivingPctMeasured_RELATIVETOPAR_2009","stat_name","year"
1,1,"Corey Pavin",73,16.92,22,130,-0.05,"DrivingPctMeasured",2009
2,2,"Brad Faxon",59,10.17,12,118,0.25,"DrivingPctMeasured",2009
3,3,"Mark Brooks",55,9.57,9,94,0.44,"DrivingPctMeasured",2009
4,4,"Dean Wilson",81,6.49,10,154,0.6,"DrivingPctMeasured",2009
5,5,"Jeff Quinney",78,6.41,10,156,0.4,"DrivingPctMeasured",2009
6,6,"Tom Lehman",55,5.81,5,86,-0.2,"DrivingPctMeasured",2009
7,7,"Glen Day",79,5.63,8,142,0.25,"DrivingPctMeasured",2009
8,8,"Greg Kraft",51,5.56,5,90,0.6,"DrivingPctMeasured",2009
9,9,"Paul Goydos",79,5.48,8,146,0.38,"DrivingPctMeasured",2009
10,10,"Brian Gay",96,5.11,9,176,0.11,"DrivingPctMeasured",2009
11,11,"David Duval",56,5,5,100,0.6,"DrivingPctMeasured",2009
12,12,"Eric Axley",71,4.62,6,130,0.5,"DrivingPctMeasured",2009
13,13,"Richard Johnson",85,4.38,7,160,-0.43,"DrivingPctMeasured",2009
14,14,"John Mallinger",90,4.27,7,164,0.43,"DrivingPctMeasured",2009
15,15,"Spencer Levin",75,4.23,6,142,0.33,"DrivingPctMeasured",2009
15,15,"Parker McLachlin",71,4.23,6,142,0.5,"DrivingPctMeasured",2009
17,17,"Rick Price",54,4.17,4,96,0.75,"DrivingPctMeasured",2009
18,18,"Jay Williamson",69,4.1,5,122,0.6,"DrivingPctMeasured",2009
19,19,"Mike Weir",85,4.05,6,148,0.17,"DrivingPctMeasured",2009
20,20,"Ryuji Imada",85,4,6,150,0,"DrivingPctMeasured",2009
21,21,"Greg Chalmers",85,3.9,6,154,-0.17,"DrivingPctMeasured",2009
22,22,"Luke Donald",79,3.79,5,132,0.2,"DrivingPctMeasured",2009
22,22,"JB Holmes",74,3.79,5,132,1,"DrivingPctMeasured",2009
