"3PuttAvoidanceRound2_RANKTHISWEEK_2013","3PuttAvoidanceRound2_RANKLASTWEEK_2013","3PuttAvoidanceRound2_PLAYERNAME_2013","3PuttAvoidanceRound2__2013","3PuttAvoidanceRound2_Pct_2013","3PuttAvoidanceRound2_TOTAL3PUTTS_2013","3PuttAvoidanceRound2_TOTALHOLES_2013","stat_name","year"
1,1,"Greg Chalmers",NA,0.72,3,414,"3PuttAvoidanceRound2",2013
2,2,"Tag Ridings",NA,1.21,5,414,"3PuttAvoidanceRound2",2013
3,3,"Carl Pettersson",NA,1.26,5,396,"3PuttAvoidanceRound2",2013
4,4,"Derek Ernst",NA,1.32,5,378,"3PuttAvoidanceRound2",2013
5,5,"Bobby Gates",NA,1.54,5,324,"3PuttAvoidanceRound2",2013
5,5,"Charl Schwartzel",NA,1.54,5,324,"3PuttAvoidanceRound2",2013
7,7,"Justin Leonard",NA,1.62,7,432,"3PuttAvoidanceRound2",2013
7,7,"William McGirt",NA,1.62,7,432,"3PuttAvoidanceRound2",2013
9,9,"Henrik Stenson",NA,1.63,5,306,"3PuttAvoidanceRound2",2013
10,10,"Chris Stroud",NA,1.78,8,450,"3PuttAvoidanceRound2",2013
11,11,"Brian Harman",NA,1.79,9,504,"3PuttAvoidanceRound2",2013
12,12,"Ernie Els",NA,1.85,6,324,"3PuttAvoidanceRound2",2013
12,12,"Bill Haas",NA,1.85,8,432,"3PuttAvoidanceRound2",2013
12,12,"Peter Hanson",NA,1.85,4,216,"3PuttAvoidanceRound2",2013
12,12,"Graeme McDowell",NA,1.85,5,270,"3PuttAvoidanceRound2",2013
12,12,"Rod Pampling",NA,1.85,5,270,"3PuttAvoidanceRound2",2013
12,12,"Robert Streb",NA,1.85,8,432,"3PuttAvoidanceRound2",2013
18,18,"Robert Garrigus",NA,1.94,7,360,"3PuttAvoidanceRound2",2013
18,18,"DH Lee",NA,1.94,7,360,"3PuttAvoidanceRound2",2013
18,18,"Pat Perez",NA,1.94,7,360,"3PuttAvoidanceRound2",2013
21,21,"James Driscoll",NA,2.02,8,396,"3PuttAvoidanceRound2",2013
21,21,"Johnson Wagner",NA,2.02,8,396,"3PuttAvoidanceRound2",2013
23,23,"Ben Curtis",NA,2.05,7,342,"3PuttAvoidanceRound2",2013
24,24,"Andrew Svoboda",NA,2.08,6,288,"3PuttAvoidanceRound2",2013
25,25,"Tom Gillis",NA,2.12,8,378,"3PuttAvoidanceRound2",2013
26,26,"Stephen Ames",NA,2.16,7,324,"3PuttAvoidanceRound2",2013
27,27,"KJ Choi",NA,2.17,9,414,"3PuttAvoidanceRound2",2013
27,27,"Colt Knost",NA,2.17,9,414,"3PuttAvoidanceRound2",2013
27,27,"Bryce Molder",NA,2.17,9,414,"3PuttAvoidanceRound2",2013
30,30,"Tim Herron",NA,2.22,6,270,"3PuttAvoidanceRound2",2013
30,30,"Adam Scott",NA,2.22,6,270,"3PuttAvoidanceRound2",2013
32,32,"Scott Gardiner",NA,2.27,9,396,"3PuttAvoidanceRound2",2013
32,32,"Justin Hicks",NA,2.27,9,396,"3PuttAvoidanceRound2",2013
32,32,"Matt Kuchar",NA,2.27,9,396,"3PuttAvoidanceRound2",2013
35,35,"Stuart Appleby",NA,2.31,10,432,"3PuttAvoidanceRound2",2013
35,35,"Chad Campbell",NA,2.31,10,432,"3PuttAvoidanceRound2",2013
35,35,"Chris Kirk",NA,2.31,10,432,"3PuttAvoidanceRound2",2013
35,35,"Webb Simpson",NA,2.31,10,432,"3PuttAvoidanceRound2",2013
