"EarlyRound5ScoringAverage_RANKTHISWEEK_2011","EarlyRound5ScoringAverage_RANKLASTWEEK_2011","EarlyRound5ScoringAverage_PLAYERNAME_2011","EarlyRound5ScoringAverage__2011","EarlyRound5ScoringAverage_AVG_2011","EarlyRound5ScoringAverage_TOTALSTROKES_2011","EarlyRound5ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Brian Gay",NA,62,62,1,"EarlyRound5ScoringAverage",2011
2,2,"Brendon de Jonge",NA,66,66,1,"EarlyRound5ScoringAverage",2011
2,2,"Bill Lunde",NA,66,66,1,"EarlyRound5ScoringAverage",2011
4,4,"Brian Davis",NA,67,67,1,"EarlyRound5ScoringAverage",2011
4,4,"Jason Dufner",NA,67,67,1,"EarlyRound5ScoringAverage",2011
4,4,"Derek Lamely",NA,67,67,1,"EarlyRound5ScoringAverage",2011
4,4,"Justin Leonard",NA,67,67,1,"EarlyRound5ScoringAverage",2011
4,4,"Bryce Molder",NA,67,67,1,"EarlyRound5ScoringAverage",2011
4,4,"Webb Simpson",NA,67,67,1,"EarlyRound5ScoringAverage",2011
4,4,"Kyle Stanley",NA,67,67,1,"EarlyRound5ScoringAverage",2011
4,4,"Kevin Streelman",NA,67,67,1,"EarlyRound5ScoringAverage",2011
4,4,"Vaughn Taylor",NA,67,67,1,"EarlyRound5ScoringAverage",2011
13,13,"Alex Cejka",NA,68,68,1,"EarlyRound5ScoringAverage",2011
13,13,"Matt Jones",NA,68,68,1,"EarlyRound5ScoringAverage",2011
13,13,"David Toms",NA,68,68,1,"EarlyRound5ScoringAverage",2011
16,16,"Kris Blanks",NA,69,69,1,"EarlyRound5ScoringAverage",2011
16,16,"Michael Bradley",NA,69,69,1,"EarlyRound5ScoringAverage",2011
16,16,"David Duval",NA,69,69,1,"EarlyRound5ScoringAverage",2011
16,16,"JJ Henry",NA,69,69,1,"EarlyRound5ScoringAverage",2011
16,16,"DA Points",NA,69,69,1,"EarlyRound5ScoringAverage",2011
21,21,"Stephen Ames",NA,70,70,1,"EarlyRound5ScoringAverage",2011
21,21,"Steve Elkington",NA,70,70,1,"EarlyRound5ScoringAverage",2011
21,21,"Tim Petrovic",NA,70,70,1,"EarlyRound5ScoringAverage",2011
24,24,"Blake Adams",NA,71,71,1,"EarlyRound5ScoringAverage",2011
24,24,"Kevin Chappell",NA,71,71,1,"EarlyRound5ScoringAverage",2011
24,24,"Paul Goydos",NA,71,71,1,"EarlyRound5ScoringAverage",2011
24,24,"Mark Wilson",NA,71,71,1,"EarlyRound5ScoringAverage",2011
28,28,"Harrison Frazar",NA,72,72,1,"EarlyRound5ScoringAverage",2011
28,28,"Brandt Jobe",NA,72,72,1,"EarlyRound5ScoringAverage",2011
28,28,"Steve Marino",NA,72,72,1,"EarlyRound5ScoringAverage",2011
31,31,"Jeff Overton",NA,73,73,1,"EarlyRound5ScoringAverage",2011
32,32,"DJ Trahan",NA,74,74,1,"EarlyRound5ScoringAverage",2011
32,32,"Cameron Tringale",NA,74,74,1,"EarlyRound5ScoringAverage",2011
34,34,"John Rollins",NA,75,75,1,"EarlyRound5ScoringAverage",2011
34,34,"Kevin Stadler",NA,75,75,1,"EarlyRound5ScoringAverage",2011
36,36,"Scott McCarron",NA,78,78,1,"EarlyRound5ScoringAverage",2011
