"PuttingAverage_RANKTHISWEEK_2011","PuttingAverage_RANKLASTWEEK_2011","PuttingAverage_PLAYERNAME_2011","PuttingAverage_ROUNDS_2011","PuttingAverage_AVG_2011","PuttingAverage_GIRPUTTS_2011","PuttingAverage_GREENSHIT_2011","PuttingAverage_BIRDIECONVERSION_2011","PuttingAverage_GIRRANK_2011","stat_name","year"
24,24,"Chris Kirk",87,1.751,1828,1044,31.03,58,"PuttingAverage",2011
24,24,"Hunter Mahan",92,1.751,1930,1102,32.36,22,"PuttingAverage",2011
24,24,"Joe Ogilvie",75,1.751,1322,755,31.21,161,"PuttingAverage",2011
27,27,"Lucas Glover",74,1.754,1540,878,30.67,82,"PuttingAverage",2011
27,27,"Charlie Wi",83,1.754,1668,951,30.6,140,"PuttingAverage",2011
29,29,"Brian Gay",90,1.755,1723,982,29.08,145,"PuttingAverage",2011
29,29,"Pat Perez",76,1.755,1571,895,31.28,100,"PuttingAverage",2011
31,31,"George McNeill",69,1.756,1238,705,30,132,"PuttingAverage",2011
31,31,"Ryan Moore",79,1.756,1491,849,30.46,155,"PuttingAverage",2011
31,31,"Vaughn Taylor",89,1.756,1858,1058,28.76,76,"PuttingAverage",2011
34,34,"Brian Davis",105,1.757,2237,1273,30.19,40,"PuttingAverage",2011
35,35,"Zach Johnson",79,1.758,1638,932,29.11,67,"PuttingAverage",2011
36,36,"Dustin Johnson",72,1.759,1537,874,33.41,27,"PuttingAverage",2011
37,37,"Martin Laird",77,1.761,1604,911,31.57,61,"PuttingAverage",2011
37,37,"Matt McQuillan",59,1.761,1092,620,28.8,157,"PuttingAverage",2011
37,37,"Ian Poulter",52,1.761,1060,602,29.12,96,"PuttingAverage",2011
40,40,"Blake Adams",116,1.762,2326,1320,30.07,97,"PuttingAverage",2011
40,40,"JB Holmes",57,1.762,1117,634,33.54,63,"PuttingAverage",2011
40,40,"Matt Jones",71,1.762,1404,797,30.19,165,"PuttingAverage",2011
40,40,"Anthony Kim",72,1.762,1387,787,31.13,176,"PuttingAverage",2011
44,44,"Charley Hoffman",93,1.763,1950,1106,32.24,57,"PuttingAverage",2011
44,44,"Sung Kang",63,1.763,1213,688,28.55,116,"PuttingAverage",2011
46,46,"Arjun Atwal",91,1.767,1831,1036,29.57,149,"PuttingAverage",2011
46,46,"Keegan Bradley",91,1.767,1824,1032,30.32,83,"PuttingAverage",2011
46,46,"Angel Cabrera",50,1.767,935,529,32.51,137,"PuttingAverage",2011
46,46,"David Mathis",83,1.767,1574,891,29.21,129,"PuttingAverage",2011
50,50,"Jonathan Byrd",83,1.768,1713,969,29.5,91,"PuttingAverage",2011
50,50,"Hunter Haas",96,1.768,1940,1097,29.84,71,"PuttingAverage",2011
50,50,"Steve Marino",76,1.768,1591,900,31.33,88,"PuttingAverage",2011
50,50,"Jeff Overton",92,1.768,1869,1057,29.38,119,"PuttingAverage",2011
54,54,"Chez Reavie",92,1.769,2010,1136,30.16,26,"PuttingAverage",2011
54,54,"Kyle Stanley",98,1.769,1955,1105,31.45,30,"PuttingAverage",2011
56,56,"Woody Austin",59,1.77,1129,638,29.51,54,"PuttingAverage",2011
57,57,"Kevin Kisner",70,1.771,1236,698,28.22,184,"PuttingAverage",2011
57,57,"Camilo Villegas",69,1.771,1355,765,28.95,163,"PuttingAverage",2011
59,59,"Matt Bettencourt",84,1.772,1664,939,29.81,169,"PuttingAverage",2011
59,59,"Ryan Palmer",82,1.772,1627,918,30.53,139,"PuttingAverage",2011
59,59,"DA Points",89,1.772,1843,1040,30.95,110,"PuttingAverage",2011
59,59,"Adam Scott",60,1.772,1281,723,30.83,32,"PuttingAverage",2011
59,59,"Jimmy Walker",79,1.772,1611,909,29.03,136,"PuttingAverage",2011
64,64,"Michael Bradley",74,1.773,1511,852,26.97,37,"PuttingAverage",2011
64,64,"Tim Herron",85,1.773,1697,957,28.38,92,"PuttingAverage",2011
64,64,"Ben Martin",74,1.773,1447,816,29.85,117,"PuttingAverage",2011
64,64,"Scott Piercy",78,1.773,1555,877,31.24,85,"PuttingAverage",2011
64,64,"Nate Smith",66,1.773,1179,665,27.75,177,"PuttingAverage",2011
69,69,"Cameron Beckman",71,1.774,1352,762,29.74,151,"PuttingAverage",2011
69,69,"Tommy Gainey",104,1.774,2139,1206,30.56,48,"PuttingAverage",2011
69,69,"Bio Kim",71,1.774,1235,696,30.26,186,"PuttingAverage",2011
69,69,"Nick OHern",89,1.774,1809,1020,27.21,58,"PuttingAverage",2011
69,69,"Michael Thompson",79,1.774,1522,858,28.44,101,"PuttingAverage",2011
74,74,"Jason Bohn",74,1.775,1505,848,28.81,42,"PuttingAverage",2011
74,74,"Bill Haas",93,1.775,2041,1150,29.06,11,"PuttingAverage",2011
74,74,"Aron Price",58,1.775,1115,628,29.3,46,"PuttingAverage",2011
77,77,"Retief Goosen",50,1.776,1009,568,30.69,125,"PuttingAverage",2011
77,77,"Robert Karlsson",61,1.776,1195,673,30.46,148,"PuttingAverage",2011
77,77,"Graeme McDowell",50,1.776,993,559,29.57,75,"PuttingAverage",2011
80,80,"Ryuji Imada",83,1.777,1706,960,28.57,130,"PuttingAverage",2011
80,80,"Jerry Kelly",85,1.777,1695,954,27.23,70,"PuttingAverage",2011
80,80,"Tim Petrovic",88,1.777,1670,940,28.4,167,"PuttingAverage",2011
80,80,"Dean Wilson",62,1.777,1242,699,27.26,157,"PuttingAverage",2011
84,84,"Scott McCarron",65,1.778,1186,667,28.72,183,"PuttingAverage",2011
84,84,"Phil Mickelson",79,1.778,1650,928,31.46,51,"PuttingAverage",2011
84,84,"Garrett Willis",71,1.778,1422,800,28.29,124,"PuttingAverage",2011
87,87,"Chris DiMarco",93,1.779,1855,1043,27.76,106,"PuttingAverage",2011
87,87,"Sergio Garcia",61,1.779,1306,734,27.63,56,"PuttingAverage",2011
87,87,"Fabian Gomez",84,1.779,1587,892,28.07,104,"PuttingAverage",2011
87,87,"Josh Teater",104,1.779,2099,1180,29.54,53,"PuttingAverage",2011
87,87,"YE Yang",63,1.779,1181,664,30.12,162,"PuttingAverage",2011
92,92,"Troy Matteson",91,1.78,1830,1028,28.84,92,"PuttingAverage",2011
92,92,"Rod Pampling",72,1.78,1351,759,28.12,84,"PuttingAverage",2011
92,92,"Charl Schwartzel",58,1.78,1184,665,30.06,79,"PuttingAverage",2011
95,95,"Jim Furyk",87,1.781,1863,1046,26.51,38,"PuttingAverage",2011
95,95,"Spencer Levin",113,1.781,2376,1334,27.85,35,"PuttingAverage",2011
95,95,"Paul Stankowski",78,1.781,1505,845,28.91,104,"PuttingAverage",2011
95,95,"Brendan Steele",89,1.781,1826,1025,29.52,99,"PuttingAverage",2011
99,99,"Roland Thatcher",67,1.782,1381,775,28.29,130,"PuttingAverage",2011
99,99,"Mark Wilson",89,1.782,1843,1034,27.62,77,"PuttingAverage",2011
101,101,"Jason Dufner",78,1.783,1676,940,29.53,52,"PuttingAverage",2011
101,101,"David Duval",67,1.783,1378,773,28.76,135,"PuttingAverage",2011
101,101,"Robert Garrigus",83,1.783,1762,988,31.85,72,"PuttingAverage",2011
104,104,"Stewart Cink",72,1.784,1363,764,29.71,128,"PuttingAverage",2011
104,104,"Ben Crane",76,1.784,1556,872,28.24,68,"PuttingAverage",2011
104,104,"Padraig Harrington",60,1.784,1215,681,28.24,133,"PuttingAverage",2011
104,104,"Justin Rose",79,1.784,1718,963,29.17,10,"PuttingAverage",2011
108,108,"Kevin Chappell",78,1.785,1501,841,28.79,114,"PuttingAverage",2011
108,108,"Marc Leishman",87,1.785,1801,1009,28.67,122,"PuttingAverage",2011
108,108,"Bubba Watson",85,1.785,1773,993,31.96,9,"PuttingAverage",2011
111,111,"Alex Cejka",59,1.786,1254,702,27.25,74,"PuttingAverage",2011
111,111,"John Merrick",71,1.786,1391,779,28.83,24,"PuttingAverage",2011
111,111,"Tag Ridings",87,1.786,1656,927,28.76,142,"PuttingAverage",2011
111,111,"Kevin Stadler",88,1.786,1750,980,29.35,33,"PuttingAverage",2011
115,115,"Stephen Ames",69,1.787,1365,764,27,101,"PuttingAverage",2011
115,115,"KJ Choi",77,1.787,1590,890,27.36,81,"PuttingAverage",2011
115,115,"Bill Lunde",92,1.787,1964,1099,29.39,13,"PuttingAverage",2011
115,115,"John Rollins",85,1.787,1844,1032,28.9,16,"PuttingAverage",2011
115,115,"Chris Stroud",88,1.787,1810,1013,28.42,48,"PuttingAverage",2011
120,120,"Nathan Green",81,1.788,1545,864,27.61,166,"PuttingAverage",2011
120,120,"Rory Sabbatini",85,1.788,1716,960,28.99,85,"PuttingAverage",2011
120,120,"Kevin Streelman",90,1.788,1901,1063,29.28,94,"PuttingAverage",2011
123,123,"Andres Gonzales",60,1.789,1079,603,28.52,123,"PuttingAverage",2011
123,123,"Bo Van Pelt",92,1.789,1972,1102,29.45,34,"PuttingAverage",2011
125,125,"Charles Howell III",108,1.79,2309,1290,27.43,19,"PuttingAverage",2011
125,125,"Cameron Tringale",110,1.79,2298,1284,28,42,"PuttingAverage",2011
127,127,"Harrison Frazar",58,1.791,1168,652,28.73,164,"PuttingAverage",2011
127,127,"Billy Horschel",75,1.791,1492,833,28.25,47,"PuttingAverage",2011
127,127,"Trevor Immelman",84,1.791,1845,1030,25.88,31,"PuttingAverage",2011
127,127,"Billy Mayfair",94,1.791,1995,1114,28.4,23,"PuttingAverage",2011
127,127,"Scott Stallings",84,1.791,1675,935,29.44,60,"PuttingAverage",2011
132,132,"Brandt Jobe",100,1.792,2141,1195,29.17,14,"PuttingAverage",2011
132,132,"Colt Knost",80,1.792,1480,826,24.88,171,"PuttingAverage",2011
132,132,"Martin Piller",63,1.792,1161,648,27.09,181,"PuttingAverage",2011
132,132,"Johnson Wagner",81,1.792,1668,931,26.34,45,"PuttingAverage",2011
136,136,"Paul Goydos",81,1.793,1685,940,27.26,120,"PuttingAverage",2011
136,136,"Gary Woodland",93,1.793,2084,1162,31.03,12,"PuttingAverage",2011
138,138,"DJ Brigman",67,1.794,1161,647,28.11,182,"PuttingAverage",2011
138,138,"James Driscoll",71,1.794,1333,743,29.61,144,"PuttingAverage",2011
138,138,"David Hearn",88,1.794,1778,991,26.67,21,"PuttingAverage",2011
138,138,"William McGirt",103,1.794,2194,1223,25.94,25,"PuttingAverage",2011
142,142,"Stuart Appleby",65,1.795,1294,721,27.58,175,"PuttingAverage",2011
143,143,"Kent Jones",76,1.796,1518,845,26.15,73,"PuttingAverage",2011
143,143,"Michael Putnam",67,1.796,1311,730,27.12,127,"PuttingAverage",2011
143,143,"John Senden",94,1.796,2153,1199,28.61,5,"PuttingAverage",2011
143,143,"Vijay Singh",79,1.796,1697,945,30.72,63,"PuttingAverage",2011
147,147,"Kris Blanks",92,1.798,2007,1116,26.64,20,"PuttingAverage",2011
147,147,"Derek Lamely",65,1.798,1282,713,28.25,156,"PuttingAverage",2011
147,147,"Davis Love III",70,1.798,1546,860,28.02,28,"PuttingAverage",2011
147,147,"Jim Renner",65,1.798,1199,667,28.64,107,"PuttingAverage",2011
147,147,"Heath Slocum",89,1.798,2033,1131,25.98,2,"PuttingAverage",2011
152,152,"Briny Baird",60,1.799,1209,672,26.42,15,"PuttingAverage",2011
153,153,"JJ Henry",96,1.8,2056,1142,26.29,18,"PuttingAverage",2011
154,154,"Robert Allenby",84,1.803,1819,1009,28.03,39,"PuttingAverage",2011
154,154,"Ricky Barnes",78,1.803,1684,934,27.51,62,"PuttingAverage",2011
154,154,"Ben Curtis",66,1.803,1410,782,26.09,87,"PuttingAverage",2011
154,154,"JP Hayes",56,1.803,1078,598,27.14,178,"PuttingAverage",2011
158,158,"Steve Elkington",50,1.804,1079,598,25.92,66,"PuttingAverage",2011
159,159,"Bobby Gates",82,1.806,1557,862,27.33,118,"PuttingAverage",2011
159,159,"Justin Leonard",82,1.806,1730,958,24.69,112,"PuttingAverage",2011
161,161,"Alex Prugh",82,1.808,1674,926,27.68,80,"PuttingAverage",2011
161,161,"Marc Turnesa",54,1.808,1110,614,24.8,95,"PuttingAverage",2011
163,163,"Michael Connell",76,1.809,1579,873,25.92,138,"PuttingAverage",2011
164,164,"Chad Campbell",99,1.812,2251,1242,27.32,4,"PuttingAverage",2011
165,165,"Rocco Mediate",53,1.813,1075,593,26.14,168,"PuttingAverage",2011
165,165,"Zack Miller",86,1.813,1653,912,29.15,174,"PuttingAverage",2011
165,165,"Chris Riley",76,1.813,1523,840,25.39,115,"PuttingAverage",2011
168,168,"Sean OHair",71,1.814,1444,796,27.01,152,"PuttingAverage",2011
169,169,"Ernie Els",71,1.815,1575,868,25.14,7,"PuttingAverage",2011
169,169,"Will Strickler",51,1.815,953,525,27.97,170,"PuttingAverage",2011
171,171,"Richard Johnson",64,1.816,1202,662,23,146,"PuttingAverage",2011
171,171,"Shaun Micheel",77,1.816,1504,828,24.55,154,"PuttingAverage",2011
173,173,"Jarrod Lyle",83,1.818,1602,881,27.45,172,"PuttingAverage",2011
174,174,"DJ Trahan",91,1.819,2056,1130,26.73,17,"PuttingAverage",2011
175,175,"Jhonattan Vegas",84,1.82,1762,968,30.54,44,"PuttingAverage",2011
176,176,"Daniel Summerhays",75,1.824,1516,831,24.58,150,"PuttingAverage",2011
177,177,"Joseph Bramlett",73,1.826,1393,763,26.71,103,"PuttingAverage",2011
178,178,"Scott Gutschewski",67,1.827,1215,665,27.08,160,"PuttingAverage",2011
179,179,"Troy Merritt",63,1.828,1287,704,25.07,133,"PuttingAverage",2011
180,180,"Tom Gillis",55,1.83,1202,657,25.61,68,"PuttingAverage",2011
181,181,"Jim Herman",69,1.831,1366,746,26.01,36,"PuttingAverage",2011
182,182,"Boo Weekley",66,1.836,1469,800,28.7,1,"PuttingAverage",2011
183,183,"Rich Beem",53,1.838,1086,591,23.52,172,"PuttingAverage",2011
184,184,"Joe Durant",71,1.847,1635,885,23.67,3,"PuttingAverage",2011
185,185,"Alexandre Rocha",65,1.849,1294,700,23.32,29,"PuttingAverage",2011
186,186,"Justin Hicks",60,1.862,1145,615,24.07,90,"PuttingAverage",2011
