"Par3ScoringAverage_RANKTHISWEEK_2016","Par3ScoringAverage_RANKLASTWEEK_2016","Par3ScoringAverage_PLAYERNAME_2016","Par3ScoringAverage_ROUNDS_2016","Par3ScoringAverage_AVG_2016","Par3ScoringAverage_TOTALSTROKES_2016","Par3ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Alex Cejka",47,2.94,544,185,"Par3ScoringAverage",2016
1,1,"Ryan Moore",40,2.94,427,145,"Par3ScoringAverage",2016
3,3,"Phil Mickelson",37,2.95,404,137,"Par3ScoringAverage",2016
4,5,"Freddie Jacobson",54,2.97,650,219,"Par3ScoringAverage",2016
4,5,"Louis Oosthuizen",25,2.97,226,76,"Par3ScoringAverage",2016
6,7,"Brandt Snedeker",47,2.98,504,169,"Par3ScoringAverage",2016
6,7,"Steve Stricker",25,2.98,313,105,"Par3ScoringAverage",2016
6,11,"Camilo Villegas",50,2.98,608,204,"Par3ScoringAverage",2016
9,11,"Jon Curran",55,2.99,666,223,"Par3ScoringAverage",2016
9,11,"John Huh",51,2.99,622,208,"Par3ScoringAverage",2016
9,11,"Dustin Johnson",37,2.99,374,125,"Par3ScoringAverage",2016
9,11,"Jerry Kelly",44,2.99,541,181,"Par3ScoringAverage",2016
9,11,"Marc Leishman",41,2.99,455,152,"Par3ScoringAverage",2016
9,7,"Adam Scott",39,2.99,431,144,"Par3ScoringAverage",2016
15,17,"Chad Campbell",54,3,654,218,"Par3ScoringAverage",2016
15,17,"David Hearn",55,3,670,223,"Par3ScoringAverage",2016
15,17,"Troy Merritt",41,3,489,163,"Par3ScoringAverage",2016
15,4,"Henrik Norlander",41,3,495,165,"Par3ScoringAverage",2016
15,7,"Brian Stuard",24,3,291,97,"Par3ScoringAverage",2016
20,17,"Ricky Barnes",57,3.01,695,231,"Par3ScoringAverage",2016
20,17,"Bronson Burgoon",53,3.01,648,215,"Par3ScoringAverage",2016
20,26,"KJ Choi",47,3.01,580,193,"Par3ScoringAverage",2016
20,26,"Stewart Cink",45,3.01,551,183,"Par3ScoringAverage",2016
20,17,"Jamie Donaldson",28,3.01,301,100,"Par3ScoringAverage",2016
20,26,"Patton Kizzire",57,3.01,650,216,"Par3ScoringAverage",2016
20,26,"Russell Knox",48,3.01,545,181,"Par3ScoringAverage",2016
20,17,"Spencer Levin",62,3.01,756,251,"Par3ScoringAverage",2016
20,26,"Bryce Molder",50,3.01,611,203,"Par3ScoringAverage",2016
20,26,"Kevin Na",52,3.01,606,201,"Par3ScoringAverage",2016
20,26,"Chez Reavie",56,3.01,689,229,"Par3ScoringAverage",2016
20,17,"Patrick Reed",53,3.01,592,197,"Par3ScoringAverage",2016
32,35,"Zac Blair",56,3.02,685,227,"Par3ScoringAverage",2016
32,26,"Retief Goosen",37,3.02,459,152,"Par3ScoringAverage",2016
32,26,"Jason Kokrak",52,3.02,637,211,"Par3ScoringAverage",2016
32,35,"Lucas Lee",22,3.02,275,91,"Par3ScoringAverage",2016
32,35,"Peter Malnati",53,3.02,638,211,"Par3ScoringAverage",2016
32,17,"William McGirt",54,3.02,655,217,"Par3ScoringAverage",2016
38,42,"Kevin Chappell",49,3.03,609,201,"Par3ScoringAverage",2016
38,42,"Brice Garnett",29,3.03,355,117,"Par3ScoringAverage",2016
38,35,"Bill Haas",42,3.03,463,153,"Par3ScoringAverage",2016
38,42,"Chesson Hadley",51,3.03,633,209,"Par3ScoringAverage",2016
38,35,"Charles Howell III",63,3.03,776,256,"Par3ScoringAverage",2016
38,54,"David Lingmerth",54,3.03,609,201,"Par3ScoringAverage",2016
38,35,"Andrew Loupe",50,3.03,615,203,"Par3ScoringAverage",2016
38,35,"Hideki Matsuyama",40,3.03,448,148,"Par3ScoringAverage",2016
38,42,"Graeme McDowell",33,3.03,358,118,"Par3ScoringAverage",2016
38,42,"Rob Oppenheim",37,3.03,451,149,"Par3ScoringAverage",2016
38,108,"Justin Rose",35,3.03,391,129,"Par3ScoringAverage",2016
38,42,"Tim Wilkinson",40,3.03,488,161,"Par3ScoringAverage",2016
50,42,"Tyler Aldridge",53,3.04,659,217,"Par3ScoringAverage",2016
50,54,"Aaron Baddeley",51,3.04,624,205,"Par3ScoringAverage",2016
