"PuttsmadeDistance_RANKTHISWEEK_2007","PuttsmadeDistance_RANKLASTWEEK_2007","PuttsmadeDistance_PLAYERNAME_2007","PuttsmadeDistance_EVENTS_2007","PuttsmadeDistance_DISTANCEININCHES_2007","stat_name","year"
43,43,"Steve Allan",18,51,"PuttsmadeDistance",2007
43,43,"Woody Austin",27,51,"PuttsmadeDistance",2007
43,43,"Briny Baird",31,51,"PuttsmadeDistance",2007
43,43,"Rich Beem",29,51,"PuttsmadeDistance",2007
43,43,"DJ Brigman",22,51,"PuttsmadeDistance",2007
43,43,"Bart Bryant",25,51,"PuttsmadeDistance",2007
43,43,"Andrew Buckle",26,51,"PuttsmadeDistance",2007
43,43,"KJ Choi",25,51,"PuttsmadeDistance",2007
43,43,"Daniel Chopra",34,51,"PuttsmadeDistance",2007
43,43,"Stewart Cink",25,51,"PuttsmadeDistance",2007
43,43,"Gavin Coles",28,51,"PuttsmadeDistance",2007
43,43,"Luke Donald",20,51,"PuttsmadeDistance",2007
43,43,"Steve Elkington",25,51,"PuttsmadeDistance",2007
43,43,"Bob Estes",28,51,"PuttsmadeDistance",2007
43,43,"Brian Gay",32,51,"PuttsmadeDistance",2007
43,43,"Nathan Green",29,51,"PuttsmadeDistance",2007
43,43,"Scott Gutschewski",22,51,"PuttsmadeDistance",2007
43,43,"Padraig Harrington",18,51,"PuttsmadeDistance",2007
43,43,"Richard Johnson",32,51,"PuttsmadeDistance",2007
43,43,"Kent Jones",30,51,"PuttsmadeDistance",2007
43,43,"Steve Lowery",22,51,"PuttsmadeDistance",2007
43,43,"Jarrod Lyle",24,51,"PuttsmadeDistance",2007
43,43,"John Mallinger",29,51,"PuttsmadeDistance",2007
43,43,"Shigeki Maruyama",31,51,"PuttsmadeDistance",2007
43,43,"Troy Matteson",26,51,"PuttsmadeDistance",2007
43,43,"Billy Mayfair",30,51,"PuttsmadeDistance",2007
43,43,"George McNeill",30,51,"PuttsmadeDistance",2007
43,43,"Arron Oberholser",21,51,"PuttsmadeDistance",2007
43,43,"Rod Pampling",25,51,"PuttsmadeDistance",2007
43,43,"Michael Putnam",29,51,"PuttsmadeDistance",2007
43,43,"Jason Schultz",22,51,"PuttsmadeDistance",2007
43,43,"Brandt Snedeker",29,51,"PuttsmadeDistance",2007
43,43,"David Toms",22,51,"PuttsmadeDistance",2007
76,76,"Michael Allen",22,50,"PuttsmadeDistance",2007
76,76,"Stephen Ames",23,50,"PuttsmadeDistance",2007
76,76,"Stuart Appleby",24,50,"PuttsmadeDistance",2007
76,76,"Tommy Armour III",24,50,"PuttsmadeDistance",2007
76,76,"Eric Axley",36,50,"PuttsmadeDistance",2007
76,76,"Aaron Baddeley",23,50,"PuttsmadeDistance",2007
76,76,"Cameron Beckman",29,50,"PuttsmadeDistance",2007
76,76,"Tom Byrum",20,50,"PuttsmadeDistance",2007
76,76,"Ben Curtis",25,50,"PuttsmadeDistance",2007
76,76,"John Daly",24,50,"PuttsmadeDistance",2007
76,76,"Glen Day",27,50,"PuttsmadeDistance",2007
76,76,"Brendon de Jonge",26,50,"PuttsmadeDistance",2007
76,76,"Robert Gamez",30,50,"PuttsmadeDistance",2007
76,76,"Sergio Garcia",19,50,"PuttsmadeDistance",2007
76,76,"Lucas Glover",29,50,"PuttsmadeDistance",2007
76,76,"Mathias Gronberg",31,50,"PuttsmadeDistance",2007
76,76,"JP Hayes",28,50,"PuttsmadeDistance",2007
76,76,"Bob Heintz",27,50,"PuttsmadeDistance",2007
76,76,"Charles Howell III",26,50,"PuttsmadeDistance",2007
76,76,"Lee Janzen",24,50,"PuttsmadeDistance",2007
76,76,"Anthony Kim",26,50,"PuttsmadeDistance",2007
76,76,"Shaun Micheel",29,50,"PuttsmadeDistance",2007
76,76,"Bryce Molder",21,50,"PuttsmadeDistance",2007
76,76,"Geoff Ogilvy",22,50,"PuttsmadeDistance",2007
76,76,"Jose Maria Olazabal",16,50,"PuttsmadeDistance",2007
76,76,"Justin Rose",16,50,"PuttsmadeDistance",2007
76,76,"Michael Sim",17,50,"PuttsmadeDistance",2007
76,76,"Joey Sindelar",25,50,"PuttsmadeDistance",2007
76,76,"Paul Stankowski",18,50,"PuttsmadeDistance",2007
76,76,"Chris Tidland",21,50,"PuttsmadeDistance",2007
76,76,"Bo Van Pelt",30,50,"PuttsmadeDistance",2007
76,76,"Steve Wheatcroft",25,50,"PuttsmadeDistance",2007
76,76,"Charlie Wi",27,50,"PuttsmadeDistance",2007
76,76,"Mark Wilson",25,50,"PuttsmadeDistance",2007
110,110,"Robert Allenby",28,49,"PuttsmadeDistance",2007
110,110,"Billy Andrade",27,49,"PuttsmadeDistance",2007
110,110,"Michael Boyd",21,49,"PuttsmadeDistance",2007
110,110,"Jeff Brehaut",21,49,"PuttsmadeDistance",2007
110,110,"Chad Campbell",28,49,"PuttsmadeDistance",2007
110,110,"Chris Couch",30,49,"PuttsmadeDistance",2007
110,110,"Marco Dawson",23,49,"PuttsmadeDistance",2007
110,110,"Ernie Els",16,49,"PuttsmadeDistance",2007
110,110,"Steve Flesch",31,49,"PuttsmadeDistance",2007
110,110,"Harrison Frazar",32,49,"PuttsmadeDistance",2007
110,110,"Tim Herron",27,49,"PuttsmadeDistance",2007
110,110,"Charley Hoffman",30,49,"PuttsmadeDistance",2007
110,110,"Tripp Isenhour",32,49,"PuttsmadeDistance",2007
110,110,"Craig Kanada",34,49,"PuttsmadeDistance",2007
110,110,"Jerry Kelly",28,49,"PuttsmadeDistance",2007
110,110,"Cliff Kresge",30,49,"PuttsmadeDistance",2007
110,110,"Stephen Leaney",26,49,"PuttsmadeDistance",2007
110,110,"Hunter Mahan",27,49,"PuttsmadeDistance",2007
110,110,"Steve Marino",31,49,"PuttsmadeDistance",2007
110,110,"Daisuke Maruyama",28,49,"PuttsmadeDistance",2007
110,110,"Rocco Mediate",22,49,"PuttsmadeDistance",2007
110,110,"Corey Pavin",25,49,"PuttsmadeDistance",2007
110,110,"Ian Poulter",18,49,"PuttsmadeDistance",2007
110,110,"Heath Slocum",28,49,"PuttsmadeDistance",2007
110,110,"Chris Stroud",24,49,"PuttsmadeDistance",2007
110,110,"Camilo Villegas",24,49,"PuttsmadeDistance",2007
110,110,"Charles Warren",29,49,"PuttsmadeDistance",2007
110,110,"Nick Watney",26,49,"PuttsmadeDistance",2007
110,110,"Bubba Watson",26,49,"PuttsmadeDistance",2007
110,110,"Brett Wetterich",28,49,"PuttsmadeDistance",2007
140,140,"Craig Barlow",16,48,"PuttsmadeDistance",2007
140,140,"Brian Bateman",18,48,"PuttsmadeDistance",2007
140,140,"Jason Bohn",17,48,"PuttsmadeDistance",2007
140,140,"Ken Duke",31,48,"PuttsmadeDistance",2007
140,140,"Mathew Goggin",30,48,"PuttsmadeDistance",2007
140,140,"Paul Gow",26,48,"PuttsmadeDistance",2007
140,140,"Bill Haas",30,48,"PuttsmadeDistance",2007
140,140,"Matt Hendrix",24,48,"PuttsmadeDistance",2007
140,140,"Peter Lonard",27,48,"PuttsmadeDistance",2007
140,140,"Kenny Perry",24,48,"PuttsmadeDistance",2007
140,140,"John Rollins",29,48,"PuttsmadeDistance",2007
140,140,"Jim Rutledge",23,48,"PuttsmadeDistance",2007
140,140,"Adam Scott",19,48,"PuttsmadeDistance",2007
140,140,"John Senden",27,48,"PuttsmadeDistance",2007
140,140,"Steve Stricker",23,48,"PuttsmadeDistance",2007
140,140,"Kevin Sutherland",25,48,"PuttsmadeDistance",2007
140,140,"Bob Tway",32,48,"PuttsmadeDistance",2007
140,140,"Jaco Van Zyl",21,48,"PuttsmadeDistance",2007
140,140,"Boo Weekley",29,48,"PuttsmadeDistance",2007
140,140,"Jay Williamson",14,48,"PuttsmadeDistance",2007
160,160,"Bubba Dickerson",19,47,"PuttsmadeDistance",2007
160,160,"Chris DiMarco",24,47,"PuttsmadeDistance",2007
160,160,"Todd Hamilton",28,47,"PuttsmadeDistance",2007
160,160,"JB Holmes",24,47,"PuttsmadeDistance",2007
160,160,"Tom Johnson",27,47,"PuttsmadeDistance",2007
160,160,"Doug LaBelle II",33,47,"PuttsmadeDistance",2007
160,160,"John Merrick",29,47,"PuttsmadeDistance",2007
160,160,"Phil Mickelson",22,47,"PuttsmadeDistance",2007
160,160,"Greg Owen",29,47,"PuttsmadeDistance",2007
160,160,"Ted Purdy",33,47,"PuttsmadeDistance",2007
160,160,"Brett Quigley",25,47,"PuttsmadeDistance",2007
160,160,"Kyle Reifers",27,47,"PuttsmadeDistance",2007
160,160,"Vijay Singh",27,47,"PuttsmadeDistance",2007
160,160,"Jeff Sluman",21,47,"PuttsmadeDistance",2007
160,160,"Kirk Triplett",25,47,"PuttsmadeDistance",2007
160,160,"Scott Verplank",23,47,"PuttsmadeDistance",2007
160,160,"Johnson Wagner",33,47,"PuttsmadeDistance",2007
160,160,"Duffy Waldorf",23,47,"PuttsmadeDistance",2007
178,178,"David Branshaw",30,46,"PuttsmadeDistance",2007
178,178,"Alex Cejka",25,46,"PuttsmadeDistance",2007
178,178,"Jose Coceres",17,46,"PuttsmadeDistance",2007
178,178,"Joe Durant",28,46,"PuttsmadeDistance",2007
178,178,"Jim Furyk",23,46,"PuttsmadeDistance",2007
178,178,"Anders Hansen",17,46,"PuttsmadeDistance",2007
178,178,"JJ Henry",26,46,"PuttsmadeDistance",2007
178,178,"Trevor Immelman",21,46,"PuttsmadeDistance",2007
178,178,"Matt Kuchar",26,46,"PuttsmadeDistance",2007
178,178,"Tom Lehman",19,46,"PuttsmadeDistance",2007
178,178,"Davis Love III",21,46,"PuttsmadeDistance",2007
178,178,"Kevin Stadler",31,46,"PuttsmadeDistance",2007
178,178,"DJ Trahan",30,46,"PuttsmadeDistance",2007
178,178,"Mike Weir",23,46,"PuttsmadeDistance",2007
192,192,"Mark Brooks",18,45,"PuttsmadeDistance",2007
192,192,"Jeff Gove",30,45,"PuttsmadeDistance",2007
192,192,"Nick OHern",22,45,"PuttsmadeDistance",2007
192,192,"Darron Stiles",24,45,"PuttsmadeDistance",2007
196,196,"Retief Goosen",14,43,"PuttsmadeDistance",2007
