"Puttingfrom510_RANKTHISWEEK_2008","Puttingfrom510_RANKLASTWEEK_2008","Puttingfrom510_PLAYERNAME_2008","Puttingfrom510_ROUNDS_2008","Puttingfrom510_Pct_2008","Puttingfrom510_ATTEMPTS_2008","Puttingfrom510_PUTTSMADE_2008","stat_name","year"
84,84,"Kenny Perry",97,56.27,391,220,"Puttingfrom510",2008
85,85,"Jason Allred",63,56.15,244,137,"Puttingfrom510",2008
85,85,"Boo Weekley",86,56.15,317,178,"Puttingfrom510",2008
87,87,"Chez Reavie",102,56.08,362,203,"Puttingfrom510",2008
88,88,"KJ Choi",74,56.03,232,130,"Puttingfrom510",2008
89,89,"Nicholas Thompson",113,55.88,442,247,"Puttingfrom510",2008
90,90,"Charley Hoffman",94,55.84,385,215,"Puttingfrom510",2008
91,91,"Jon Mills",95,55.79,337,188,"Puttingfrom510",2008
92,92,"Jimmy Walker",73,55.73,253,141,"Puttingfrom510",2008
93,93,"Fred Couples",60,55.71,219,122,"Puttingfrom510",2008
94,94,"Mathew Goggin",91,55.69,325,181,"Puttingfrom510",2008
95,95,"Chad Campbell",94,55.65,354,197,"Puttingfrom510",2008
96,96,"Matt Kuchar",88,55.63,302,168,"Puttingfrom510",2008
97,97,"Jeff Overton",103,55.53,434,241,"Puttingfrom510",2008
98,98,"Ryuji Imada",80,55.48,283,157,"Puttingfrom510",2008
99,99,"Sean OHair",81,55.38,325,180,"Puttingfrom510",2008
100,100,"Andres Romero",69,55.36,233,129,"Puttingfrom510",2008
101,101,"Tom Scherrer",56,55.34,206,114,"Puttingfrom510",2008
102,102,"Steve Lowery",74,55.26,304,168,"Puttingfrom510",2008
103,103,"Jeff Maggert",86,55.25,362,200,"Puttingfrom510",2008
104,104,"Woody Austin",109,55.15,388,214,"Puttingfrom510",2008
105,105,"Kevin Streelman",114,54.96,413,227,"Puttingfrom510",2008
106,106,"Chris Riley",51,54.94,162,89,"Puttingfrom510",2008
107,107,"Tom Lehman",51,54.67,150,82,"Puttingfrom510",2008
108,108,"Parker McLachlin",88,54.65,355,194,"Puttingfrom510",2008
109,109,"Travis Perkins",53,54.64,194,106,"Puttingfrom510",2008
110,110,"Tommy Armour III",77,54.55,275,150,"Puttingfrom510",2008
110,110,"Rory Sabbatini",77,54.55,286,156,"Puttingfrom510",2008
112,112,"Bob Estes",90,54.37,366,199,"Puttingfrom510",2008
113,113,"Rocco Mediate",87,54.3,302,164,"Puttingfrom510",2008
114,114,"Cliff Kresge",84,54.28,304,165,"Puttingfrom510",2008
115,115,"Steve Marino",119,54.27,422,229,"Puttingfrom510",2008
116,116,"Robert Allenby",108,54.26,352,191,"Puttingfrom510",2008
117,117,"Bo Van Pelt",101,54.25,435,236,"Puttingfrom510",2008
118,118,"Lee Janzen",89,54.24,330,179,"Puttingfrom510",2008
119,119,"Martin Laird",98,54.2,369,200,"Puttingfrom510",2008
120,120,"John Merrick",98,54.1,329,178,"Puttingfrom510",2008
121,121,"Kent Jones",68,54.09,220,119,"Puttingfrom510",2008
122,122,"Bubba Watson",97,54.05,333,180,"Puttingfrom510",2008
123,123,"Johnson Wagner",83,54.04,285,154,"Puttingfrom510",2008
124,124,"Pat Perez",93,54,350,189,"Puttingfrom510",2008
125,125,"Ken Duke",116,53.91,447,241,"Puttingfrom510",2008
126,126,"Michael Allen",91,53.89,321,173,"Puttingfrom510",2008
127,127,"Tim Petrovic",97,53.8,342,184,"Puttingfrom510",2008
128,128,"Hunter Mahan",87,53.75,320,172,"Puttingfrom510",2008
129,129,"Bob Sowards",61,53.74,227,122,"Puttingfrom510",2008
130,130,"Sergio Garcia",72,53.67,218,117,"Puttingfrom510",2008
131,131,"Brian Gay",102,53.66,328,176,"Puttingfrom510",2008
132,132,"Cody Freeman",66,53.57,252,135,"Puttingfrom510",2008
133,133,"Will Ma Kenzie",62,53.52,256,137,"Puttingfrom510",2008
134,134,"Briny Baird",113,53.5,400,214,"Puttingfrom510",2008
135,135,"Cameron Beckman",87,53.49,344,184,"Puttingfrom510",2008
136,136,"Jay Williamson",96,53.48,359,192,"Puttingfrom510",2008
137,137,"Paul Goydos",78,53.47,288,154,"Puttingfrom510",2008
138,138,"Heath Slocum",104,53.41,352,188,"Puttingfrom510",2008
139,139,"Troy Matteson",94,53.35,388,207,"Puttingfrom510",2008
140,140,"Billy Mayfair",103,53.32,377,201,"Puttingfrom510",2008
141,141,"Mathias Gronberg",87,53.31,362,193,"Puttingfrom510",2008
142,142,"Bill Haas",99,53.16,348,185,"Puttingfrom510",2008
143,143,"Paul Casey",55,53.09,162,86,"Puttingfrom510",2008
144,144,"Jin Park",85,53,317,168,"Puttingfrom510",2008
145,145,"David Toms",70,52.92,240,127,"Puttingfrom510",2008
146,146,"Mark Hensby",71,52.9,276,146,"Puttingfrom510",2008
147,147,"Joe Durant",92,52.8,339,179,"Puttingfrom510",2008
147,147,"Kevin Stadler",90,52.8,322,170,"Puttingfrom510",2008
149,149,"George McNeill",97,52.79,394,208,"Puttingfrom510",2008
150,150,"Scott McCarron",63,52.7,241,127,"Puttingfrom510",2008
150,150,"Ted Purdy",68,52.7,241,127,"Puttingfrom510",2008
152,152,"Todd Hamilton",92,52.68,336,177,"Puttingfrom510",2008
153,153,"Kevin Na",97,52.61,403,212,"Puttingfrom510",2008
154,154,"Nick Flanagan",89,52.59,348,183,"Puttingfrom510",2008
155,155,"Shane Bertsch",96,52.17,391,204,"Puttingfrom510",2008
156,156,"Geoff Ogilvy",65,52.15,209,109,"Puttingfrom510",2008
157,157,"Nick Watney",96,52.11,403,210,"Puttingfrom510",2008
158,158,"Brandt Jobe",52,51.96,179,93,"Puttingfrom510",2008
159,159,"Angel Cabrera",55,51.95,154,80,"Puttingfrom510",2008
160,160,"Camilo Villegas",79,51.87,268,139,"Puttingfrom510",2008
161,161,"Charlie Wi",97,51.79,363,188,"Puttingfrom510",2008
162,162,"Lucas Glover",91,51.69,356,184,"Puttingfrom510",2008
163,163,"Bart Bryant",81,51.64,275,142,"Puttingfrom510",2008
164,164,"John Riegger",73,51.6,281,145,"Puttingfrom510",2008
165,165,"DJ Trahan",94,51.37,329,169,"Puttingfrom510",2008
166,166,"Jim McGovern",75,51.27,275,141,"Puttingfrom510",2008
167,167,"Charles Howell III",101,51.18,338,173,"Puttingfrom510",2008
168,168,"Rich Beem",90,51.16,346,177,"Puttingfrom510",2008
169,169,"Chris Stroud",81,51.02,245,125,"Puttingfrom510",2008
170,170,"Glen Day",64,50.91,220,112,"Puttingfrom510",2008
171,171,"Mark Calcavecchia",67,50.83,242,123,"Puttingfrom510",2008
172,172,"JB Holmes",86,50.77,325,165,"Puttingfrom510",2008
173,173,"Kyle Thompson",70,50.66,227,115,"Puttingfrom510",2008
174,174,"Steve Flesch",95,50.6,332,168,"Puttingfrom510",2008
175,175,"JP Hayes",67,50.36,278,140,"Puttingfrom510",2008
175,175,"Davis Love III",78,50.36,280,141,"Puttingfrom510",2008
177,177,"Brett Rumford",72,50.2,255,128,"Puttingfrom510",2008
178,178,"Vijay Singh",82,50.17,297,149,"Puttingfrom510",2008
179,179,"Dustin Johnson",92,49.85,325,162,"Puttingfrom510",2008
180,180,"Scott Verplank",82,49.83,289,144,"Puttingfrom510",2008
181,181,"Trevor Immelman",70,49.76,209,104,"Puttingfrom510",2008
182,182,"John Senden",93,49.7,338,168,"Puttingfrom510",2008
183,183,"Brad Adamonis",87,49.67,304,151,"Puttingfrom510",2008
184,184,"Omar Uresti",74,49.47,281,139,"Puttingfrom510",2008
185,185,"Justin Bolli",87,49.37,318,157,"Puttingfrom510",2008
185,185,"David Lutterus",59,49.37,237,117,"Puttingfrom510",2008
187,187,"Olin Browne",77,49.32,296,146,"Puttingfrom510",2008
187,187,"Rod Pampling",83,49.32,294,145,"Puttingfrom510",2008
189,189,"Robert Gamez",79,49.14,348,171,"Puttingfrom510",2008
190,190,"Matt Jones",95,48.73,353,172,"Puttingfrom510",2008
191,191,"Adam Scott",51,48.41,157,76,"Puttingfrom510",2008
192,192,"Tommy Gainey",60,48.28,203,98,"Puttingfrom510",2008
193,193,"Michael Letzig",88,47.88,330,158,"Puttingfrom510",2008
194,194,"Alex Cejka",75,47.81,297,142,"Puttingfrom510",2008
195,195,"Jeff Gove",50,47.16,176,83,"Puttingfrom510",2008
196,196,"Harrison Frazar",73,46.91,243,114,"Puttingfrom510",2008
197,197,"Ernie Els",51,44.59,148,66,"Puttingfrom510",2008
