"GoingfortheGreen_RANKTHISWEEK_2009","GoingfortheGreen_RANKLASTWEEK_2009","GoingfortheGreen_PLAYERNAME_2009","GoingfortheGreen_ROUNDS_2009","GoingfortheGreen_Pct_2009","GoingfortheGreen_ATTEMPTS_2009","GoingfortheGreen_NONATTEMPTS_2009","GoingfortheGreen_RTPGOINGFORTHEGREEN_2009","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2009","stat_name","year"
1,1,"Andres Romero",58,71.82,130,51,-62,-4,"GoingfortheGreen",2009
2,2,"Martin Laird",72,71.67,172,68,-102,3,"GoingfortheGreen",2009
3,3,"Robert Garrigus",83,71.48,183,73,-89,9,"GoingfortheGreen",2009
4,4,"Tiger Woods",64,70.62,125,52,-86,-10,"GoingfortheGreen",2009
5,5,"Tag Ridings",50,68.24,101,47,-59,-1,"GoingfortheGreen",2009
6,6,"Angel Cabrera",55,67.2,84,41,-45,2,"GoingfortheGreen",2009
7,7,"Hunter Mahan",94,66.92,178,88,-99,-1,"GoingfortheGreen",2009
8,8,"Phil Mickelson",66,66.85,119,59,-74,8,"GoingfortheGreen",2009
9,9,"Anthony Kim",76,66.23,153,78,-91,-8,"GoingfortheGreen",2009
10,10,"Bubba Watson",73,66.08,150,77,-70,-10,"GoingfortheGreen",2009
11,11,"Nick Watney",86,66.03,173,89,-107,-5,"GoingfortheGreen",2009
12,12,"Jonathan Byrd",89,65.37,202,107,-123,-10,"GoingfortheGreen",2009
13,13,"DJ Trahan",96,65.03,199,107,-116,-17,"GoingfortheGreen",2009
14,14,"Dustin Johnson",85,64.9,159,86,-89,8,"GoingfortheGreen",2009
15,15,"Sergio Garcia",59,64.24,97,54,-53,0,"GoingfortheGreen",2009
16,16,"Charley Hoffman",97,64.22,210,117,-124,-1,"GoingfortheGreen",2009
17,17,"Rory Sabbatini",81,63.92,163,92,-92,-3,"GoingfortheGreen",2009
18,18,"Camilo Villegas",76,63.64,140,80,-76,-2,"GoingfortheGreen",2009
19,19,"Charles Warren",63,63.26,136,79,-81,-2,"GoingfortheGreen",2009
20,20,"Mathew Goggin",76,63.13,137,80,-72,4,"GoingfortheGreen",2009
21,21,"Gary Woodland",53,63.12,89,52,-40,9,"GoingfortheGreen",2009
22,22,"Boo Weekley",79,62.77,145,86,-82,-3,"GoingfortheGreen",2009
23,23,"Sean OHair",80,62.44,128,77,-88,-5,"GoingfortheGreen",2009
24,24,"Ryan Moore",89,62.06,175,107,-92,0,"GoingfortheGreen",2009
25,25,"Scott Piercy",85,61.77,181,112,-117,-1,"GoingfortheGreen",2009
26,26,"Harrison Frazar",93,61.36,181,114,-100,3,"GoingfortheGreen",2009
27,27,"Davis Love III",89,60.79,169,109,-103,-14,"GoingfortheGreen",2009
28,28,"Nicholas Thompson",96,60.74,198,128,-102,-9,"GoingfortheGreen",2009
29,29,"Ernie Els",70,60.62,117,76,-65,0,"GoingfortheGreen",2009
30,30,"JB Holmes",74,60.61,140,91,-81,17,"GoingfortheGreen",2009
31,31,"Ryan Palmer",78,60.37,163,107,-86,8,"GoingfortheGreen",2009
32,32,"Adam Scott",53,60.13,92,61,-60,-2,"GoingfortheGreen",2009
32,32,"Bo Van Pelt",100,60.13,181,120,-105,-13,"GoingfortheGreen",2009
34,34,"Vijay Singh",71,59.24,109,75,-56,-4,"GoingfortheGreen",2009
35,35,"Lucas Glover",93,59.18,158,109,-83,-5,"GoingfortheGreen",2009
36,36,"Steve Lowery",83,59.11,172,119,-75,0,"GoingfortheGreen",2009
37,37,"Greg Owen",97,59.06,176,122,-99,-9,"GoingfortheGreen",2009
38,38,"Kevin Streelman",97,58.75,178,125,-90,-19,"GoingfortheGreen",2009
39,39,"Steve Marino",98,58.74,168,118,-86,-26,"GoingfortheGreen",2009
40,40,"Daniel Chopra",89,58.51,189,134,-94,-7,"GoingfortheGreen",2009
41,41,"Bill Haas",91,58.42,177,126,-101,-17,"GoingfortheGreen",2009
42,42,"John Rollins",92,58.23,184,132,-100,-4,"GoingfortheGreen",2009
43,43,"Peter Tomasulo",61,58.19,103,74,-60,6,"GoingfortheGreen",2009
44,44,"Will Ma Kenzie",69,58.08,133,96,-68,-1,"GoingfortheGreen",2009
45,45,"Michael Letzig",96,58.07,187,135,-109,11,"GoingfortheGreen",2009
46,46,"Matt Bettencourt",98,58.05,191,138,-109,5,"GoingfortheGreen",2009
47,47,"Jason Day",61,57.53,107,79,-61,-8,"GoingfortheGreen",2009
48,48,"Ted Purdy",101,56.67,187,143,-100,-9,"GoingfortheGreen",2009
49,49,"YE Yang",83,56.54,147,113,-90,-4,"GoingfortheGreen",2009
50,50,"Matt Jones",56,55.93,99,78,-69,-8,"GoingfortheGreen",2009
51,51,"Jeff Overton",92,55.68,152,121,-89,-1,"GoingfortheGreen",2009
52,52,"Marc Leishman",91,55.67,162,129,-96,8,"GoingfortheGreen",2009
53,53,"Johnson Wagner",81,55.64,153,122,-82,-8,"GoingfortheGreen",2009
54,54,"John Senden",100,55.49,182,146,-119,-25,"GoingfortheGreen",2009
55,55,"Charles Howell III",99,55.41,164,132,-94,-11,"GoingfortheGreen",2009
55,55,"Pat Perez",74,55.41,128,103,-74,-13,"GoingfortheGreen",2009
57,57,"Brendon de Jonge",90,55,165,135,-84,-9,"GoingfortheGreen",2009
58,58,"Bill Lunde",83,54.98,149,122,-63,2,"GoingfortheGreen",2009
59,59,"James Nitties",86,54.81,148,122,-74,2,"GoingfortheGreen",2009
60,60,"Aaron Baddeley",66,54.76,115,95,-70,2,"GoingfortheGreen",2009
61,61,"Jason Gore",74,54.27,127,107,-51,-16,"GoingfortheGreen",2009
62,62,"Ricky Barnes",67,54.24,96,81,-42,4,"GoingfortheGreen",2009
