"GoingfortheGreen_RANKTHISWEEK_2009","GoingfortheGreen_RANKLASTWEEK_2009","GoingfortheGreen_PLAYERNAME_2009","GoingfortheGreen_ROUNDS_2009","GoingfortheGreen_Pct_2009","GoingfortheGreen_ATTEMPTS_2009","GoingfortheGreen_NONATTEMPTS_2009","GoingfortheGreen_RTPGOINGFORTHEGREEN_2009","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2009","stat_name","year"
63,63,"Troy Matteson",95,54.22,180,152,-91,-10,"GoingfortheGreen",2009
64,64,"George McNeill",82,53.73,144,124,-93,-4,"GoingfortheGreen",2009
65,65,"Robert Allenby",71,53.68,102,88,-60,5,"GoingfortheGreen",2009
66,66,"John Merrick",91,53.63,133,115,-60,-2,"GoingfortheGreen",2009
67,67,"Tim Herron",87,53.62,148,128,-75,-12,"GoingfortheGreen",2009
68,68,"Scott McCarron",91,53.54,159,138,-100,-11,"GoingfortheGreen",2009
69,69,"Jimmy Walker",74,53.36,127,111,-87,1,"GoingfortheGreen",2009
70,70,"Kenny Perry",92,53.21,141,124,-85,-21,"GoingfortheGreen",2009
71,71,"Fred Couples",54,53.06,78,69,-45,-9,"GoingfortheGreen",2009
72,72,"Padraig Harrington",66,52.94,90,80,-59,-3,"GoingfortheGreen",2009
73,73,"Geoff Ogilvy",78,52.7,117,105,-85,-14,"GoingfortheGreen",2009
74,74,"Kevin Sutherland",96,52.13,147,135,-89,-5,"GoingfortheGreen",2009
75,75,"Chris Stroud",88,52,143,132,-96,-12,"GoingfortheGreen",2009
76,76,"JJ Henry",97,51.69,153,143,-87,5,"GoingfortheGreen",2009
77,77,"Rod Pampling",72,51.65,125,117,-72,-6,"GoingfortheGreen",2009
78,78,"Freddie Jacobson",83,51.54,134,126,-75,-23,"GoingfortheGreen",2009
79,79,"Stewart Cink",79,51.52,102,96,-51,-16,"GoingfortheGreen",2009
79,79,"Justin Rose",71,51.52,102,96,-61,-6,"GoingfortheGreen",2009
81,81,"Stephen Ames",77,51.39,111,105,-79,-14,"GoingfortheGreen",2009
82,82,"Tim Petrovic",97,51.24,165,157,-88,-31,"GoingfortheGreen",2009
83,83,"Carl Pettersson",86,51.11,138,132,-75,-15,"GoingfortheGreen",2009
84,84,"Brian Vranesh",51,50.96,80,77,-48,3,"GoingfortheGreen",2009
85,85,"Mark Calcavecchia",72,50.63,120,117,-59,10,"GoingfortheGreen",2009
86,86,"David Duval",56,50.57,88,86,-39,-2,"GoingfortheGreen",2009
87,87,"Retief Goosen",74,50.5,101,99,-76,-13,"GoingfortheGreen",2009
88,88,"Nathan Green",104,50.3,168,166,-95,-13,"GoingfortheGreen",2009
89,89,"Jason Dufner",90,49.81,134,135,-77,-9,"GoingfortheGreen",2009
90,90,"Jeff Maggert",79,49.44,132,135,-58,-9,"GoingfortheGreen",2009
91,91,"Matt Weibring",65,49.22,95,98,-53,-17,"GoingfortheGreen",2009
92,92,"Greg Chalmers",85,48.85,128,134,-77,-18,"GoingfortheGreen",2009
93,93,"Ian Poulter",59,48.75,78,82,-45,-9,"GoingfortheGreen",2009
94,94,"Chad Campbell",90,48.56,135,143,-70,-21,"GoingfortheGreen",2009
95,95,"Stuart Appleby",79,48.36,118,126,-54,-12,"GoingfortheGreen",2009
95,95,"Brett Quigley",92,48.36,133,142,-80,-12,"GoingfortheGreen",2009
97,97,"DA Points",99,48.1,152,164,-72,-27,"GoingfortheGreen",2009
98,98,"Vaughn Taylor",88,48.06,136,147,-73,-21,"GoingfortheGreen",2009
99,99,"Kris Blanks",60,48.04,86,93,-54,2,"GoingfortheGreen",2009
100,100,"Billy Mayfair",83,47.92,127,138,-65,-3,"GoingfortheGreen",2009
101,101,"Scott Verplank",88,47.55,126,139,-68,-18,"GoingfortheGreen",2009
102,102,"Brian Davis",103,47.53,154,170,-93,-35,"GoingfortheGreen",2009
103,103,"Kevin Na",91,47.52,134,148,-100,-19,"GoingfortheGreen",2009
104,104,"Woody Austin",84,47.25,129,144,-61,-33,"GoingfortheGreen",2009
105,105,"Michael Allen",73,47.06,96,108,-53,-3,"GoingfortheGreen",2009
106,106,"Rich Beem",77,46.95,100,113,-59,-9,"GoingfortheGreen",2009
107,107,"Kevin Stadler",65,46.77,94,107,-53,-5,"GoingfortheGreen",2009
108,108,"Brad Adamonis",70,46.73,100,114,-64,-4,"GoingfortheGreen",2009
109,109,"Leif Olson",51,46.5,73,84,-47,8,"GoingfortheGreen",2009
110,110,"Jerry Kelly",90,46.39,122,141,-79,-30,"GoingfortheGreen",2009
111,111,"Alex Cejka",82,46.03,116,136,-68,-23,"GoingfortheGreen",2009
112,112,"David Toms",98,45.65,126,150,-70,-31,"GoingfortheGreen",2009
113,113,"Zach Johnson",94,45.49,131,157,-86,-35,"GoingfortheGreen",2009
114,114,"Casey Wittenberg",71,45.27,91,110,-46,-8,"GoingfortheGreen",2009
115,115,"Matt Kuchar",82,45.08,119,145,-71,-19,"GoingfortheGreen",2009
115,115,"Joe Ogilvie",85,45.08,133,162,-82,-7,"GoingfortheGreen",2009
117,117,"Ryuji Imada",85,45.04,118,144,-56,-23,"GoingfortheGreen",2009
118,118,"Steve Elkington",70,45,108,132,-58,-18,"GoingfortheGreen",2009
119,119,"Briny Baird",89,44.91,119,146,-74,-14,"GoingfortheGreen",2009
120,120,"Kirk Triplett",60,44.81,95,117,-46,-15,"GoingfortheGreen",2009
121,121,"Mark Wilson",99,44.01,136,173,-86,-26,"GoingfortheGreen",2009
122,122,"Jarrod Lyle",65,43.85,82,105,-35,-10,"GoingfortheGreen",2009
123,123,"Rocco Mediate",79,43.39,105,137,-65,-8,"GoingfortheGreen",2009
124,124,"Ben Crane",93,43.34,127,166,-78,-16,"GoingfortheGreen",2009
125,125,"Cameron Beckman",87,43.32,120,157,-72,-11,"GoingfortheGreen",2009
126,126,"Rick Price",54,43.04,68,90,-32,-2,"GoingfortheGreen",2009
127,127,"Heath Slocum",95,42.95,128,170,-67,-12,"GoingfortheGreen",2009
128,128,"Parker McLachlin",71,42.91,115,153,-58,-8,"GoingfortheGreen",2009
129,129,"Joe Durant",62,42.77,74,99,-30,-11,"GoingfortheGreen",2009
130,130,"KJ Choi",65,42.72,88,118,-47,-13,"GoingfortheGreen",2009
131,131,"Steve Stricker",81,42.04,95,131,-63,-45,"GoingfortheGreen",2009
132,132,"Charlie Wi",92,42.03,124,171,-67,-22,"GoingfortheGreen",2009
133,133,"Tommy Armour III",58,41.8,79,110,-41,-9,"GoingfortheGreen",2009
134,134,"Spencer Levin",75,41.6,104,146,-49,-14,"GoingfortheGreen",2009
135,135,"Ben Curtis",63,41.49,78,110,-45,-15,"GoingfortheGreen",2009
136,136,"Tom Pernice Jr",82,41.34,117,166,-71,-28,"GoingfortheGreen",2009
137,137,"Webb Simpson",94,40.95,129,186,-74,-18,"GoingfortheGreen",2009
138,138,"Jay Williamson",69,40.64,89,130,-46,-15,"GoingfortheGreen",2009
139,139,"Ken Duke",87,40.36,111,164,-57,-22,"GoingfortheGreen",2009
140,140,"Paul Goydos",79,40.08,95,142,-44,-25,"GoingfortheGreen",2009
141,141,"Lee Janzen",74,40,86,129,-43,-14,"GoingfortheGreen",2009
142,142,"Steve Flesch",77,39.74,93,141,-50,-8,"GoingfortheGreen",2009
143,143,"Brian Bateman",55,39.56,72,110,-32,-7,"GoingfortheGreen",2009
144,144,"Todd Hamilton",83,39.39,91,140,-44,-2,"GoingfortheGreen",2009
145,145,"David Mathis",82,39.36,98,151,-42,-15,"GoingfortheGreen",2009
146,146,"Jim Furyk",86,38.75,93,147,-64,-21,"GoingfortheGreen",2009
147,147,"Jeff Klauk",97,38.67,128,203,-66,-18,"GoingfortheGreen",2009
148,148,"Derek Fathauer",63,38.59,71,113,-37,5,"GoingfortheGreen",2009
149,149,"John Mallinger",90,38.58,103,164,-62,-29,"GoingfortheGreen",2009
150,150,"Jason Bohn",88,38.54,116,185,-61,-22,"GoingfortheGreen",2009
151,151,"Brandt Snedeker",81,38.5,87,139,-55,-25,"GoingfortheGreen",2009
152,152,"Chris Riley",77,37.97,90,147,-57,-29,"GoingfortheGreen",2009
153,153,"Justin Leonard",95,37.94,107,175,-67,-40,"GoingfortheGreen",2009
154,154,"Cliff Kresge",78,37.83,87,143,-43,-26,"GoingfortheGreen",2009
155,155,"Chris DiMarco",97,37.54,116,193,-63,-26,"GoingfortheGreen",2009
156,156,"Bob Estes",78,37.4,92,154,-66,-21,"GoingfortheGreen",2009
157,157,"Luke Donald",79,37.26,79,133,-46,-33,"GoingfortheGreen",2009
158,158,"Aron Price",89,37.15,107,181,-62,-20,"GoingfortheGreen",2009
159,159,"Mike Weir",85,36.4,83,145,-58,-31,"GoingfortheGreen",2009
160,160,"Chez Reavie",81,36.26,95,167,-50,-22,"GoingfortheGreen",2009
161,161,"Patrick Sheehan",51,36.24,54,95,-33,-17,"GoingfortheGreen",2009
162,162,"Jeff Quinney",78,36.16,98,173,-57,-20,"GoingfortheGreen",2009
163,163,"Eric Axley",71,35.96,82,146,-39,18,"GoingfortheGreen",2009
164,164,"Nick OHern",90,35.62,104,188,-62,-18,"GoingfortheGreen",2009
165,165,"Marc Turnesa",77,35.48,88,160,-34,-4,"GoingfortheGreen",2009
166,166,"Tim Clark",81,35.15,71,131,-51,-23,"GoingfortheGreen",2009
167,167,"Darron Stiles",52,34.97,57,106,-34,-8,"GoingfortheGreen",2009
168,168,"Kent Jones",73,34.76,81,152,-42,-16,"GoingfortheGreen",2009
169,169,"Peter Lonard",86,34.31,94,180,-39,-27,"GoingfortheGreen",2009
170,170,"Bryce Molder",69,34.27,61,117,-45,-19,"GoingfortheGreen",2009
171,171,"Scott Sterling",51,33.56,49,97,-27,-11,"GoingfortheGreen",2009
172,172,"Colt Knost",71,33.33,69,138,-34,-6,"GoingfortheGreen",2009
173,173,"Bob Heintz",59,33.16,63,127,-37,-18,"GoingfortheGreen",2009
174,174,"Glen Day",79,32.62,76,157,-37,-25,"GoingfortheGreen",2009
175,175,"Brad Faxon",59,32.46,62,129,-31,1,"GoingfortheGreen",2009
176,176,"Bart Bryant",58,32.12,53,112,-27,-11,"GoingfortheGreen",2009
177,177,"Dean Wilson",81,30.45,81,185,-55,-32,"GoingfortheGreen",2009
178,178,"Greg Kraft",51,30.32,47,108,-19,-12,"GoingfortheGreen",2009
179,179,"Richard Johnson",85,29.74,80,189,-27,-21,"GoingfortheGreen",2009
180,180,"Tom Lehman",55,28.33,34,86,-11,-9,"GoingfortheGreen",2009
181,181,"Mark Brooks",55,27.81,42,109,-19,-11,"GoingfortheGreen",2009
182,182,"Brian Gay",96,25.52,73,213,-37,-56,"GoingfortheGreen",2009
183,183,"Brendon Todd",53,24.71,42,128,-19,-4,"GoingfortheGreen",2009
184,184,"Corey Pavin",73,22.34,42,146,-20,-25,"GoingfortheGreen",2009
