"PuttingfromGrtr10_RANKTHISWEEK_2007","PuttingfromGrtr10_RANKLASTWEEK_2007","PuttingfromGrtr10_PLAYERNAME_2007","PuttingfromGrtr10_ROUNDS_2007","PuttingfromGrtr10_PctMADE_2007","PuttingfromGrtr10_ATTEMPTS_2007","PuttingfromGrtr10_PUTTSMADE_2007","stat_name","year"
1,1,"Chris Riley",59,20.2,505,102,"PuttingfromGrtr10",2007
2,2,"Jesper Parnevik",88,19.64,840,165,"PuttingfromGrtr10",2007
3,3,"Padraig Harrington",64,19.46,447,87,"PuttingfromGrtr10",2007
4,4,"Tim Clark",66,19.39,526,102,"PuttingfromGrtr10",2007
5,5,"Freddie Jacobson",70,19.06,724,138,"PuttingfromGrtr10",2007
6,6,"Jonathan Byrd",73,19.04,625,119,"PuttingfromGrtr10",2007
7,7,"Tiger Woods",63,19,458,87,"PuttingfromGrtr10",2007
8,8,"Henrik Stenson",52,18.96,385,73,"PuttingfromGrtr10",2007
9,9,"Paul Goydos",60,18.32,475,87,"PuttingfromGrtr10",2007
10,10,"Tag Ridings",52,18.24,477,87,"PuttingfromGrtr10",2007
11,11,"Joe Ogilvie",102,18.07,891,161,"PuttingfromGrtr10",2007
12,12,"Mark Calcavecchia",93,18.02,727,131,"PuttingfromGrtr10",2007
13,13,"Ryan Moore",92,17.92,809,145,"PuttingfromGrtr10",2007
14,14,"Kevin Na",84,17.88,783,140,"PuttingfromGrtr10",2007
15,15,"Rocco Mediate",72,17.85,706,126,"PuttingfromGrtr10",2007
16,16,"Parker McLachlin",83,17.71,768,136,"PuttingfromGrtr10",2007
17,17,"Rory Sabbatini",81,17.68,628,111,"PuttingfromGrtr10",2007
18,18,"Bob Heintz",85,17.64,720,127,"PuttingfromGrtr10",2007
19,19,"Dean Wilson",92,17.53,810,142,"PuttingfromGrtr10",2007
20,20,"Frank Lickliter II",95,17.4,931,162,"PuttingfromGrtr10",2007
21,21,"Sean OHair",98,17.39,880,153,"PuttingfromGrtr10",2007
22,22,"Vaughn Taylor",91,17.34,721,125,"PuttingfromGrtr10",2007
23,23,"Justin Leonard",95,17.31,861,149,"PuttingfromGrtr10",2007
24,24,"Ryuji Imada",104,17.19,896,154,"PuttingfromGrtr10",2007
25,25,"Tim Petrovic",106,17.15,974,167,"PuttingfromGrtr10",2007
26,26,"Shigeki Maruyama",84,17.13,788,135,"PuttingfromGrtr10",2007
27,27,"Bryce Molder",56,17.11,532,91,"PuttingfromGrtr10",2007
27,27,"Geoff Ogilvy",84,17.11,643,110,"PuttingfromGrtr10",2007
29,29,"Ian Poulter",63,17.07,375,64,"PuttingfromGrtr10",2007
30,30,"Luke Donald",69,17.06,504,86,"PuttingfromGrtr10",2007
31,31,"Aaron Baddeley",83,17.05,657,112,"PuttingfromGrtr10",2007
32,32,"Jason Schultz",63,16.99,565,96,"PuttingfromGrtr10",2007
33,33,"Tom Pernice Jr",104,16.98,842,143,"PuttingfromGrtr10",2007
34,34,"Daniel Chopra",106,16.93,998,169,"PuttingfromGrtr10",2007
