"Front9Par4ScoringAverage_RANKTHISWEEK_2007","Front9Par4ScoringAverage_RANKLASTWEEK_2007","Front9Par4ScoringAverage_PLAYERNAME_2007","Front9Par4ScoringAverage_ROUNDS_2007","Front9Par4ScoringAverage_AVG_2007","Front9Par4ScoringAverage_TOTALSTROKES_2007","Front9Par4ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Tiger Woods",63,3.94,1323,336,"Front9Par4ScoringAverage",2007
2,2,"Bo Van Pelt",104,3.95,2264,573,"Front9Par4ScoringAverage",2007
3,3,"Heath Slocum",101,3.97,2218,559,"Front9Par4ScoringAverage",2007
3,3,"Steve Stricker",81,3.97,1777,448,"Front9Par4ScoringAverage",2007
5,5,"Tag Ridings",52,3.98,1098,276,"Front9Par4ScoringAverage",2007
5,5,"Chris Riley",59,3.98,1271,319,"Front9Par4ScoringAverage",2007
5,5,"Vijay Singh",102,3.98,2242,563,"Front9Par4ScoringAverage",2007
8,8,"Freddie Jacobson",70,3.99,1511,379,"Front9Par4ScoringAverage",2007
8,8,"Geoff Ogilvy",84,3.99,1733,434,"Front9Par4ScoringAverage",2007
8,8,"Jeff Overton",60,3.99,1286,322,"Front9Par4ScoringAverage",2007
11,11,"Alex Cejka",80,4,1732,433,"Front9Par4ScoringAverage",2007
11,11,"Brian Davis",101,4,2214,554,"Front9Par4ScoringAverage",2007
11,11,"Anthony Kim",93,4,2047,512,"Front9Par4ScoringAverage",2007
11,11,"Kenny Perry",83,4,1825,456,"Front9Par4ScoringAverage",2007
11,11,"Scott Verplank",82,4,1832,458,"Front9Par4ScoringAverage",2007
16,16,"Ernie Els",59,4.01,1308,326,"Front9Par4ScoringAverage",2007
16,16,"Jim Furyk",84,4.01,1830,456,"Front9Par4ScoringAverage",2007
16,16,"Lucas Glover",98,4.01,2127,531,"Front9Par4ScoringAverage",2007
16,16,"Cliff Kresge",107,4.01,2360,588,"Front9Par4ScoringAverage",2007
16,16,"Billy Mayfair",98,4.01,2168,541,"Front9Par4ScoringAverage",2007
16,16,"Kevin Na",84,4.01,1820,454,"Front9Par4ScoringAverage",2007
16,16,"Jesper Parnevik",88,4.01,1911,477,"Front9Par4ScoringAverage",2007
16,16,"Rory Sabbatini",81,4.01,1764,440,"Front9Par4ScoringAverage",2007
16,16,"Brandt Snedeker",105,4.01,2342,584,"Front9Par4ScoringAverage",2007
16,16,"Jay Williamson",50,4.01,1083,270,"Front9Par4ScoringAverage",2007
26,26,"Robert Allenby",90,4.02,2004,498,"Front9Par4ScoringAverage",2007
26,26,"Briny Baird",115,4.02,2514,626,"Front9Par4ScoringAverage",2007
26,26,"Cameron Beckman",96,4.02,2097,522,"Front9Par4ScoringAverage",2007
26,26,"Ken Duke",112,4.02,2446,609,"Front9Par4ScoringAverage",2007
26,26,"Zach Johnson",76,4.02,1666,414,"Front9Par4ScoringAverage",2007
26,26,"John Merrick",92,4.02,2040,507,"Front9Par4ScoringAverage",2007
26,26,"Justin Rose",63,4.02,1364,339,"Front9Par4ScoringAverage",2007
26,26,"Charles Warren",101,4.02,2201,547,"Front9Par4ScoringAverage",2007
34,34,"Stephen Ames",81,4.03,1720,427,"Front9Par4ScoringAverage",2007
34,34,"Woody Austin",95,4.03,2106,523,"Front9Par4ScoringAverage",2007
34,34,"Bart Bryant",87,4.03,1885,468,"Front9Par4ScoringAverage",2007
34,34,"Jonathan Byrd",73,4.03,1619,402,"Front9Par4ScoringAverage",2007
34,34,"KJ Choi",87,4.03,1912,475,"Front9Par4ScoringAverage",2007
34,34,"Daniel Chopra",106,4.03,2299,570,"Front9Par4ScoringAverage",2007
34,34,"Stewart Cink",91,4.03,1977,490,"Front9Par4ScoringAverage",2007
34,34,"Sergio Garcia",68,4.03,1494,371,"Front9Par4ScoringAverage",2007
34,34,"Jarrod Lyle",77,4.03,1692,420,"Front9Par4ScoringAverage",2007
34,34,"Rocco Mediate",72,4.03,1566,389,"Front9Par4ScoringAverage",2007
34,34,"Michael Sim",52,4.03,1157,287,"Front9Par4ScoringAverage",2007
45,45,"Brian Bateman",55,4.04,1217,301,"Front9Par4ScoringAverage",2007
45,45,"Andrew Buckle",77,4.04,1724,427,"Front9Par4ScoringAverage",2007
45,45,"Nathan Green",103,4.04,2271,562,"Front9Par4ScoringAverage",2007
45,45,"Bill Haas",93,4.04,2038,504,"Front9Par4ScoringAverage",2007
45,45,"Padraig Harrington",64,4.04,1399,346,"Front9Par4ScoringAverage",2007
45,45,"Tim Herron",98,4.04,2170,537,"Front9Par4ScoringAverage",2007
45,45,"Matt Kuchar",85,4.04,1876,464,"Front9Par4ScoringAverage",2007
45,45,"Peter Lonard",85,4.04,1893,468,"Front9Par4ScoringAverage",2007
45,45,"Will Ma Kenzie",100,4.04,2186,541,"Front9Par4ScoringAverage",2007
45,45,"Hunter Mahan",91,4.04,2075,514,"Front9Par4ScoringAverage",2007
45,45,"Shigeki Maruyama",84,4.04,1888,467,"Front9Par4ScoringAverage",2007
45,45,"Sean OHair",98,4.04,2201,545,"Front9Par4ScoringAverage",2007
45,45,"Nick OHern",72,4.04,1539,381,"Front9Par4ScoringAverage",2007
45,45,"Rod Pampling",92,4.04,2034,503,"Front9Par4ScoringAverage",2007
45,45,"Vaughn Taylor",91,4.04,2017,499,"Front9Par4ScoringAverage",2007
45,45,"David Toms",80,4.04,1748,433,"Front9Par4ScoringAverage",2007
45,45,"Charlie Wi",90,4.04,1963,486,"Front9Par4ScoringAverage",2007
62,62,"Tommy Armour III",81,4.05,1767,436,"Front9Par4ScoringAverage",2007
62,62,"Craig Bowden",78,4.05,1707,422,"Front9Par4ScoringAverage",2007
62,62,"Mark Brooks",53,4.05,1180,291,"Front9Par4ScoringAverage",2007
62,62,"Jose Coceres",50,4.05,1115,275,"Front9Par4ScoringAverage",2007
62,62,"Luke Donald",69,4.05,1522,376,"Front9Par4ScoringAverage",2007
62,62,"Joe Durant",88,4.05,1932,477,"Front9Par4ScoringAverage",2007
62,62,"Brian Gay",107,4.05,2357,582,"Front9Par4ScoringAverage",2007
62,62,"Mathew Goggin",97,4.05,2129,526,"Front9Par4ScoringAverage",2007
62,62,"Mark Hensby",81,4.05,1780,439,"Front9Par4ScoringAverage",2007
62,62,"Tripp Isenhour",86,4.05,1915,473,"Front9Par4ScoringAverage",2007
62,62,"Steve Lowery",74,4.05,1623,401,"Front9Par4ScoringAverage",2007
62,62,"John Mallinger",96,4.05,2093,517,"Front9Par4ScoringAverage",2007
62,62,"Daisuke Maruyama",86,4.05,1918,474,"Front9Par4ScoringAverage",2007
62,62,"Parker McLachlin",83,4.05,1831,452,"Front9Par4ScoringAverage",2007
62,62,"Corey Pavin",81,4.05,1790,442,"Front9Par4ScoringAverage",2007
62,62,"Pat Perez",84,4.05,1964,485,"Front9Par4ScoringAverage",2007
62,62,"Ted Purdy",102,4.05,2258,558,"Front9Par4ScoringAverage",2007
62,62,"Jeff Quinney",95,4.05,2122,524,"Front9Par4ScoringAverage",2007
62,62,"John Senden",97,4.05,2154,532,"Front9Par4ScoringAverage",2007
62,62,"Chris Stroud",66,4.05,1467,362,"Front9Par4ScoringAverage",2007
62,62,"Camilo Villegas",82,4.05,1823,450,"Front9Par4ScoringAverage",2007
83,83,"Billy Andrade",88,4.06,1911,471,"Front9Par4ScoringAverage",2007
83,83,"Stuart Appleby",74,4.06,1650,406,"Front9Par4ScoringAverage",2007
83,83,"Brendon de Jonge",76,4.06,1676,413,"Front9Par4ScoringAverage",2007
83,83,"Chris DiMarco",79,4.06,1733,427,"Front9Par4ScoringAverage",2007
83,83,"Jeff Gove",103,4.06,2266,558,"Front9Par4ScoringAverage",2007
83,83,"Paul Gow",70,4.06,1559,384,"Front9Par4ScoringAverage",2007
83,83,"Mathias Gronberg",95,4.06,2084,513,"Front9Par4ScoringAverage",2007
83,83,"Ryuji Imada",104,4.06,2292,565,"Front9Par4ScoringAverage",2007
