"ApproachPuttPerformance_RANKTHISWEEK_2015","ApproachPuttPerformance_RANKLASTWEEK_2015","ApproachPuttPerformance_PLAYERNAME_2015","ApproachPuttPerformance_ROUNDS_2015","ApproachPuttPerformance_VALUE_2015","ApproachPuttPerformance_ATTEMPTS_2015","ApproachPuttPerformance_TOTALDISTANCEFEET_2015","stat_name","year"
1,1,"Sergio Garcia",59,NA,369,712.917,"ApproachPuttPerformance",2015
2,2,"Steven Alker",62,NA,527,1061.167,"ApproachPuttPerformance",2015
2,2,"KJ Choi",66,NA,584,1178.083,"ApproachPuttPerformance",2015
2,2,"Ernie Els",57,NA,420,847.75,"ApproachPuttPerformance",2015
2,2,"JJ Henry",94,NA,910,1849.417,"ApproachPuttPerformance",2015
2,2,"Zach Johnson",90,NA,737,1457.917,"ApproachPuttPerformance",2015
2,2,"Jordan Spieth",91,NA,621,1250.083,"ApproachPuttPerformance",2015
8,8,"Jason Bohn",95,NA,920,1913.25,"ApproachPuttPerformance",2015
8,8,"Jason Day",75,NA,571,1206.75,"ApproachPuttPerformance",2015
8,8,"Luke Donald",71,NA,571,1205.833,"ApproachPuttPerformance",2015
8,8,"Charles Howell III",105,NA,1147,2418.167,"ApproachPuttPerformance",2015
8,8,"Dustin Johnson",75,NA,554,1131.583,"ApproachPuttPerformance",2015
8,8,"Matt Jones",89,NA,675,1412.75,"ApproachPuttPerformance",2015
8,8,"Colt Knost",90,NA,800,1682.333,"ApproachPuttPerformance",2015
8,8,"Justin Leonard",61,NA,559,1184.333,"ApproachPuttPerformance",2015
8,8,"John Merrick",78,NA,644,1322.25,"ApproachPuttPerformance",2015
8,8,"Francesco Molinari",56,NA,493,1045.083,"ApproachPuttPerformance",2015
8,8,"Ryan Moore",81,NA,622,1303.417,"ApproachPuttPerformance",2015
8,8,"Patrick Reed",103,NA,735,1548.583,"ApproachPuttPerformance",2015
8,8,"Robert Streb",110,NA,1021,2138.583,"ApproachPuttPerformance",2015
8,8,"Brian Stuard",97,NA,831,1755.167,"ApproachPuttPerformance",2015
8,8,"Tyrone Van Aswegen",58,NA,470,996.75,"ApproachPuttPerformance",2015
8,8,"Mark Wilson",89,NA,884,1872.167,"ApproachPuttPerformance",2015
24,24,"Ricky Barnes",82,NA,644,1378.083,"ApproachPuttPerformance",2015
24,24,"Steven Bowditch",103,NA,876,1895.833,"ApproachPuttPerformance",2015
24,24,"Jonathan Byrd",69,NA,540,1190.417,"ApproachPuttPerformance",2015
24,24,"Jim Furyk",71,NA,568,1253,"ApproachPuttPerformance",2015
24,24,"Lucas Glover",79,NA,845,1844.917,"ApproachPuttPerformance",2015
