"PuttsPerRound_RANKTHISWEEK_2012","PuttsPerRound_RANKLASTWEEK_2012","PuttsPerRound_PLAYERNAME_2012","PuttsPerRound_ROUNDS_2012","PuttsPerRound_AVG_2012","PuttsPerRound_TOTALPUTTS_2012","PuttsPerRound_TOTALROUNDS_2012","PuttsPerRound_LOWTOTALPUTTS_2012","stat_name","year"
68,68,"Vaughn Taylor",81,29.01,2176,75,20,"PuttsPerRound",2012
69,69,"Graeme McDowell",55,29.02,1567,54,24,"PuttsPerRound",2012
70,70,"Troy Kelly",68,29.03,1800,62,23,"PuttsPerRound",2012
71,71,"Jim Furyk",85,29.05,2440,84,24,"PuttsPerRound",2012
72,72,"Steve Stricker",73,29.06,2034,70,24,"PuttsPerRound",2012
73,73,"Jason Dufner",83,29.07,2384,82,24,"PuttsPerRound",2012
73,73,"Sung Kang",75,29.07,2064,71,24,"PuttsPerRound",2012
75,75,"Stuart Appleby",75,29.08,2065,71,25,"PuttsPerRound",2012
76,76,"Rocco Mediate",70,29.09,1862,64,25,"PuttsPerRound",2012
76,76,"Tom Pernice Jr",62,29.09,1687,58,23,"PuttsPerRound",2012
78,78,"Freddie Jacobson",61,29.1,1746,60,22,"PuttsPerRound",2012
79,79,"Davis Love III",64,29.11,1863,64,24,"PuttsPerRound",2012
80,80,"Jonathan Byrd",69,29.12,1980,68,21,"PuttsPerRound",2012
80,80,"David Hearn",95,29.12,2766,95,23,"PuttsPerRound",2012
82,82,"Colt Knost",79,29.14,2244,77,24,"PuttsPerRound",2012
83,83,"John Huh",99,29.15,2886,99,21,"PuttsPerRound",2012
83,83,"Chris Kirk",93,29.15,2594,89,23,"PuttsPerRound",2012
85,85,"Rickie Fowler",84,29.17,2421,83,24,"PuttsPerRound",2012
85,85,"George McNeill",85,29.17,2363,81,22,"PuttsPerRound",2012
87,87,"Jerry Kelly",84,29.18,2334,80,24,"PuttsPerRound",2012
88,88,"Marco Dawson",60,29.2,1577,54,23,"PuttsPerRound",2012
88,88,"Harrison Frazar",56,29.2,1577,54,25,"PuttsPerRound",2012
90,90,"JB Holmes",90,29.21,2395,82,23,"PuttsPerRound",2012
91,91,"Andres Romero",68,29.22,1753,60,23,"PuttsPerRound",2012
91,91,"David Toms",60,29.22,1695,58,23,"PuttsPerRound",2012
93,93,"Arjun Atwal",79,29.23,2134,73,23,"PuttsPerRound",2012
93,93,"Garth Mulroy",59,29.23,1666,57,24,"PuttsPerRound",2012
95,95,"William McGirt",96,29.24,2690,92,24,"PuttsPerRound",2012
96,96,"Jason Bohn",81,29.25,2194,75,21,"PuttsPerRound",2012
97,97,"Marc Leishman",84,29.26,2458,84,24,"PuttsPerRound",2012
98,98,"Robert Karlsson",54,29.27,1522,52,23,"PuttsPerRound",2012
98,98,"Patrick Sheehan",58,29.27,1522,52,22,"PuttsPerRound",2012
100,100,"Mark Anderson",75,29.28,2020,69,24,"PuttsPerRound",2012
100,100,"Seung Yul Noh",105,29.28,2840,97,22,"PuttsPerRound",2012
102,102,"Nick Watney",97,29.29,2753,94,23,"PuttsPerRound",2012
103,103,"Kevin Chappell",91,29.3,2549,87,23,"PuttsPerRound",2012
103,103,"KJ Choi",71,29.3,2051,70,23,"PuttsPerRound",2012
103,103,"Nick OHern",78,29.3,2168,74,23,"PuttsPerRound",2012
103,103,"Henrik Stenson",51,29.3,1377,47,24,"PuttsPerRound",2012
107,107,"Brandt Jobe",57,29.32,1554,53,24,"PuttsPerRound",2012
108,108,"Tim Clark",60,29.33,1760,60,24,"PuttsPerRound",2012
108,108,"Bill Haas",79,29.33,2288,78,24,"PuttsPerRound",2012
108,108,"Ted Potter Jr",77,29.33,2141,73,21,"PuttsPerRound",2012
111,111,"Kevin Streelman",89,29.34,2553,87,24,"PuttsPerRound",2012
112,112,"Blake Adams",107,29.35,3023,103,23,"PuttsPerRound",2012
112,112,"Nathan Green",73,29.35,1908,65,23,"PuttsPerRound",2012
114,114,"Ben Curtis",62,29.36,1703,58,23,"PuttsPerRound",2012
114,114,"Mark Wilson",84,29.36,2290,78,24,"PuttsPerRound",2012
116,116,"Richard Lee",71,29.37,1909,65,25,"PuttsPerRound",2012
117,117,"John Mallinger",74,29.39,2057,70,24,"PuttsPerRound",2012
117,117,"Troy Matteson",100,29.39,2763,94,20,"PuttsPerRound",2012
119,119,"Ernie Els",80,29.4,2293,78,24,"PuttsPerRound",2012
119,119,"Johnson Wagner",88,29.4,2587,88,24,"PuttsPerRound",2012
121,121,"Matt Jones",53,29.41,1441,49,24,"PuttsPerRound",2012
121,121,"Jeff Maggert",83,29.41,2441,83,24,"PuttsPerRound",2012
121,121,"Justin Rose",69,29.41,2000,68,23,"PuttsPerRound",2012
121,121,"Vijay Singh",99,29.41,2912,99,22,"PuttsPerRound",2012
125,125,"Billy Horschel",63,29.42,1618,55,24,"PuttsPerRound",2012
126,126,"Brendon de Jonge",115,29.44,3268,111,24,"PuttsPerRound",2012
126,126,"Ryo Ishikawa",54,29.44,1413,48,23,"PuttsPerRound",2012
126,126,"John Senden",81,29.44,2296,78,23,"PuttsPerRound",2012
129,129,"Bill Lunde",83,29.45,2209,75,24,"PuttsPerRound",2012
130,130,"Louis Oosthuizen",65,29.46,1856,63,25,"PuttsPerRound",2012
131,131,"Stephen Ames",54,29.48,1533,52,25,"PuttsPerRound",2012
131,131,"Billy Mayfair",90,29.48,2535,86,25,"PuttsPerRound",2012
131,131,"DA Points",88,29.48,2594,88,22,"PuttsPerRound",2012
131,131,"John Rollins",81,29.48,2270,77,26,"PuttsPerRound",2012
135,135,"Rod Pampling",88,29.5,2360,80,23,"PuttsPerRound",2012
136,136,"Harris English",98,29.52,2893,98,24,"PuttsPerRound",2012
136,136,"Martin Laird",77,29.52,2155,73,24,"PuttsPerRound",2012
138,138,"Gary Christian",91,29.53,2510,85,23,"PuttsPerRound",2012
138,138,"Adam Scott",59,29.53,1713,58,24,"PuttsPerRound",2012
138,138,"Josh Teater",97,29.53,2746,93,24,"PuttsPerRound",2012
141,141,"Charles Howell III",98,29.54,2895,98,26,"PuttsPerRound",2012
142,142,"Miguel Angel Carballo",73,29.55,1921,65,22,"PuttsPerRound",2012
142,142,"Stephen Gangluff",57,29.55,1507,51,25,"PuttsPerRound",2012
142,142,"Daniel Summerhays",81,29.55,2275,77,23,"PuttsPerRound",2012
145,145,"Will Claxton",99,29.56,2808,95,20,"PuttsPerRound",2012
145,145,"Robert Garrigus",89,29.56,2631,89,24,"PuttsPerRound",2012
145,145,"Jason Kokrak",79,29.56,2217,75,20,"PuttsPerRound",2012
148,148,"Charley Hoffman",88,29.58,2603,88,23,"PuttsPerRound",2012
148,148,"Cameron Tringale",88,29.58,2603,88,22,"PuttsPerRound",2012
150,150,"Trevor Immelman",76,29.59,2249,76,23,"PuttsPerRound",2012
151,151,"Roberto Castro",92,29.62,2547,86,23,"PuttsPerRound",2012
152,152,"Graham DeLaet",79,29.63,2222,75,24,"PuttsPerRound",2012
153,153,"Russell Knox",72,29.64,1956,66,25,"PuttsPerRound",2012
153,153,"Kevin Stadler",85,29.64,2282,77,24,"PuttsPerRound",2012
153,153,"Steve Wheatcroft",56,29.64,1482,50,24,"PuttsPerRound",2012
156,156,"Charlie Beljan",61,29.66,1572,53,23,"PuttsPerRound",2012
156,156,"Edward Loar",59,29.66,1572,53,24,"PuttsPerRound",2012
158,158,"Sean OHair",84,29.67,2492,84,23,"PuttsPerRound",2012
159,159,"Bobby Gates",87,29.69,2464,83,24,"PuttsPerRound",2012
160,160,"Stewart Cink",71,29.7,1990,67,24,"PuttsPerRound",2012
161,161,"Angel Cabrera",54,29.72,1486,50,25,"PuttsPerRound",2012
162,162,"Bubba Watson",68,29.73,1962,66,23,"PuttsPerRound",2012
163,163,"Kyle Reifers",86,29.76,2440,82,24,"PuttsPerRound",2012
164,164,"Scott Stallings",78,29.77,2322,78,24,"PuttsPerRound",2012
165,165,"Michael Bradley",63,29.78,1757,59,22,"PuttsPerRound",2012
165,165,"Tim Herron",88,29.78,2621,88,24,"PuttsPerRound",2012
167,167,"Mathew Goggin",65,29.79,1817,61,25,"PuttsPerRound",2012
168,168,"Ricky Barnes",92,29.8,2622,88,24,"PuttsPerRound",2012
168,168,"Scott Brown",65,29.8,1758,59,22,"PuttsPerRound",2012
170,170,"Chad Campbell",84,29.83,2506,84,25,"PuttsPerRound",2012
170,170,"Gary Woodland",70,29.83,2058,69,24,"PuttsPerRound",2012
172,172,"Chez Reavie",83,29.86,2478,83,23,"PuttsPerRound",2012
173,173,"Greg Owen",90,29.87,2688,90,25,"PuttsPerRound",2012
173,173,"Heath Slocum",93,29.87,2539,85,24,"PuttsPerRound",2012
175,175,"Cameron Beckman",81,29.88,2301,77,23,"PuttsPerRound",2012
176,176,"Kris Blanks",65,29.89,1913,64,23,"PuttsPerRound",2012
177,177,"Hunter Mahan",88,29.9,2452,82,24,"PuttsPerRound",2012
177,177,"Kyle Stanley",86,29.9,2512,84,25,"PuttsPerRound",2012
179,179,"Robert Allenby",76,29.91,2273,76,23,"PuttsPerRound",2012
179,179,"JJ Henry",93,29.91,2542,85,25,"PuttsPerRound",2012
179,179,"DJ Trahan",73,29.91,2064,69,23,"PuttsPerRound",2012
182,182,"Camilo Villegas",79,29.92,2304,77,24,"PuttsPerRound",2012
183,183,"Jhonattan Vegas",77,29.93,2245,75,25,"PuttsPerRound",2012
184,184,"Roland Thatcher",55,29.98,1469,49,23,"PuttsPerRound",2012
185,185,"John Merrick",83,30.01,2371,79,23,"PuttsPerRound",2012
186,186,"Brendan Steele",77,30.03,2192,73,24,"PuttsPerRound",2012
187,187,"Lee Westwood",60,30.06,1623,54,25,"PuttsPerRound",2012
188,188,"Kyle Thompson",51,30.13,1416,47,25,"PuttsPerRound",2012
189,189,"Alexandre Rocha",62,30.18,1690,56,24,"PuttsPerRound",2012
190,190,"Scott Dunlap",57,30.22,1541,51,23,"PuttsPerRound",2012
191,191,"Boo Weekley",74,30.5,2013,66,25,"PuttsPerRound",2012
