"EarlyRound2ScoringAverage_RANKTHISWEEK_2012","EarlyRound2ScoringAverage_RANKLASTWEEK_2012","EarlyRound2ScoringAverage_PLAYERNAME_2012","EarlyRound2ScoringAverage__2012","EarlyRound2ScoringAverage_AVG_2012","EarlyRound2ScoringAverage_TOTALSTROKES_2012","EarlyRound2ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Robert Garrigus",NA,67.67,812,12,"EarlyRound2ScoringAverage",2012
2,2,"Henrik Stenson",NA,68.43,479,7,"EarlyRound2ScoringAverage",2012
3,3,"Zach Johnson",NA,68.64,755,11,"EarlyRound2ScoringAverage",2012
4,4,"Harris English",NA,68.8,1032,15,"EarlyRound2ScoringAverage",2012
5,5,"Jason Dufner",NA,68.82,757,11,"EarlyRound2ScoringAverage",2012
6,6,"Dustin Johnson",NA,68.86,482,7,"EarlyRound2ScoringAverage",2012
6,6,"Russell Knox",NA,68.86,964,14,"EarlyRound2ScoringAverage",2012
8,8,"Bob Estes",NA,68.89,620,9,"EarlyRound2ScoringAverage",2012
9,9,"John Huh",NA,68.92,827,12,"EarlyRound2ScoringAverage",2012
9,9,"Carl Pettersson",NA,68.92,896,13,"EarlyRound2ScoringAverage",2012
11,11,"Brian Davis",NA,68.93,965,14,"EarlyRound2ScoringAverage",2012
12,12,"Jimmy Walker",NA,68.94,1103,16,"EarlyRound2ScoringAverage",2012
13,13,"Graeme McDowell",NA,69,552,8,"EarlyRound2ScoringAverage",2012
14,14,"John Senden",NA,69.08,898,13,"EarlyRound2ScoringAverage",2012
15,15,"Greg Chalmers",NA,69.25,831,12,"EarlyRound2ScoringAverage",2012
16,16,"Tommy Biershenk",NA,69.31,901,13,"EarlyRound2ScoringAverage",2012
16,16,"Roberto Castro",NA,69.31,1109,16,"EarlyRound2ScoringAverage",2012
18,18,"Jonas Blixt",NA,69.33,624,9,"EarlyRound2ScoringAverage",2012
18,18,"Jason Day",NA,69.33,624,9,"EarlyRound2ScoringAverage",2012
18,18,"Ryan Moore",NA,69.33,832,12,"EarlyRound2ScoringAverage",2012
21,21,"Gary Christian",NA,69.38,1110,16,"EarlyRound2ScoringAverage",2012
21,21,"Scott Dunlap",NA,69.38,555,8,"EarlyRound2ScoringAverage",2012
23,23,"Billy Mayfair",NA,69.5,834,12,"EarlyRound2ScoringAverage",2012
24,24,"Brian Gay",NA,69.57,974,14,"EarlyRound2ScoringAverage",2012
25,25,"Tiger Woods",NA,69.6,348,5,"EarlyRound2ScoringAverage",2012
26,26,"Bud Cauley",NA,69.62,905,13,"EarlyRound2ScoringAverage",2012
27,27,"Vijay Singh",NA,69.63,1114,16,"EarlyRound2ScoringAverage",2012
27,27,"YE Yang",NA,69.63,557,8,"EarlyRound2ScoringAverage",2012
29,29,"Chris Kirk",NA,69.64,766,11,"EarlyRound2ScoringAverage",2012
29,29,"Camilo Villegas",NA,69.64,766,11,"EarlyRound2ScoringAverage",2012
29,29,"Boo Weekley",NA,69.64,975,14,"EarlyRound2ScoringAverage",2012
32,32,"Kevin Na",NA,69.67,627,9,"EarlyRound2ScoringAverage",2012
33,33,"Will Claxton",NA,69.69,1115,16,"EarlyRound2ScoringAverage",2012
33,33,"Charles Howell III",NA,69.69,1115,16,"EarlyRound2ScoringAverage",2012
35,35,"Rocco Mediate",NA,69.7,697,10,"EarlyRound2ScoringAverage",2012
35,35,"DJ Trahan",NA,69.7,697,10,"EarlyRound2ScoringAverage",2012
37,37,"Ken Duke",NA,69.71,976,14,"EarlyRound2ScoringAverage",2012
37,37,"Billy Horschel",NA,69.71,488,7,"EarlyRound2ScoringAverage",2012
39,39,"Brendon de Jonge",NA,69.73,1046,15,"EarlyRound2ScoringAverage",2012
40,40,"Graham DeLaet",NA,69.75,837,12,"EarlyRound2ScoringAverage",2012
41,41,"Tommy Gainey",NA,69.76,1186,17,"EarlyRound2ScoringAverage",2012
42,42,"Ben Crane",NA,69.82,768,11,"EarlyRound2ScoringAverage",2012
43,43,"Richard Lee",NA,69.85,908,13,"EarlyRound2ScoringAverage",2012
44,44,"Luke Donald",NA,69.88,559,8,"EarlyRound2ScoringAverage",2012
45,45,"Matt Jones",NA,69.89,629,9,"EarlyRound2ScoringAverage",2012
45,45,"John Mallinger",NA,69.89,629,9,"EarlyRound2ScoringAverage",2012
47,47,"Gavin Coles",NA,69.91,769,11,"EarlyRound2ScoringAverage",2012
48,48,"Greg Owen",NA,69.93,1049,15,"EarlyRound2ScoringAverage",2012
49,49,"Jeff Overton",NA,69.94,1119,16,"EarlyRound2ScoringAverage",2012
50,50,"Chad Campbell",NA,70,980,14,"EarlyRound2ScoringAverage",2012
50,50,"Tom Gillis",NA,70,980,14,"EarlyRound2ScoringAverage",2012
50,50,"Tim Herron",NA,70,1050,15,"EarlyRound2ScoringAverage",2012
50,50,"Phil Mickelson",NA,70,840,12,"EarlyRound2ScoringAverage",2012
50,50,"Sean OHair",NA,70,980,14,"EarlyRound2ScoringAverage",2012
50,50,"Louis Oosthuizen",NA,70,630,9,"EarlyRound2ScoringAverage",2012
50,50,"Pat Perez",NA,70,770,11,"EarlyRound2ScoringAverage",2012
50,50,"Steve Stricker",NA,70,630,9,"EarlyRound2ScoringAverage",2012
50,50,"Johnson Wagner",NA,70,700,10,"EarlyRound2ScoringAverage",2012
59,59,"John Merrick",NA,70.09,771,11,"EarlyRound2ScoringAverage",2012
59,59,"David Toms",NA,70.09,771,11,"EarlyRound2ScoringAverage",2012
61,61,"Rory McIlroy",NA,70.13,561,8,"EarlyRound2ScoringAverage",2012
62,62,"Charl Schwartzel",NA,70.14,491,7,"EarlyRound2ScoringAverage",2012
63,63,"Marc Leishman",NA,70.15,912,13,"EarlyRound2ScoringAverage",2012
64,64,"Blake Adams",NA,70.22,1264,18,"EarlyRound2ScoringAverage",2012
64,64,"Michael Bradley",NA,70.22,632,9,"EarlyRound2ScoringAverage",2012
