"CurrentStreakwithouta3Putt_RANKTHISWEEK_2016","CurrentStreakwithouta3Putt_RANKLASTWEEK_2016","CurrentStreakwithouta3Putt_PLAYERNAME_2016","CurrentStreakwithouta3Putt_EVENTS_2016","CurrentStreakwithouta3Putt_VALUE_2016","stat_name","year"
1,3,"Marc Leishman",12,186,"CurrentStreakwithouta3Putt",2016
2,6,"Spencer Levin",19,175,"CurrentStreakwithouta3Putt",2016
3,26,"Scott Stallings",17,140,"CurrentStreakwithouta3Putt",2016
4,34,"Erik Compton",16,135,"CurrentStreakwithouta3Putt",2016
5,15,"David Hearn",18,128,"CurrentStreakwithouta3Putt",2016
6,67,"Francesco Molinari",10,108,"CurrentStreakwithouta3Putt",2016
7,74,"John Senden",15,107,"CurrentStreakwithouta3Putt",2016
8,12,"Dicky Pride",13,105,"CurrentStreakwithouta3Putt",2016
9,90,"Roberto Castro",16,101,"CurrentStreakwithouta3Putt",2016
10,14,"Freddie Jacobson",16,94,"CurrentStreakwithouta3Putt",2016
11,46,"Brendon de Jonge",19,92,"CurrentStreakwithouta3Putt",2016
12,158,"Lucas Glover",16,83,"CurrentStreakwithouta3Putt",2016
13,169,"Emiliano Grillo",13,80,"CurrentStreakwithouta3Putt",2016
13,20,"Kevin Na",14,80,"CurrentStreakwithouta3Putt",2016
15,55,"Peter Malnati",19,78,"CurrentStreakwithouta3Putt",2016
16,21,"Troy Merritt",14,76,"CurrentStreakwithouta3Putt",2016
17,193,"Retief Goosen",10,74,"CurrentStreakwithouta3Putt",2016
17,63,"Will Wilcox",16,74,"CurrentStreakwithouta3Putt",2016
19,84,"Brett Stegmaier",19,69,"CurrentStreakwithouta3Putt",2016
20,26,"Bryce Molder",16,68,"CurrentStreakwithouta3Putt",2016
21,80,"Byeong Hun An",7,67,"CurrentStreakwithouta3Putt",2016
21,28,"Justin Leonard",8,67,"CurrentStreakwithouta3Putt",2016
23,110,"Harris English",15,66,"CurrentStreakwithouta3Putt",2016
23,143,"Tom Hoge",15,66,"CurrentStreakwithouta3Putt",2016
23,29,"DJ Trahan",7,66,"CurrentStreakwithouta3Putt",2016
26,31,"Rhein Gibson",13,65,"CurrentStreakwithouta3Putt",2016
27,33,"Chris Kirk",15,64,"CurrentStreakwithouta3Putt",2016
28,99,"Nick Taylor",17,63,"CurrentStreakwithouta3Putt",2016
29,102,"Sung Kang",16,62,"CurrentStreakwithouta3Putt",2016
29,37,"Jerry Kelly",12,62,"CurrentStreakwithouta3Putt",2016
31,39,"Wes Roach",12,60,"CurrentStreakwithouta3Putt",2016
32,41,"Lucas Lee",9,59,"CurrentStreakwithouta3Putt",2016
32,41,"Steve Stricker",8,59,"CurrentStreakwithouta3Putt",2016
34,47,"Russell Knox",14,55,"CurrentStreakwithouta3Putt",2016
35,130,"Ricky Barnes",18,53,"CurrentStreakwithouta3Putt",2016
36,137,"Brendon Todd",18,50,"CurrentStreakwithouta3Putt",2016
37,125,"Rickie Fowler",12,49,"CurrentStreakwithouta3Putt",2016
37,51,"Andres Romero",8,49,"CurrentStreakwithouta3Putt",2016
39,49,"Adam Hadwin",16,48,"CurrentStreakwithouta3Putt",2016
40,52,"Brian Gay",8,46,"CurrentStreakwithouta3Putt",2016
40,52,"Billy Horschel",12,46,"CurrentStreakwithouta3Putt",2016
42,54,"Dustin Johnson",9,45,"CurrentStreakwithouta3Putt",2016
43,55,"Carl Pettersson",14,42,"CurrentStreakwithouta3Putt",2016
44,60,"Jimmy Walker",12,40,"CurrentStreakwithouta3Putt",2016
45,61,"Seung Yul Noh",17,39,"CurrentStreakwithouta3Putt",2016
46,64,"Graeme McDowell",11,37,"CurrentStreakwithouta3Putt",2016
46,199,"Kevin Streelman",15,37,"CurrentStreakwithouta3Putt",2016
48,67,"Jason Day",9,36,"CurrentStreakwithouta3Putt",2016
48,NA,"Jamie Lovemark",17,36,"CurrentStreakwithouta3Putt",2016
48,67,"Cameron Percy",7,36,"CurrentStreakwithouta3Putt",2016
51,74,"Aaron Baddeley",15,35,"CurrentStreakwithouta3Putt",2016
52,193,"Ernie Els",10,34,"CurrentStreakwithouta3Putt",2016
52,77,"Billy Hurley III",8,34,"CurrentStreakwithouta3Putt",2016
54,153,"Robert Garrigus",11,33,"CurrentStreakwithouta3Putt",2016
54,183,"Cameron Tringale",14,33,"CurrentStreakwithouta3Putt",2016
54,115,"Steve Wheatcroft",16,33,"CurrentStreakwithouta3Putt",2016
57,137,"Blayne Barber",16,32,"CurrentStreakwithouta3Putt",2016
58,80,"Matt Kuchar",12,31,"CurrentStreakwithouta3Putt",2016
59,84,"Stewart Cink",14,30,"CurrentStreakwithouta3Putt",2016
59,84,"Luke Guthrie",11,30,"CurrentStreakwithouta3Putt",2016
59,84,"Chez Reavie",16,30,"CurrentStreakwithouta3Putt",2016
62,19,"Bill Haas",12,29,"CurrentStreakwithouta3Putt",2016
62,90,"Charley Hoffman",14,29,"CurrentStreakwithouta3Putt",2016
62,133,"Patrick Rodgers",16,29,"CurrentStreakwithouta3Putt",2016
62,61,"Tyrone Van Aswegen",20,29,"CurrentStreakwithouta3Putt",2016
66,8,"Thomas Aiken",13,28,"CurrentStreakwithouta3Putt",2016
66,93,"Shane Bertsch",9,28,"CurrentStreakwithouta3Putt",2016
66,93,"Brandt Snedeker",14,28,"CurrentStreakwithouta3Putt",2016
69,38,"Stuart Appleby",13,27,"CurrentStreakwithouta3Putt",2016
69,1,"Jason Bohn",11,27,"CurrentStreakwithouta3Putt",2016
71,186,"Ryan Moore",11,26,"CurrentStreakwithouta3Putt",2016
71,102,"Ryan Palmer",12,26,"CurrentStreakwithouta3Putt",2016
