"DrivingPctAll_RANKTHISWEEK_2005","DrivingPctAll_RANKLASTWEEK_2005","DrivingPctAll_PLAYERNAME_2005","DrivingPctAll_ROUNDS_2005","DrivingPctAll_Pct_2005","DrivingPctAll_TOTALDRIVESFOR_2005","DrivingPctAll_TOTALDRIVESOVERALL_2005","DrivingPctAll_RELATIVETOPAR_2005","stat_name","year"
58,58,"Mark OMeara",66,6.29,45,715,0.222,"DrivingPctAll",2005
59,59,"John Senden",101,6.28,79,1257,0.089,"DrivingPctAll",2005
60,60,"Duffy Waldorf",86,6.26,62,990,0.145,"DrivingPctAll",2005
61,61,"Dudley Hart",84,6.24,63,1010,0.27,"DrivingPctAll",2005
62,62,"Robert Gamez",91,6.19,69,1114,0.246,"DrivingPctAll",2005
63,63,"Todd Hamilton",94,6.14,64,1042,0.125,"DrivingPctAll",2005
64,64,"Brandt Jobe",96,6.1,69,1132,0.145,"DrivingPctAll",2005
65,65,"Danny Briggs",70,6.09,52,854,0.192,"DrivingPctAll",2005
66,66,"Michael Long",72,6.05,54,892,0.296,"DrivingPctAll",2005
67,67,"Alex Cejka",84,6.04,58,961,0.103,"DrivingPctAll",2005
68,68,"Woody Austin",100,5.94,75,1262,0.013,"DrivingPctAll",2005
69,69,"Peter Lonard",85,5.88,54,918,0.148,"DrivingPctAll",2005
70,70,"Bradley Hughes",52,5.87,40,682,-0.025,"DrivingPctAll",2005
71,71,"Carl Pettersson",109,5.86,76,1297,0.105,"DrivingPctAll",2005
72,72,"Dan Forsman",52,5.85,38,650,0.211,"DrivingPctAll",2005
73,73,"Jose Coceres",56,5.81,43,740,0.465,"DrivingPctAll",2005
74,74,"Steve Flesch",90,5.78,51,883,0.157,"DrivingPctAll",2005
75,75,"Bob Heintz",67,5.77,50,866,0.38,"DrivingPctAll",2005
75,75,"Arron Oberholser",65,5.77,41,710,0.049,"DrivingPctAll",2005
75,75,"Adam Scott",72,5.77,42,728,0,"DrivingPctAll",2005
75,75,"Scott Verplank",87,5.77,53,918,0.057,"DrivingPctAll",2005
79,79,"Shigeki Maruyama",99,5.73,68,1186,0.206,"DrivingPctAll",2005
79,79,"Rory Sabbatini",81,5.73,48,838,0.375,"DrivingPctAll",2005
79,79,"Jay Williamson",53,5.73,37,646,0.189,"DrivingPctAll",2005
82,82,"Ben Curtis",65,5.69,39,686,0.41,"DrivingPctAll",2005
83,83,"David Hearn",68,5.65,48,850,0.146,"DrivingPctAll",2005
84,84,"Paul Gow",78,5.64,53,940,0.283,"DrivingPctAll",2005
85,85,"Davis Love III",80,5.63,44,781,0.023,"DrivingPctAll",2005
85,85,"Jeff Sluman",94,5.63,66,1172,0.212,"DrivingPctAll",2005
87,87,"Mario Tiziani",67,5.6,47,840,-0.021,"DrivingPctAll",2005
88,88,"Billy Andrade",83,5.59,57,1020,0,"DrivingPctAll",2005
88,88,"Hideto Tanihara",50,5.59,35,626,0.629,"DrivingPctAll",2005
90,90,"Matt Gogel",78,5.54,52,939,0.327,"DrivingPctAll",2005
91,91,"Robert Damron",89,5.53,61,1103,0.164,"DrivingPctAll",2005
92,92,"Todd Fischer",99,5.51,67,1216,0.149,"DrivingPctAll",2005
93,93,"Jason Bohn",91,5.49,62,1130,0.048,"DrivingPctAll",2005
94,94,"Kent Jones",99,5.47,67,1224,0,"DrivingPctAll",2005
95,95,"Franklin Langham",91,5.46,58,1063,0.138,"DrivingPctAll",2005
95,95,"Charlie Wi",67,5.46,46,842,0,"DrivingPctAll",2005
97,97,"Justin Leonard",78,5.41,41,758,0.171,"DrivingPctAll",2005
98,98,"Jose Maria Olazabal",55,5.4,31,574,0.161,"DrivingPctAll",2005
99,99,"Rich Beem",66,5.38,36,669,0.222,"DrivingPctAll",2005
100,100,"Freddie Jacobson",72,5.31,41,772,0.244,"DrivingPctAll",2005
101,101,"Paul Azinger",66,5.29,43,813,0.395,"DrivingPctAll",2005
101,101,"Cameron Beckman",96,5.29,62,1171,0.194,"DrivingPctAll",2005
103,103,"JJ Henry",102,5.17,62,1200,0.048,"DrivingPctAll",2005
104,104,"Jeff Brehaut",71,5.14,45,876,0.289,"DrivingPctAll",2005
104,104,"DA Points",94,5.14,59,1147,0.169,"DrivingPctAll",2005
106,106,"Steve Allan",102,5.13,63,1227,0.222,"DrivingPctAll",2005
106,106,"Kevin Sutherland",89,5.13,53,1034,0.075,"DrivingPctAll",2005
108,108,"Briny Baird",98,5.09,63,1238,0.063,"DrivingPctAll",2005
108,108,"Shaun Micheel",81,5.09,45,884,0.267,"DrivingPctAll",2005
110,110,"Daniel Chopra",108,5.07,65,1283,0.108,"DrivingPctAll",2005
111,111,"Vaughn Taylor",99,5.05,63,1248,0.143,"DrivingPctAll",2005
112,112,"Luke Donald",67,5,28,560,-0.036,"DrivingPctAll",2005
113,113,"Steve Lowery",100,4.99,60,1203,0.35,"DrivingPctAll",2005
114,114,"James Driscoll",73,4.97,43,866,0.186,"DrivingPctAll",2005
114,114,"Tim Petrovic",97,4.97,55,1106,0.164,"DrivingPctAll",2005
116,116,"Hunter Haas",83,4.95,50,1010,0.12,"DrivingPctAll",2005
117,117,"Arjun Atwal",65,4.94,42,850,0.238,"DrivingPctAll",2005
118,118,"Scott McCarron",78,4.88,41,841,0.244,"DrivingPctAll",2005
119,119,"Billy Mayfair",114,4.82,68,1412,0.074,"DrivingPctAll",2005
120,120,"Hidemichi Tanaka",106,4.8,63,1312,0.127,"DrivingPctAll",2005
121,121,"Pat Perez",89,4.79,49,1022,0.102,"DrivingPctAll",2005
121,121,"Craig Perks",67,4.79,39,814,0.256,"DrivingPctAll",2005
123,123,"Paul Claxton",79,4.78,44,921,0.068,"DrivingPctAll",2005
123,123,"Jonathan Kaye",77,4.78,43,899,-0.163,"DrivingPctAll",2005
125,125,"Tim Herron",100,4.76,51,1072,0,"DrivingPctAll",2005
126,126,"Marco Dawson",82,4.69,51,1088,0.098,"DrivingPctAll",2005
127,127,"Stuart Appleby",84,4.65,41,882,0.049,"DrivingPctAll",2005
127,127,"Retief Goosen",71,4.65,28,602,0.071,"DrivingPctAll",2005
129,129,"Matt Davidson",53,4.6,32,696,0.125,"DrivingPctAll",2005
130,130,"Kirk Triplett",55,4.55,28,615,0.071,"DrivingPctAll",2005
131,131,"Heath Slocum",103,4.54,57,1255,0.14,"DrivingPctAll",2005
132,132,"Ted Purdy",122,4.51,63,1396,0.254,"DrivingPctAll",2005
133,133,"Chris Smith",93,4.48,53,1184,0.113,"DrivingPctAll",2005
134,134,"Jerry Kelly",101,4.46,47,1054,0.064,"DrivingPctAll",2005
135,135,"Hank Kuehne",84,4.44,46,1036,0.478,"DrivingPctAll",2005
136,136,"Justin Rose",99,4.39,54,1230,0.148,"DrivingPctAll",2005
137,137,"Mathias Gronberg",60,4.36,34,780,0.265,"DrivingPctAll",2005
138,138,"John Elliott",58,4.34,31,714,0.355,"DrivingPctAll",2005
138,138,"JL Lewis",98,4.34,49,1128,0.02,"DrivingPctAll",2005
140,140,"Rod Pampling",89,4.33,42,971,0.048,"DrivingPctAll",2005
141,141,"Rocco Mediate",73,4.31,39,905,0.154,"DrivingPctAll",2005
142,142,"Andrew Magee",82,4.29,42,979,0.262,"DrivingPctAll",2005
143,143,"Tjaart van der Walt",56,4.26,32,752,0.188,"DrivingPctAll",2005
144,144,"Hunter Mahan",103,4.25,55,1294,0.4,"DrivingPctAll",2005
144,144,"Geoff Ogilvy",97,4.25,44,1036,0.205,"DrivingPctAll",2005
146,146,"Tom Gillis",77,4.21,40,950,0.125,"DrivingPctAll",2005
147,147,"Phillip Price",77,4.2,37,880,0.189,"DrivingPctAll",2005
148,148,"Greg Owen",84,4.18,41,980,0.341,"DrivingPctAll",2005
148,148,"Ryan Palmer",101,4.18,47,1125,0.447,"DrivingPctAll",2005
150,150,"Tom Lehman",69,4.17,29,696,0.241,"DrivingPctAll",2005
151,151,"Mark Calcavecchia",92,4.15,44,1060,0.318,"DrivingPctAll",2005
152,152,"Justin Bolli",65,4.14,34,822,0.324,"DrivingPctAll",2005
153,153,"Jonathan Byrd",103,4.13,54,1306,0.296,"DrivingPctAll",2005
153,153,"Tiger Woods",76,4.13,32,774,0.031,"DrivingPctAll",2005
155,155,"Lee Westwood",50,4.11,19,462,0.316,"DrivingPctAll",2005
156,156,"Joe Durant",81,4.1,39,952,0.333,"DrivingPctAll",2005
157,157,"John Huston",90,4.09,45,1101,0.2,"DrivingPctAll",2005
158,158,"Brenden Pappas",51,4.08,28,686,0.393,"DrivingPctAll",2005
159,159,"Kenny Perry",82,4.07,34,835,-0.118,"DrivingPctAll",2005
160,160,"Zach Johnson",96,4.04,47,1164,0.255,"DrivingPctAll",2005
161,161,"Neal Lancaster",95,4.03,48,1190,0.208,"DrivingPctAll",2005
161,161,"Sean OHair",103,4.03,48,1190,0.083,"DrivingPctAll",2005
163,163,"Tim Clark",92,4.02,36,896,0.278,"DrivingPctAll",2005
163,163,"Bo Van Pelt",112,4.02,52,1293,-0.019,"DrivingPctAll",2005
165,165,"Chris DiMarco",83,4,33,824,0.212,"DrivingPctAll",2005
166,166,"Joe Ogilvie",103,3.94,43,1090,0.116,"DrivingPctAll",2005
167,167,"Frank Lickliter II",100,3.93,47,1196,0.234,"DrivingPctAll",2005
168,168,"Glen Day",80,3.91,40,1022,0.275,"DrivingPctAll",2005
168,168,"Tom Pernice Jr",111,3.91,48,1229,0.271,"DrivingPctAll",2005
170,170,"Tag Ridings",93,3.88,45,1161,0.222,"DrivingPctAll",2005
170,170,"Nick Watney",91,3.88,43,1108,0.279,"DrivingPctAll",2005
172,172,"Will Ma Kenzie",75,3.8,36,948,0,"DrivingPctAll",2005
173,173,"Brian Davis",75,3.64,32,880,0.063,"DrivingPctAll",2005
174,174,"Scott Gutschewski",86,3.61,36,996,0.056,"DrivingPctAll",2005
175,175,"Brett Quigley",96,3.58,42,1174,0.381,"DrivingPctAll",2005
176,176,"John Rollins",97,3.57,41,1149,0.244,"DrivingPctAll",2005
177,177,"Padraig Harrington",50,3.55,20,564,0.35,"DrivingPctAll",2005
178,178,"Craig Barlow",81,3.52,31,880,0.129,"DrivingPctAll",2005
179,179,"Darron Stiles",78,3.51,34,968,0.029,"DrivingPctAll",2005
180,180,"Charles Howell III",95,3.49,35,1004,0.086,"DrivingPctAll",2005
180,180,"Charles Warren",89,3.49,39,1117,0.103,"DrivingPctAll",2005
182,182,"Brendan Jones",81,3.46,35,1012,0.171,"DrivingPctAll",2005
183,183,"Doug Barron",70,3.45,31,898,0.097,"DrivingPctAll",2005
184,184,"Sergio Garcia",73,3.42,25,732,0,"DrivingPctAll",2005
185,185,"KJ Choi",78,3.31,25,755,0.16,"DrivingPctAll",2005
186,186,"Ryuji Imada",78,3.24,30,926,0.1,"DrivingPctAll",2005
187,187,"Roland Thatcher",75,2.99,28,938,0.214,"DrivingPctAll",2005
188,188,"Robert Allenby",95,2.97,30,1009,-0.1,"DrivingPctAll",2005
189,189,"Lucas Glover",88,2.93,32,1092,0.313,"DrivingPctAll",2005
190,190,"Scott Hend",75,2.9,26,898,0.385,"DrivingPctAll",2005
191,191,"Mark Hensby",70,2.88,20,694,0.55,"DrivingPctAll",2005
191,191,"Brett Wetterich",76,2.88,27,938,0.407,"DrivingPctAll",2005
193,193,"Fred Couples",72,2.82,17,603,0.235,"DrivingPctAll",2005
194,194,"Kevin Stadler",96,2.79,32,1146,0.219,"DrivingPctAll",2005
195,195,"Phil Mickelson",81,2.72,19,698,-0.053,"DrivingPctAll",2005
196,196,"Harrison Frazar",105,2.7,35,1298,0.143,"DrivingPctAll",2005
197,197,"Jeff Maggert",79,2.63,22,836,0.136,"DrivingPctAll",2005
198,198,"David Toms",87,2.6,23,886,0.217,"DrivingPctAll",2005
199,199,"Dennis Paulson",63,2.56,20,782,0.5,"DrivingPctAll",2005
200,200,"John Daly",78,2.42,19,784,0.053,"DrivingPctAll",2005
201,201,"DJ Trahan",81,2.14,21,982,0.476,"DrivingPctAll",2005
202,202,"Vijay Singh",111,1.55,19,1224,0.105,"DrivingPctAll",2005
