"GreensinRegulationPercentage_RANKTHISWEEK_2009","GreensinRegulationPercentage_RANKLASTWEEK_2009","GreensinRegulationPercentage_PLAYERNAME_2009","GreensinRegulationPercentage_ROUNDS_2009","GreensinRegulationPercentage_Pct_2009","GreensinRegulationPercentage_GREENSHIT_2009","GreensinRegulationPercentage_HOLES_2009","GreensinRegulationPercentage_RELATIVEPAR_2009","stat_name","year"
87,87,"Harrison Frazar",93,65.67,1052,1602,-0.31,"GreensinRegulationPercentage",2009
88,88,"Lucas Glover",93,65.65,1099,1674,-0.28,"GreensinRegulationPercentage",2009
89,89,"Johnson Wagner",81,65.64,957,1458,-0.26,"GreensinRegulationPercentage",2009
90,90,"Rocco Mediate",79,65.63,886,1350,-0.22,"GreensinRegulationPercentage",2009
90,90,"Darron Stiles",52,65.63,567,864,-0.22,"GreensinRegulationPercentage",2009
90,90,"Matt Weibring",65,65.63,697,1062,-0.28,"GreensinRegulationPercentage",2009
93,93,"Mathew Goggin",76,65.62,874,1332,-0.25,"GreensinRegulationPercentage",2009
93,93,"Jason Gore",74,65.62,815,1242,-0.23,"GreensinRegulationPercentage",2009
95,95,"Sergio Garcia",59,65.61,685,1044,-0.26,"GreensinRegulationPercentage",2009
96,96,"Kent Jones",73,65.56,767,1170,-0.22,"GreensinRegulationPercentage",2009
96,96,"Rory Sabbatini",81,65.56,944,1440,-0.28,"GreensinRegulationPercentage",2009
98,98,"Cameron Beckman",87,65.53,979,1494,-0.24,"GreensinRegulationPercentage",2009
98,98,"Jim Furyk",86,65.53,979,1494,-0.29,"GreensinRegulationPercentage",2009
100,100,"Mark Calcavecchia",72,65.51,849,1296,-0.25,"GreensinRegulationPercentage",2009
100,100,"Greg Chalmers",85,65.51,908,1386,-0.3,"GreensinRegulationPercentage",2009
102,102,"Tim Petrovic",97,65.44,1119,1710,-0.26,"GreensinRegulationPercentage",2009
103,103,"Richard Johnson",85,65.41,989,1512,-0.25,"GreensinRegulationPercentage",2009
104,104,"Scott McCarron",91,65.38,1071,1638,-0.27,"GreensinRegulationPercentage",2009
104,104,"Ryan Palmer",78,65.38,918,1404,-0.27,"GreensinRegulationPercentage",2009
106,106,"Woody Austin",84,65.34,988,1512,-0.26,"GreensinRegulationPercentage",2009
107,107,"Gary Woodland",53,65.13,551,846,-0.24,"GreensinRegulationPercentage",2009
108,108,"Jarrod Lyle",65,65.11,668,1026,-0.22,"GreensinRegulationPercentage",2009
109,109,"Dean Wilson",81,65.01,901,1386,-0.28,"GreensinRegulationPercentage",2009
110,110,"Vaughn Taylor",88,64.95,982,1512,-0.3,"GreensinRegulationPercentage",2009
111,111,"John Merrick",91,64.93,970,1494,-0.28,"GreensinRegulationPercentage",2009
112,112,"Andres Romero",58,64.91,666,1026,-0.28,"GreensinRegulationPercentage",2009
113,113,"Ben Crane",93,64.87,1086,1674,-0.28,"GreensinRegulationPercentage",2009
114,114,"Peter Lonard",86,64.84,957,1476,-0.21,"GreensinRegulationPercentage",2009
115,115,"John Mallinger",90,64.79,1003,1548,-0.27,"GreensinRegulationPercentage",2009
115,115,"Chris Riley",77,64.79,828,1278,-0.28,"GreensinRegulationPercentage",2009
117,117,"Jason Day",61,64.78,618,954,-0.3,"GreensinRegulationPercentage",2009
118,118,"Tom Pernice Jr",82,64.77,956,1476,-0.25,"GreensinRegulationPercentage",2009
119,119,"Brian Bateman",55,64.75,641,990,-0.23,"GreensinRegulationPercentage",2009
120,120,"Charlie Wi",92,64.73,1072,1656,-0.3,"GreensinRegulationPercentage",2009
121,121,"Brian Davis",103,64.65,1152,1782,-0.29,"GreensinRegulationPercentage",2009
121,121,"Bob Heintz",59,64.65,640,990,-0.28,"GreensinRegulationPercentage",2009
121,121,"Peter Tomasulo",61,64.65,640,990,-0.23,"GreensinRegulationPercentage",2009
124,124,"Jerry Kelly",90,64.63,954,1476,-0.29,"GreensinRegulationPercentage",2009
125,125,"Chris DiMarco",97,64.58,1081,1674,-0.25,"GreensinRegulationPercentage",2009
126,126,"Michael Letzig",96,64.43,1067,1656,-0.28,"GreensinRegulationPercentage",2009
127,127,"Phil Mickelson",66,64.29,729,1134,-0.31,"GreensinRegulationPercentage",2009
128,128,"Geoff Ogilvy",78,64.27,833,1296,-0.29,"GreensinRegulationPercentage",2009
129,129,"Ben Curtis",63,64.25,717,1116,-0.23,"GreensinRegulationPercentage",2009
129,129,"Bob Estes",78,64.25,902,1404,-0.27,"GreensinRegulationPercentage",2009
131,131,"Kevin Na",91,64.24,1006,1566,-0.29,"GreensinRegulationPercentage",2009
132,132,"Matt Kuchar",82,64.23,948,1476,-0.28,"GreensinRegulationPercentage",2009
132,132,"Bubba Watson",73,64.23,844,1314,-0.3,"GreensinRegulationPercentage",2009
134,134,"John Rollins",92,64.2,1017,1584,-0.27,"GreensinRegulationPercentage",2009
135,135,"Steve Lowery",83,64.12,958,1494,-0.26,"GreensinRegulationPercentage",2009
136,136,"Lee Janzen",74,64.05,784,1224,-0.26,"GreensinRegulationPercentage",2009
137,137,"Mark Brooks",55,63.95,541,846,-0.21,"GreensinRegulationPercentage",2009
138,138,"Tim Herron",87,63.92,1001,1566,-0.26,"GreensinRegulationPercentage",2009
138,138,"Brandt Snedeker",81,63.92,886,1386,-0.27,"GreensinRegulationPercentage",2009
140,140,"Brian Vranesh",51,63.83,540,846,-0.22,"GreensinRegulationPercentage",2009
141,141,"Cliff Kresge",78,63.81,827,1296,-0.24,"GreensinRegulationPercentage",2009
142,142,"George McNeill",82,63.68,917,1440,-0.28,"GreensinRegulationPercentage",2009
143,143,"Todd Hamilton",83,63.65,928,1458,-0.24,"GreensinRegulationPercentage",2009
144,144,"Stewart Cink",79,63.47,834,1314,-0.26,"GreensinRegulationPercentage",2009
145,145,"Paul Goydos",79,63.42,879,1386,-0.27,"GreensinRegulationPercentage",2009
146,146,"Jeff Quinney",78,63.39,890,1404,-0.27,"GreensinRegulationPercentage",2009
147,147,"James Nitties",86,63.35,935,1476,-0.28,"GreensinRegulationPercentage",2009
148,148,"Freddie Jacobson",83,63.31,923,1458,-0.27,"GreensinRegulationPercentage",2009
149,149,"Jimmy Walker",74,63.24,774,1224,-0.28,"GreensinRegulationPercentage",2009
150,150,"Stuart Appleby",79,63.18,887,1404,-0.22,"GreensinRegulationPercentage",2009
151,151,"Pat Perez",74,63.12,818,1296,-0.29,"GreensinRegulationPercentage",2009
152,152,"Daniel Chopra",89,63.11,1011,1602,-0.31,"GreensinRegulationPercentage",2009
153,153,"Ken Duke",87,63.09,988,1566,-0.23,"GreensinRegulationPercentage",2009
154,154,"David Mathis",82,63.08,863,1368,-0.24,"GreensinRegulationPercentage",2009
155,155,"Matt Bettencourt",98,63.04,1112,1764,-0.27,"GreensinRegulationPercentage",2009
156,156,"Mike Weir",85,63.03,953,1512,-0.28,"GreensinRegulationPercentage",2009
157,157,"Luke Donald",79,63.01,862,1368,-0.29,"GreensinRegulationPercentage",2009
158,158,"Brad Adamonis",70,62.99,771,1224,-0.23,"GreensinRegulationPercentage",2009
158,158,"Corey Pavin",73,62.99,737,1170,-0.27,"GreensinRegulationPercentage",2009
158,158,"Marc Turnesa",77,62.99,873,1386,-0.2,"GreensinRegulationPercentage",2009
161,161,"Nathan Green",104,62.89,1132,1800,-0.25,"GreensinRegulationPercentage",2009
162,162,"Adam Scott",53,62.82,588,936,-0.22,"GreensinRegulationPercentage",2009
163,163,"Bart Bryant",58,62.76,610,972,-0.24,"GreensinRegulationPercentage",2009
164,164,"Anthony Kim",76,62.69,835,1332,-0.33,"GreensinRegulationPercentage",2009
165,165,"Greg Kraft",51,62.65,530,846,-0.18,"GreensinRegulationPercentage",2009
166,166,"Webb Simpson",94,62.59,1059,1692,-0.28,"GreensinRegulationPercentage",2009
167,167,"Carl Pettersson",86,62.53,968,1548,-0.26,"GreensinRegulationPercentage",2009
168,168,"Brian Gay",96,62.44,1034,1656,-0.28,"GreensinRegulationPercentage",2009
169,169,"Angel Cabrera",55,62.35,606,972,-0.27,"GreensinRegulationPercentage",2009
170,170,"Retief Goosen",74,62.33,819,1314,-0.28,"GreensinRegulationPercentage",2009
171,171,"Joe Ogilvie",85,62.32,931,1494,-0.3,"GreensinRegulationPercentage",2009
172,172,"Ryuji Imada",85,61.44,940,1530,-0.26,"GreensinRegulationPercentage",2009
172,172,"Brendon Todd",53,61.44,564,918,-0.19,"GreensinRegulationPercentage",2009
174,174,"Jeff Overton",92,61.43,973,1584,-0.28,"GreensinRegulationPercentage",2009
175,175,"Padraig Harrington",66,61.2,716,1170,-0.26,"GreensinRegulationPercentage",2009
176,176,"JB Holmes",74,61.19,815,1332,-0.26,"GreensinRegulationPercentage",2009
177,177,"Leif Olson",51,61.11,517,846,-0.25,"GreensinRegulationPercentage",2009
178,178,"Ian Poulter",59,61.01,615,1008,-0.26,"GreensinRegulationPercentage",2009
179,179,"David Duval",56,60.91,614,1008,-0.28,"GreensinRegulationPercentage",2009
180,180,"Derek Fathauer",63,60.33,619,1026,-0.26,"GreensinRegulationPercentage",2009
181,181,"Aaron Baddeley",66,59.57,697,1170,-0.31,"GreensinRegulationPercentage",2009
182,182,"Parker McLachlin",71,58.37,746,1278,-0.26,"GreensinRegulationPercentage",2009
183,183,"Eric Axley",71,57.3,691,1206,-0.24,"GreensinRegulationPercentage",2009
184,184,"Brad Faxon",59,52.35,556,1062,-0.25,"GreensinRegulationPercentage",2009
