"HangTime_RANKTHISWEEK_2008","HangTime_RANKLASTWEEK_2008","HangTime_PLAYERNAME_2008","HangTime_ROUNDS_2008","HangTime_AVG_2008","HangTime_TOTALACTUALHANGTIME_2008","HangTime_TOTALATTEMPTS_2008","HangTime_LONGESTACTHANGTIME_2008","HangTime_SHORTESTACTHANGTIME_2008","stat_name","year"
1,NA,"Robert Garrigus",90,7,444.8,64,7.9,4.1,"HangTime",2008
2,NA,"Paul Casey",55,6.8,205.2,30,7.6,5.9,"HangTime",2008
2,NA,"JB Holmes",86,6.8,283.8,42,7.9,3.6,"HangTime",2008
2,NA,"Anthony Kim",81,6.8,441.3,65,7.9,4,"HangTime",2008
5,NA,"Padraig Harrington",52,6.7,161.7,24,7.9,5.1,"HangTime",2008
5,NA,"Charley Hoffman",94,6.7,577,86,7.6,4.8,"HangTime",2008
5,NA,"Geoff Ogilvy",65,6.7,306.7,46,7.6,4.5,"HangTime",2008
5,NA,"Pat Perez",93,6.7,482.1,72,7.5,4.9,"HangTime",2008
5,NA,"Nicholas Thompson",113,6.7,586.6,88,8,3.5,"HangTime",2008
10,NA,"Woody Austin",109,6.6,577.1,88,7.5,3.9,"HangTime",2008
10,NA,"Fred Couples",60,6.6,225.9,34,7.6,5.5,"HangTime",2008
10,NA,"Martin Laird",98,6.6,481.8,73,7.8,4.6,"HangTime",2008
10,NA,"Davis Love III",78,6.6,355.4,54,7.5,5.3,"HangTime",2008
10,NA,"John Rollins",94,6.6,484.2,73,7.6,4.5,"HangTime",2008
10,NA,"Vijay Singh",82,6.6,398.6,60,7.9,3.8,"HangTime",2008
10,NA,"Charles Warren",79,6.6,438.1,66,7.5,4.6,"HangTime",2008
10,NA,"Mark Wilson",107,6.6,686.3,104,7.4,5.3,"HangTime",2008
18,NA,"Robert Allenby",108,6.5,496.1,76,7.3,4.9,"HangTime",2008
18,NA,"Jonathan Byrd",88,6.5,498.4,77,7.3,3.8,"HangTime",2008
18,NA,"Stewart Cink",87,6.5,366,56,7.4,4.7,"HangTime",2008
18,NA,"Sergio Garcia",72,6.5,312.9,48,8.5,3.9,"HangTime",2008
18,NA,"Lucas Glover",91,6.5,509.6,79,7.5,2.4,"HangTime",2008
18,NA,"Bill Haas",99,6.5,559.6,86,7.9,4.6,"HangTime",2008
18,NA,"John Huston",56,6.5,291.8,45,7.3,4.2,"HangTime",2008
18,NA,"Frank Lickliter II",107,6.5,587.6,90,7.5,5,"HangTime",2008
18,NA,"Steve Marino",119,6.5,555.5,86,7.6,4.3,"HangTime",2008
18,NA,"Troy Matteson",94,6.5,546,84,7.7,3.7,"HangTime",2008
18,NA,"George McNeill",97,6.5,551.2,85,7.7,4.7,"HangTime",2008
18,NA,"Rocco Mediate",87,6.5,420.1,65,7.3,4.7,"HangTime",2008
18,NA,"John Senden",93,6.5,456.3,70,7.4,2.9,"HangTime",2008
18,NA,"Kevin Sutherland",98,6.5,535.8,82,7.5,3.6,"HangTime",2008
32,NA,"Rich Beem",90,6.4,459.1,72,7.2,5.1,"HangTime",2008
32,NA,"Justin Bolli",87,6.4,437.6,68,7.5,5.5,"HangTime",2008
32,NA,"Alex Cejka",75,6.4,335.2,52,7.2,4.3,"HangTime",2008
32,NA,"KJ Choi",74,6.4,389.9,61,7.2,5.4,"HangTime",2008
32,NA,"Harrison Frazar",73,6.4,305.8,48,7.3,2.7,"HangTime",2008
32,NA,"Jim Furyk",95,6.4,523.7,82,7.4,5.3,"HangTime",2008
32,NA,"Jason Gore",94,6.4,365.8,57,7.4,3.3,"HangTime",2008
32,NA,"Kent Jones",68,6.4,314.1,49,7.2,4.6,"HangTime",2008
32,NA,"Billy Mayfair",103,6.4,571.8,89,7.2,3.4,"HangTime",2008
32,NA,"Joe Ogilvie",100,6.4,509.5,80,7.4,4.6,"HangTime",2008
32,NA,"Travis Perkins",53,6.4,159.4,25,7.7,4.3,"HangTime",2008
32,NA,"Carl Pettersson",110,6.4,586.7,92,7.8,4.7,"HangTime",2008
32,NA,"Ted Purdy",68,6.4,273.8,43,7.5,4.7,"HangTime",2008
32,NA,"Brett Quigley",80,6.4,382.5,60,7.4,2.7,"HangTime",2008
32,NA,"Steve Stricker",75,6.4,341.1,53,7.3,4.8,"HangTime",2008
32,NA,"Bo Van Pelt",101,6.4,492.4,77,7.3,2.3,"HangTime",2008
32,NA,"Johnson Wagner",83,6.4,412.3,64,7.3,5,"HangTime",2008
32,NA,"Nick Watney",96,6.4,458.3,72,7.4,4.5,"HangTime",2008
50,NA,"Jason Allred",63,6.3,276.6,44,7.7,3.3,"HangTime",2008
50,NA,"Billy Andrade",71,6.3,310.8,49,7.2,3.5,"HangTime",2008
50,NA,"Angel Cabrera",55,6.3,202.6,32,7.4,2.1,"HangTime",2008
50,NA,"Chad Campbell",94,6.3,552.3,88,7.1,4.7,"HangTime",2008
50,NA,"Daniel Chopra",84,6.3,382.5,61,7.2,4.7,"HangTime",2008
50,NA,"Ben Crane",86,6.3,462.7,73,7.1,3.9,"HangTime",2008
50,NA,"Ben Curtis",80,6.3,416.3,66,6.9,4,"HangTime",2008
50,NA,"Chris DiMarco",87,6.3,450.4,72,8.1,4.1,"HangTime",2008
50,NA,"Brad Elder",67,6.3,300.7,48,7.4,3.6,"HangTime",2008
50,NA,"Mathew Goggin",91,6.3,422,67,7.3,4.1,"HangTime",2008
50,NA,"Richard Johnson",77,6.3,377.2,60,7.6,1,"HangTime",2008
50,NA,"Cliff Kresge",84,6.3,425.9,68,7.2,4.9,"HangTime",2008
50,NA,"Hunter Mahan",87,6.3,431.5,69,7.3,4.9,"HangTime",2008
50,NA,"Scott McCarron",63,6.3,316,50,7,4.1,"HangTime",2008
50,NA,"Sean OHair",81,6.3,390.9,62,7.5,4,"HangTime",2008
50,NA,"Brenden Pappas",66,6.3,259.6,41,7.5,2.4,"HangTime",2008
50,NA,"Kenny Perry",97,6.3,533.2,85,7.6,2.9,"HangTime",2008
50,NA,"Chez Reavie",102,6.3,573.3,91,7.2,1.9,"HangTime",2008
50,NA,"Adam Scott",51,6.3,214.6,34,7.1,4.6,"HangTime",2008
50,NA,"Heath Slocum",104,6.3,551.5,88,6.9,5.2,"HangTime",2008
50,NA,"Kevin Stadler",90,6.3,354.7,56,8.2,4.6,"HangTime",2008
50,NA,"Marc Turnesa",87,6.3,424.2,67,7.3,4.9,"HangTime",2008
50,NA,"Jimmy Walker",73,6.3,308.2,49,7.6,3.8,"HangTime",2008
50,NA,"Ron Whittaker",54,6.3,231.4,37,7,4.4,"HangTime",2008
74,NA,"Stuart Appleby",87,6.2,384.9,62,7.4,5.2,"HangTime",2008
74,NA,"Ryan Armour",87,6.2,398.3,64,7.3,4,"HangTime",2008
74,NA,"Cameron Beckman",87,6.2,370.8,60,7,4.7,"HangTime",2008
74,NA,"Brian Davis",108,6.2,612.2,98,7,2.3,"HangTime",2008
74,NA,"Jason Day",81,6.2,445,72,7.5,3.1,"HangTime",2008
74,NA,"James Driscoll",85,6.2,397.5,64,7.7,3.9,"HangTime",2008
74,NA,"Joe Durant",92,6.2,458.6,74,7.1,4.3,"HangTime",2008
74,NA,"Nick Flanagan",89,6.2,466.1,75,7.2,3.3,"HangTime",2008
74,NA,"Carlos Franco",73,6.2,272.8,44,7.5,4.7,"HangTime",2008
74,NA,"Cody Freeman",66,6.2,295.3,48,7.3,4,"HangTime",2008
74,NA,"Jeff Gove",50,6.2,235.4,38,7,4.9,"HangTime",2008
74,NA,"Mathias Gronberg",87,6.2,398.1,64,7.1,2.7,"HangTime",2008
74,NA,"Todd Hamilton",92,6.2,279.4,45,7.5,1.4,"HangTime",2008
74,NA,"Dudley Hart",74,6.2,390.2,63,7.2,4.2,"HangTime",2008
74,NA,"Tim Herron",97,6.2,470.5,76,7.3,4.3,"HangTime",2008
74,NA,"Ryuji Imada",80,6.2,399.9,64,7.3,2.6,"HangTime",2008
74,NA,"Lee Janzen",89,6.2,421.7,68,7.3,0.7,"HangTime",2008
74,NA,"Zach Johnson",85,6.2,450.2,73,7,4.6,"HangTime",2008
74,NA,"Dustin Johnson",92,6.2,414.1,67,7.7,3,"HangTime",2008
74,NA,"Matt Jones",95,6.2,449.4,72,7.6,0.7,"HangTime",2008
74,NA,"Matt Kuchar",88,6.2,396.8,64,7.4,5,"HangTime",2008
74,NA,"Doug LaBelle II",65,6.2,258.4,42,7.1,3,"HangTime",2008
74,NA,"Stephen Leaney",53,6.2,248,40,7.2,2.2,"HangTime",2008
74,NA,"Tom Lehman",51,6.2,228.2,37,6.9,5.1,"HangTime",2008
74,NA,"Jeff Maggert",86,6.2,480.8,78,7.2,2.1,"HangTime",2008
74,NA,"John Merrick",98,6.2,429.6,69,7.4,4.8,"HangTime",2008
74,NA,"Ryan Palmer",69,6.2,259.1,42,7.5,2.2,"HangTime",2008
74,NA,"Tom Pernice Jr",104,6.2,598.1,96,7.4,4.1,"HangTime",2008
74,NA,"Tag Ridings",88,6.2,426.7,69,7.6,0.7,"HangTime",2008
74,NA,"John Riegger",73,6.2,332.7,54,7.1,4.2,"HangTime",2008
74,NA,"Brett Rumford",72,6.2,339.3,55,7,4.9,"HangTime",2008
74,NA,"Kevin Streelman",114,6.2,545.6,88,7.1,2.3,"HangTime",2008
74,NA,"DJ Trahan",94,6.2,440.4,71,7.2,4,"HangTime",2008
74,NA,"Omar Uresti",74,6.2,337.3,54,7.1,5.3,"HangTime",2008
74,NA,"Boo Weekley",86,6.2,395.7,64,7,5.1,"HangTime",2008
74,NA,"Jay Williamson",96,6.2,414.6,67,7.3,4.1,"HangTime",2008
74,NA,"Dean Wilson",109,6.2,520.3,84,7.2,4.1,"HangTime",2008
111,NA,"Brad Adamonis",87,6.1,417.6,69,7.2,3.2,"HangTime",2008
111,NA,"Tommy Armour III",77,6.1,353.4,58,7.1,4.1,"HangTime",2008
111,NA,"Aaron Baddeley",76,6.1,314.6,52,6.8,3.8,"HangTime",2008
111,NA,"Briny Baird",113,6.1,520.6,85,6.8,4.9,"HangTime",2008
111,NA,"Mark Calcavecchia",67,6.1,279.7,46,7,4,"HangTime",2008
111,NA,"Tim Clark",90,6.1,412,67,7.2,4.4,"HangTime",2008
111,NA,"Ernie Els",51,6.1,232.1,38,6.9,4.4,"HangTime",2008
111,NA,"Kenneth Ferrie",72,6.1,336.4,55,7.3,5.2,"HangTime",2008
111,NA,"Tommy Gainey",60,6.1,237.2,39,7.2,3.6,"HangTime",2008
111,NA,"Retief Goosen",59,6.1,224.9,37,7.1,4.1,"HangTime",2008
111,NA,"JJ Henry",108,6.1,548.3,90,7.2,3,"HangTime",2008
111,NA,"Michael Letzig",88,6.1,415.8,68,7.2,3.3,"HangTime",2008
111,NA,"Will Ma Kenzie",62,6.1,349.8,57,7.1,3.3,"HangTime",2008
111,NA,"Phil Mickelson",80,6.1,310,51,7.2,4,"HangTime",2008
111,NA,"Ryan Moore",72,6.1,329.9,54,7.1,4.8,"HangTime",2008
111,NA,"Jesper Parnevik",88,6.1,441.7,72,8,3.7,"HangTime",2008
111,NA,"Ian Poulter",51,6.1,226.2,37,6.7,4.8,"HangTime",2008
111,NA,"Andres Romero",69,6.1,263,43,7.8,2.2,"HangTime",2008
111,NA,"Brandt Snedeker",85,6.1,427.2,70,7.5,1.6,"HangTime",2008
111,NA,"Bob Sowards",61,6.1,262.4,43,7.1,2.2,"HangTime",2008
111,NA,"Camilo Villegas",79,6.1,349,57,7.3,3.8,"HangTime",2008
132,NA,"Steve Allan",58,6,258,43,7.4,3.5,"HangTime",2008
132,NA,"Stephen Ames",83,6,439.9,73,7.1,4.4,"HangTime",2008
132,NA,"Olin Browne",77,6,375.4,63,6.9,3.3,"HangTime",2008
132,NA,"Paul Claxton",63,6,275.8,46,6.8,3.4,"HangTime",2008
132,NA,"Marco Dawson",64,6,259.6,43,7,4,"HangTime",2008
132,NA,"Glen Day",64,6,279.8,47,6.6,3.9,"HangTime",2008
132,NA,"Todd Demsey",80,6,381.2,64,7,3,"HangTime",2008
132,NA,"Steve Flesch",95,6,458.2,77,7,4.5,"HangTime",2008
132,NA,"Robert Gamez",79,6,384.3,64,6.8,4.3,"HangTime",2008
132,NA,"Brian Gay",102,6,511.2,85,6.8,4.6,"HangTime",2008
132,NA,"Paul Goydos",78,6,383.1,64,7,4.6,"HangTime",2008
132,NA,"Trevor Immelman",70,6,301.1,50,7.4,3.3,"HangTime",2008
132,NA,"Freddie Jacobson",78,6,378.9,63,7.3,4.2,"HangTime",2008
132,NA,"Jerry Kelly",89,6,436.7,73,7.1,3.6,"HangTime",2008
