"HangTime_RANKTHISWEEK_2008","HangTime_RANKLASTWEEK_2008","HangTime_PLAYERNAME_2008","HangTime_ROUNDS_2008","HangTime_AVG_2008","HangTime_TOTALACTUALHANGTIME_2008","HangTime_TOTALATTEMPTS_2008","HangTime_LONGESTACTHANGTIME_2008","HangTime_SHORTESTACTHANGTIME_2008","stat_name","year"
132,NA,"Justin Leonard",101,6,463.6,77,7.2,4.8,"HangTime",2008
132,NA,"Peter Lonard",92,6,464.9,78,6.8,2.9,"HangTime",2008
132,NA,"Steve Lowery",74,6,379.2,63,6.9,0.7,"HangTime",2008
132,NA,"David Lutterus",59,6,256.7,43,7.2,4,"HangTime",2008
132,NA,"John Mallinger",95,6,457.9,76,7,5.2,"HangTime",2008
132,NA,"Parker McLachlin",88,6,399,67,7.6,4.5,"HangTime",2008
132,NA,"Jon Mills",95,6,331.7,55,7.2,3.9,"HangTime",2008
132,NA,"Kevin Na",97,6,480.4,80,6.9,4.9,"HangTime",2008
132,NA,"Tim Petrovic",97,6,430.6,72,7.1,3.6,"HangTime",2008
132,NA,"Patrick Sheehan",124,6,557,93,7.1,4,"HangTime",2008
132,NA,"Chris Stroud",81,6,378.6,63,7,3.7,"HangTime",2008
132,NA,"Kyle Thompson",70,6,335.7,56,7.3,3.5,"HangTime",2008
132,NA,"David Toms",70,6,324.4,54,6.9,3,"HangTime",2008
132,NA,"Tim Wilkinson",95,6,441.4,73,6.8,4.8,"HangTime",2008
132,NA,"YE Yang",89,6,433.9,72,7.4,2.9,"HangTime",2008
161,NA,"Eric Axley",113,5.9,507.1,86,6.9,1.9,"HangTime",2008
161,NA,"Alejandro Canizares",52,5.9,240.2,41,6.9,3.6,"HangTime",2008
161,NA,"Nathan Green",95,5.9,417.2,71,7.1,0.8,"HangTime",2008
161,NA,"JP Hayes",67,5.9,352.2,60,6.7,4.4,"HangTime",2008
161,NA,"Mark Hensby",71,5.9,326.2,55,7,3.1,"HangTime",2008
161,NA,"Charles Howell III",101,5.9,485.9,82,7.2,2.9,"HangTime",2008
161,NA,"Brandt Jobe",52,5.9,236.2,40,7.2,2.6,"HangTime",2008
161,NA,"Greg Kraft",63,5.9,259,44,6.8,4.6,"HangTime",2008
161,NA,"Nick OHern",82,5.9,346.9,59,6.8,4.8,"HangTime",2008
161,NA,"Jeff Overton",103,5.9,436.5,74,7.6,4,"HangTime",2008
161,NA,"Rod Pampling",83,5.9,368.6,62,6.9,2.5,"HangTime",2008
161,NA,"Jin Park",85,5.9,385.8,65,7.2,3.4,"HangTime",2008
161,NA,"Jeff Quinney",87,5.9,362.9,61,7.1,3.8,"HangTime",2008
161,NA,"Rory Sabbatini",77,5.9,362.8,61,7.3,3.7,"HangTime",2008
161,NA,"Vaughn Taylor",103,5.9,509.5,87,6.9,2.5,"HangTime",2008
161,NA,"Scott Verplank",82,5.9,414.6,70,6.7,4,"HangTime",2008
161,NA,"Bubba Watson",97,5.9,376.4,64,7.7,3.4,"HangTime",2008
161,NA,"Charlie Wi",97,5.9,499.2,85,7,2.4,"HangTime",2008
179,NA,"Michael Allen",91,5.8,396,68,6.8,4.4,"HangTime",2008
179,NA,"Steve Elkington",84,5.8,355.6,61,6.5,4.7,"HangTime",2008
179,NA,"Craig Kanada",65,5.8,278.5,48,6.6,4.6,"HangTime",2008
179,NA,"Shigeki Maruyama",50,5.8,250.2,43,6.8,4.7,"HangTime",2008
179,NA,"Jim McGovern",75,5.8,346.4,60,6.9,1.8,"HangTime",2008
179,NA,"Chris Riley",51,5.8,179.5,31,6.8,4.2,"HangTime",2008
179,NA,"Bob Tway",70,5.8,280.5,48,7,4.3,"HangTime",2008
179,NA,"Mike Weir",88,5.8,382.4,66,6.8,2.3,"HangTime",2008
188,NA,"Bart Bryant",81,5.7,384.4,67,6.5,2.2,"HangTime",2008
188,NA,"Chad Collins",72,5.7,341.5,60,7.2,2,"HangTime",2008
188,NA,"Ken Duke",116,5.7,516.3,91,6.7,3.9,"HangTime",2008
188,NA,"David Duval",51,5.7,172.4,30,7.1,2.1,"HangTime",2008
188,NA,"Tom Scherrer",56,5.7,210.6,37,7.1,3.7,"HangTime",2008
193,NA,"Gavin Coles",54,5.6,201.4,36,6.4,4.2,"HangTime",2008
193,NA,"Bob Estes",90,5.6,399.9,71,6.9,4.5,"HangTime",2008
193,NA,"Corey Pavin",69,5.6,272.4,49,6.8,3.9,"HangTime",2008
193,NA,"Scott Sterling",89,5.6,363.8,65,6.5,1.9,"HangTime",2008
197,NA,"Shane Bertsch",96,5.3,461.3,87,6.4,3,"HangTime",2008
