"Back9Round5ScoringAverage_RANKTHISWEEK_2009","Back9Round5ScoringAverage_RANKLASTWEEK_2009","Back9Round5ScoringAverage_PLAYERNAME_2009","Back9Round5ScoringAverage__2009","Back9Round5ScoringAverage_AVG_2009","Back9Round5ScoringAverage_TOTALSTROKES_2009","Back9Round5ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Bill Haas",NA,30,30,1,"Back9Round5ScoringAverage",2009
2,2,"Stephen Ames",NA,32,32,1,"Back9Round5ScoringAverage",2009
2,2,"Woody Austin",NA,32,32,1,"Back9Round5ScoringAverage",2009
2,2,"Cameron Beckman",NA,32,32,1,"Back9Round5ScoringAverage",2009
2,2,"Chad Campbell",NA,32,32,1,"Back9Round5ScoringAverage",2009
2,2,"Jerry Kelly",NA,32,32,1,"Back9Round5ScoringAverage",2009
2,2,"Justin Leonard",NA,32,32,1,"Back9Round5ScoringAverage",2009
2,2,"Joe Ogilvie",NA,32,32,1,"Back9Round5ScoringAverage",2009
9,9,"Brad Adamonis",NA,33,33,1,"Back9Round5ScoringAverage",2009
9,9,"Joe Durant",NA,33,33,1,"Back9Round5ScoringAverage",2009
9,9,"Brian Gay",NA,33,33,1,"Back9Round5ScoringAverage",2009
9,9,"Lucas Glover",NA,33,33,1,"Back9Round5ScoringAverage",2009
9,9,"Mathew Goggin",NA,33,33,1,"Back9Round5ScoringAverage",2009
9,9,"Richard Johnson",NA,33,33,1,"Back9Round5ScoringAverage",2009
9,9,"Matt Kuchar",NA,33,33,1,"Back9Round5ScoringAverage",2009
9,9,"Nick Watney",NA,33,33,1,"Back9Round5ScoringAverage",2009
17,17,"Michael Allen",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Alex Cejka",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Tim Clark",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Ben Crane",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Charley Hoffman",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Dustin Johnson",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Colt Knost",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Martin Laird",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Pat Perez",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Scott Piercy",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Bo Van Pelt",NA,34,34,1,"Back9Round5ScoringAverage",2009
17,17,"Mike Weir",NA,34,34,1,"Back9Round5ScoringAverage",2009
29,29,"Fred Couples",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"Chris DiMarco",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"Jason Dufner",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"Ken Duke",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"Bob Estes",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"Ryuji Imada",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"Cliff Kresge",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"John Merrick",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"John Senden",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"Nicholas Thompson",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"David Toms",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"DJ Trahan",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"Kirk Triplett",NA,35,35,1,"Back9Round5ScoringAverage",2009
29,29,"Dean Wilson",NA,35,35,1,"Back9Round5ScoringAverage",2009
43,43,"Briny Baird",NA,36,36,1,"Back9Round5ScoringAverage",2009
43,43,"Peter Lonard",NA,36,36,1,"Back9Round5ScoringAverage",2009
43,43,"Bill Lunde",NA,36,36,1,"Back9Round5ScoringAverage",2009
43,43,"Tom Pernice Jr",NA,36,36,1,"Back9Round5ScoringAverage",2009
43,43,"Webb Simpson",NA,36,36,1,"Back9Round5ScoringAverage",2009
43,43,"Heath Slocum",NA,36,36,1,"Back9Round5ScoringAverage",2009
43,43,"Charlie Wi",NA,36,36,1,"Back9Round5ScoringAverage",2009
43,43,"Casey Wittenberg",NA,36,36,1,"Back9Round5ScoringAverage",2009
51,51,"Jeff Klauk",NA,37,37,1,"Back9Round5ScoringAverage",2009
51,51,"Michael Letzig",NA,37,37,1,"Back9Round5ScoringAverage",2009
51,51,"Steve Lowery",NA,37,37,1,"Back9Round5ScoringAverage",2009
51,51,"John Mallinger",NA,37,37,1,"Back9Round5ScoringAverage",2009
51,51,"Steve Marino",NA,37,37,1,"Back9Round5ScoringAverage",2009
51,51,"Scott McCarron",NA,37,37,1,"Back9Round5ScoringAverage",2009
51,51,"Rick Price",NA,37,37,1,"Back9Round5ScoringAverage",2009
58,58,"Rich Beem",NA,38,38,1,"Back9Round5ScoringAverage",2009
58,58,"Robert Garrigus",NA,38,38,1,"Back9Round5ScoringAverage",2009
58,58,"David Mathis",NA,38,38,1,"Back9Round5ScoringAverage",2009
58,58,"Tim Petrovic",NA,38,38,1,"Back9Round5ScoringAverage",2009
58,58,"Chez Reavie",NA,38,38,1,"Back9Round5ScoringAverage",2009
58,58,"Chris Stroud",NA,38,38,1,"Back9Round5ScoringAverage",2009
64,64,"Jason Bohn",NA,39,39,1,"Back9Round5ScoringAverage",2009
64,64,"Brendon de Jonge",NA,39,39,1,"Back9Round5ScoringAverage",2009
64,64,"Ryan Palmer",NA,39,39,1,"Back9Round5ScoringAverage",2009
64,64,"Steve Stricker",NA,39,39,1,"Back9Round5ScoringAverage",2009
64,64,"Vaughn Taylor",NA,39,39,1,"Back9Round5ScoringAverage",2009
64,64,"Bubba Watson",NA,39,39,1,"Back9Round5ScoringAverage",2009
70,70,"Kevin Sutherland",NA,40,40,1,"Back9Round5ScoringAverage",2009
71,71,"Glen Day",NA,41,41,1,"Back9Round5ScoringAverage",2009
