"FinalRoundPerformance_RANKTHISWEEK_2014","FinalRoundPerformance_RANKLASTWEEK_2014","FinalRoundPerformance_PLAYERNAME_2014","FinalRoundPerformance_EVENTS_2014","FinalRoundPerformance_Pct_2014","stat_name","year"
140,140,"Freddie Jacobson",27,38.89,"FinalRoundPerformance",2014
142,142,"Jason Kokrak",19,38.46,"FinalRoundPerformance",2014
143,143,"Graham DeLaet",24,37.5,"FinalRoundPerformance",2014
143,143,"Matt Jones",25,37.5,"FinalRoundPerformance",2014
143,143,"Mark Wilson",25,37.5,"FinalRoundPerformance",2014
146,146,"Keegan Bradley",26,36.84,"FinalRoundPerformance",2014
146,146,"JB Holmes",24,36.84,"FinalRoundPerformance",2014
148,148,"James Driscoll",25,36.36,"FinalRoundPerformance",2014
148,148,"DA Points",27,36.36,"FinalRoundPerformance",2014
150,150,"Jonathan Byrd",24,35.71,"FinalRoundPerformance",2014
150,150,"Brian Gay",26,35.71,"FinalRoundPerformance",2014
150,150,"Martin Kaymer",19,35.71,"FinalRoundPerformance",2014
150,150,"Bryce Molder",25,35.71,"FinalRoundPerformance",2014
150,150,"Andrew Svoboda",24,35.71,"FinalRoundPerformance",2014
150,150,"Nick Watney",25,35.71,"FinalRoundPerformance",2014
156,156,"Kevin Stadler",26,35,"FinalRoundPerformance",2014
157,157,"Spencer Levin",20,33.33,"FinalRoundPerformance",2014
157,157,"Ted Potter Jr",24,33.33,"FinalRoundPerformance",2014
157,157,"Kyle Stanley",28,33.33,"FinalRoundPerformance",2014
157,157,"Jhonattan Vegas",23,33.33,"FinalRoundPerformance",2014
161,161,"Brice Garnett",28,31.25,"FinalRoundPerformance",2014
161,161,"Bo Van Pelt",25,31.25,"FinalRoundPerformance",2014
163,163,"Sean OHair",25,30.77,"FinalRoundPerformance",2014
163,163,"John Rollins",28,30.77,"FinalRoundPerformance",2014
165,165,"Jamie Lovemark",20,30,"FinalRoundPerformance",2014
166,166,"Brad Fritsch",18,28.57,"FinalRoundPerformance",2014
166,166,"Davis Love III",22,28.57,"FinalRoundPerformance",2014
168,168,"Michael Thompson",22,26.67,"FinalRoundPerformance",2014
169,169,"Morgan Hoffmann",32,26.32,"FinalRoundPerformance",2014
170,170,"Ben Crane",25,25,"FinalRoundPerformance",2014
170,170,"Will Wilcox",16,25,"FinalRoundPerformance",2014
172,172,"Woody Austin",22,22.22,"FinalRoundPerformance",2014
172,172,"Bud Cauley",19,22.22,"FinalRoundPerformance",2014
172,172,"Louis Oosthuizen",16,22.22,"FinalRoundPerformance",2014
175,175,"Jim Renner",25,16.67,"FinalRoundPerformance",2014
176,176,"Briny Baird",17,12.5,"FinalRoundPerformance",2014
177,177,"Jim Herman",21,10,"FinalRoundPerformance",2014
