"Approaches200yardsRghRTP_RANKTHISWEEK_2015","Approaches200yardsRghRTP_RANKLASTWEEK_2015","Approaches200yardsRghRTP_PLAYERNAME_2015","Approaches200yardsRghRTP_ROUNDS_2015","Approaches200yardsRghRTP_AVGRTP_2015","stat_name","year"
1,1,"Ryan Palmer",80,-0.5,"Approaches200yardsRghRTP",2015
2,2,"Bubba Watson",71,-0.419,"Approaches200yardsRghRTP",2015
3,3,"Louis Oosthuizen",68,-0.4,"Approaches200yardsRghRTP",2015
4,4,"Charles Howell III",105,-0.347,"Approaches200yardsRghRTP",2015
5,5,"Charley Hoffman",97,-0.342,"Approaches200yardsRghRTP",2015
6,6,"Oscar Fraustro",58,-0.318,"Approaches200yardsRghRTP",2015
7,7,"Jason Kokrak",88,-0.291,"Approaches200yardsRghRTP",2015
8,8,"Martin Flores",95,-0.289,"Approaches200yardsRghRTP",2015
8,8,"Shawn Stefani",94,-0.289,"Approaches200yardsRghRTP",2015
10,10,"Tony Finau",106,-0.282,"Approaches200yardsRghRTP",2015
11,11,"Dustin Johnson",75,-0.28,"Approaches200yardsRghRTP",2015
12,12,"Charlie Beljan",76,-0.25,"Approaches200yardsRghRTP",2015
12,12,"Keegan Bradley",87,-0.25,"Approaches200yardsRghRTP",2015
14,14,"Brian Harman",90,-0.242,"Approaches200yardsRghRTP",2015
15,15,"Vijay Singh",78,-0.241,"Approaches200yardsRghRTP",2015
16,16,"Patrick Reed",103,-0.234,"Approaches200yardsRghRTP",2015
17,17,"Brendan Steele",88,-0.231,"Approaches200yardsRghRTP",2015
18,18,"Charl Schwartzel",67,-0.227,"Approaches200yardsRghRTP",2015
19,19,"JB Holmes",89,-0.225,"Approaches200yardsRghRTP",2015
20,20,"Graham DeLaet",65,-0.217,"Approaches200yardsRghRTP",2015
20,20,"Morgan Hoffmann",85,-0.217,"Approaches200yardsRghRTP",2015
22,22,"Justin Thomas",106,-0.214,"Approaches200yardsRghRTP",2015
23,23,"Ryo Ishikawa",90,-0.208,"Approaches200yardsRghRTP",2015
24,24,"Brooks Koepka",84,-0.2,"Approaches200yardsRghRTP",2015
24,24,"Patrick Rodgers",57,-0.2,"Approaches200yardsRghRTP",2015
