"ReverseBounceBack_RANKTHISWEEK_2005","ReverseBounceBack_RANKLASTWEEK_2005","ReverseBounceBack_PLAYERNAME_2005","ReverseBounceBack_ROUNDS_2005","ReverseBounceBack_PctUNDERTHENOVERPAR_2005","ReverseBounceBack_TOTALUNDERTHENOVERPAR_2005","ReverseBounceBack_UNDERPAR_2005","stat_name","year"
143,143,"Jay Haas",54,18.13,29,160,"ReverseBounceBack",2005
144,144,"Brett Quigley",96,18.15,57,314,"ReverseBounceBack",2005
145,145,"Matt Davidson",53,18.18,28,154,"ReverseBounceBack",2005
146,146,"Steve Flesch",90,18.22,47,258,"ReverseBounceBack",2005
147,147,"Tjaart van der Walt",56,18.23,33,181,"ReverseBounceBack",2005
148,148,"Steve Lowery",100,18.31,63,344,"ReverseBounceBack",2005
149,149,"Patrick Sheehan",114,18.35,71,387,"ReverseBounceBack",2005
150,150,"Davis Love III",80,18.38,50,272,"ReverseBounceBack",2005
151,151,"Hunter Mahan",103,18.41,67,364,"ReverseBounceBack",2005
151,151,"Mike Weir",71,18.41,37,201,"ReverseBounceBack",2005
153,153,"Frank Lickliter II",100,18.42,63,342,"ReverseBounceBack",2005
154,154,"Rocco Mediate",73,18.45,43,233,"ReverseBounceBack",2005
155,155,"Ryan Palmer",101,18.58,68,366,"ReverseBounceBack",2005
156,156,"DA Points",94,18.62,54,290,"ReverseBounceBack",2005
157,157,"Jesper Parnevik",84,18.66,50,268,"ReverseBounceBack",2005
157,157,"Charlie Wi",67,18.66,39,209,"ReverseBounceBack",2005
159,159,"Alex Cejka",84,18.78,46,245,"ReverseBounceBack",2005
159,159,"Ben Curtis",65,18.78,34,181,"ReverseBounceBack",2005
161,161,"DJ Brigman",76,18.81,41,218,"ReverseBounceBack",2005
162,162,"John Daly",78,18.82,51,271,"ReverseBounceBack",2005
163,163,"David Hearn",68,18.86,43,228,"ReverseBounceBack",2005
164,164,"James Driscoll",73,19.07,41,215,"ReverseBounceBack",2005
165,165,"Rich Beem",66,19.13,35,183,"ReverseBounceBack",2005
166,166,"Paul Gow",78,19.17,46,240,"ReverseBounceBack",2005
167,167,"Padraig Harrington",50,19.25,31,161,"ReverseBounceBack",2005
168,168,"John Cook",72,19.37,43,222,"ReverseBounceBack",2005
168,168,"Scott Hend",75,19.37,49,253,"ReverseBounceBack",2005
170,170,"Charles Howell III",95,19.47,59,303,"ReverseBounceBack",2005
171,171,"Lee Janzen",75,19.57,46,235,"ReverseBounceBack",2005
172,172,"Thomas Levet",54,19.61,30,153,"ReverseBounceBack",2005
172,172,"Brenden Pappas",51,19.61,40,204,"ReverseBounceBack",2005
174,174,"Billy Andrade",83,19.8,58,293,"ReverseBounceBack",2005
175,175,"Todd Hamilton",94,19.87,59,297,"ReverseBounceBack",2005
176,176,"Matt Gogel",78,19.92,47,236,"ReverseBounceBack",2005
177,177,"Brian Bateman",98,20,64,320,"ReverseBounceBack",2005
178,178,"Tom Byrum",83,20.08,51,254,"ReverseBounceBack",2005
179,179,"Charles Warren",89,20.19,64,317,"ReverseBounceBack",2005
180,180,"Brett Wetterich",76,20.22,55,272,"ReverseBounceBack",2005
181,181,"Michael Allen",90,20.34,60,295,"ReverseBounceBack",2005
182,182,"Andrew Magee",82,20.48,51,249,"ReverseBounceBack",2005
183,183,"Fred Couples",72,20.65,51,247,"ReverseBounceBack",2005
184,184,"Jeff Hart",63,20.67,37,179,"ReverseBounceBack",2005
185,185,"Shaun Micheel",81,20.75,50,241,"ReverseBounceBack",2005
186,186,"Chris Riley",67,20.79,37,178,"ReverseBounceBack",2005
187,187,"Cameron Beckman",96,20.82,66,317,"ReverseBounceBack",2005
188,188,"Craig Perks",67,21.2,39,184,"ReverseBounceBack",2005
189,189,"Len Mattiace",86,21.46,50,233,"ReverseBounceBack",2005
190,190,"Lee Westwood",50,21.48,32,149,"ReverseBounceBack",2005
191,191,"Jeff Maggert",79,21.51,54,251,"ReverseBounceBack",2005
192,192,"Mark Hensby",70,21.61,51,236,"ReverseBounceBack",2005
193,193,"Hank Kuehne",84,21.98,60,273,"ReverseBounceBack",2005
194,194,"Rory Sabbatini",81,22.26,59,265,"ReverseBounceBack",2005
195,195,"Steve Jones",56,22.3,31,139,"ReverseBounceBack",2005
196,196,"Jason Allred",75,22.43,48,214,"ReverseBounceBack",2005
197,197,"Bradley Hughes",52,22.67,34,150,"ReverseBounceBack",2005
198,198,"Rob Rashell",65,22.91,41,179,"ReverseBounceBack",2005
199,199,"Michael Long",72,22.97,48,209,"ReverseBounceBack",2005
200,200,"John Elliott",58,23.2,42,181,"ReverseBounceBack",2005
201,201,"Hideto Tanihara",50,24.82,34,137,"ReverseBounceBack",2005
202,202,"Dennis Paulson",63,26.18,50,191,"ReverseBounceBack",2005
