"ReverseBounceBack_RANKTHISWEEK_2005","ReverseBounceBack_RANKLASTWEEK_2005","ReverseBounceBack_PLAYERNAME_2005","ReverseBounceBack_ROUNDS_2005","ReverseBounceBack_PctUNDERTHENOVERPAR_2005","ReverseBounceBack_TOTALUNDERTHENOVERPAR_2005","ReverseBounceBack_UNDERPAR_2005","stat_name","year"
1,1,"Luke Donald",67,10.55,21,199,"ReverseBounceBack",2005
2,2,"Bob Tway",87,10.95,30,274,"ReverseBounceBack",2005
3,3,"Jim Furyk",94,11.34,39,344,"ReverseBounceBack",2005
4,4,"JP Hayes",63,11.68,25,214,"ReverseBounceBack",2005
5,5,"Chris DiMarco",83,11.97,31,259,"ReverseBounceBack",2005
6,6,"Chris Anderson",66,12.06,24,199,"ReverseBounceBack",2005
7,7,"Larry Mize",54,12.08,18,149,"ReverseBounceBack",2005
8,8,"Phil Mickelson",81,12.13,37,305,"ReverseBounceBack",2005
9,9,"Arron Oberholser",65,12.38,26,210,"ReverseBounceBack",2005
10,10,"Neal Lancaster",95,12.54,41,327,"ReverseBounceBack",2005
10,10,"Stephen Leaney",89,12.54,36,287,"ReverseBounceBack",2005
12,12,"Jason Bohn",91,12.7,39,307,"ReverseBounceBack",2005
13,13,"Matt Kuchar",60,12.71,23,181,"ReverseBounceBack",2005
14,14,"Jose Coceres",56,12.72,22,173,"ReverseBounceBack",2005
15,15,"Carl Pettersson",109,12.77,47,368,"ReverseBounceBack",2005
16,16,"Harrison Frazar",105,12.83,49,382,"ReverseBounceBack",2005
17,17,"Steve Elkington",67,12.86,27,210,"ReverseBounceBack",2005
18,18,"Loren Roberts",54,12.87,22,171,"ReverseBounceBack",2005
19,19,"Kenny Perry",82,13.09,39,298,"ReverseBounceBack",2005
20,20,"Robert Gamez",91,13.17,42,319,"ReverseBounceBack",2005
20,20,"Mark Wilson",74,13.17,32,243,"ReverseBounceBack",2005
22,22,"Fred Funk",102,13.18,39,296,"ReverseBounceBack",2005
23,23,"Justin Rose",99,13.24,45,340,"ReverseBounceBack",2005
24,24,"Billy Mayfair",114,13.27,54,407,"ReverseBounceBack",2005
25,25,"Tim Herron",100,13.62,50,367,"ReverseBounceBack",2005
26,26,"Richard Johnson",50,13.66,25,183,"ReverseBounceBack",2005
27,27,"Lucas Glover",88,13.74,43,313,"ReverseBounceBack",2005
28,28,"Corey Pavin",77,13.81,33,239,"ReverseBounceBack",2005
29,29,"Tim Clark",92,13.9,46,331,"ReverseBounceBack",2005
30,30,"Craig Barlow",81,13.91,37,266,"ReverseBounceBack",2005
31,31,"Dudley Hart",84,14,42,300,"ReverseBounceBack",2005
32,32,"Tiger Woods",76,14.02,46,328,"ReverseBounceBack",2005
33,33,"KJ Choi",78,14.06,35,249,"ReverseBounceBack",2005
34,34,"Bill Glasson",54,14.09,21,149,"ReverseBounceBack",2005
35,35,"Stephen Ames",82,14.17,36,254,"ReverseBounceBack",2005
36,36,"Kirk Triplett",55,14.2,24,169,"ReverseBounceBack",2005
37,37,"Scott Verplank",87,14.29,48,336,"ReverseBounceBack",2005
38,38,"Adam Scott",72,14.35,33,230,"ReverseBounceBack",2005
39,39,"Gavin Coles",70,14.41,34,236,"ReverseBounceBack",2005
40,40,"Jeff Sluman",94,14.42,45,312,"ReverseBounceBack",2005
41,41,"Roland Thatcher",75,14.46,35,242,"ReverseBounceBack",2005
42,42,"Daniel Chopra",108,14.52,54,372,"ReverseBounceBack",2005
43,43,"Ryuji Imada",78,14.55,39,268,"ReverseBounceBack",2005
44,44,"Bo Van Pelt",112,14.6,59,404,"ReverseBounceBack",2005
45,45,"Arjun Atwal",65,14.62,37,253,"ReverseBounceBack",2005
46,46,"JJ Henry",102,14.63,48,328,"ReverseBounceBack",2005
47,47,"Joe Durant",81,14.65,40,273,"ReverseBounceBack",2005
48,48,"Hidemichi Tanaka",106,14.66,51,348,"ReverseBounceBack",2005
49,49,"Glen Hnatiuk",59,14.69,26,177,"ReverseBounceBack",2005
50,50,"Doug Barron",70,14.72,34,231,"ReverseBounceBack",2005
51,51,"Jonathan Byrd",103,14.73,52,353,"ReverseBounceBack",2005
51,51,"Kevin Sutherland",89,14.73,43,292,"ReverseBounceBack",2005
53,53,"Mathias Gronberg",60,14.8,29,196,"ReverseBounceBack",2005
54,54,"Pat Perez",89,14.85,45,303,"ReverseBounceBack",2005
55,55,"Jay Williamson",53,14.88,25,168,"ReverseBounceBack",2005
56,56,"Zach Johnson",96,14.97,50,334,"ReverseBounceBack",2005
57,57,"John Senden",101,15.07,52,345,"ReverseBounceBack",2005
58,58,"Shigeki Maruyama",99,15.11,50,331,"ReverseBounceBack",2005
59,59,"Jerry Kelly",101,15.12,49,324,"ReverseBounceBack",2005
60,60,"Jeff Brehaut",71,15.13,36,238,"ReverseBounceBack",2005
61,61,"Sergio Garcia",73,15.16,37,244,"ReverseBounceBack",2005
62,62,"Duffy Waldorf",86,15.22,44,289,"ReverseBounceBack",2005
63,63,"Joey Snyder III",102,15.27,51,334,"ReverseBounceBack",2005
64,64,"Olin Browne",99,15.29,50,327,"ReverseBounceBack",2005
65,65,"Paul Claxton",79,15.35,37,241,"ReverseBounceBack",2005
66,66,"Darron Stiles",78,15.36,41,267,"ReverseBounceBack",2005
67,67,"Paul Azinger",66,15.42,35,227,"ReverseBounceBack",2005
68,68,"Ben Crane",78,15.44,42,272,"ReverseBounceBack",2005
69,69,"Mario Tiziani",67,15.53,32,206,"ReverseBounceBack",2005
70,70,"Franklin Langham",91,15.54,39,251,"ReverseBounceBack",2005
70,70,"Phillip Price",77,15.54,39,251,"ReverseBounceBack",2005
72,72,"Geoff Ogilvy",97,15.56,54,347,"ReverseBounceBack",2005
73,73,"Joey Sindelar",104,15.62,57,365,"ReverseBounceBack",2005
74,74,"Will Ma Kenzie",75,15.69,40,255,"ReverseBounceBack",2005
74,74,"John Rollins",97,15.69,51,325,"ReverseBounceBack",2005
76,76,"Joe Ogilvie",103,15.71,55,350,"ReverseBounceBack",2005
77,77,"Brian Gay",101,15.77,50,317,"ReverseBounceBack",2005
78,78,"Ian Poulter",62,15.79,27,171,"ReverseBounceBack",2005
79,79,"Retief Goosen",71,15.81,34,215,"ReverseBounceBack",2005
80,80,"Stuart Appleby",84,15.88,44,277,"ReverseBounceBack",2005
81,81,"Tom Gillis",77,15.9,38,239,"ReverseBounceBack",2005
82,82,"Kevin Stadler",96,15.92,53,333,"ReverseBounceBack",2005
83,83,"Tim Petrovic",97,15.93,47,295,"ReverseBounceBack",2005
84,84,"Brian Davis",75,15.97,42,263,"ReverseBounceBack",2005
85,85,"Mark Brooks",72,16,32,200,"ReverseBounceBack",2005
86,86,"Heath Slocum",103,16.02,54,337,"ReverseBounceBack",2005
87,87,"Kent Jones",99,16.03,55,343,"ReverseBounceBack",2005
88,88,"Jim Carter",62,16.11,24,149,"ReverseBounceBack",2005
89,89,"Nick Watney",91,16.13,50,310,"ReverseBounceBack",2005
90,90,"Vijay Singh",111,16.15,68,421,"ReverseBounceBack",2005
91,91,"Sean OHair",103,16.18,55,340,"ReverseBounceBack",2005
91,91,"Dean Wilson",86,16.18,50,309,"ReverseBounceBack",2005
93,93,"Dan Forsman",52,16.28,28,172,"ReverseBounceBack",2005
94,94,"Aaron Baddeley",84,16.38,48,293,"ReverseBounceBack",2005
95,95,"David Toms",87,16.39,49,299,"ReverseBounceBack",2005
96,96,"Mark OMeara",66,16.4,31,189,"ReverseBounceBack",2005
97,97,"Steve Allan",102,16.41,54,329,"ReverseBounceBack",2005
98,98,"Freddie Jacobson",72,16.45,38,231,"ReverseBounceBack",2005
98,98,"Skip Kendall",80,16.45,38,231,"ReverseBounceBack",2005
98,98,"Steve Stricker",62,16.45,38,231,"ReverseBounceBack",2005
101,101,"Mark Calcavecchia",92,16.46,54,328,"ReverseBounceBack",2005
102,102,"Jose Maria Olazabal",55,16.48,30,182,"ReverseBounceBack",2005
102,102,"Tom Pernice Jr",111,16.48,58,352,"ReverseBounceBack",2005
104,104,"Justin Bolli",65,16.5,34,206,"ReverseBounceBack",2005
104,104,"Danny Briggs",70,16.5,33,200,"ReverseBounceBack",2005
106,106,"Tag Ridings",93,16.53,59,357,"ReverseBounceBack",2005
107,107,"DJ Trahan",81,16.54,44,266,"ReverseBounceBack",2005
108,108,"Brandt Jobe",96,16.56,54,326,"ReverseBounceBack",2005
109,109,"Bob Heintz",67,16.6,42,253,"ReverseBounceBack",2005
110,110,"Omar Uresti",84,16.67,47,282,"ReverseBounceBack",2005
111,111,"Ted Purdy",122,16.75,69,412,"ReverseBounceBack",2005
112,112,"Vaughn Taylor",99,16.76,61,364,"ReverseBounceBack",2005
113,113,"Tommy Armour III",103,16.77,54,322,"ReverseBounceBack",2005
114,114,"Kevin Na",88,16.79,47,280,"ReverseBounceBack",2005
115,115,"Brad Faxon",75,16.87,42,249,"ReverseBounceBack",2005
116,116,"Rod Pampling",89,16.89,51,302,"ReverseBounceBack",2005
117,117,"Hunter Haas",83,16.91,47,278,"ReverseBounceBack",2005
118,118,"Bart Bryant",91,16.97,56,330,"ReverseBounceBack",2005
119,119,"Robert Allenby",95,16.98,54,318,"ReverseBounceBack",2005
120,120,"John Huston",90,16.99,53,312,"ReverseBounceBack",2005
121,121,"Jonathan Kaye",77,17.05,45,264,"ReverseBounceBack",2005
122,122,"Carlos Franco",78,17.06,43,252,"ReverseBounceBack",2005
122,122,"Bernhard Langer",67,17.06,36,211,"ReverseBounceBack",2005
124,124,"Chad Campbell",95,17.09,54,316,"ReverseBounceBack",2005
125,125,"Brent Geiberger",61,17.34,30,173,"ReverseBounceBack",2005
126,126,"Chris Smith",93,17.47,58,332,"ReverseBounceBack",2005
127,127,"Bob Estes",92,17.48,54,309,"ReverseBounceBack",2005
128,128,"Woody Austin",100,17.55,63,359,"ReverseBounceBack",2005
128,128,"Scott Gutschewski",86,17.55,53,302,"ReverseBounceBack",2005
130,130,"Brendan Jones",81,17.56,46,262,"ReverseBounceBack",2005
131,131,"Stewart Cink",98,17.59,54,307,"ReverseBounceBack",2005
132,132,"Briny Baird",98,17.61,59,335,"ReverseBounceBack",2005
133,133,"Glen Day",80,17.67,44,249,"ReverseBounceBack",2005
134,134,"Justin Leonard",78,17.74,44,248,"ReverseBounceBack",2005
134,134,"Scott McCarron",78,17.74,44,248,"ReverseBounceBack",2005
136,136,"Robert Damron",89,17.75,49,276,"ReverseBounceBack",2005
137,137,"Tom Lehman",69,17.84,38,213,"ReverseBounceBack",2005
138,138,"Todd Fischer",99,17.87,57,319,"ReverseBounceBack",2005
139,139,"Peter Lonard",85,17.95,49,273,"ReverseBounceBack",2005
140,140,"JL Lewis",98,17.96,58,323,"ReverseBounceBack",2005
141,141,"Greg Owen",84,18.01,49,272,"ReverseBounceBack",2005
142,142,"Marco Dawson",82,18.03,53,294,"ReverseBounceBack",2005
