"TenthTeeEarlyLowestRound_RANKTHISWEEK_2010","TenthTeeEarlyLowestRound_RANKLASTWEEK_2010","TenthTeeEarlyLowestRound_PLAYERNAME_2010","TenthTeeEarlyLowestRound_ROUNDS_2010","TenthTeeEarlyLowestRound_LOWRND_2010","stat_name","year"
1,1,"Cameron Beckman",68,61,"TenthTeeEarlyLowestRound",2010
2,2,"Justin Rose",78,62,"TenthTeeEarlyLowestRound",2010
2,2,"Camilo Villegas",78,62,"TenthTeeEarlyLowestRound",2010
4,4,"Blake Adams",84,63,"TenthTeeEarlyLowestRound",2010
4,4,"Tim Clark",88,63,"TenthTeeEarlyLowestRound",2010
4,4,"Jason Day",82,63,"TenthTeeEarlyLowestRound",2010
4,4,"Matt Every",60,63,"TenthTeeEarlyLowestRound",2010
4,4,"Zach Johnson",93,63,"TenthTeeEarlyLowestRound",2010
4,4,"Jerry Kelly",99,63,"TenthTeeEarlyLowestRound",2010
4,4,"Derek Lamely",81,63,"TenthTeeEarlyLowestRound",2010
4,4,"Bill Lunde",79,63,"TenthTeeEarlyLowestRound",2010
4,4,"James Nitties",92,63,"TenthTeeEarlyLowestRound",2010
4,4,"Ian Poulter",55,63,"TenthTeeEarlyLowestRound",2010
4,4,"Kevin Streelman",90,63,"TenthTeeEarlyLowestRound",2010
4,4,"Boo Weekley",88,63,"TenthTeeEarlyLowestRound",2010
4,4,"Lee Westwood",40,63,"TenthTeeEarlyLowestRound",2010
17,17,"Kris Blanks",91,64,"TenthTeeEarlyLowestRound",2010
17,17,"Michael Bradley",77,64,"TenthTeeEarlyLowestRound",2010
17,17,"Chad Campbell",95,64,"TenthTeeEarlyLowestRound",2010
17,17,"Paul Casey",64,64,"TenthTeeEarlyLowestRound",2010
17,17,"Greg Chalmers",93,64,"TenthTeeEarlyLowestRound",2010
17,17,"Brian Davis",101,64,"TenthTeeEarlyLowestRound",2010
17,17,"Robert Garrigus",71,64,"TenthTeeEarlyLowestRound",2010
17,17,"Paul Goydos",78,64,"TenthTeeEarlyLowestRound",2010
17,17,"Padraig Harrington",57,64,"TenthTeeEarlyLowestRound",2010
17,17,"JP Hayes",79,64,"TenthTeeEarlyLowestRound",2010
17,17,"Tim Herron",79,64,"TenthTeeEarlyLowestRound",2010
17,17,"Charley Hoffman",85,64,"TenthTeeEarlyLowestRound",2010
17,17,"Dustin Johnson",83,64,"TenthTeeEarlyLowestRound",2010
17,17,"Matt Kuchar",97,64,"TenthTeeEarlyLowestRound",2010
17,17,"WC Liang",14,64,"TenthTeeEarlyLowestRound",2010
17,17,"Steve Lowery",67,64,"TenthTeeEarlyLowestRound",2010
17,17,"Hunter Mahan",85,64,"TenthTeeEarlyLowestRound",2010
17,17,"Ryan Moore",80,64,"TenthTeeEarlyLowestRound",2010
17,17,"Ryan Palmer",84,64,"TenthTeeEarlyLowestRound",2010
17,17,"Scott Piercy",88,64,"TenthTeeEarlyLowestRound",2010
17,17,"Alex Prugh",88,64,"TenthTeeEarlyLowestRound",2010
17,17,"Chris Riley",73,64,"TenthTeeEarlyLowestRound",2010
17,17,"Adam Scott",70,64,"TenthTeeEarlyLowestRound",2010
17,17,"Brandt Snedeker",89,64,"TenthTeeEarlyLowestRound",2010
17,17,"DJ Trahan",92,64,"TenthTeeEarlyLowestRound",2010
17,17,"Mike Weir",59,64,"TenthTeeEarlyLowestRound",2010
17,17,"Casey Wittenberg",4,64,"TenthTeeEarlyLowestRound",2010
44,44,"Aaron Baddeley",94,65,"TenthTeeEarlyLowestRound",2010
44,44,"Briny Baird",87,65,"TenthTeeEarlyLowestRound",2010
44,44,"Jason Bohn",84,65,"TenthTeeEarlyLowestRound",2010
44,44,"Alex Cejka",81,65,"TenthTeeEarlyLowestRound",2010
44,44,"Daniel Chopra",74,65,"TenthTeeEarlyLowestRound",2010
