"MoneyLeaders_RANKTHISWEEK_2015","MoneyLeaders_RANKLASTWEEK_2015","MoneyLeaders_PLAYERNAME_2015","MoneyLeaders_EVENTS_2015","MoneyLeaders_MONEY_2015","MoneyLeaders_YTDVICTORIES_2015","stat_name","year"
50,50,"Brendon Todd",27,1809192,NA,"MoneyLeaders",2015
51,51,"Marc Leishman",23,1762267,NA,"MoneyLeaders",2015
52,52,"Brendan Steele",24,1759484,NA,"MoneyLeaders",2015
53,53,"Shawn Stefani",26,1757803,NA,"MoneyLeaders",2015
54,54,"Billy Horschel",28,1735751,NA,"MoneyLeaders",2015
55,55,"Nick Watney",28,1733873,NA,"MoneyLeaders",2015
56,56,"Ian Poulter",19,1690587,NA,"MoneyLeaders",2015
57,57,"Boo Weekley",24,1689914,NA,"MoneyLeaders",2015
58,58,"Sean OHair",26,1662300,NA,"MoneyLeaders",2015
59,59,"Fabian Gomez",26,1651012,1,"MoneyLeaders",2015
60,60,"Daniel Summerhays",29,1633957,NA,"MoneyLeaders",2015
61,61,"Hunter Mahan",24,1617973,NA,"MoneyLeaders",2015
62,62,"Brendon de Jonge",31,1594935,NA,"MoneyLeaders",2015
63,63,"Pat Perez",26,1588664,NA,"MoneyLeaders",2015
64,64,"Keegan Bradley",24,1565079,NA,"MoneyLeaders",2015
65,65,"Brian Harman",29,1548352,NA,"MoneyLeaders",2015
66,66,"Rory Sabbatini",25,1525784,NA,"MoneyLeaders",2015
67,67,"Kevin Streelman",27,1525774,NA,"MoneyLeaders",2015
68,68,"Matt Every",26,1521816,1,"MoneyLeaders",2015
69,69,"John Senden",24,1422033,NA,"MoneyLeaders",2015
70,70,"Adam Scott",15,1382365,NA,"MoneyLeaders",2015
71,71,"Jerry Kelly",24,1336607,NA,"MoneyLeaders",2015
72,72,"George McNeill",27,1331768,NA,"MoneyLeaders",2015
73,73,"Padraig Harrington",21,1330852,1,"MoneyLeaders",2015
74,74,"Kevin Chappell",26,1281552,NA,"MoneyLeaders",2015
75,75,"Davis Love III",18,1263596,1,"MoneyLeaders",2015
76,76,"Scott Pinckney",27,1259389,NA,"MoneyLeaders",2015
77,77,"Charles Howell III",30,1257361,NA,"MoneyLeaders",2015
78,78,"Zac Blair",34,1244676,NA,"MoneyLeaders",2015
79,79,"Alex Cejka",30,1227196,1,"MoneyLeaders",2015
80,80,"Jim Herman",27,1212778,NA,"MoneyLeaders",2015
81,81,"Charl Schwartzel",19,1209528,NA,"MoneyLeaders",2015
82,82,"Carl Pettersson",32,1186763,NA,"MoneyLeaders",2015
83,83,"Greg Owen",19,1180794,NA,"MoneyLeaders",2015
84,84,"Kyle Reifers",31,1179228,NA,"MoneyLeaders",2015
85,85,"Will Wilcox",17,1168302,NA,"MoneyLeaders",2015
86,86,"Bryce Molder",26,1165547,NA,"MoneyLeaders",2015
87,87,"Scott Brown",30,1161750,NA,"MoneyLeaders",2015
88,88,"Chesson Hadley",30,1135529,NA,"MoneyLeaders",2015
89,89,"Johnson Wagner",23,1131659,NA,"MoneyLeaders",2015
90,90,"Martin Laird",24,1124988,NA,"MoneyLeaders",2015
91,91,"Morgan Hoffmann",26,1111240,NA,"MoneyLeaders",2015
92,92,"Jason Gore",26,1101246,NA,"MoneyLeaders",2015
93,93,"Nick Taylor",28,1072360,1,"MoneyLeaders",2015
94,94,"Colt Knost",29,1066553,NA,"MoneyLeaders",2015
95,95,"Jon Curran",28,1049549,NA,"MoneyLeaders",2015
96,96,"JJ Henry",30,1046123,1,"MoneyLeaders",2015
97,97,"Jason Kokrak",28,1033489,NA,"MoneyLeaders",2015
98,98,"Tim Clark",13,1028139,NA,"MoneyLeaders",2015
99,99,"Luke Donald",20,1026643,NA,"MoneyLeaders",2015
100,100,"Chad Campbell",30,1015707,NA,"MoneyLeaders",2015
101,101,"Jason Dufner",21,1007997,NA,"MoneyLeaders",2015
102,102,"William McGirt",30,1004696,NA,"MoneyLeaders",2015
103,103,"Francesco Molinari",16,997389,NA,"MoneyLeaders",2015
104,104,"Graham DeLaet",22,988349,NA,"MoneyLeaders",2015
105,105,"Steve Wheatcroft",28,973024,NA,"MoneyLeaders",2015
106,106,"Carlos Ortiz",30,964137,NA,"MoneyLeaders",2015
107,107,"Hudson Swafford",30,959391,NA,"MoneyLeaders",2015
108,108,"Lee Westwood",15,946628,NA,"MoneyLeaders",2015
109,109,"Jamie Donaldson",16,938664,NA,"MoneyLeaders",2015
110,110,"Adam Hadwin",30,937611,NA,"MoneyLeaders",2015
111,111,"Andres Gonzales",28,925335,NA,"MoneyLeaders",2015
112,112,"Retief Goosen",25,921830,NA,"MoneyLeaders",2015
113,113,"Scott Stallings",19,919619,NA,"MoneyLeaders",2015
114,114,"Martin Kaymer",13,886378,NA,"MoneyLeaders",2015
115,115,"Will Ma Kenzie",16,863563,NA,"MoneyLeaders",2015
116,116,"Mark Wilson",28,851845,NA,"MoneyLeaders",2015
117,117,"Ryo Ishikawa",28,851044,NA,"MoneyLeaders",2015
118,118,"Spencer Levin",31,836698,NA,"MoneyLeaders",2015
119,119,"Ken Duke",30,817675,NA,"MoneyLeaders",2015
120,120,"Charlie Beljan",27,782546,NA,"MoneyLeaders",2015
121,121,"John Peterson",25,779509,NA,"MoneyLeaders",2015
122,122,"Blayne Barber",26,768383,NA,"MoneyLeaders",2015
123,123,"Whee Kim",23,755998,NA,"MoneyLeaders",2015
124,124,"Vijay Singh",23,752462,NA,"MoneyLeaders",2015
125,125,"Chad Collins",24,747899,NA,"MoneyLeaders",2015
126,126,"Chris Stroud",28,746814,NA,"MoneyLeaders",2015
127,127,"David Toms",21,742470,NA,"MoneyLeaders",2015
128,128,"Camilo Villegas",27,718497,NA,"MoneyLeaders",2015
129,129,"Seung Yul Noh",21,711609,NA,"MoneyLeaders",2015
130,130,"Jonas Blixt",26,703664,NA,"MoneyLeaders",2015
131,131,"Stewart Cink",23,694655,NA,"MoneyLeaders",2015
132,132,"Tom Hoge",26,690319,NA,"MoneyLeaders",2015
133,133,"Brian Stuard",31,687109,NA,"MoneyLeaders",2015
134,134,"Graeme McDowell",15,686438,NA,"MoneyLeaders",2015
135,135,"John Huh",31,678556,NA,"MoneyLeaders",2015
136,136,"Erik Compton",28,676602,NA,"MoneyLeaders",2015
137,137,"Nicholas Thompson",31,667185,NA,"MoneyLeaders",2015
138,138,"Brian Davis",31,656534,NA,"MoneyLeaders",2015
139,139,"Geoff Ogilvy",15,653925,NA,"MoneyLeaders",2015
140,140,"Scott Langley",28,638182,NA,"MoneyLeaders",2015
141,141,"Brice Garnett",29,637789,NA,"MoneyLeaders",2015
142,142,"Alex Prugh",27,636373,NA,"MoneyLeaders",2015
143,143,"Tom Gillis",16,634554,NA,"MoneyLeaders",2015
144,144,"Andres Romero",24,617253,NA,"MoneyLeaders",2015
145,145,"Ricky Barnes",27,614455,NA,"MoneyLeaders",2015
146,146,"Michael Thompson",27,599835,NA,"MoneyLeaders",2015
147,147,"SJ Park",27,597103,NA,"MoneyLeaders",2015
148,148,"Billy Hurley III",28,591450,NA,"MoneyLeaders",2015
149,149,"Bo Van Pelt",28,580611,NA,"MoneyLeaders",2015
150,150,"Sam Saunders",28,578571,NA,"MoneyLeaders",2015
151,151,"Cameron Percy",23,575943,NA,"MoneyLeaders",2015
152,152,"Luke Guthrie",27,575150,NA,"MoneyLeaders",2015
153,153,"Jeff Overton",30,561614,NA,"MoneyLeaders",2015
154,154,"Michael Putnam",28,557803,NA,"MoneyLeaders",2015
155,155,"Vaughn Taylor",12,533036,NA,"MoneyLeaders",2015
156,156,"Lucas Glover",26,515241,NA,"MoneyLeaders",2015
157,157,"Shane Lowry",13,502517,1,"MoneyLeaders",2015
158,158,"Derek Fathauer",27,482023,NA,"MoneyLeaders",2015
159,159,"Ernie Els",18,453579,NA,"MoneyLeaders",2015
160,160,"Martin Flores",30,449274,NA,"MoneyLeaders",2015
161,161,"KJ Choi",19,448864,NA,"MoneyLeaders",2015
162,162,"Tiger Woods",11,448598,NA,"MoneyLeaders",2015
163,163,"Jonathan Byrd",22,446732,NA,"MoneyLeaders",2015
164,164,"Jhonattan Vegas",27,446345,NA,"MoneyLeaders",2015
165,165,"Aaron Baddeley",25,439925,NA,"MoneyLeaders",2015
166,166,"Andrew Svoboda",30,418963,NA,"MoneyLeaders",2015
167,167,"Freddie Jacobson",14,416259,NA,"MoneyLeaders",2015
168,168,"John Merrick",27,391513,NA,"MoneyLeaders",2015
169,169,"DA Points",26,390607,NA,"MoneyLeaders",2015
170,170,"Angel Cabrera",19,381942,NA,"MoneyLeaders",2015
171,171,"Max Homa",27,380339,NA,"MoneyLeaders",2015
172,172,"Victor Dubuisson",10,354625,NA,"MoneyLeaders",2015
173,173,"Chez Reavie",19,331623,NA,"MoneyLeaders",2015
174,174,"Derek Ernst",26,320095,NA,"MoneyLeaders",2015
175,175,"Gonzalo Fdez Castano",28,312053,NA,"MoneyLeaders",2015
176,176,"Mark Hubbard",25,293980,NA,"MoneyLeaders",2015
177,177,"Greg Chalmers",17,291016,NA,"MoneyLeaders",2015
178,178,"Andrew Putnam",23,282879,NA,"MoneyLeaders",2015
179,179,"Robert Allenby",25,271887,NA,"MoneyLeaders",2015
180,180,"Steve Stricker",9,269701,NA,"MoneyLeaders",2015
181,181,"Oscar Fraustro",21,262475,NA,"MoneyLeaders",2015
182,182,"Jonathan Randolph",25,256066,NA,"MoneyLeaders",2015
183,183,"Robert Garrigus",25,253699,NA,"MoneyLeaders",2015
184,184,"Kyle Stanley",12,245504,NA,"MoneyLeaders",2015
185,185,"Steven Alker",22,236862,NA,"MoneyLeaders",2015
186,186,"Tim Petrovic",11,222551,NA,"MoneyLeaders",2015
187,187,"Justin Leonard",22,219175,NA,"MoneyLeaders",2015
188,188,"John Rollins",14,218064,NA,"MoneyLeaders",2015
189,189,"Chris Smith",9,212910,NA,"MoneyLeaders",2015
190,190,"Ben Crane",22,203254,NA,"MoneyLeaders",2015
191,191,"Rod Pampling",10,189055,NA,"MoneyLeaders",2015
192,192,"Andrew Loupe",15,183850,NA,"MoneyLeaders",2015
193,193,"Roberto Castro",16,179723,NA,"MoneyLeaders",2015
194,194,"Tim Wilkinson",28,171654,NA,"MoneyLeaders",2015
195,195,"Eric Axley",21,170687,NA,"MoneyLeaders",2015
196,196,"Tyrone Van Aswegen",20,168234,NA,"MoneyLeaders",2015
197,197,"Blake Adams",13,156939,NA,"MoneyLeaders",2015
198,198,"Byron Smith",21,153930,NA,"MoneyLeaders",2015
199,199,"Ryan Armour",17,144229,NA,"MoneyLeaders",2015
200,200,"Kenny Perry",9,142390,NA,"MoneyLeaders",2015
201,201,"Fred Funk",2,141171,NA,"MoneyLeaders",2015
202,202,"Stuart Appleby",7,138968,NA,"MoneyLeaders",2015
203,203,"Roger Sloan",20,133048,NA,"MoneyLeaders",2015
204,204,"Bill Lunde",18,128788,NA,"MoneyLeaders",2015
205,205,"Carlos Sainz Jr",20,124115,NA,"MoneyLeaders",2015
206,206,"Mark Hensby",2,122938,NA,"MoneyLeaders",2015
207,207,"Heath Slocum",22,122480,NA,"MoneyLeaders",2015
208,208,"Mark OMeara",2,114915,NA,"MoneyLeaders",2015
209,209,"Steve Flesch",7,110527,NA,"MoneyLeaders",2015
210,210,"John Daly",10,91933,NA,"MoneyLeaders",2015
211,211,"Jim Renner",27,90668,NA,"MoneyLeaders",2015
212,212,"Zack Sucher",18,85614,NA,"MoneyLeaders",2015
213,213,"Josh Teater",11,80359,NA,"MoneyLeaders",2015
214,214,"Trevor Immelman",19,74660,NA,"MoneyLeaders",2015
215,215,"Mike Weir",18,72800,NA,"MoneyLeaders",2015
216,216,"Tommy Gainey",9,70137,NA,"MoneyLeaders",2015
217,217,"Troy Kelly",9,67547,NA,"MoneyLeaders",2015
218,218,"Jarrod Lyle",10,66145,NA,"MoneyLeaders",2015
219,219,"Arjun Atwal",7,63909,NA,"MoneyLeaders",2015
220,220,"Ben Curtis",14,59018,NA,"MoneyLeaders",2015
221,221,"Glen Day",8,54909,NA,"MoneyLeaders",2015
222,222,"YE Yang",4,50024,NA,"MoneyLeaders",2015
223,223,"Matt Bettencourt",8,46505,NA,"MoneyLeaders",2015
224,224,"Lee Janzen",4,43500,NA,"MoneyLeaders",2015
225,225,"Troy Matteson",9,42450,NA,"MoneyLeaders",2015
226,226,"Justin Hicks",14,42171,NA,"MoneyLeaders",2015
227,227,"Kevin Stadler",5,42160,NA,"MoneyLeaders",2015
228,228,"Charlie Wi",9,39480,NA,"MoneyLeaders",2015
229,229,"Dicky Pride",5,39414,NA,"MoneyLeaders",2015
230,230,"Harrison Frazar",7,37550,NA,"MoneyLeaders",2015
231,231,"DJ Trahan",5,36855,NA,"MoneyLeaders",2015
232,232,"David Duval",6,36839,NA,"MoneyLeaders",2015
233,233,"Cameron Beckman",8,32995,NA,"MoneyLeaders",2015
234,234,"Joe Affrunti",4,31480,NA,"MoneyLeaders",2015
235,235,"Duffy Waldorf",2,29944,NA,"MoneyLeaders",2015
236,236,"Dudley Hart",8,29013,NA,"MoneyLeaders",2015
237,237,"Benjamin Alvarado",8,28800,NA,"MoneyLeaders",2015
238,238,"Woody Austin",11,27774,NA,"MoneyLeaders",2015
239,239,"Richard Sterne",18,27690,NA,"MoneyLeaders",2015
240,240,"Scott Verplank",13,25683,NA,"MoneyLeaders",2015
241,241,"Bernhard Langer",3,22082,NA,"MoneyLeaders",2015
242,242,"Billy Mayfair",6,19710,NA,"MoneyLeaders",2015
243,243,"Michael Bradley",4,18736,NA,"MoneyLeaders",2015
244,244,"Shaun Micheel",5,16321,NA,"MoneyLeaders",2015
245,245,"Chris Riley",2,14216,NA,"MoneyLeaders",2015
246,246,"Brandt Jobe",6,12825,NA,"MoneyLeaders",2015
247,247,"Daniel Chopra",5,11700,NA,"MoneyLeaders",2015
248,248,"Tom Watson",3,11623,NA,"MoneyLeaders",2015
249,249,"Patrick Cantlay",1,11468,NA,"MoneyLeaders",2015
250,250,"Scott McCarron",7,8880,NA,"MoneyLeaders",2015
251,251,"Garrett Willis",1,8708,NA,"MoneyLeaders",2015
252,252,"Kent Jones",2,7626,NA,"MoneyLeaders",2015
253,253,"Stephen Ames",1,7613,NA,"MoneyLeaders",2015
254,254,"Parker McLachlin",2,7560,NA,"MoneyLeaders",2015
255,255,"Steve Lowery",3,6650,NA,"MoneyLeaders",2015
256,256,"Len Mattiace",6,6479,NA,"MoneyLeaders",2015
257,257,"Ted Purdy",3,6386,NA,"MoneyLeaders",2015
258,258,"Guy Boros",2,6270,NA,"MoneyLeaders",2015
259,259,"Tim Herron",7,5820,NA,"MoneyLeaders",2015
