"Scrambling_RANKTHISWEEK_2007","Scrambling_RANKLASTWEEK_2007","Scrambling_PLAYERNAME_2007","Scrambling_ROUNDS_2007","Scrambling_Pct_2007","Scrambling_PARORBETTER_2007","Scrambling_MISSEDGIR_2007","stat_name","year"
50,50,"Stephen Leaney",82,59.44,277,466,"Scrambling",2007
51,51,"Ian Poulter",63,59.42,246,414,"Scrambling",2007
52,52,"Dean Wilson",92,59.31,360,607,"Scrambling",2007
53,53,"Phil Mickelson",73,59.15,265,448,"Scrambling",2007
54,54,"Charlie Wi",90,59.1,315,533,"Scrambling",2007
55,55,"Steve Marino",106,59.07,368,623,"Scrambling",2007
56,56,"Parker McLachlin",83,59,331,561,"Scrambling",2007
56,56,"John Rollins",102,59,390,661,"Scrambling",2007
58,58,"Kenny Perry",83,58.97,286,485,"Scrambling",2007
59,59,"Bart Bryant",87,58.93,307,521,"Scrambling",2007
60,60,"JP Hayes",89,58.92,350,594,"Scrambling",2007
61,61,"Vijay Singh",102,58.88,358,608,"Scrambling",2007
62,62,"Glen Day",85,58.85,306,520,"Scrambling",2007
63,63,"DJ Trahan",99,58.74,346,589,"Scrambling",2007
64,64,"Shigeki Maruyama",84,58.66,342,583,"Scrambling",2007
65,65,"Cliff Kresge",107,58.62,398,679,"Scrambling",2007
66,66,"Lucas Glover",98,58.57,345,589,"Scrambling",2007
66,66,"David Toms",80,58.57,294,502,"Scrambling",2007
68,68,"Stephen Ames",81,58.49,279,477,"Scrambling",2007
69,69,"Jonathan Byrd",73,58.46,280,479,"Scrambling",2007
70,70,"Mike Weir",82,58.44,315,539,"Scrambling",2007
71,71,"Stuart Appleby",74,58.42,295,505,"Scrambling",2007
72,72,"Jason Gore",86,58.35,311,533,"Scrambling",2007
73,73,"Michael Boyd",61,58.31,221,379,"Scrambling",2007
74,74,"Billy Mayfair",98,58.26,328,563,"Scrambling",2007
74,74,"George McNeill",95,58.26,349,599,"Scrambling",2007
76,76,"Rod Pampling",92,58.23,329,565,"Scrambling",2007
77,77,"Jaco Van Zyl",51,58.18,185,318,"Scrambling",2007
78,78,"Jerry Kelly",101,58.14,357,614,"Scrambling",2007
79,79,"Bob Heintz",85,58.1,312,537,"Scrambling",2007
79,79,"Anthony Kim",93,58.1,337,580,"Scrambling",2007
81,81,"Jarrod Lyle",77,58.06,270,465,"Scrambling",2007
82,82,"Steve Flesch",100,58.05,357,615,"Scrambling",2007
83,83,"Brian Bateman",55,58.03,206,355,"Scrambling",2007
84,84,"Sergio Garcia",68,57.96,244,421,"Scrambling",2007
85,85,"Mark Hensby",81,57.87,309,534,"Scrambling",2007
86,86,"Kirk Triplett",77,57.86,276,477,"Scrambling",2007
87,87,"Ryan Moore",92,57.82,329,569,"Scrambling",2007
88,88,"Bill Haas",93,57.8,315,545,"Scrambling",2007
89,89,"Jay Williamson",50,57.76,175,303,"Scrambling",2007
90,90,"Mathew Goggin",97,57.72,314,544,"Scrambling",2007
91,91,"Andrew Buckle",77,57.71,292,506,"Scrambling",2007
91,91,"Nick Watney",87,57.71,303,525,"Scrambling",2007
93,93,"Carl Pettersson",111,57.68,413,716,"Scrambling",2007
94,94,"Tag Ridings",52,57.61,193,335,"Scrambling",2007
95,95,"Jeff Brehaut",59,57.54,206,358,"Scrambling",2007
96,96,"Freddie Jacobson",70,57.51,245,426,"Scrambling",2007
97,97,"Luke Donald",69,57.43,255,444,"Scrambling",2007
98,98,"Paul Goydos",60,57.31,247,431,"Scrambling",2007
98,98,"Camilo Villegas",82,57.31,290,506,"Scrambling",2007
100,100,"Shaun Micheel",91,57.25,308,538,"Scrambling",2007
101,101,"Kevin Sutherland",85,57.2,302,528,"Scrambling",2007
102,102,"Tom Byrum",50,57.14,172,301,"Scrambling",2007
103,103,"Jesper Parnevik",88,57.11,289,506,"Scrambling",2007
104,104,"Joe Ogilvie",102,57.1,386,676,"Scrambling",2007
105,105,"Bob Estes",88,56.95,332,583,"Scrambling",2007
106,106,"Bob Tway",103,56.92,370,650,"Scrambling",2007
107,107,"Stewart Cink",91,56.9,305,536,"Scrambling",2007
108,108,"Boo Weekley",101,56.88,339,596,"Scrambling",2007
109,109,"Tripp Isenhour",86,56.7,330,582,"Scrambling",2007
110,110,"Craig Barlow",52,56.68,174,307,"Scrambling",2007
111,111,"Geoff Ogilvy",84,56.6,296,523,"Scrambling",2007
112,112,"John Senden",97,56.56,293,518,"Scrambling",2007
113,113,"Bubba Watson",80,56.54,281,497,"Scrambling",2007
114,114,"Jim Rutledge",59,56.5,200,354,"Scrambling",2007
115,115,"Fred Funk",65,56.43,237,420,"Scrambling",2007
115,115,"Tim Herron",98,56.43,338,599,"Scrambling",2007
117,117,"Mark Calcavecchia",93,56.35,324,575,"Scrambling",2007
118,118,"Richard Johnson",93,56.3,326,579,"Scrambling",2007
118,118,"Jeff Maggert",79,56.3,268,476,"Scrambling",2007
120,120,"Nick OHern",72,56.26,274,487,"Scrambling",2007
121,121,"Troy Matteson",87,56.22,321,571,"Scrambling",2007
122,122,"Mathias Gronberg",95,56.18,341,607,"Scrambling",2007
123,123,"Trevor Immelman",74,56.16,237,422,"Scrambling",2007
124,124,"Chris Stroud",66,56.15,219,390,"Scrambling",2007
125,125,"Steve Lowery",74,56.12,252,449,"Scrambling",2007
126,126,"Chris Tidland",59,56.11,202,360,"Scrambling",2007
127,127,"Jason Dufner",100,55.96,352,629,"Scrambling",2007
128,128,"Will Ma Kenzie",100,55.83,340,609,"Scrambling",2007
129,129,"Kent Jones",97,55.81,322,577,"Scrambling",2007
130,130,"Rich Barcelo",80,55.79,289,518,"Scrambling",2007
131,131,"Tommy Armour III",81,55.74,233,418,"Scrambling",2007
132,132,"Cameron Beckman",96,55.71,278,499,"Scrambling",2007
133,133,"Charles Howell III",89,55.38,314,567,"Scrambling",2007
134,134,"Bryce Molder",56,55.33,218,394,"Scrambling",2007
135,135,"Ryan Palmer",91,55.31,328,593,"Scrambling",2007
136,136,"Ted Purdy",102,55.19,319,578,"Scrambling",2007
137,137,"Anders Hansen",55,55.13,188,341,"Scrambling",2007
138,138,"Steve Allan",63,55.08,206,374,"Scrambling",2007
139,139,"Eric Axley",107,55.03,410,745,"Scrambling",2007
140,140,"Lee Janzen",66,54.99,226,411,"Scrambling",2007
140,140,"Jose Maria Olazabal",52,54.99,226,411,"Scrambling",2007
142,142,"Rocco Mediate",72,54.95,250,455,"Scrambling",2007
143,143,"Jason Bohn",57,54.87,197,359,"Scrambling",2007
143,143,"Frank Lickliter II",95,54.87,327,596,"Scrambling",2007
145,145,"Hunter Mahan",91,54.8,297,542,"Scrambling",2007
146,146,"Paul Gow",70,54.76,236,431,"Scrambling",2007
146,146,"Jeff Quinney",95,54.76,322,588,"Scrambling",2007
148,148,"Steve Wheatcroft",73,54.73,243,444,"Scrambling",2007
149,149,"Daisuke Maruyama",86,54.63,283,518,"Scrambling",2007
150,150,"John Merrick",92,54.6,267,489,"Scrambling",2007
151,151,"Jeff Gove",103,54.43,301,553,"Scrambling",2007
152,152,"Ryan Armour",107,54.4,340,625,"Scrambling",2007
153,153,"Michael Allen",74,54.39,229,421,"Scrambling",2007
154,154,"Retief Goosen",50,54.37,193,355,"Scrambling",2007
154,154,"Vaughn Taylor",91,54.37,305,561,"Scrambling",2007
156,156,"Chris DiMarco",79,53.93,295,547,"Scrambling",2007
157,157,"Tom Johnson",74,53.91,248,460,"Scrambling",2007
157,157,"Charles Warren",101,53.91,310,575,"Scrambling",2007
159,159,"Duffy Waldorf",69,53.9,221,410,"Scrambling",2007
160,160,"Tom Lehman",62,53.8,191,355,"Scrambling",2007
161,161,"Paul Stankowski",52,53.77,171,318,"Scrambling",2007
162,162,"Chris Couch",76,53.36,262,491,"Scrambling",2007
163,163,"Robert Allenby",90,53.35,271,508,"Scrambling",2007
164,164,"Joey Sindelar",75,53.33,240,450,"Scrambling",2007
165,165,"Harrison Frazar",88,53.29,300,563,"Scrambling",2007
165,165,"Kyle Reifers",71,53.29,235,441,"Scrambling",2007
167,167,"Henrik Stenson",52,53.27,171,321,"Scrambling",2007
168,168,"Pat Perez",84,53.12,264,497,"Scrambling",2007
169,169,"Johnson Wagner",97,53.11,299,563,"Scrambling",2007
170,170,"Rich Beem",89,53.06,303,571,"Scrambling",2007
171,171,"Scott Gutschewski",67,52.96,224,423,"Scrambling",2007
172,172,"Joe Durant",88,52.94,261,493,"Scrambling",2007
173,173,"David Branshaw",83,52.75,278,527,"Scrambling",2007
174,174,"Davis Love III",66,52.73,222,421,"Scrambling",2007
175,175,"Charley Hoffman",97,52.71,331,628,"Scrambling",2007
176,176,"Ben Curtis",80,52.46,298,568,"Scrambling",2007
177,177,"Billy Andrade",88,52.35,290,554,"Scrambling",2007
178,178,"Bubba Dickerson",51,52.03,179,344,"Scrambling",2007
179,179,"Adam Scott",69,52.01,220,423,"Scrambling",2007
180,180,"Darron Stiles",65,51.98,197,379,"Scrambling",2007
181,181,"Greg Owen",81,51.88,235,453,"Scrambling",2007
182,182,"JB Holmes",71,51.82,228,440,"Scrambling",2007
183,183,"Robert Garrigus",95,51.77,292,564,"Scrambling",2007
184,184,"JJ Henry",86,51.76,264,510,"Scrambling",2007
185,185,"DJ Brigman",67,51.69,199,385,"Scrambling",2007
186,186,"Kevin Stadler",95,51.24,289,564,"Scrambling",2007
187,187,"Jeff Sluman",60,51.15,201,393,"Scrambling",2007
188,188,"Chad Campbell",96,51.11,300,587,"Scrambling",2007
189,189,"Todd Hamilton",76,50.76,299,589,"Scrambling",2007
190,190,"Brett Quigley",79,50.75,270,532,"Scrambling",2007
191,191,"Robert Gamez",88,50.68,262,517,"Scrambling",2007
192,192,"Brendon de Jonge",76,50.43,233,462,"Scrambling",2007
193,193,"Matt Hendrix",63,49.87,192,385,"Scrambling",2007
194,194,"Michael Putnam",96,49.08,268,546,"Scrambling",2007
195,195,"John Daly",59,48.91,201,411,"Scrambling",2007
196,196,"Brett Wetterich",88,48.86,258,528,"Scrambling",2007
