"Approachesfrominside100yardsRgh_RANKTHISWEEK_2006","Approachesfrominside100yardsRgh_RANKLASTWEEK_2006","Approachesfrominside100yardsRgh_PLAYERNAME_2006","Approachesfrominside100yardsRgh_ROUNDS_2006","Approachesfrominside100yardsRgh_AVG_2006","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2006","Approachesfrominside100yardsRgh_OFATTEMPTS_2006","Approachesfrominside100yardsRgh_RELATIVETOPAR_2006","stat_name","year"
39,39,"Lee Janzen",79,NA,695.75,31,12,"Approachesfrominside100yardsRgh",2006
41,41,"Sean OHair",100,NA,745.5,33,2,"Approachesfrominside100yardsRgh",2006
42,42,"Justin Rose",98,NA,729.583,32,-1,"Approachesfrominside100yardsRgh",2006
43,43,"Bob May",65,NA,823.667,36,4,"Approachesfrominside100yardsRgh",2006
44,44,"Doug Barron",74,NA,1266.25,55,15,"Approachesfrominside100yardsRgh",2006
44,44,"Bo Van Pelt",102,NA,1264.5,55,2,"Approachesfrominside100yardsRgh",2006
46,46,"Bernhard Langer",77,NA,415.75,18,3,"Approachesfrominside100yardsRgh",2006
47,47,"Shane Bertsch",104,NA,975.417,42,5,"Approachesfrominside100yardsRgh",2006
48,48,"Davis Love III",85,NA,776.5,33,15,"Approachesfrominside100yardsRgh",2006
49,49,"Steve Stricker",64,NA,495.75,21,1,"Approachesfrominside100yardsRgh",2006
50,50,"John Cook",67,NA,712.25,30,10,"Approachesfrominside100yardsRgh",2006
50,50,"Scott Gutschewski",53,NA,593.167,25,4,"Approachesfrominside100yardsRgh",2006
52,52,"Robert Allenby",79,NA,571.917,24,-5,"Approachesfrominside100yardsRgh",2006
53,53,"Steve Flesch",119,NA,1010.333,42,5,"Approachesfrominside100yardsRgh",2006
54,54,"Hidemichi Tanaka",74,NA,919.583,38,11,"Approachesfrominside100yardsRgh",2006
55,55,"John Huston",74,NA,849.667,35,4,"Approachesfrominside100yardsRgh",2006
56,56,"Mark Brooks",90,NA,875.833,36,1,"Approachesfrominside100yardsRgh",2006
56,56,"JB Holmes",81,NA,1510.417,62,3,"Approachesfrominside100yardsRgh",2006
56,56,"Hunter Mahan",98,NA,1191.667,49,7,"Approachesfrominside100yardsRgh",2006
59,59,"Greg Chalmers",71,NA,1073.333,44,8,"Approachesfrominside100yardsRgh",2006
59,59,"Jason Gore",86,NA,855.083,35,11,"Approachesfrominside100yardsRgh",2006
59,59,"Corey Pavin",74,NA,585.083,24,12,"Approachesfrominside100yardsRgh",2006
62,62,"John Daly",51,NA,884.083,36,5,"Approachesfrominside100yardsRgh",2006
63,63,"Ian Leggatt",80,NA,1136.083,46,14,"Approachesfrominside100yardsRgh",2006
64,64,"Jerry Kelly",100,NA,840.75,34,8,"Approachesfrominside100yardsRgh",2006
64,64,"Rory Sabbatini",84,NA,1062.5,43,8,"Approachesfrominside100yardsRgh",2006
64,64,"Joey Sindelar",90,NA,867,35,5,"Approachesfrominside100yardsRgh",2006
67,67,"Brent Geiberger",99,NA,720.25,29,11,"Approachesfrominside100yardsRgh",2006
67,67,"Ryan Hietala",61,NA,1017.25,41,1,"Approachesfrominside100yardsRgh",2006
67,67,"Stephen Leaney",84,NA,596,24,1,"Approachesfrominside100yardsRgh",2006
67,67,"Phil Mickelson",74,NA,1091.5,44,9,"Approachesfrominside100yardsRgh",2006
71,71,"Jeff Brehaut",100,NA,871.667,35,6,"Approachesfrominside100yardsRgh",2006
71,71,"Greg Kraft",79,NA,973.333,39,8,"Approachesfrominside100yardsRgh",2006
71,71,"Rod Pampling",89,NA,970.5,39,11,"Approachesfrominside100yardsRgh",2006
71,71,"Vijay Singh",103,NA,1671.167,67,8,"Approachesfrominside100yardsRgh",2006
75,75,"Kris Cox",83,NA,1078.5,43,5,"Approachesfrominside100yardsRgh",2006
76,76,"Shigeki Maruyama",94,NA,1181.333,47,8,"Approachesfrominside100yardsRgh",2006
76,76,"Ted Purdy",103,NA,956.667,38,5,"Approachesfrominside100yardsRgh",2006
78,78,"Bubba Dickerson",98,NA,1261.75,50,15,"Approachesfrominside100yardsRgh",2006
79,79,"Arjun Atwal",97,NA,862.5,34,18,"Approachesfrominside100yardsRgh",2006
79,79,"Steve Elkington",52,NA,710.25,28,1,"Approachesfrominside100yardsRgh",2006
79,79,"Jim Furyk",89,NA,431.25,17,0,"Approachesfrominside100yardsRgh",2006
79,79,"Brett Quigley",109,NA,1037.333,41,8,"Approachesfrominside100yardsRgh",2006
79,79,"Patrick Sheehan",104,NA,684.417,27,5,"Approachesfrominside100yardsRgh",2006
84,84,"Paul Azinger",87,NA,1117.583,44,3,"Approachesfrominside100yardsRgh",2006
84,84,"Chris DiMarco",83,NA,787.333,31,6,"Approachesfrominside100yardsRgh",2006
84,84,"Danny Ellis",68,NA,840.083,33,9,"Approachesfrominside100yardsRgh",2006
84,84,"Peter Lonard",77,NA,609.833,24,0,"Approachesfrominside100yardsRgh",2006
88,88,"Bart Bryant",87,NA,918.583,36,3,"Approachesfrominside100yardsRgh",2006
89,89,"Larry Mize",53,NA,435.083,17,6,"Approachesfrominside100yardsRgh",2006
89,89,"Jesper Parnevik",84,NA,1125.25,44,-3,"Approachesfrominside100yardsRgh",2006
89,89,"Heath Slocum",96,NA,997,39,7,"Approachesfrominside100yardsRgh",2006
92,92,"Fred Couples",52,NA,617,24,2,"Approachesfrominside100yardsRgh",2006
92,92,"Bubba Watson",83,NA,2010,78,9,"Approachesfrominside100yardsRgh",2006
94,94,"Daniel Chopra",110,NA,1238.167,48,3,"Approachesfrominside100yardsRgh",2006
94,94,"Will Ma Kenzie",91,NA,928.833,36,13,"Approachesfrominside100yardsRgh",2006
96,96,"Aaron Baddeley",78,NA,881.833,34,5,"Approachesfrominside100yardsRgh",2006
97,97,"Michael Allen",84,NA,1327,51,14,"Approachesfrominside100yardsRgh",2006
97,97,"Chad Campbell",91,NA,963.417,37,6,"Approachesfrominside100yardsRgh",2006
97,97,"Matt Hansen",68,NA,988.083,38,5,"Approachesfrominside100yardsRgh",2006
97,97,"Kent Jones",103,NA,986.917,38,6,"Approachesfrominside100yardsRgh",2006
97,97,"JL Lewis",57,NA,702.667,27,4,"Approachesfrominside100yardsRgh",2006
97,97,"Geoff Ogilvy",76,NA,780.583,30,3,"Approachesfrominside100yardsRgh",2006
103,103,"Kenny Perry",73,NA,887.333,34,5,"Approachesfrominside100yardsRgh",2006
104,104,"Mark OMeara",52,NA,758.25,29,-3,"Approachesfrominside100yardsRgh",2006
104,104,"Mike Sposa",68,NA,706,27,1,"Approachesfrominside100yardsRgh",2006
104,104,"Tjaart van der Walt",60,NA,653.417,25,6,"Approachesfrominside100yardsRgh",2006
104,104,"Scott Verplank",88,NA,681.083,26,6,"Approachesfrominside100yardsRgh",2006
108,108,"Mark Calcavecchia",94,NA,786.417,30,5,"Approachesfrominside100yardsRgh",2006
108,108,"Jason Schultz",77,NA,761.583,29,6,"Approachesfrominside100yardsRgh",2006
110,110,"Billy Andrade",78,NA,791.917,30,10,"Approachesfrominside100yardsRgh",2006
110,110,"David McKenzie",82,NA,978.667,37,5,"Approachesfrominside100yardsRgh",2006
112,112,"Ben Curtis",86,NA,635,24,8,"Approachesfrominside100yardsRgh",2006
112,112,"Joe Durant",101,NA,953,36,8,"Approachesfrominside100yardsRgh",2006
112,112,"Lucas Glover",105,NA,1138.167,43,6,"Approachesfrominside100yardsRgh",2006
112,112,"Retief Goosen",68,NA,846.917,32,10,"Approachesfrominside100yardsRgh",2006
116,116,"Jose Maria Olazabal",62,NA,505.167,19,1,"Approachesfrominside100yardsRgh",2006
117,117,"Nathan Green",108,NA,1065.667,40,3,"Approachesfrominside100yardsRgh",2006
117,117,"John Rollins",93,NA,772.333,29,5,"Approachesfrominside100yardsRgh",2006
119,119,"Tommy Armour III",65,NA,776.25,29,4,"Approachesfrominside100yardsRgh",2006
120,120,"David Branshaw",98,NA,1502.833,56,7,"Approachesfrominside100yardsRgh",2006
120,120,"Brett Wetterich",82,NA,1529.417,57,13,"Approachesfrominside100yardsRgh",2006
120,120,"Ron Whittaker",81,NA,617.583,23,5,"Approachesfrominside100yardsRgh",2006
123,123,"Stuart Appleby",83,NA,806.417,30,-1,"Approachesfrominside100yardsRgh",2006
123,123,"Charles Warren",93,NA,914.25,34,0,"Approachesfrominside100yardsRgh",2006
125,125,"Carl Pettersson",95,NA,1000.5,37,5,"Approachesfrominside100yardsRgh",2006
125,125,"Mark Wilson",79,NA,729.75,27,0,"Approachesfrominside100yardsRgh",2006
127,127,"Len Mattiace",59,NA,946.833,35,5,"Approachesfrominside100yardsRgh",2006
128,128,"Henrik Bjornstad",97,NA,1329.25,49,8,"Approachesfrominside100yardsRgh",2006
128,128,"Carlos Franco",86,NA,1168.5,43,4,"Approachesfrominside100yardsRgh",2006
128,128,"JJ Henry",96,NA,897.75,33,10,"Approachesfrominside100yardsRgh",2006
128,128,"Shaun Micheel",96,NA,652.5,24,6,"Approachesfrominside100yardsRgh",2006
132,132,"Troy Matteson",101,NA,1527.167,56,14,"Approachesfrominside100yardsRgh",2006
133,133,"Robert Gamez",94,NA,986.083,36,18,"Approachesfrominside100yardsRgh",2006
133,133,"Dudley Hart",83,NA,1040.25,38,7,"Approachesfrominside100yardsRgh",2006
133,133,"John Senden",96,NA,904.75,33,3,"Approachesfrominside100yardsRgh",2006
136,136,"Freddie Jacobson",56,NA,1071.917,39,12,"Approachesfrominside100yardsRgh",2006
137,137,"David Duval",71,NA,856.5,31,3,"Approachesfrominside100yardsRgh",2006
137,137,"Jimmy Walker",60,NA,1161.583,42,14,"Approachesfrominside100yardsRgh",2006
139,139,"Nicholas Thompson",96,NA,1443.917,52,7,"Approachesfrominside100yardsRgh",2006
140,140,"Todd Hamilton",72,NA,753.75,27,10,"Approachesfrominside100yardsRgh",2006
140,140,"Wes Short Jr",96,NA,1422.333,51,18,"Approachesfrominside100yardsRgh",2006
142,142,"Harrison Frazar",95,NA,1428.833,51,16,"Approachesfrominside100yardsRgh",2006
143,143,"Nick Watney",97,NA,786.25,28,-1,"Approachesfrominside100yardsRgh",2006
144,144,"Charley Hoffman",100,NA,1493.833,53,5,"Approachesfrominside100yardsRgh",2006
144,144,"Steve Jones",83,NA,620,22,9,"Approachesfrominside100yardsRgh",2006
144,144,"Tag Ridings",103,NA,1746.083,62,10,"Approachesfrominside100yardsRgh",2006
147,147,"Luke Donald",66,NA,509,18,7,"Approachesfrominside100yardsRgh",2006
147,147,"Bob Estes",85,NA,706,25,4,"Approachesfrominside100yardsRgh",2006
149,149,"Chris Couch",75,NA,1388.833,49,5,"Approachesfrominside100yardsRgh",2006
150,150,"Craig Barlow",77,NA,1277,45,9,"Approachesfrominside100yardsRgh",2006
150,150,"Tim Clark",80,NA,795.667,28,7,"Approachesfrominside100yardsRgh",2006
152,152,"John Engler Jr",69,NA,798.917,28,3,"Approachesfrominside100yardsRgh",2006
152,152,"Bill Haas",99,NA,1339.667,47,17,"Approachesfrominside100yardsRgh",2006
152,152,"Ryan Palmer",101,NA,998.083,35,11,"Approachesfrominside100yardsRgh",2006
152,152,"DJ Trahan",92,NA,969.083,34,11,"Approachesfrominside100yardsRgh",2006
156,156,"Ryuji Imada",105,NA,1428.75,50,12,"Approachesfrominside100yardsRgh",2006
157,157,"Roger Tambellini",64,NA,921,32,6,"Approachesfrominside100yardsRgh",2006
157,157,"Dean Wilson",115,NA,1034.167,36,7,"Approachesfrominside100yardsRgh",2006
159,159,"Ben Crane",85,NA,634.083,22,3,"Approachesfrominside100yardsRgh",2006
160,160,"Jeff Overton",95,NA,1848.083,64,8,"Approachesfrominside100yardsRgh",2006
161,161,"Mathias Gronberg",92,NA,1341.25,46,10,"Approachesfrominside100yardsRgh",2006
162,162,"Brad Faxon",78,NA,1168.333,40,6,"Approachesfrominside100yardsRgh",2006
162,162,"Charles Howell III",96,NA,1461.667,50,8,"Approachesfrominside100yardsRgh",2006
164,164,"Alex Aragon",63,NA,1322.583,45,10,"Approachesfrominside100yardsRgh",2006
165,165,"Vaughn Taylor",88,NA,855.083,29,4,"Approachesfrominside100yardsRgh",2006
166,166,"Olin Browne",108,NA,1276.083,43,8,"Approachesfrominside100yardsRgh",2006
166,166,"Billy Mayfair",94,NA,919.083,31,4,"Approachesfrominside100yardsRgh",2006
168,168,"Rich Beem",85,NA,982.667,33,10,"Approachesfrominside100yardsRgh",2006
169,169,"David Howell",52,NA,450.417,15,3,"Approachesfrominside100yardsRgh",2006
170,170,"Jeff Maggert",81,NA,871.917,29,18,"Approachesfrominside100yardsRgh",2006
171,171,"Bob Tway",81,NA,695.417,23,5,"Approachesfrominside100yardsRgh",2006
171,171,"Omar Uresti",61,NA,574.917,19,7,"Approachesfrominside100yardsRgh",2006
171,171,"Mike Weir",88,NA,938.417,31,6,"Approachesfrominside100yardsRgh",2006
174,174,"Jason Bohn",104,NA,1425.417,47,14,"Approachesfrominside100yardsRgh",2006
175,175,"Joe Ogilvie",95,NA,1465,48,14,"Approachesfrominside100yardsRgh",2006
176,176,"Robert Garrigus",85,NA,982.75,32,15,"Approachesfrominside100yardsRgh",2006
177,177,"Vance Veazey",59,NA,896.583,29,8,"Approachesfrominside100yardsRgh",2006
178,178,"Brian Bateman",69,NA,1056.083,34,9,"Approachesfrominside100yardsRgh",2006
179,179,"Arron Oberholser",82,NA,969.667,31,5,"Approachesfrominside100yardsRgh",2006
179,179,"Camilo Villegas",95,NA,1407.167,45,10,"Approachesfrominside100yardsRgh",2006
181,181,"James Driscoll",80,NA,1760,56,11,"Approachesfrominside100yardsRgh",2006
182,182,"Duffy Waldorf",96,NA,1042.75,33,7,"Approachesfrominside100yardsRgh",2006
183,183,"Alex Cejka",93,NA,1330.5,42,1,"Approachesfrominside100yardsRgh",2006
184,184,"Chris Smith",67,NA,1016,32,3,"Approachesfrominside100yardsRgh",2006
185,185,"Jeff Gove",91,NA,1112.833,35,8,"Approachesfrominside100yardsRgh",2006
186,186,"Robert Damron",91,NA,1283.75,40,9,"Approachesfrominside100yardsRgh",2006
187,187,"DA Points",82,NA,1001.417,31,8,"Approachesfrominside100yardsRgh",2006
188,188,"Tim Petrovic",95,NA,1298.083,40,9,"Approachesfrominside100yardsRgh",2006
189,189,"Steve Lowery",99,NA,1429.5,44,14,"Approachesfrominside100yardsRgh",2006
189,189,"Ryan Moore",68,NA,974.917,30,18,"Approachesfrominside100yardsRgh",2006
191,191,"KJ Choi",93,NA,724.75,22,4,"Approachesfrominside100yardsRgh",2006
192,192,"Brandt Jobe",91,NA,798.083,24,6,"Approachesfrominside100yardsRgh",2006
193,193,"Jon Mills",68,NA,1064,31,6,"Approachesfrominside100yardsRgh",2006
194,194,"Ernie Els",69,NA,842.5,24,1,"Approachesfrominside100yardsRgh",2006
195,195,"Kevin Sutherland",100,NA,1757,48,19,"Approachesfrominside100yardsRgh",2006
196,196,"Mathew Goggin",72,NA,881,21,17,"Approachesfrominside100yardsRgh",2006
