"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2012","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2012","ProximitytoHolefromOtherLocations_PLAYERNAME_2012","ProximitytoHolefromOtherLocations_ROUNDS_2012","ProximitytoHolefromOtherLocations_AVGDTP_2012","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2012","ProximitytoHolefromOtherLocations_OFSHOTS_2012","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2012","stat_name","year"
1,1,"Jason Dufner",83,NA,6.849,111,8,"ProximitytoHolefromOtherLocations",2012
2,2,"Phil Mickelson",79,NA,7.23,114,16,"ProximitytoHolefromOtherLocations",2012
3,3,"Justin Rose",69,NA,4.896,74,12,"ProximitytoHolefromOtherLocations",2012
3,3,"Brandt Snedeker",81,NA,6.465,98,10,"ProximitytoHolefromOtherLocations",2012
3,3,"Charlie Wi",86,NA,8.543,129,45,"ProximitytoHolefromOtherLocations",2012
6,6,"Freddie Jacobson",61,NA,5.189,78,92,"ProximitytoHolefromOtherLocations",2012
7,7,"Pat Perez",81,NA,7.366,109,14,"ProximitytoHolefromOtherLocations",2012
8,8,"Greg Chalmers",88,NA,11.041,161,11,"ProximitytoHolefromOtherLocations",2012
8,8,"Matt Every",80,NA,7.901,114,67,"ProximitytoHolefromOtherLocations",2012
10,10,"Bob Estes",78,NA,9.666,137,25,"ProximitytoHolefromOtherLocations",2012
10,10,"Dustin Johnson",70,NA,4.87,69,32,"ProximitytoHolefromOtherLocations",2012
10,10,"Kevin Kisner",69,NA,9.866,139,40,"ProximitytoHolefromOtherLocations",2012
10,10,"Steve Stricker",73,NA,4.807,68,34,"ProximitytoHolefromOtherLocations",2012
14,14,"Jim Furyk",85,NA,6.843,95,3,"ProximitytoHolefromOtherLocations",2012
14,14,"Matt Kuchar",86,NA,8.594,119,7,"ProximitytoHolefromOtherLocations",2012
14,14,"Ian Poulter",57,NA,5.314,74,2,"ProximitytoHolefromOtherLocations",2012
17,17,"Kevin Chappell",91,NA,10.759,147,83,"ProximitytoHolefromOtherLocations",2012
17,17,"Trevor Immelman",76,NA,8.067,110,109,"ProximitytoHolefromOtherLocations",2012
17,17,"Marc Leishman",84,NA,10.866,148,74,"ProximitytoHolefromOtherLocations",2012
17,17,"Carl Pettersson",92,NA,9.457,130,30,"ProximitytoHolefromOtherLocations",2012
21,21,"Roberto Castro",92,NA,10.965,149,62,"ProximitytoHolefromOtherLocations",2012
21,21,"JJ Henry",93,NA,9.628,130,89,"ProximitytoHolefromOtherLocations",2012
21,21,"Justin Leonard",79,NA,11.468,154,44,"ProximitytoHolefromOtherLocations",2012
24,24,"Kris Blanks",65,NA,9.845,132,149,"ProximitytoHolefromOtherLocations",2012
24,24,"Chad Campbell",84,NA,10.15,135,145,"ProximitytoHolefromOtherLocations",2012
24,24,"Brian Davis",91,NA,12.215,162,51,"ProximitytoHolefromOtherLocations",2012
24,24,"Rickie Fowler",84,NA,8.076,107,106,"ProximitytoHolefromOtherLocations",2012
24,24,"Mathew Goggin",65,NA,9.554,127,105,"ProximitytoHolefromOtherLocations",2012
24,24,"Ryuji Imada",78,NA,12.346,164,74,"ProximitytoHolefromOtherLocations",2012
24,24,"Danny Lee",74,NA,10.098,135,108,"ProximitytoHolefromOtherLocations",2012
24,24,"Bill Lunde",83,NA,10.446,140,54,"ProximitytoHolefromOtherLocations",2012
24,24,"Chris Stroud",86,NA,11.778,158,18,"ProximitytoHolefromOtherLocations",2012
24,24,"Josh Teater",97,NA,12.294,165,119,"ProximitytoHolefromOtherLocations",2012
24,24,"Steve Wheatcroft",56,NA,6.723,90,101,"ProximitytoHolefromOtherLocations",2012
35,35,"Sergio Garcia",57,NA,4.275,56,69,"ProximitytoHolefromOtherLocations",2012
35,35,"Padraig Harrington",67,NA,6.192,82,39,"ProximitytoHolefromOtherLocations",2012
35,35,"JB Holmes",90,NA,12.993,171,125,"ProximitytoHolefromOtherLocations",2012
35,35,"Troy Kelly",68,NA,9.822,129,46,"ProximitytoHolefromOtherLocations",2012
35,35,"Sean OHair",84,NA,11.883,156,121,"ProximitytoHolefromOtherLocations",2012
35,35,"Webb Simpson",77,NA,7.883,104,56,"ProximitytoHolefromOtherLocations",2012
41,41,"Ricky Barnes",92,NA,10.706,139,148,"ProximitytoHolefromOtherLocations",2012
41,41,"Jonas Blixt",72,NA,10.062,130,16,"ProximitytoHolefromOtherLocations",2012
41,41,"Angel Cabrera",54,NA,6.446,84,188,"ProximitytoHolefromOtherLocations",2012
41,41,"Brian Harman",101,NA,12.677,164,49,"ProximitytoHolefromOtherLocations",2012
41,41,"JJ Killeen",101,NA,14.102,183,28,"ProximitytoHolefromOtherLocations",2012
41,41,"Chris Kirk",93,NA,12.01,155,71,"ProximitytoHolefromOtherLocations",2012
41,41,"Charl Schwartzel",56,NA,4.235,55,50,"ProximitytoHolefromOtherLocations",2012
48,48,"Bill Haas",79,NA,9.881,126,27,"ProximitytoHolefromOtherLocations",2012
48,48,"David Hearn",95,NA,12.854,165,23,"ProximitytoHolefromOtherLocations",2012
48,48,"Seung Yul Noh",105,NA,12.621,162,80,"ProximitytoHolefromOtherLocations",2012
48,48,"Geoff Ogilvy",73,NA,5.824,75,6,"ProximitytoHolefromOtherLocations",2012
48,48,"Bo Van Pelt",84,NA,7.914,101,130,"ProximitytoHolefromOtherLocations",2012
48,48,"Mark Wilson",84,NA,9.243,118,84,"ProximitytoHolefromOtherLocations",2012
54,54,"Arjun Atwal",79,NA,10.128,129,137,"ProximitytoHolefromOtherLocations",2012
54,54,"Ken Duke",104,NA,14.583,184,26,"ProximitytoHolefromOtherLocations",2012
54,54,"Brian Gay",91,NA,11.964,151,1,"ProximitytoHolefromOtherLocations",2012
54,54,"Charles Howell III",98,NA,11.645,148,118,"ProximitytoHolefromOtherLocations",2012
54,54,"Sung Kang",75,NA,12.386,156,144,"ProximitytoHolefromOtherLocations",2012
54,54,"Graeme McDowell",55,NA,4.588,58,177,"ProximitytoHolefromOtherLocations",2012
54,54,"William McGirt",96,NA,11.383,145,59,"ProximitytoHolefromOtherLocations",2012
54,54,"Vaughn Taylor",81,NA,10.06,128,116,"ProximitytoHolefromOtherLocations",2012
62,62,"Cameron Beckman",81,NA,10.511,132,170,"ProximitytoHolefromOtherLocations",2012
62,62,"Hunter Haas",69,NA,11.104,138,142,"ProximitytoHolefromOtherLocations",2012
62,62,"Tim Herron",88,NA,10.923,137,99,"ProximitytoHolefromOtherLocations",2012
62,62,"Kevin Na",80,NA,9.943,125,21,"ProximitytoHolefromOtherLocations",2012
