"Par4BirdieorBetterLeaders_RANKTHISWEEK_2014","Par4BirdieorBetterLeaders_RANKLASTWEEK_2014","Par4BirdieorBetterLeaders_PLAYERNAME_2014","Par4BirdieorBetterLeaders_ROUNDS_2014","Par4BirdieorBetterLeaders_Pct_2014","Par4BirdieorBetterLeaders_PAR4BIRDIESORBETTER_2014","Par4BirdieorBetterLeaders_PAR4HOLES_2014","stat_name","year"
1,1,"Rory McIlroy",66,22.69,157,692,"Par4BirdieorBetterLeaders",2014
2,2,"Bubba Watson",76,19.52,155,794,"Par4BirdieorBetterLeaders",2014
3,3,"Ryan Palmer",85,19.25,179,930,"Par4BirdieorBetterLeaders",2014
4,4,"Adam Scott",68,19.15,144,752,"Par4BirdieorBetterLeaders",2014
5,5,"David Toms",64,19.03,130,683,"Par4BirdieorBetterLeaders",2014
6,6,"Lee Westwood",57,18.73,112,598,"Par4BirdieorBetterLeaders",2014
7,7,"Matt Kuchar",91,18.56,180,970,"Par4BirdieorBetterLeaders",2014
8,8,"Sergio Garcia",61,18.55,118,636,"Par4BirdieorBetterLeaders",2014
9,9,"Robert Streb",75,18.49,144,779,"Par4BirdieorBetterLeaders",2014
10,10,"Jimmy Walker",98,18.47,193,1045,"Par4BirdieorBetterLeaders",2014
11,11,"Kevin Chappell",100,18.46,190,1029,"Par4BirdieorBetterLeaders",2014
12,12,"Ryan Moore",86,18.28,166,908,"Par4BirdieorBetterLeaders",2014
13,13,"Jerry Kelly",80,18.25,159,871,"Par4BirdieorBetterLeaders",2014
14,14,"Camilo Villegas",95,18.24,189,1036,"Par4BirdieorBetterLeaders",2014
15,15,"Charley Hoffman",93,18.2,180,989,"Par4BirdieorBetterLeaders",2014
16,16,"Jordan Spieth",102,18.16,192,1057,"Par4BirdieorBetterLeaders",2014
17,17,"George McNeill",79,18.14,156,860,"Par4BirdieorBetterLeaders",2014
18,18,"Angel Cabrera",69,18.13,138,761,"Par4BirdieorBetterLeaders",2014
19,19,"Graeme McDowell",66,18.11,123,679,"Par4BirdieorBetterLeaders",2014
20,20,"Charles Howell III",106,18.06,208,1152,"Par4BirdieorBetterLeaders",2014
20,20,"Kevin Streelman",79,18.06,151,836,"Par4BirdieorBetterLeaders",2014
22,22,"Dustin Johnson",58,18.04,112,621,"Par4BirdieorBetterLeaders",2014
22,22,"Jason Kokrak",65,18.04,125,693,"Par4BirdieorBetterLeaders",2014
24,24,"JB Holmes",86,17.92,165,921,"Par4BirdieorBetterLeaders",2014
25,25,"Andrew Loupe",65,17.89,119,665,"Par4BirdieorBetterLeaders",2014
26,26,"Justin Rose",70,17.82,129,724,"Par4BirdieorBetterLeaders",2014
27,27,"Chris Stroud",88,17.81,171,960,"Par4BirdieorBetterLeaders",2014
28,28,"Graham DeLaet",80,17.76,152,856,"Par4BirdieorBetterLeaders",2014
29,29,"Brooks Koepka",56,17.75,109,614,"Par4BirdieorBetterLeaders",2014
30,30,"Jeff Overton",80,17.67,147,832,"Par4BirdieorBetterLeaders",2014
31,31,"Keegan Bradley",89,17.65,167,946,"Par4BirdieorBetterLeaders",2014
32,32,"Martin Kaymer",65,17.57,123,700,"Par4BirdieorBetterLeaders",2014
33,33,"Hideki Matsuyama",82,17.55,153,872,"Par4BirdieorBetterLeaders",2014
34,34,"Paul Casey",56,17.48,107,612,"Par4BirdieorBetterLeaders",2014
34,34,"Gary Woodland",93,17.48,172,984,"Par4BirdieorBetterLeaders",2014
36,36,"David Lingmerth",80,17.44,143,820,"Par4BirdieorBetterLeaders",2014
37,37,"Andres Romero",81,17.42,147,844,"Par4BirdieorBetterLeaders",2014
38,38,"Brian Stuard",91,17.39,165,949,"Par4BirdieorBetterLeaders",2014
39,39,"Carl Pettersson",91,17.37,174,1002,"Par4BirdieorBetterLeaders",2014
40,40,"Robert Garrigus",80,17.35,149,859,"Par4BirdieorBetterLeaders",2014
40,40,"Luke Guthrie",85,17.35,161,928,"Par4BirdieorBetterLeaders",2014
42,42,"Stuart Appleby",92,17.24,169,980,"Par4BirdieorBetterLeaders",2014
42,42,"Henrik Stenson",56,17.24,100,580,"Par4BirdieorBetterLeaders",2014
44,44,"Sangmoon Bae",76,17.18,140,815,"Par4BirdieorBetterLeaders",2014
44,44,"Rickie Fowler",91,17.18,157,914,"Par4BirdieorBetterLeaders",2014
46,46,"Michael Thompson",74,17.15,135,787,"Par4BirdieorBetterLeaders",2014
47,47,"Brendan Steele",89,17.09,155,907,"Par4BirdieorBetterLeaders",2014
48,48,"Chesson Hadley",84,17.07,155,908,"Par4BirdieorBetterLeaders",2014
48,48,"Morgan Hoffmann",103,17.07,185,1084,"Par4BirdieorBetterLeaders",2014
50,50,"Phil Mickelson",71,17.06,129,756,"Par4BirdieorBetterLeaders",2014
50,50,"Charl Schwartzel",64,17.06,116,680,"Par4BirdieorBetterLeaders",2014
50,50,"Webb Simpson",87,17.06,158,926,"Par4BirdieorBetterLeaders",2014
53,53,"Ian Poulter",57,17,102,600,"Par4BirdieorBetterLeaders",2014
54,54,"Ryo Ishikawa",75,16.96,135,796,"Par4BirdieorBetterLeaders",2014
55,55,"Brian Harman",111,16.9,206,1219,"Par4BirdieorBetterLeaders",2014
55,55,"Freddie Jacobson",91,16.9,166,982,"Par4BirdieorBetterLeaders",2014
55,55,"Kevin Kisner",85,16.9,156,923,"Par4BirdieorBetterLeaders",2014
58,58,"Scott Langley",95,16.82,170,1011,"Par4BirdieorBetterLeaders",2014
59,59,"Kevin Na",94,16.81,171,1017,"Par4BirdieorBetterLeaders",2014
60,60,"Chris Kirk",105,16.77,191,1139,"Par4BirdieorBetterLeaders",2014
61,61,"Russell Knox",92,16.72,167,999,"Par4BirdieorBetterLeaders",2014
61,61,"Will Ma Kenzie",82,16.72,147,879,"Par4BirdieorBetterLeaders",2014
63,63,"Jason Dufner",57,16.67,97,582,"Par4BirdieorBetterLeaders",2014
64,64,"Danny Lee",84,16.57,145,875,"Par4BirdieorBetterLeaders",2014
65,65,"Harris English",95,16.53,167,1010,"Par4BirdieorBetterLeaders",2014
66,66,"Patrick Reed",92,16.48,163,989,"Par4BirdieorBetterLeaders",2014
67,67,"Bill Haas",107,16.42,185,1127,"Par4BirdieorBetterLeaders",2014
68,68,"Marc Leishman",81,16.4,143,872,"Par4BirdieorBetterLeaders",2014
69,69,"Greg Chalmers",85,16.38,144,879,"Par4BirdieorBetterLeaders",2014
70,70,"Geoff Ogilvy",84,16.36,142,868,"Par4BirdieorBetterLeaders",2014
71,71,"Ben Crane",81,16.35,145,887,"Par4BirdieorBetterLeaders",2014
71,71,"Seung Yul Noh",92,16.35,164,1003,"Par4BirdieorBetterLeaders",2014
73,73,"Jim Furyk",84,16.34,141,863,"Par4BirdieorBetterLeaders",2014
73,73,"Brendon Todd",108,16.34,193,1181,"Par4BirdieorBetterLeaders",2014
75,75,"Hunter Mahan",88,16.32,150,919,"Par4BirdieorBetterLeaders",2014
76,76,"Bud Cauley",56,16.31,100,613,"Par4BirdieorBetterLeaders",2014
77,77,"Tim Clark",75,16.29,137,841,"Par4BirdieorBetterLeaders",2014
78,78,"Jason Day",54,16.25,85,523,"Par4BirdieorBetterLeaders",2014
79,79,"Justin Hicks",103,16.18,173,1069,"Par4BirdieorBetterLeaders",2014
80,80,"Billy Horschel",92,16.15,156,966,"Par4BirdieorBetterLeaders",2014
81,81,"Kevin Stadler",90,16.1,155,963,"Par4BirdieorBetterLeaders",2014
82,82,"Charlie Beljan",76,16.09,126,783,"Par4BirdieorBetterLeaders",2014
83,83,"Louis Oosthuizen",50,16.06,80,498,"Par4BirdieorBetterLeaders",2014
84,84,"Ben Curtis",77,16.04,127,792,"Par4BirdieorBetterLeaders",2014
85,85,"Tommy Gainey",73,16.03,121,755,"Par4BirdieorBetterLeaders",2014
86,86,"Matt Every",85,16.02,148,924,"Par4BirdieorBetterLeaders",2014
87,87,"David Hearn",97,16,167,1044,"Par4BirdieorBetterLeaders",2014
88,88,"Russell Henley",92,15.99,161,1007,"Par4BirdieorBetterLeaders",2014
89,89,"Troy Merritt",62,15.97,110,689,"Par4BirdieorBetterLeaders",2014
90,90,"Jason Bohn",81,15.96,140,877,"Par4BirdieorBetterLeaders",2014
91,91,"Zach Johnson",97,15.94,169,1060,"Par4BirdieorBetterLeaders",2014
92,92,"Ben Martin",80,15.91,136,855,"Par4BirdieorBetterLeaders",2014
93,93,"Erik Compton",88,15.89,151,950,"Par4BirdieorBetterLeaders",2014
93,93,"Gonzalo Fdez Castano",83,15.89,143,900,"Par4BirdieorBetterLeaders",2014
95,95,"Brian Gay",81,15.85,136,858,"Par4BirdieorBetterLeaders",2014
96,96,"Scott Brown",100,15.83,171,1080,"Par4BirdieorBetterLeaders",2014
97,97,"William McGirt",96,15.8,167,1057,"Par4BirdieorBetterLeaders",2014
98,98,"Jonathan Byrd",76,15.77,123,780,"Par4BirdieorBetterLeaders",2014
98,98,"Martin Laird",66,15.77,105,666,"Par4BirdieorBetterLeaders",2014
100,100,"Nick Watney",80,15.66,127,811,"Par4BirdieorBetterLeaders",2014
101,101,"Jonas Blixt",64,15.65,103,658,"Par4BirdieorBetterLeaders",2014
101,101,"KJ Choi",80,15.65,134,856,"Par4BirdieorBetterLeaders",2014
103,103,"Daniel Summerhays",98,15.6,164,1051,"Par4BirdieorBetterLeaders",2014
104,104,"Brandt Snedeker",89,15.58,146,937,"Par4BirdieorBetterLeaders",2014
104,104,"Andrew Svoboda",77,15.58,131,841,"Par4BirdieorBetterLeaders",2014
106,106,"Ricky Barnes",92,15.53,150,966,"Par4BirdieorBetterLeaders",2014
106,106,"Martin Flores",85,15.53,141,908,"Par4BirdieorBetterLeaders",2014
106,106,"John Merrick",87,15.53,137,882,"Par4BirdieorBetterLeaders",2014
109,109,"Rory Sabbatini",82,15.49,129,833,"Par4BirdieorBetterLeaders",2014
110,110,"Brendon de Jonge",109,15.48,184,1189,"Par4BirdieorBetterLeaders",2014
111,111,"Wes Roach",67,15.47,106,685,"Par4BirdieorBetterLeaders",2014
112,112,"Pat Perez",84,15.44,138,894,"Par4BirdieorBetterLeaders",2014
113,113,"Ken Duke",80,15.42,132,856,"Par4BirdieorBetterLeaders",2014
114,114,"Jim Herman",62,15.34,96,626,"Par4BirdieorBetterLeaders",2014
115,115,"Davis Love III",74,15.32,119,777,"Par4BirdieorBetterLeaders",2014
116,116,"Troy Matteson",62,15.23,97,637,"Par4BirdieorBetterLeaders",2014
117,117,"Steven Bowditch",93,15.19,154,1014,"Par4BirdieorBetterLeaders",2014
118,118,"Shawn Stefani",60,15.15,100,660,"Par4BirdieorBetterLeaders",2014
118,118,"Bo Van Pelt",83,15.15,135,891,"Par4BirdieorBetterLeaders",2014
120,120,"Brian Davis",93,15.14,152,1004,"Par4BirdieorBetterLeaders",2014
121,121,"Jamie Lovemark",64,15.07,99,657,"Par4BirdieorBetterLeaders",2014
122,122,"Spencer Levin",59,15.04,97,645,"Par4BirdieorBetterLeaders",2014
123,123,"Heath Slocum",71,15.01,116,773,"Par4BirdieorBetterLeaders",2014
124,124,"Chad Campbell",57,14.99,88,587,"Par4BirdieorBetterLeaders",2014
125,125,"Boo Weekley",73,14.9,118,792,"Par4BirdieorBetterLeaders",2014
125,125,"Charlie Wi",72,14.9,114,765,"Par4BirdieorBetterLeaders",2014
127,127,"Chad Collins",78,14.88,119,800,"Par4BirdieorBetterLeaders",2014
127,127,"Retief Goosen",94,14.88,146,981,"Par4BirdieorBetterLeaders",2014
129,129,"Jim Renner",61,14.86,96,646,"Par4BirdieorBetterLeaders",2014
130,130,"Aaron Baddeley",74,14.76,115,779,"Par4BirdieorBetterLeaders",2014
131,131,"Matt Jones",83,14.75,131,888,"Par4BirdieorBetterLeaders",2014
132,132,"Michael Putnam",106,14.63,162,1107,"Par4BirdieorBetterLeaders",2014
132,132,"Jhonattan Vegas",77,14.63,120,820,"Par4BirdieorBetterLeaders",2014
134,134,"Billy Hurley III",86,14.6,139,952,"Par4BirdieorBetterLeaders",2014
135,135,"Bryce Molder",77,14.56,114,783,"Par4BirdieorBetterLeaders",2014
136,136,"Tyrone Van Aswegen",79,14.5,124,855,"Par4BirdieorBetterLeaders",2014
137,137,"Vijay Singh",83,14.49,132,911,"Par4BirdieorBetterLeaders",2014
138,138,"Luke Donald",57,14.48,86,594,"Par4BirdieorBetterLeaders",2014
138,138,"Brad Fritsch",50,14.48,76,525,"Par4BirdieorBetterLeaders",2014
138,138,"JJ Henry",91,14.48,138,953,"Par4BirdieorBetterLeaders",2014
141,141,"Ernie Els",85,14.47,123,850,"Par4BirdieorBetterLeaders",2014
142,142,"Bronson La Cassie",51,14.46,73,505,"Par4BirdieorBetterLeaders",2014
143,143,"Cameron Tringale",111,14.41,172,1194,"Par4BirdieorBetterLeaders",2014
144,144,"John Huh",87,14.4,130,903,"Par4BirdieorBetterLeaders",2014
145,145,"Brice Garnett",92,14.37,139,967,"Par4BirdieorBetterLeaders",2014
146,146,"Stewart Cink",91,14.36,140,975,"Par4BirdieorBetterLeaders",2014
147,147,"John Senden",99,14.34,155,1081,"Par4BirdieorBetterLeaders",2014
148,148,"Hudson Swafford",75,14.21,111,781,"Par4BirdieorBetterLeaders",2014
149,149,"John Rollins",84,14.19,124,874,"Par4BirdieorBetterLeaders",2014
150,150,"Scott Stallings",77,14.13,115,814,"Par4BirdieorBetterLeaders",2014
151,151,"Will Wilcox",51,14.1,76,539,"Par4BirdieorBetterLeaders",2014
152,152,"Kyle Stanley",87,14.06,127,903,"Par4BirdieorBetterLeaders",2014
152,152,"Josh Teater",90,14.06,134,953,"Par4BirdieorBetterLeaders",2014
154,154,"Robert Allenby",83,14.04,125,890,"Par4BirdieorBetterLeaders",2014
154,154,"Nicholas Thompson",85,14.04,122,869,"Par4BirdieorBetterLeaders",2014
156,156,"Lucas Glover",68,14.02,98,699,"Par4BirdieorBetterLeaders",2014
156,156,"Jeff Maggert",54,14.02,83,592,"Par4BirdieorBetterLeaders",2014
158,158,"DA Points",75,13.98,110,787,"Par4BirdieorBetterLeaders",2014
159,159,"Ted Potter Jr",68,13.94,103,739,"Par4BirdieorBetterLeaders",2014
160,160,"Tim Wilkinson",86,13.91,126,906,"Par4BirdieorBetterLeaders",2014
161,161,"James Driscoll",71,13.86,106,765,"Par4BirdieorBetterLeaders",2014
161,161,"Sean OHair",77,13.86,116,837,"Par4BirdieorBetterLeaders",2014
163,163,"James Hahn",82,13.77,121,879,"Par4BirdieorBetterLeaders",2014
164,164,"Woody Austin",63,13.69,88,643,"Par4BirdieorBetterLeaders",2014
165,165,"Justin Leonard",75,13.62,111,815,"Par4BirdieorBetterLeaders",2014
166,166,"Richard Lee",80,13.6,113,831,"Par4BirdieorBetterLeaders",2014
167,167,"John Peterson",62,13.48,88,653,"Par4BirdieorBetterLeaders",2014
168,168,"Trevor Immelman",84,13.43,117,871,"Par4BirdieorBetterLeaders",2014
169,169,"Briny Baird",50,13.33,72,540,"Par4BirdieorBetterLeaders",2014
170,170,"Roberto Castro",76,13.15,104,791,"Par4BirdieorBetterLeaders",2014
170,170,"YE Yang",79,13.15,111,844,"Par4BirdieorBetterLeaders",2014
172,172,"Kevin Tway",64,13.05,86,659,"Par4BirdieorBetterLeaders",2014
173,173,"Johnson Wagner",69,13.03,93,714,"Par4BirdieorBetterLeaders",2014
174,174,"DH Lee",54,12.8,69,539,"Par4BirdieorBetterLeaders",2014
174,174,"Mike Weir",69,12.8,90,703,"Par4BirdieorBetterLeaders",2014
176,176,"Derek Ernst",80,12.71,105,826,"Par4BirdieorBetterLeaders",2014
177,177,"Mark Wilson",69,12.69,91,717,"Par4BirdieorBetterLeaders",2014
