"Last15EventsPutting_RANKTHISWEEK_2016","Last15EventsPutting_RANKLASTWEEK_2016","Last15EventsPutting_PLAYERNAME_2016","Last15EventsPutting_EVENTS_2016","Last15EventsPutting_RATING_2016","stat_name","year"
1,1,"Kiradech Aphibarnrat",2,9.1,"Last15EventsPutting",2016
1,1,"Bryson DeChambeau",2,9.1,"Last15EventsPutting",2016
3,3,"Gonzalo Fdez Castano",1,8.9,"Last15EventsPutting",2016
3,3,"KT Kim",1,8.9,"Last15EventsPutting",2016
3,3,"Kelly Kraft",2,8.9,"Last15EventsPutting",2016
6,6,"Abraham Ancer",1,8.8,"Last15EventsPutting",2016
6,6,"Bud Cauley",2,8.8,"Last15EventsPutting",2016
6,6,"Carl Pettersson",3,8.8,"Last15EventsPutting",2016
6,6,"Brendon Todd",1,8.8,"Last15EventsPutting",2016
6,6,"Bobby Wyatt",1,8.8,"Last15EventsPutting",2016
11,11,"Paul Dunne",1,8.7,"Last15EventsPutting",2016
11,11,"Daisuke Kataoka",1,8.7,"Last15EventsPutting",2016
11,11,"Lee McCoy",1,8.7,"Last15EventsPutting",2016
11,15,"Phil Mickelson",8,8.7,"Last15EventsPutting",2016
11,11,"Jordan Spieth",8,8.7,"Last15EventsPutting",2016
16,15,"Charlie Beljan",1,8.6,"Last15EventsPutting",2016
16,19,"Jonas Blixt",6,8.6,"Last15EventsPutting",2016
16,NA,"Trevor Immelman",1,8.6,"Last15EventsPutting",2016
16,15,"Andrew Landry",1,8.6,"Last15EventsPutting",2016
16,15,"Maverick McNealy",1,8.6,"Last15EventsPutting",2016
21,19,"Chad Collins",4,8.5,"Last15EventsPutting",2016
21,NA,"Matt Dobyns",1,8.5,"Last15EventsPutting",2016
21,19,"Brandt Snedeker",8,8.5,"Last15EventsPutting",2016
24,23,"Fred Funk",1,8.4,"Last15EventsPutting",2016
24,23,"Brian Gay",3,8.4,"Last15EventsPutting",2016
24,23,"Tom Hoge",7,8.4,"Last15EventsPutting",2016
24,23,"Bryce Molder",8,8.4,"Last15EventsPutting",2016
24,19,"Martin Piller",5,8.4,"Last15EventsPutting",2016
24,23,"Patrick Reed",8,8.4,"Last15EventsPutting",2016
24,23,"Andres Romero",2,8.4,"Last15EventsPutting",2016
24,23,"Jimmy Walker",8,8.4,"Last15EventsPutting",2016
32,31,"Greg Chalmers",2,8.3,"Last15EventsPutting",2016
32,31,"Ben Crane",6,8.3,"Last15EventsPutting",2016
32,31,"Charlie Danielson",1,8.3,"Last15EventsPutting",2016
32,31,"Jason Day",6,8.3,"Last15EventsPutting",2016
32,31,"Luke Guthrie",4,8.3,"Last15EventsPutting",2016
32,31,"Hiroshi Iwata",4,8.3,"Last15EventsPutting",2016
32,31,"Freddie Jacobson",8,8.3,"Last15EventsPutting",2016
32,31,"Brooks Koepka",6,8.3,"Last15EventsPutting",2016
32,31,"Lucas Lee",2,8.3,"Last15EventsPutting",2016
32,47,"Andrew Loupe",8,8.3,"Last15EventsPutting",2016
32,31,"Troy Merritt",4,8.3,"Last15EventsPutting",2016
32,31,"Ryan Moore",7,8.3,"Last15EventsPutting",2016
32,64,"Scott Stallings",6,8.3,"Last15EventsPutting",2016
32,31,"Steve Stricker",4,8.3,"Last15EventsPutting",2016
32,47,"Will Wilcox",6,8.3,"Last15EventsPutting",2016
32,31,"Danny Willett",3,8.3,"Last15EventsPutting",2016
48,47,"Stuart Appleby",7,8.2,"Last15EventsPutting",2016
48,64,"Ricky Barnes",7,8.2,"Last15EventsPutting",2016
48,47,"Steven Bowditch",3,8.2,"Last15EventsPutting",2016
48,47,"Scott Brown",8,8.2,"Last15EventsPutting",2016
48,47,"Rafa Cabrera Bello",2,8.2,"Last15EventsPutting",2016
48,47,"Rafael Campos",1,8.2,"Last15EventsPutting",2016
48,23,"Erik Compton",5,8.2,"Last15EventsPutting",2016
48,47,"Jon Curran",7,8.2,"Last15EventsPutting",2016
48,64,"Ernie Els",8,8.2,"Last15EventsPutting",2016
48,82,"Rickie Fowler",9,8.2,"Last15EventsPutting",2016
48,47,"Brian Harman",9,8.2,"Last15EventsPutting",2016
48,47,"Charley Hoffman",9,8.2,"Last15EventsPutting",2016
48,47,"JB Holmes",9,8.2,"Last15EventsPutting",2016
48,47,"Kevin Kisner",8,8.2,"Last15EventsPutting",2016
48,31,"Anirban Lahiri",6,8.2,"Last15EventsPutting",2016
48,47,"John Merrick",2,8.2,"Last15EventsPutting",2016
48,47,"Cameron Smith",4,8.2,"Last15EventsPutting",2016
48,47,"Brian Stuard",7,8.2,"Last15EventsPutting",2016
48,64,"Tim Wilkinson",8,8.2,"Last15EventsPutting",2016
67,64,"Aaron Baddeley",9,8.1,"Last15EventsPutting",2016
67,64,"Zac Blair",8,8.1,"Last15EventsPutting",2016
67,64,"KJ Choi",9,8.1,"Last15EventsPutting",2016
67,64,"Ken Duke",4,8.1,"Last15EventsPutting",2016
67,47,"Matt Every",4,8.1,"Last15EventsPutting",2016
67,64,"Brice Garnett",3,8.1,"Last15EventsPutting",2016
67,167,"Retief Goosen",8,8.1,"Last15EventsPutting",2016
67,64,"Dustin Johnson",8,8.1,"Last15EventsPutting",2016
67,64,"Si Woo Kim",11,8.1,"Last15EventsPutting",2016
67,64,"Soren Kjeldsen",1,8.1,"Last15EventsPutting",2016
67,64,"Justin Leonard",5,8.1,"Last15EventsPutting",2016
67,47,"Jamie Lovemark",10,8.1,"Last15EventsPutting",2016
67,64,"Sean OHair",9,8.1,"Last15EventsPutting",2016
67,31,"Chris Stroud",5,8.1,"Last15EventsPutting",2016
67,82,"Steve Wheatcroft",8,8.1,"Last15EventsPutting",2016
82,64,"Jamie Donaldson",7,8,"Last15EventsPutting",2016
82,64,"Derek Fathauer",7,8,"Last15EventsPutting",2016
82,82,"Marcus Fraser",1,8,"Last15EventsPutting",2016
82,82,"Tom Gillis",1,8,"Last15EventsPutting",2016
82,82,"Morgan Hoffmann",6,8,"Last15EventsPutting",2016
82,82,"Thongchai Jaidee",1,8,"Last15EventsPutting",2016
82,82,"Sung Kang",7,8,"Last15EventsPutting",2016
82,82,"Chris Kirk",8,8,"Last15EventsPutting",2016
82,64,"DH Lee",3,8,"Last15EventsPutting",2016
82,82,"Steve Marino",4,8,"Last15EventsPutting",2016
82,82,"Billy Mayfair",1,8,"Last15EventsPutting",2016
82,82,"William McGirt",11,8,"Last15EventsPutting",2016
82,82,"Trey Mullinax",2,8,"Last15EventsPutting",2016
82,82,"Kevin Na",8,8,"Last15EventsPutting",2016
82,64,"DA Points",4,8,"Last15EventsPutting",2016
82,138,"Vaughn Taylor",4,8,"Last15EventsPutting",2016
82,101,"Camilo Villegas",6,8,"Last15EventsPutting",2016
82,82,"Jordan Zunic",1,8,"Last15EventsPutting",2016
100,101,"Tyler Aldridge",5,7.9,"Last15EventsPutting",2016
100,101,"Byeong Hun An",3,7.9,"Last15EventsPutting",2016
100,101,"Blayne Barber",6,7.9,"Last15EventsPutting",2016
100,101,"Tim Clark",4,7.9,"Last15EventsPutting",2016
100,101,"Matthew Fitzpatrick",2,7.9,"Last15EventsPutting",2016
100,101,"Fabian Gomez",9,7.9,"Last15EventsPutting",2016
100,82,"Jason Gore",9,7.9,"Last15EventsPutting",2016
100,101,"Chesson Hadley",8,7.9,"Last15EventsPutting",2016
