"TenthTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2006","TenthTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2006","TenthTeeEarlyRound4ScoringAverage_PLAYERNAME_2006","TenthTeeEarlyRound4ScoringAverage__2006","TenthTeeEarlyRound4ScoringAverage_AVG_2006","TenthTeeEarlyRound4ScoringAverage_TOTALSTROKES_2006","TenthTeeEarlyRound4ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Lucas Glover",NA,65,130,2,"TenthTeeEarlyRound4ScoringAverage",2006
1,1,"Jeff Gove",NA,65,65,1,"TenthTeeEarlyRound4ScoringAverage",2006
3,3,"Bill Haas",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2006
3,3,"Ryan Palmer",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2006
3,3,"Tom Pernice Jr",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2006
6,6,"Retief Goosen",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2006
6,6,"Len Mattiace",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2006
6,6,"Carl Pettersson",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2006
6,6,"Brett Quigley",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2006
6,6,"Bubba Watson",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2006
11,11,"Billy Mayfair",NA,67.5,135,2,"TenthTeeEarlyRound4ScoringAverage",2006
12,12,"Aaron Baddeley",NA,67.67,203,3,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Michael Allen",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Mark Calcavecchia",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Kris Cox",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Paul Goydos",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Padraig Harrington",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Dudley Hart",NA,68,136,2,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"JJ Henry",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Jonathan Kaye",NA,68,136,2,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Daisuke Maruyama",NA,68,136,2,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Shaun Micheel",NA,68,204,3,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Tim Petrovic",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"John Senden",NA,68,272,4,"TenthTeeEarlyRound4ScoringAverage",2006
13,13,"Steve Stricker",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2006
