"PercentageofYardagecoveredbyTeeShotsPar4s_RANKTHISWEEK_2010","PercentageofYardagecoveredbyTeeShotsPar4s_RANKLASTWEEK_2010","PercentageofYardagecoveredbyTeeShotsPar4s_PLAYERNAME_2010","PercentageofYardagecoveredbyTeeShotsPar4s_ROUNDS_2010","PercentageofYardagecoveredbyTeeShotsPar4s_AVGPct_2010","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALSHOTDISTANCE_2010","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALDISTANCE_2010","stat_name","year"
1,1,"John Daly",63,69.93,153382.6,219333,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
2,2,"Robert Garrigus",71,69.56,199118.4,286259,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
3,3,"Dustin Johnson",83,69.17,203468.3,294172,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
4,4,"JB Holmes",100,69.01,282680.9,409618,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
5,5,"Bubba Watson",77,68.77,213065.6,309833,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
6,6,"Graham DeLaet",88,68.52,241637.5,352649,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
7,7,"Brett Wetterich",54,68.45,168567,246255,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
8,8,"Angel Cabrera",64,68.39,164770.7,240938,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
9,9,"Charles Warren",64,68.27,173534.3,254198,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
10,10,"Martin Flores",75,68.13,199502,292840,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
11,11,"Alex Prugh",88,68,250259.7,368030,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
12,12,"Phil Mickelson",76,67.99,178179.3,262071,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
13,13,"Troy Matteson",84,67.93,246312.8,362584,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
14,14,"DJ Trahan",92,67.84,257163.4,379057,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
15,15,"Cameron Tringale",55,67.77,139760.4,206213,"PercentageofYardagecoveredbyTeeShotsPar4s",2010
