"RightRoughProximity_RANKTHISWEEK_2005","RightRoughProximity_RANKLASTWEEK_2005","RightRoughProximity_PLAYERNAME_2005","RightRoughProximity_ROUNDS_2005","RightRoughProximity_AVG_2005","RightRoughProximity_ATTEMPTS_2005","RightRoughProximity_TOTALDISTANCEFEET_2005","RightRoughProximity_RELATIVETOPAR_2005","stat_name","year"
128,128,"Dennis Paulson",63,NA,131,5881.833,14,"RightRoughProximity",2005
130,130,"John Elliott",58,NA,136,6117.25,30,"RightRoughProximity",2005
130,130,"Matt Gogel",78,NA,113,5083.25,18,"RightRoughProximity",2005
132,132,"Kevin Na",88,NA,147,6638.5,13,"RightRoughProximity",2005
133,133,"Alex Cejka",84,NA,84,3803.75,19,"RightRoughProximity",2005
133,133,"Dudley Hart",84,NA,127,5749.833,19,"RightRoughProximity",2005
133,133,"Vijay Singh",111,NA,175,7914.667,2,"RightRoughProximity",2005
136,136,"Brian Gay",101,NA,120,5454.5,12,"RightRoughProximity",2005
136,136,"Mark OMeara",66,NA,92,4180.417,15,"RightRoughProximity",2005
136,136,"Jose Maria Olazabal",55,NA,89,4038.917,4,"RightRoughProximity",2005
136,136,"Rod Pampling",89,NA,138,6272.917,23,"RightRoughProximity",2005
140,140,"DA Points",94,NA,120,5457.833,9,"RightRoughProximity",2005
141,141,"Tom Gillis",77,NA,106,4831.5,13,"RightRoughProximity",2005
141,141,"Bob Heintz",67,NA,115,5240,31,"RightRoughProximity",2005
143,143,"Chris Smith",93,NA,154,7038.333,20,"RightRoughProximity",2005
144,144,"Loren Roberts",54,NA,92,4220.917,19,"RightRoughProximity",2005
145,145,"Ben Crane",78,NA,158,7264.083,10,"RightRoughProximity",2005
146,146,"Justin Bolli",65,NA,108,4972.583,34,"RightRoughProximity",2005
147,147,"Steve Allan",102,NA,177,8167.667,15,"RightRoughProximity",2005
147,147,"Steve Elkington",67,NA,102,4712.333,22,"RightRoughProximity",2005
149,149,"Stuart Appleby",84,NA,128,5919.25,3,"RightRoughProximity",2005
150,150,"Stephen Ames",82,NA,99,4586.417,15,"RightRoughProximity",2005
150,150,"Joe Durant",81,NA,116,5374.25,3,"RightRoughProximity",2005
150,150,"John Huston",90,NA,137,6346.417,35,"RightRoughProximity",2005
150,150,"Mike Weir",71,NA,85,3939.917,18,"RightRoughProximity",2005
154,154,"John Cook",72,NA,92,4267.5,17,"RightRoughProximity",2005
155,155,"Pat Perez",89,NA,145,6745.917,26,"RightRoughProximity",2005
156,156,"Mark Hensby",70,NA,68,3169.167,13,"RightRoughProximity",2005
157,157,"Andrew Magee",82,NA,144,6723.417,28,"RightRoughProximity",2005
157,157,"Tim Petrovic",97,NA,182,8494.5,27,"RightRoughProximity",2005
157,157,"Brett Quigley",96,NA,148,6903.667,26,"RightRoughProximity",2005
157,157,"Nick Watney",91,NA,159,7424.417,42,"RightRoughProximity",2005
161,161,"Omar Uresti",84,NA,103,4817.083,17,"RightRoughProximity",2005
162,162,"Heath Slocum",103,NA,128,5993.5,16,"RightRoughProximity",2005
163,163,"Marco Dawson",82,NA,132,6214.167,13,"RightRoughProximity",2005
163,163,"Brandt Jobe",96,NA,210,9893.5,41,"RightRoughProximity",2005
165,165,"Robert Allenby",95,NA,125,5896.167,25,"RightRoughProximity",2005
166,166,"Jim Furyk",94,NA,119,5640.417,31,"RightRoughProximity",2005
167,167,"JP Hayes",63,NA,93,4418.75,24,"RightRoughProximity",2005
168,168,"Arjun Atwal",65,NA,101,4815.5,4,"RightRoughProximity",2005
168,168,"Brent Geiberger",61,NA,69,3286.417,18,"RightRoughProximity",2005
170,170,"Jerry Kelly",101,NA,120,5733.75,20,"RightRoughProximity",2005
170,170,"DJ Trahan",81,NA,127,6068.75,6,"RightRoughProximity",2005
172,172,"Will Ma Kenzie",75,NA,113,5402.833,18,"RightRoughProximity",2005
172,172,"Scott Verplank",87,NA,107,5115.083,18,"RightRoughProximity",2005
174,174,"Matt Kuchar",60,NA,67,3209.5,13,"RightRoughProximity",2005
174,174,"Duffy Waldorf",86,NA,83,3978,23,"RightRoughProximity",2005
176,176,"Robert Gamez",91,NA,140,6714.333,37,"RightRoughProximity",2005
177,177,"Robert Damron",89,NA,106,5095.333,24,"RightRoughProximity",2005
178,178,"Craig Barlow",81,NA,92,4430,17,"RightRoughProximity",2005
179,179,"Jim Carter",62,NA,80,3869.917,22,"RightRoughProximity",2005
179,179,"Matt Davidson",53,NA,84,4058.5,20,"RightRoughProximity",2005
179,179,"James Driscoll",73,NA,139,6716.167,34,"RightRoughProximity",2005
182,182,"Steve Lowery",100,NA,127,6159.333,15,"RightRoughProximity",2005
183,183,"Corey Pavin",77,NA,115,5584.333,23,"RightRoughProximity",2005
184,184,"Skip Kendall",80,NA,85,4135.917,20,"RightRoughProximity",2005
185,185,"Sean OHair",103,NA,151,7377.417,20,"RightRoughProximity",2005
185,185,"Patrick Sheehan",114,NA,168,8209.25,34,"RightRoughProximity",2005
187,187,"Tom Byrum",83,NA,117,5726.5,23,"RightRoughProximity",2005
188,188,"Thomas Levet",54,NA,61,2995.5,20,"RightRoughProximity",2005
189,189,"Bernhard Langer",67,NA,79,3889,10,"RightRoughProximity",2005
189,189,"Kevin Sutherland",89,NA,125,6153.833,10,"RightRoughProximity",2005
191,191,"Steve Jones",56,NA,83,4108.333,30,"RightRoughProximity",2005
191,191,"Tom Lehman",69,NA,109,5396.583,35,"RightRoughProximity",2005
193,193,"Billy Andrade",83,NA,133,6590,30,"RightRoughProximity",2005
194,194,"Jesper Parnevik",84,NA,120,5993.083,12,"RightRoughProximity",2005
195,195,"Aaron Baddeley",84,NA,201,10098,33,"RightRoughProximity",2005
196,196,"Hideto Tanihara",50,NA,91,4579.833,24,"RightRoughProximity",2005
197,197,"Justin Leonard",78,NA,86,4350.417,22,"RightRoughProximity",2005
198,198,"Steve Flesch",90,NA,94,4768.833,17,"RightRoughProximity",2005
199,199,"Mark Brooks",72,NA,88,4563.583,23,"RightRoughProximity",2005
199,199,"Len Mattiace",86,NA,158,8192.583,21,"RightRoughProximity",2005
201,201,"Lee Janzen",75,NA,100,5190.417,24,"RightRoughProximity",2005
202,202,"Larry Mize",54,NA,62,3258.417,13,"RightRoughProximity",2005
