"RightRoughProximity_RANKTHISWEEK_2005","RightRoughProximity_RANKLASTWEEK_2005","RightRoughProximity_PLAYERNAME_2005","RightRoughProximity_ROUNDS_2005","RightRoughProximity_AVG_2005","RightRoughProximity_ATTEMPTS_2005","RightRoughProximity_TOTALDISTANCEFEET_2005","RightRoughProximity_RELATIVETOPAR_2005","stat_name","year"
1,1,"Jeff Hart",63,NA,62,2203.25,7,"RightRoughProximity",2005
2,2,"Olin Browne",99,NA,93,3322.167,9,"RightRoughProximity",2005
3,3,"Mario Tiziani",67,NA,119,4383,0,"RightRoughProximity",2005
4,4,"Todd Hamilton",94,NA,149,5621.25,31,"RightRoughProximity",2005
5,5,"Bill Glasson",54,NA,74,2842.333,13,"RightRoughProximity",2005
6,6,"Hidemichi Tanaka",106,NA,119,4604.167,2,"RightRoughProximity",2005
7,7,"Daniel Chopra",108,NA,197,7690.417,4,"RightRoughProximity",2005
8,8,"Billy Mayfair",114,NA,164,6417.5,10,"RightRoughProximity",2005
8,8,"Kenny Perry",82,NA,88,3448.5,7,"RightRoughProximity",2005
10,10,"Brenden Pappas",51,NA,92,3622.333,7,"RightRoughProximity",2005
11,11,"Tim Clark",92,NA,98,3861.333,9,"RightRoughProximity",2005
11,11,"Glen Hnatiuk",59,NA,102,4021.25,18,"RightRoughProximity",2005
13,13,"Tommy Armour III",103,NA,148,5841.5,23,"RightRoughProximity",2005
13,13,"Mark Wilson",74,NA,93,3674.75,9,"RightRoughProximity",2005
15,15,"Ted Purdy",122,NA,160,6333.167,13,"RightRoughProximity",2005
16,16,"Bo Van Pelt",112,NA,179,7158.667,9,"RightRoughProximity",2005
17,17,"Glen Day",80,NA,119,4770.833,14,"RightRoughProximity",2005
17,17,"Shigeki Maruyama",99,NA,159,6379,17,"RightRoughProximity",2005
19,19,"Freddie Jacobson",72,NA,114,4578.667,12,"RightRoughProximity",2005
20,20,"Doug Barron",70,NA,100,4023.583,6,"RightRoughProximity",2005
20,20,"David Hearn",68,NA,103,4148.333,16,"RightRoughProximity",2005
22,22,"Luke Donald",67,NA,63,2542.833,5,"RightRoughProximity",2005
22,22,"Scott Gutschewski",86,NA,145,5850.833,13,"RightRoughProximity",2005
24,24,"Brett Wetterich",76,NA,145,5860.333,6,"RightRoughProximity",2005
25,25,"Craig Perks",67,NA,110,4456.5,24,"RightRoughProximity",2005
25,25,"Justin Rose",99,NA,154,6236.583,-4,"RightRoughProximity",2005
27,27,"Sergio Garcia",73,NA,99,4030.917,3,"RightRoughProximity",2005
27,27,"Ryan Palmer",101,NA,140,5709.417,17,"RightRoughProximity",2005
29,29,"Joe Ogilvie",103,NA,152,6208.5,25,"RightRoughProximity",2005
29,29,"Adam Scott",72,NA,118,4815.667,9,"RightRoughProximity",2005
29,29,"Roland Thatcher",75,NA,107,4365.583,17,"RightRoughProximity",2005
32,32,"Michael Allen",90,NA,172,7037.833,16,"RightRoughProximity",2005
32,32,"Jose Coceres",56,NA,92,3764.583,15,"RightRoughProximity",2005
32,32,"Davis Love III",80,NA,114,4661.833,11,"RightRoughProximity",2005
32,32,"Arron Oberholser",65,NA,83,3395.5,11,"RightRoughProximity",2005
36,36,"Scott Hend",75,NA,172,7051.5,32,"RightRoughProximity",2005
36,36,"Frank Lickliter II",100,NA,157,6434,21,"RightRoughProximity",2005
36,36,"Geoff Ogilvy",97,NA,162,6643.75,-3,"RightRoughProximity",2005
36,36,"Tag Ridings",93,NA,158,6482.667,7,"RightRoughProximity",2005
40,40,"Tjaart van der Walt",56,NA,119,4884.667,19,"RightRoughProximity",2005
41,41,"Brendan Jones",81,NA,154,6333.417,33,"RightRoughProximity",2005
41,41,"Hunter Mahan",103,NA,165,6790.417,20,"RightRoughProximity",2005
41,41,"Tiger Woods",76,NA,151,6216.75,-5,"RightRoughProximity",2005
44,44,"Dan Forsman",52,NA,74,3055.583,-1,"RightRoughProximity",2005
44,44,"Charles Warren",89,NA,158,6524.833,27,"RightRoughProximity",2005
46,46,"Jay Haas",54,NA,66,2735.583,6,"RightRoughProximity",2005
46,46,"Darron Stiles",78,NA,119,4928.25,16,"RightRoughProximity",2005
48,48,"Mark Calcavecchia",92,NA,130,5399.917,16,"RightRoughProximity",2005
48,48,"Ben Curtis",65,NA,79,3278.833,17,"RightRoughProximity",2005
50,50,"Phil Mickelson",81,NA,91,3790.5,-3,"RightRoughProximity",2005
50,50,"Jay Williamson",53,NA,73,3042.583,13,"RightRoughProximity",2005
52,52,"Briny Baird",98,NA,138,5767.417,7,"RightRoughProximity",2005
53,53,"Chad Campbell",95,NA,127,5335.917,14,"RightRoughProximity",2005
53,53,"KJ Choi",78,NA,94,3950.417,15,"RightRoughProximity",2005
55,55,"Paul Azinger",66,NA,114,4801.167,15,"RightRoughProximity",2005
55,55,"Rory Sabbatini",81,NA,123,5177.083,20,"RightRoughProximity",2005
57,57,"Franklin Langham",91,NA,129,5450.917,12,"RightRoughProximity",2005
58,58,"Woody Austin",100,NA,179,7579.583,25,"RightRoughProximity",2005
58,58,"Bart Bryant",91,NA,113,4788,22,"RightRoughProximity",2005
58,58,"Joey Snyder III",102,NA,146,6175.833,0,"RightRoughProximity",2005
61,61,"John Daly",78,NA,118,5009.667,35,"RightRoughProximity",2005
62,62,"Charles Howell III",95,NA,173,7347,5,"RightRoughProximity",2005
62,62,"Ian Poulter",62,NA,81,3440.75,16,"RightRoughProximity",2005
62,62,"Dean Wilson",86,NA,134,5690.917,14,"RightRoughProximity",2005
65,65,"Stewart Cink",98,NA,122,5192.833,21,"RightRoughProximity",2005
65,65,"Richard Johnson",50,NA,72,3068.417,7,"RightRoughProximity",2005
65,65,"Stephen Leaney",89,NA,110,4686.417,14,"RightRoughProximity",2005
65,65,"JL Lewis",98,NA,113,4811.167,20,"RightRoughProximity",2005
69,69,"Danny Briggs",70,NA,92,3928.25,12,"RightRoughProximity",2005
70,70,"Zach Johnson",96,NA,126,5382.083,10,"RightRoughProximity",2005
71,71,"Jeff Brehaut",71,NA,100,4281.583,7,"RightRoughProximity",2005
71,71,"Ryuji Imada",78,NA,118,5057.333,3,"RightRoughProximity",2005
71,71,"John Senden",101,NA,146,6255.583,23,"RightRoughProximity",2005
74,74,"Jonathan Kaye",77,NA,103,4424.083,17,"RightRoughProximity",2005
74,74,"Phillip Price",77,NA,111,4761.917,1,"RightRoughProximity",2005
76,76,"Brian Bateman",98,NA,136,5850.75,32,"RightRoughProximity",2005
76,76,"Fred Couples",72,NA,105,4512.417,3,"RightRoughProximity",2005
76,76,"Carl Pettersson",109,NA,170,7303,18,"RightRoughProximity",2005
76,76,"Kirk Triplett",55,NA,78,3353.417,6,"RightRoughProximity",2005
80,80,"Greg Owen",84,NA,136,5864.333,23,"RightRoughProximity",2005
81,81,"Jonathan Byrd",103,NA,200,8632.083,25,"RightRoughProximity",2005
81,81,"Harrison Frazar",105,NA,163,7040.833,29,"RightRoughProximity",2005
81,81,"Padraig Harrington",50,NA,80,3453.583,8,"RightRoughProximity",2005
81,81,"Kevin Stadler",96,NA,131,5659.417,28,"RightRoughProximity",2005
85,85,"Lucas Glover",88,NA,133,5754.25,20,"RightRoughProximity",2005
85,85,"Kent Jones",99,NA,142,6135.667,19,"RightRoughProximity",2005
87,87,"Joey Sindelar",104,NA,173,7493.833,26,"RightRoughProximity",2005
88,88,"Jason Allred",75,NA,161,6990.083,20,"RightRoughProximity",2005
89,89,"Carlos Franco",78,NA,124,5398.583,7,"RightRoughProximity",2005
89,89,"Fred Funk",102,NA,99,4302.667,15,"RightRoughProximity",2005
91,91,"Gavin Coles",70,NA,107,4667.75,11,"RightRoughProximity",2005
91,91,"Tim Herron",100,NA,130,5669,9,"RightRoughProximity",2005
91,91,"Neal Lancaster",95,NA,151,6585.083,17,"RightRoughProximity",2005
94,94,"Jason Bohn",91,NA,144,6283.167,15,"RightRoughProximity",2005
95,95,"DJ Brigman",76,NA,111,4860.25,13,"RightRoughProximity",2005
95,95,"Rob Rashell",65,NA,117,5118.25,16,"RightRoughProximity",2005
97,97,"Rocco Mediate",73,NA,136,5966.5,18,"RightRoughProximity",2005
98,98,"Bradley Hughes",52,NA,81,3554.333,21,"RightRoughProximity",2005
98,98,"Tom Pernice Jr",111,NA,176,7725.583,31,"RightRoughProximity",2005
100,100,"Paul Claxton",79,NA,102,4491.167,16,"RightRoughProximity",2005
100,100,"John Rollins",97,NA,144,6339.667,24,"RightRoughProximity",2005
100,100,"Charlie Wi",67,NA,118,5193.75,20,"RightRoughProximity",2005
103,103,"Paul Gow",78,NA,129,5684.833,28,"RightRoughProximity",2005
103,103,"Hunter Haas",83,NA,131,5776.833,12,"RightRoughProximity",2005
105,105,"Mathias Gronberg",60,NA,108,4767.5,4,"RightRoughProximity",2005
105,105,"Jeff Maggert",79,NA,69,3049.417,11,"RightRoughProximity",2005
107,107,"Chris Riley",67,NA,83,3673.417,8,"RightRoughProximity",2005
108,108,"Chris Anderson",66,NA,105,4651.167,13,"RightRoughProximity",2005
108,108,"Cameron Beckman",96,NA,122,5406.333,24,"RightRoughProximity",2005
108,108,"Bob Estes",92,NA,147,6513.583,17,"RightRoughProximity",2005
108,108,"Scott McCarron",78,NA,118,5232.167,14,"RightRoughProximity",2005
108,108,"Steve Stricker",62,NA,124,5494.25,21,"RightRoughProximity",2005
113,113,"Retief Goosen",71,NA,78,3462,12,"RightRoughProximity",2005
113,113,"Michael Long",72,NA,109,4842.25,12,"RightRoughProximity",2005
113,113,"Shaun Micheel",81,NA,108,4794.083,19,"RightRoughProximity",2005
116,116,"Brad Faxon",75,NA,125,5563.167,11,"RightRoughProximity",2005
116,116,"Hank Kuehne",84,NA,168,7482.833,42,"RightRoughProximity",2005
116,116,"Peter Lonard",85,NA,101,4495.167,5,"RightRoughProximity",2005
116,116,"David Toms",87,NA,102,4542.167,11,"RightRoughProximity",2005
120,120,"Rich Beem",66,NA,108,4815.25,15,"RightRoughProximity",2005
120,120,"Bob Tway",87,NA,111,4946.417,9,"RightRoughProximity",2005
122,122,"Brian Davis",75,NA,111,4955.083,13,"RightRoughProximity",2005
123,123,"Jeff Sluman",94,NA,118,5275.667,14,"RightRoughProximity",2005
124,124,"Todd Fischer",99,NA,152,6818.333,22,"RightRoughProximity",2005
124,124,"JJ Henry",102,NA,154,6900.583,20,"RightRoughProximity",2005
124,124,"Vaughn Taylor",99,NA,145,6499.667,19,"RightRoughProximity",2005
124,124,"Lee Westwood",50,NA,64,2867.5,14,"RightRoughProximity",2005
128,128,"Chris DiMarco",83,NA,116,5208,12,"RightRoughProximity",2005
