"Last15EventsScoring_RANKTHISWEEK_2012","Last15EventsScoring_RANKLASTWEEK_2012","Last15EventsScoring_PLAYERNAME_2012","Last15EventsScoring_EVENTS_2012","Last15EventsScoring_RATING_2012","stat_name","year"
1,1,"Rory McIlroy",8,8.9,"Last15EventsScoring",2012
2,2,"Sam Saunders",2,8.8,"Last15EventsScoring",2012
3,3,"Joey Snyder III",1,8.7,"Last15EventsScoring",2012
3,3,"Tiger Woods",8,8.7,"Last15EventsScoring",2012
5,5,"Jonas Blixt",11,8.6,"Last15EventsScoring",2012
5,5,"Jim Furyk",8,8.6,"Last15EventsScoring",2012
5,5,"Davis Love III",8,8.6,"Last15EventsScoring",2012
5,5,"Shigeki Maruyama",1,8.6,"Last15EventsScoring",2012
5,5,"Willie Wood",1,8.6,"Last15EventsScoring",2012
10,10,"Woody Austin",3,8.5,"Last15EventsScoring",2012
10,10,"Charlie Beljan",5,8.5,"Last15EventsScoring",2012
10,10,"Tadd Fujikawa",1,8.5,"Last15EventsScoring",2012
10,10,"Anders Hansen",2,8.5,"Last15EventsScoring",2012
10,10,"Dustin Johnson",8,8.5,"Last15EventsScoring",2012
10,10,"Jonathan Randolph",1,8.5,"Last15EventsScoring",2012
16,16,"Jason Day",8,8.4,"Last15EventsScoring",2012
16,16,"Luke Donald",9,8.4,"Last15EventsScoring",2012
16,16,"Robert Garrigus",11,8.4,"Last15EventsScoring",2012
16,16,"Luke Guthrie",3,8.4,"Last15EventsScoring",2012
16,16,"John Mallinger",5,8.4,"Last15EventsScoring",2012
16,16,"Phil Mickelson",8,8.4,"Last15EventsScoring",2012
16,16,"Louis Oosthuizen",7,8.4,"Last15EventsScoring",2012
16,16,"Tim Petrovic",3,8.4,"Last15EventsScoring",2012
16,16,"Justin Rose",7,8.4,"Last15EventsScoring",2012
16,16,"Rory Sabbatini",5,8.4,"Last15EventsScoring",2012
16,16,"Charl Schwartzel",9,8.4,"Last15EventsScoring",2012
16,16,"Webb Simpson",8,8.4,"Last15EventsScoring",2012
16,16,"Lee Slattery",1,8.4,"Last15EventsScoring",2012
16,16,"Brandt Snedeker",8,8.4,"Last15EventsScoring",2012
16,16,"David Toms",6,8.4,"Last15EventsScoring",2012
16,16,"Bubba Watson",6,8.4,"Last15EventsScoring",2012
32,32,"Thomas Aiken",1,8.3,"Last15EventsScoring",2012
32,32,"Scott Brown",6,8.3,"Last15EventsScoring",2012
32,32,"Ben Curtis",9,8.3,"Last15EventsScoring",2012
32,32,"Brian Davis",5,8.3,"Last15EventsScoring",2012
32,32,"Glen Day",1,8.3,"Last15EventsScoring",2012
32,32,"Jason Dufner",8,8.3,"Last15EventsScoring",2012
32,32,"Ken Duke",9,8.3,"Last15EventsScoring",2012
32,32,"Brian Gay",6,8.3,"Last15EventsScoring",2012
32,32,"David Mathis",8,8.3,"Last15EventsScoring",2012
32,32,"Len Mattiace",1,8.3,"Last15EventsScoring",2012
32,32,"Ryan Moore",14,8.3,"Last15EventsScoring",2012
32,32,"Ryan Palmer",10,8.3,"Last15EventsScoring",2012
32,32,"Scott Piercy",9,8.3,"Last15EventsScoring",2012
32,32,"Patrick Reed",7,8.3,"Last15EventsScoring",2012
32,32,"Adam Scott",8,8.3,"Last15EventsScoring",2012
32,32,"Scott Stallings",9,8.3,"Last15EventsScoring",2012
