"FirstTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2007","FirstTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2007","FirstTeeEarlyPar3ScoringAverage_PLAYERNAME_2007","FirstTeeEarlyPar3ScoringAverage_ROUNDS_2007","FirstTeeEarlyPar3ScoringAverage_AVG_2007","FirstTeeEarlyPar3ScoringAverage_TOTALSTROKES_2007","FirstTeeEarlyPar3ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Tim Clark",66,2.9,197,68,"FirstTeeEarlyPar3ScoringAverage",2007
2,2,"Henrik Stenson",52,2.91,160,55,"FirstTeeEarlyPar3ScoringAverage",2007
3,3,"Steve Elkington",87,2.92,347,119,"FirstTeeEarlyPar3ScoringAverage",2007
3,3,"Jim Furyk",84,2.92,190,65,"FirstTeeEarlyPar3ScoringAverage",2007
3,3,"Justin Rose",63,2.92,193,66,"FirstTeeEarlyPar3ScoringAverage",2007
6,6,"Lucas Glover",98,2.95,322,109,"FirstTeeEarlyPar3ScoringAverage",2007
7,7,"Retief Goosen",50,2.96,234,79,"FirstTeeEarlyPar3ScoringAverage",2007
8,8,"Kevin Na",84,2.97,318,107,"FirstTeeEarlyPar3ScoringAverage",2007
9,9,"Stewart Cink",91,2.98,331,111,"FirstTeeEarlyPar3ScoringAverage",2007
9,9,"Rocco Mediate",72,2.98,313,105,"FirstTeeEarlyPar3ScoringAverage",2007
9,9,"Greg Owen",81,2.98,256,86,"FirstTeeEarlyPar3ScoringAverage",2007
9,9,"Mark Wilson",87,2.98,388,130,"FirstTeeEarlyPar3ScoringAverage",2007
13,13,"Rich Barcelo",80,2.99,311,104,"FirstTeeEarlyPar3ScoringAverage",2007
13,13,"Bart Bryant",87,2.99,323,108,"FirstTeeEarlyPar3ScoringAverage",2007
13,13,"Jonathan Byrd",73,2.99,272,91,"FirstTeeEarlyPar3ScoringAverage",2007
13,13,"Scott Gutschewski",67,2.99,284,95,"FirstTeeEarlyPar3ScoringAverage",2007
13,13,"Mark Hensby",81,2.99,362,121,"FirstTeeEarlyPar3ScoringAverage",2007
13,13,"Sean OHair",98,2.99,374,125,"FirstTeeEarlyPar3ScoringAverage",2007
19,19,"Stephen Leaney",82,3,258,86,"FirstTeeEarlyPar3ScoringAverage",2007
19,19,"Tom Pernice Jr",104,3,345,115,"FirstTeeEarlyPar3ScoringAverage",2007
19,19,"Scott Verplank",82,3,270,90,"FirstTeeEarlyPar3ScoringAverage",2007
22,22,"Tommy Armour III",81,3.01,352,117,"FirstTeeEarlyPar3ScoringAverage",2007
22,22,"Woody Austin",95,3.01,418,139,"FirstTeeEarlyPar3ScoringAverage",2007
22,22,"Jeff Gove",103,3.01,391,130,"FirstTeeEarlyPar3ScoringAverage",2007
22,22,"Arron Oberholser",69,3.01,322,107,"FirstTeeEarlyPar3ScoringAverage",2007
22,22,"Heath Slocum",101,3.01,416,138,"FirstTeeEarlyPar3ScoringAverage",2007
22,22,"Chris Stroud",66,3.01,241,80,"FirstTeeEarlyPar3ScoringAverage",2007
22,22,"Charlie Wi",90,3.01,256,85,"FirstTeeEarlyPar3ScoringAverage",2007
29,29,"Michael Allen",74,3.02,284,94,"FirstTeeEarlyPar3ScoringAverage",2007
29,29,"Ryuji Imada",104,3.02,366,121,"FirstTeeEarlyPar3ScoringAverage",2007
29,29,"Craig Kanada",109,3.02,438,145,"FirstTeeEarlyPar3ScoringAverage",2007
29,29,"Matt Kuchar",85,3.02,335,111,"FirstTeeEarlyPar3ScoringAverage",2007
29,29,"Parker McLachlin",83,3.02,350,116,"FirstTeeEarlyPar3ScoringAverage",2007
29,29,"Kenny Perry",83,3.02,347,115,"FirstTeeEarlyPar3ScoringAverage",2007
35,35,"JP Hayes",89,3.03,367,121,"FirstTeeEarlyPar3ScoringAverage",2007
35,35,"Lee Janzen",66,3.03,200,66,"FirstTeeEarlyPar3ScoringAverage",2007
35,35,"Anthony Kim",93,3.03,358,118,"FirstTeeEarlyPar3ScoringAverage",2007
35,35,"Justin Leonard",95,3.03,443,146,"FirstTeeEarlyPar3ScoringAverage",2007
35,35,"Jim Rutledge",59,3.03,221,73,"FirstTeeEarlyPar3ScoringAverage",2007
40,40,"Michael Boyd",61,3.04,152,50,"FirstTeeEarlyPar3ScoringAverage",2007
40,40,"Steve Flesch",100,3.04,459,151,"FirstTeeEarlyPar3ScoringAverage",2007
40,40,"Sergio Garcia",68,3.04,207,68,"FirstTeeEarlyPar3ScoringAverage",2007
40,40,"Cliff Kresge",107,3.04,431,142,"FirstTeeEarlyPar3ScoringAverage",2007
40,40,"Rod Pampling",92,3.04,368,121,"FirstTeeEarlyPar3ScoringAverage",2007
40,40,"Vaughn Taylor",91,3.04,386,127,"FirstTeeEarlyPar3ScoringAverage",2007
40,40,"Johnson Wagner",97,3.04,411,135,"FirstTeeEarlyPar3ScoringAverage",2007
40,40,"Dean Wilson",92,3.04,371,122,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"Briny Baird",115,3.05,449,147,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"Brian Gay",107,3.05,363,119,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"Mathew Goggin",97,3.05,339,111,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"Padraig Harrington",64,3.05,131,43,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"JJ Henry",86,3.05,427,140,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"Kent Jones",97,3.05,449,147,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"George McNeill",95,3.05,391,128,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"Dicky Pride",71,3.05,201,66,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"Brandt Snedeker",105,3.05,400,131,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"Paul Stankowski",52,3.05,186,61,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"Kirk Triplett",77,3.05,336,110,"FirstTeeEarlyPar3ScoringAverage",2007
48,48,"Boo Weekley",101,3.05,458,150,"FirstTeeEarlyPar3ScoringAverage",2007
60,60,"Aaron Baddeley",83,3.06,297,97,"FirstTeeEarlyPar3ScoringAverage",2007
60,60,"Mark Brooks",53,3.06,156,51,"FirstTeeEarlyPar3ScoringAverage",2007
60,60,"John Daly",59,3.06,251,82,"FirstTeeEarlyPar3ScoringAverage",2007
60,60,"Chris DiMarco",79,3.06,312,102,"FirstTeeEarlyPar3ScoringAverage",2007
60,60,"Jason Dufner",100,3.06,395,129,"FirstTeeEarlyPar3ScoringAverage",2007
60,60,"Bob Heintz",85,3.06,333,109,"FirstTeeEarlyPar3ScoringAverage",2007
60,60,"Matt Hendrix",63,3.06,162,53,"FirstTeeEarlyPar3ScoringAverage",2007
60,60,"John Merrick",92,3.06,355,116,"FirstTeeEarlyPar3ScoringAverage",2007
60,60,"Jay Williamson",50,3.06,202,66,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Billy Andrade",88,3.07,273,89,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Craig Barlow",52,3.07,252,82,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Tom Byrum",50,3.07,169,55,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"KJ Choi",87,3.07,252,82,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Daniel Chopra",106,3.07,420,137,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Luke Donald",69,3.07,310,101,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Robert Gamez",88,3.07,371,121,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Jason Gore",86,3.07,310,101,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Paul Goydos",60,3.07,276,90,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Nathan Green",103,3.07,430,140,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Corey Pavin",81,3.07,387,126,"FirstTeeEarlyPar3ScoringAverage",2007
69,69,"Darron Stiles",65,3.07,221,72,"FirstTeeEarlyPar3ScoringAverage",2007
81,81,"Eric Axley",107,3.08,438,142,"FirstTeeEarlyPar3ScoringAverage",2007
81,81,"Alex Cejka",80,3.08,363,118,"FirstTeeEarlyPar3ScoringAverage",2007
81,81,"Gavin Coles",87,3.08,410,133,"FirstTeeEarlyPar3ScoringAverage",2007
81,81,"Ken Duke",112,3.08,585,190,"FirstTeeEarlyPar3ScoringAverage",2007
81,81,"Jeff Overton",60,3.08,262,85,"FirstTeeEarlyPar3ScoringAverage",2007
81,81,"Tim Petrovic",106,3.08,446,145,"FirstTeeEarlyPar3ScoringAverage",2007
81,81,"Jeff Quinney",95,3.08,431,140,"FirstTeeEarlyPar3ScoringAverage",2007
81,81,"Chris Riley",59,3.08,163,53,"FirstTeeEarlyPar3ScoringAverage",2007
89,89,"Glen Day",85,3.09,392,127,"FirstTeeEarlyPar3ScoringAverage",2007
89,89,"Robert Garrigus",95,3.09,435,141,"FirstTeeEarlyPar3ScoringAverage",2007
89,89,"Tim Herron",98,3.09,554,179,"FirstTeeEarlyPar3ScoringAverage",2007
89,89,"Jerry Kelly",101,3.09,393,127,"FirstTeeEarlyPar3ScoringAverage",2007
89,89,"Tom Lehman",62,3.09,235,76,"FirstTeeEarlyPar3ScoringAverage",2007
89,89,"Jeff Maggert",79,3.09,278,90,"FirstTeeEarlyPar3ScoringAverage",2007
