"Front9ScoringAverage_RANKTHISWEEK_2011","Front9ScoringAverage_RANKLASTWEEK_2011","Front9ScoringAverage_PLAYERNAME_2011","Front9ScoringAverage_ROUNDS_2011","Front9ScoringAverage_AVG_2011","Front9ScoringAverage_TOTALSTROKES_2011","Front9ScoringAverage_TOTALHOLES_2011","stat_name","year"
55,55,"Shane Bertsch",62,35.15,2179,62,"Front9ScoringAverage",2011
55,55,"Spencer Levin",113,35.15,3972,113,"Front9ScoringAverage",2011
55,55,"Jhonattan Vegas",84,35.15,2953,84,"Front9ScoringAverage",2011
58,58,"Blake Adams",116,35.16,4078,116,"Front9ScoringAverage",2011
58,58,"George McNeill",69,35.16,2426,69,"Front9ScoringAverage",2011
58,58,"Pat Perez",76,35.16,2672,76,"Front9ScoringAverage",2011
58,58,"DA Points",89,35.16,3129,89,"Front9ScoringAverage",2011
58,58,"Heath Slocum",89,35.16,3094,88,"Front9ScoringAverage",2011
58,58,"Josh Teater",104,35.16,3657,104,"Front9ScoringAverage",2011
64,64,"Brian Davis",105,35.17,3693,105,"Front9ScoringAverage",2011
64,64,"James Driscoll",71,35.17,2497,71,"Front9ScoringAverage",2011
64,64,"Marc Leishman",87,35.17,3060,87,"Front9ScoringAverage",2011
67,67,"David Hearn",88,35.18,3096,88,"Front9ScoringAverage",2011
67,67,"Zach Johnson",79,35.18,2744,78,"Front9ScoringAverage",2011
69,69,"Jason Dufner",78,35.19,2745,78,"Front9ScoringAverage",2011
69,69,"Jimmy Walker",79,35.19,2780,79,"Front9ScoringAverage",2011
71,71,"Lucas Glover",74,35.2,2605,74,"Front9ScoringAverage",2011
72,72,"Scott Piercy",78,35.21,2746,78,"Front9ScoringAverage",2011
72,72,"Andres Romero",77,35.21,2711,77,"Front9ScoringAverage",2011
72,72,"Bo Van Pelt",92,35.21,3169,90,"Front9ScoringAverage",2011
75,75,"Woody Austin",59,35.22,2078,59,"Front9ScoringAverage",2011
76,76,"Stephen Ames",69,35.23,2431,69,"Front9ScoringAverage",2011
76,76,"Michael Bradley",74,35.23,2607,74,"Front9ScoringAverage",2011
76,76,"Charley Hoffman",93,35.23,3241,92,"Front9ScoringAverage",2011
76,76,"Johnson Wagner",81,35.23,2854,81,"Front9ScoringAverage",2011
80,80,"Ricky Barnes",78,35.24,2749,78,"Front9ScoringAverage",2011
80,80,"Chris DiMarco",93,35.24,3277,93,"Front9ScoringAverage",2011
80,80,"Davis Love III",70,35.24,2467,70,"Front9ScoringAverage",2011
80,80,"Steve Marino",76,35.24,2678,76,"Front9ScoringAverage",2011
80,80,"Bubba Watson",85,35.24,2784,79,"Front9ScoringAverage",2011
85,85,"Sergio Garcia",61,35.25,2150,61,"Front9ScoringAverage",2011
85,85,"Padraig Harrington",60,35.25,2080,59,"Front9ScoringAverage",2011
85,85,"David Mathis",83,35.25,2926,83,"Front9ScoringAverage",2011
85,85,"Vijay Singh",79,35.25,2785,79,"Front9ScoringAverage",2011
89,89,"Jeff Overton",92,35.26,3209,91,"Front9ScoringAverage",2011
90,90,"Robert Allenby",84,35.27,2927,83,"Front9ScoringAverage",2011
91,91,"William McGirt",103,35.28,3634,103,"Front9ScoringAverage",2011
92,92,"Trevor Immelman",84,35.29,2964,84,"Front9ScoringAverage",2011
92,92,"Bill Lunde",92,35.29,3247,92,"Front9ScoringAverage",2011
92,92,"Kevin Na",84,35.29,2964,84,"Front9ScoringAverage",2011
92,92,"Ryan Palmer",82,35.29,2823,80,"Front9ScoringAverage",2011
96,96,"Steve Elkington",50,35.3,1765,50,"Front9ScoringAverage",2011
97,97,"Tommy Gainey",104,35.31,3672,104,"Front9ScoringAverage",2011
97,97,"Anthony Kim",72,35.31,2507,71,"Front9ScoringAverage",2011
97,97,"Troy Matteson",91,35.31,3213,91,"Front9ScoringAverage",2011
97,97,"Justin Rose",79,35.31,2719,77,"Front9ScoringAverage",2011
101,101,"Angel Cabrera",50,35.32,1766,50,"Front9ScoringAverage",2011
102,102,"Charl Schwartzel",58,35.34,1979,56,"Front9ScoringAverage",2011
103,103,"Ben Curtis",66,35.35,2333,66,"Front9ScoringAverage",2011
103,103,"JJ Henry",96,35.35,3394,96,"Front9ScoringAverage",2011
103,103,"Ben Martin",74,35.35,2616,74,"Front9ScoringAverage",2011
103,103,"Geoff Ogilvy",69,35.35,2333,66,"Front9ScoringAverage",2011
107,107,"Vaughn Taylor",89,35.36,3147,89,"Front9ScoringAverage",2011
108,108,"Kent Jones",76,35.37,2688,76,"Front9ScoringAverage",2011
108,108,"Ryan Moore",79,35.37,2653,75,"Front9ScoringAverage",2011
110,110,"JB Holmes",57,35.38,1875,53,"Front9ScoringAverage",2011
110,110,"Sung Kang",63,35.38,2229,63,"Front9ScoringAverage",2011
112,112,"Michael Connell",76,35.39,2690,76,"Front9ScoringAverage",2011
112,112,"Sean OHair",71,35.39,2477,70,"Front9ScoringAverage",2011
112,112,"Rory Sabbatini",85,35.39,3008,85,"Front9ScoringAverage",2011
115,115,"Nick OHern",89,35.4,3151,89,"Front9ScoringAverage",2011
115,115,"Chez Reavie",92,35.4,3257,92,"Front9ScoringAverage",2011
117,117,"Charlie Wi",83,35.41,2939,83,"Front9ScoringAverage",2011
118,118,"Tom Gillis",55,35.42,1948,55,"Front9ScoringAverage",2011
118,118,"Bio Kim",71,35.42,2515,71,"Front9ScoringAverage",2011
120,120,"Ian Poulter",52,35.43,1807,51,"Front9ScoringAverage",2011
121,121,"Steve Flesch",88,35.44,3119,88,"Front9ScoringAverage",2011
121,121,"Justin Leonard",82,35.44,2906,82,"Front9ScoringAverage",2011
121,121,"Nate Smith",66,35.44,2339,66,"Front9ScoringAverage",2011
121,121,"Paul Stankowski",78,35.44,2764,78,"Front9ScoringAverage",2011
121,121,"Camilo Villegas",69,35.44,2410,68,"Front9ScoringAverage",2011
126,126,"Stewart Cink",72,35.47,2483,70,"Front9ScoringAverage",2011
127,127,"Steven Bowditch",86,35.48,3051,86,"Front9ScoringAverage",2011
127,127,"Jonathan Byrd",83,35.48,2909,82,"Front9ScoringAverage",2011
127,127,"Roland Thatcher",67,35.48,2377,67,"Front9ScoringAverage",2011
130,130,"Matt Bettencourt",84,35.49,2981,84,"Front9ScoringAverage",2011
130,130,"Alex Cejka",59,35.49,2094,59,"Front9ScoringAverage",2011
130,130,"Kevin Chappell",78,35.49,2768,78,"Front9ScoringAverage",2011
133,133,"Nathan Green",81,35.51,2876,81,"Front9ScoringAverage",2011
133,133,"Matt Jones",71,35.51,2521,71,"Front9ScoringAverage",2011
135,135,"David Duval",67,35.52,2380,67,"Front9ScoringAverage",2011
135,135,"Andres Gonzales",60,35.52,2131,60,"Front9ScoringAverage",2011
137,137,"Tag Ridings",87,35.53,3091,87,"Front9ScoringAverage",2011
138,138,"Ernie Els",71,35.54,2452,69,"Front9ScoringAverage",2011
138,138,"Robert Garrigus",83,35.54,2950,83,"Front9ScoringAverage",2011
138,138,"Troy Merritt",63,35.54,2239,63,"Front9ScoringAverage",2011
138,138,"Kevin Streelman",90,35.54,3199,90,"Front9ScoringAverage",2011
142,142,"Fabian Gomez",84,35.55,2986,84,"Front9ScoringAverage",2011
142,142,"Michael Putnam",67,35.55,2382,67,"Front9ScoringAverage",2011
144,144,"Lee Janzen",62,35.56,2205,62,"Front9ScoringAverage",2011
144,144,"Garrett Willis",71,35.56,2525,71,"Front9ScoringAverage",2011
146,146,"Ryuji Imada",83,35.57,2952,83,"Front9ScoringAverage",2011
147,147,"Tim Petrovic",88,35.58,3131,88,"Front9ScoringAverage",2011
147,147,"Jim Renner",65,35.58,2313,65,"Front9ScoringAverage",2011
149,149,"Joe Durant",71,35.59,2527,71,"Front9ScoringAverage",2011
150,150,"Bobby Gates",82,35.6,2919,82,"Front9ScoringAverage",2011
150,150,"Dean Wilson",62,35.6,2207,62,"Front9ScoringAverage",2011
152,152,"Jim Herman",69,35.61,2457,69,"Front9ScoringAverage",2011
152,152,"Billy Horschel",75,35.61,2671,75,"Front9ScoringAverage",2011
154,154,"Brendan Steele",89,35.63,3171,89,"Front9ScoringAverage",2011
155,155,"Scott McCarron",65,35.65,2317,65,"Front9ScoringAverage",2011
155,155,"Marc Turnesa",54,35.65,1925,54,"Front9ScoringAverage",2011
157,157,"Arjun Atwal",91,35.66,3245,91,"Front9ScoringAverage",2011
157,157,"JP Hayes",56,35.66,1997,56,"Front9ScoringAverage",2011
157,157,"Graeme McDowell",50,35.66,1676,47,"Front9ScoringAverage",2011
160,160,"Chris Riley",76,35.68,2712,76,"Front9ScoringAverage",2011
161,161,"Colt Knost",80,35.69,2855,80,"Front9ScoringAverage",2011
161,161,"Matt McQuillan",59,35.69,2106,59,"Front9ScoringAverage",2011
163,163,"Scott Stallings",84,35.7,2999,84,"Front9ScoringAverage",2011
163,163,"Boo Weekley",66,35.7,2356,66,"Front9ScoringAverage",2011
165,165,"Stuart Appleby",65,35.71,2321,65,"Front9ScoringAverage",2011
165,165,"Alexandre Rocha",65,35.71,2321,65,"Front9ScoringAverage",2011
167,167,"Jarrod Lyle",83,35.72,2965,83,"Front9ScoringAverage",2011
168,168,"Joseph Bramlett",73,35.73,2608,73,"Front9ScoringAverage",2011
169,169,"Paul Goydos",81,35.75,2896,81,"Front9ScoringAverage",2011
169,169,"Shaun Micheel",77,35.75,2753,77,"Front9ScoringAverage",2011
171,171,"Richard Johnson",64,35.77,2289,64,"Front9ScoringAverage",2011
172,172,"Kevin Kisner",70,35.81,2507,70,"Front9ScoringAverage",2011
173,173,"Scott Gutschewski",67,35.82,2400,67,"Front9ScoringAverage",2011
174,174,"Harrison Frazar",58,35.86,2080,58,"Front9ScoringAverage",2011
175,175,"Cameron Beckman",71,35.87,2547,71,"Front9ScoringAverage",2011
176,176,"Alex Prugh",82,35.89,2943,82,"Front9ScoringAverage",2011
177,177,"DJ Brigman",67,35.97,2410,67,"Front9ScoringAverage",2011
178,178,"Kevin Stadler",88,35.98,3166,88,"Front9ScoringAverage",2011
179,179,"Derek Lamely",65,36.05,2343,65,"Front9ScoringAverage",2011
179,179,"Daniel Summerhays",75,36.05,2704,75,"Front9ScoringAverage",2011
181,181,"Zack Miller",86,36.06,3101,86,"Front9ScoringAverage",2011
182,182,"Justin Hicks",60,36.1,2166,60,"Front9ScoringAverage",2011
183,183,"Rocco Mediate",53,36.13,1915,53,"Front9ScoringAverage",2011
184,184,"Rich Beem",53,36.19,1918,53,"Front9ScoringAverage",2011
185,185,"Martin Piller",63,36.32,2288,63,"Front9ScoringAverage",2011
186,186,"Will Strickler",51,36.73,1873,51,"Front9ScoringAverage",2011
