"FirstTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2012","FirstTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2012","FirstTeeEarlyRound1ScoringAverage_PLAYERNAME_2012","FirstTeeEarlyRound1ScoringAverage__2012","FirstTeeEarlyRound1ScoringAverage_AVG_2012","FirstTeeEarlyRound1ScoringAverage_TOTALSTROKES_2012","FirstTeeEarlyRound1ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Padraig Harrington",NA,67,335,5,"FirstTeeEarlyRound1ScoringAverage",2012
1,1,"Bubba Watson",NA,67,67,1,"FirstTeeEarlyRound1ScoringAverage",2012
3,3,"Ken Duke",NA,67.9,679,10,"FirstTeeEarlyRound1ScoringAverage",2012
4,4,"KJ Choi",NA,68,204,3,"FirstTeeEarlyRound1ScoringAverage",2012
4,4,"Ian Poulter",NA,68,204,3,"FirstTeeEarlyRound1ScoringAverage",2012
6,6,"Will Claxton",NA,68.33,410,6,"FirstTeeEarlyRound1ScoringAverage",2012
6,6,"Davis Love III",NA,68.33,205,3,"FirstTeeEarlyRound1ScoringAverage",2012
8,8,"Sergio Garcia",NA,68.5,274,4,"FirstTeeEarlyRound1ScoringAverage",2012
8,8,"Charlie Wi",NA,68.5,411,6,"FirstTeeEarlyRound1ScoringAverage",2012
10,10,"Jim Furyk",NA,68.75,275,4,"FirstTeeEarlyRound1ScoringAverage",2012
11,11,"Bud Cauley",NA,69,621,9,"FirstTeeEarlyRound1ScoringAverage",2012
11,11,"Gary Christian",NA,69,621,9,"FirstTeeEarlyRound1ScoringAverage",2012
11,11,"Ben Curtis",NA,69,138,2,"FirstTeeEarlyRound1ScoringAverage",2012
11,11,"Hunter Mahan",NA,69,138,2,"FirstTeeEarlyRound1ScoringAverage",2012
11,11,"David Toms",NA,69,276,4,"FirstTeeEarlyRound1ScoringAverage",2012
16,16,"Greg Owen",NA,69.13,553,8,"FirstTeeEarlyRound1ScoringAverage",2012
17,17,"Matt Kuchar",NA,69.33,416,6,"FirstTeeEarlyRound1ScoringAverage",2012
17,17,"Carl Pettersson",NA,69.33,624,9,"FirstTeeEarlyRound1ScoringAverage",2012
19,19,"Billy Horschel",NA,69.4,347,5,"FirstTeeEarlyRound1ScoringAverage",2012
19,19,"Charles Howell III",NA,69.4,694,10,"FirstTeeEarlyRound1ScoringAverage",2012
19,19,"Nick Watney",NA,69.4,347,5,"FirstTeeEarlyRound1ScoringAverage",2012
22,22,"Ernie Els",NA,69.5,139,2,"FirstTeeEarlyRound1ScoringAverage",2012
22,22,"Seung Yul Noh",NA,69.5,278,4,"FirstTeeEarlyRound1ScoringAverage",2012
22,22,"Pat Perez",NA,69.5,556,8,"FirstTeeEarlyRound1ScoringAverage",2012
22,22,"Tiger Woods",NA,69.5,139,2,"FirstTeeEarlyRound1ScoringAverage",2012
26,26,"Scott Piercy",NA,69.57,487,7,"FirstTeeEarlyRound1ScoringAverage",2012
27,27,"Daniel Summerhays",NA,69.63,557,8,"FirstTeeEarlyRound1ScoringAverage",2012
28,28,"James Driscoll",NA,69.67,627,9,"FirstTeeEarlyRound1ScoringAverage",2012
28,28,"Tim Herron",NA,69.67,418,6,"FirstTeeEarlyRound1ScoringAverage",2012
28,28,"Justin Rose",NA,69.67,418,6,"FirstTeeEarlyRound1ScoringAverage",2012
28,28,"Henrik Stenson",NA,69.67,209,3,"FirstTeeEarlyRound1ScoringAverage",2012
32,32,"Brendon de Jonge",NA,69.71,488,7,"FirstTeeEarlyRound1ScoringAverage",2012
33,33,"Greg Chalmers",NA,69.73,767,11,"FirstTeeEarlyRound1ScoringAverage",2012
34,34,"Brian Gay",NA,69.75,558,8,"FirstTeeEarlyRound1ScoringAverage",2012
34,34,"Jimmy Walker",NA,69.75,279,4,"FirstTeeEarlyRound1ScoringAverage",2012
36,36,"Matt Every",NA,69.83,419,6,"FirstTeeEarlyRound1ScoringAverage",2012
37,37,"Blake Adams",NA,70,700,10,"FirstTeeEarlyRound1ScoringAverage",2012
37,37,"John Daly",NA,70,210,3,"FirstTeeEarlyRound1ScoringAverage",2012
37,37,"Harris English",NA,70,560,8,"FirstTeeEarlyRound1ScoringAverage",2012
37,37,"Nathan Green",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2012
37,37,"Hunter Haas",NA,70,350,5,"FirstTeeEarlyRound1ScoringAverage",2012
37,37,"Charley Hoffman",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2012
37,37,"JB Holmes",NA,70,210,3,"FirstTeeEarlyRound1ScoringAverage",2012
37,37,"Brandt Jobe",NA,70,420,6,"FirstTeeEarlyRound1ScoringAverage",2012
37,37,"Dustin Johnson",NA,70,140,2,"FirstTeeEarlyRound1ScoringAverage",2012
