"TenthTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2016","TenthTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2016","TenthTeeEarlyPar3ScoringAverage_PLAYERNAME_2016","TenthTeeEarlyPar3ScoringAverage_ROUNDS_2016","TenthTeeEarlyPar3ScoringAverage_AVG_2016","TenthTeeEarlyPar3ScoringAverage_TOTALSTROKES_2016","TenthTeeEarlyPar3ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Paul Casey",39,2.75,22,8,"TenthTeeEarlyPar3ScoringAverage",2016
2,3,"Dustin Johnson",37,2.81,59,21,"TenthTeeEarlyPar3ScoringAverage",2016
3,4,"Kevin Na",52,2.82,96,34,"TenthTeeEarlyPar3ScoringAverage",2016
4,5,"Lucas Lee",22,2.83,34,12,"TenthTeeEarlyPar3ScoringAverage",2016
5,7,"Freddie Jacobson",54,2.84,162,57,"TenthTeeEarlyPar3ScoringAverage",2016
6,9,"Camilo Villegas",50,2.86,83,29,"TenthTeeEarlyPar3ScoringAverage",2016
7,8,"David Lingmerth",54,2.87,129,45,"TenthTeeEarlyPar3ScoringAverage",2016
8,18,"Byeong Hun An",23,2.88,46,16,"TenthTeeEarlyPar3ScoringAverage",2016
8,2,"Jamie Donaldson",28,2.88,69,24,"TenthTeeEarlyPar3ScoringAverage",2016
8,10,"Nick Taylor",57,2.88,141,49,"TenthTeeEarlyPar3ScoringAverage",2016
11,12,"Fabian Gomez",49,2.89,81,28,"TenthTeeEarlyPar3ScoringAverage",2016
11,5,"Spencer Levin",62,2.89,127,44,"TenthTeeEarlyPar3ScoringAverage",2016
13,25,"Brian Harman",60,2.9,116,40,"TenthTeeEarlyPar3ScoringAverage",2016
13,13,"Charles Howell III",63,2.9,142,49,"TenthTeeEarlyPar3ScoringAverage",2016
13,13,"Andres Romero",22,2.9,58,20,"TenthTeeEarlyPar3ScoringAverage",2016
16,16,"Marc Leishman",41,2.91,128,44,"TenthTeeEarlyPar3ScoringAverage",2016
17,18,"Ricky Barnes",57,2.92,193,66,"TenthTeeEarlyPar3ScoringAverage",2016
17,18,"Matt Jones",45,2.92,105,36,"TenthTeeEarlyPar3ScoringAverage",2016
19,22,"Scott Brown",59,2.93,170,58,"TenthTeeEarlyPar3ScoringAverage",2016
19,10,"Hideki Matsuyama",40,2.93,82,28,"TenthTeeEarlyPar3ScoringAverage",2016
19,18,"Phil Mickelson",37,2.93,117,40,"TenthTeeEarlyPar3ScoringAverage",2016
19,22,"Ryan Moore",40,2.93,85,29,"TenthTeeEarlyPar3ScoringAverage",2016
23,25,"Roberto Castro",55,2.94,141,48,"TenthTeeEarlyPar3ScoringAverage",2016
23,25,"David Hearn",55,2.94,147,50,"TenthTeeEarlyPar3ScoringAverage",2016
23,54,"Patton Kizzire",57,2.94,156,53,"TenthTeeEarlyPar3ScoringAverage",2016
23,25,"Martin Laird",46,2.94,153,52,"TenthTeeEarlyPar3ScoringAverage",2016
23,25,"Peter Malnati",53,2.94,159,54,"TenthTeeEarlyPar3ScoringAverage",2016
23,25,"Rob Oppenheim",37,2.94,106,36,"TenthTeeEarlyPar3ScoringAverage",2016
29,33,"Stuart Appleby",39,2.95,59,20,"TenthTeeEarlyPar3ScoringAverage",2016
29,33,"Keegan Bradley",40,2.95,121,41,"TenthTeeEarlyPar3ScoringAverage",2016
29,40,"Chad Collins",45,2.95,177,60,"TenthTeeEarlyPar3ScoringAverage",2016
29,57,"Scott Langley",41,2.95,130,44,"TenthTeeEarlyPar3ScoringAverage",2016
29,33,"Chez Reavie",56,2.95,130,44,"TenthTeeEarlyPar3ScoringAverage",2016
29,33,"Steve Stricker",25,2.95,112,38,"TenthTeeEarlyPar3ScoringAverage",2016
29,33,"Tyrone Van Aswegen",67,2.95,165,56,"TenthTeeEarlyPar3ScoringAverage",2016
