"Last5EventsShortGame_RANKTHISWEEK_2008","Last5EventsShortGame_RANKLASTWEEK_2008","Last5EventsShortGame_PLAYERNAME_2008","Last5EventsShortGame_EVENTS_2008","Last5EventsShortGame_RATING_2008","stat_name","year"
1,1,"Brad Elder",1,9,"Last5EventsShortGame",2008
2,2,"Ryan Palmer",2,8.7,"Last5EventsShortGame",2008
3,3,"Henrik Stenson",1,8.6,"Last5EventsShortGame",2008
4,4,"Webb Simpson",1,8.5,"Last5EventsShortGame",2008
5,5,"Tom Lehman",1,8.4,"Last5EventsShortGame",2008
5,5,"Jimmy Walker",1,8.4,"Last5EventsShortGame",2008
7,7,"Paul McGinley",1,8.2,"Last5EventsShortGame",2008
8,8,"Oliver Wilson",1,8,"Last5EventsShortGame",2008
9,9,"Mathias Gronberg",3,7.9,"Last5EventsShortGame",2008
10,10,"Chip Deason",1,7.8,"Last5EventsShortGame",2008
10,10,"Rocco Mediate",1,7.8,"Last5EventsShortGame",2008
10,10,"Steve Stricker",3,7.8,"Last5EventsShortGame",2008
13,13,"Jason Allred",2,7.7,"Last5EventsShortGame",2008
13,13,"Brian Gay",2,7.7,"Last5EventsShortGame",2008
13,13,"Tom Scherrer",2,7.7,"Last5EventsShortGame",2008
16,16,"Guy Boros",2,7.6,"Last5EventsShortGame",2008
16,16,"Padraig Harrington",1,7.6,"Last5EventsShortGame",2008
16,16,"Charlie Wi",4,7.6,"Last5EventsShortGame",2008
19,19,"Michael Allen",3,7.5,"Last5EventsShortGame",2008
19,19,"Harrison Frazar",1,7.5,"Last5EventsShortGame",2008
19,19,"Ted Schulz",1,7.5,"Last5EventsShortGame",2008
19,19,"Boo Weekley",3,7.5,"Last5EventsShortGame",2008
23,23,"Stephen Ames",2,7.4,"Last5EventsShortGame",2008
23,23,"Michael Bradley",2,7.4,"Last5EventsShortGame",2008
23,23,"Andrew Buckle",1,7.4,"Last5EventsShortGame",2008
23,23,"KJ Choi",2,7.4,"Last5EventsShortGame",2008
23,23,"Luke Donald",2,7.4,"Last5EventsShortGame",2008
23,23,"Jerry Kelly",2,7.4,"Last5EventsShortGame",2008
23,23,"Jonathan Moore",1,7.4,"Last5EventsShortGame",2008
23,23,"Jose Maria Olazabal",2,7.4,"Last5EventsShortGame",2008
23,23,"Tag Ridings",1,7.4,"Last5EventsShortGame",2008
23,23,"Roland Thatcher",1,7.4,"Last5EventsShortGame",2008
23,23,"Scott Verplank",2,7.4,"Last5EventsShortGame",2008
34,34,"Shane Bertsch",3,7.3,"Last5EventsShortGame",2008
34,34,"Gavin Coles",2,7.3,"Last5EventsShortGame",2008
34,34,"Yusaku Miyazato",2,7.3,"Last5EventsShortGame",2008
34,34,"Arron Oberholser",2,7.3,"Last5EventsShortGame",2008
34,34,"Heath Slocum",2,7.3,"Last5EventsShortGame",2008
34,34,"Mike Weir",4,7.3,"Last5EventsShortGame",2008
40,40,"Billy Andrade",3,7.2,"Last5EventsShortGame",2008
40,40,"Bart Bryant",3,7.2,"Last5EventsShortGame",2008
40,40,"Ben Curtis",3,7.2,"Last5EventsShortGame",2008
40,40,"Bill Haas",2,7.2,"Last5EventsShortGame",2008
40,40,"Scott Hoch",1,7.2,"Last5EventsShortGame",2008
40,40,"Neal Lancaster",3,7.2,"Last5EventsShortGame",2008
40,40,"Parker McLachlin",2,7.2,"Last5EventsShortGame",2008
40,40,"Kevin Na",3,7.2,"Last5EventsShortGame",2008
40,40,"Dean Wilson",3,7.2,"Last5EventsShortGame",2008
49,49,"Jose Coceres",2,7.1,"Last5EventsShortGame",2008
49,49,"Brian Davis",4,7.1,"Last5EventsShortGame",2008
49,49,"Todd Demsey",2,7.1,"Last5EventsShortGame",2008
49,49,"Bob Estes",5,7.1,"Last5EventsShortGame",2008
49,49,"Retief Goosen",1,7.1,"Last5EventsShortGame",2008
49,49,"JB Holmes",3,7.1,"Last5EventsShortGame",2008
49,49,"Greg Owen",1,7.1,"Last5EventsShortGame",2008
49,49,"Corey Pavin",1,7.1,"Last5EventsShortGame",2008
49,49,"Justin Rose",2,7.1,"Last5EventsShortGame",2008
49,49,"Tiger Woods",2,7.1,"Last5EventsShortGame",2008
59,59,"Stuart Appleby",4,7,"Last5EventsShortGame",2008
59,59,"Jason Bohn",2,7,"Last5EventsShortGame",2008
59,59,"Ernie Els",3,7,"Last5EventsShortGame",2008
59,59,"Ryuji Imada",4,7,"Last5EventsShortGame",2008
59,59,"Davis Love III",3,7,"Last5EventsShortGame",2008
59,59,"Pat Perez",4,7,"Last5EventsShortGame",2008
59,59,"Stephen Poole",1,7,"Last5EventsShortGame",2008
59,59,"DJ Trahan",3,7,"Last5EventsShortGame",2008
59,59,"Casey Wittenberg",2,7,"Last5EventsShortGame",2008
68,68,"Brad Adamonis",1,6.9,"Last5EventsShortGame",2008
68,68,"Olin Browne",4,6.9,"Last5EventsShortGame",2008
68,68,"Angel Cabrera",4,6.9,"Last5EventsShortGame",2008
68,68,"Daniel Chopra",1,6.9,"Last5EventsShortGame",2008
68,68,"Nick Dougherty",1,6.9,"Last5EventsShortGame",2008
68,68,"David Duval",3,6.9,"Last5EventsShortGame",2008
68,68,"Sean OHair",3,6.9,"Last5EventsShortGame",2008
68,68,"Nick OHern",4,6.9,"Last5EventsShortGame",2008
68,68,"Scott Sterling",2,6.9,"Last5EventsShortGame",2008
77,77,"Eric Axley",2,6.8,"Last5EventsShortGame",2008
77,77,"Aaron Baddeley",1,6.8,"Last5EventsShortGame",2008
77,77,"Brandt Jobe",2,6.8,"Last5EventsShortGame",2008
77,77,"Brendan Jones",2,6.8,"Last5EventsShortGame",2008
77,77,"David Lutterus",1,6.8,"Last5EventsShortGame",2008
77,77,"George McNeill",3,6.8,"Last5EventsShortGame",2008
77,77,"Dicky Pride",2,6.8,"Last5EventsShortGame",2008
77,77,"Garrett Willis",3,6.8,"Last5EventsShortGame",2008
85,85,"Jay Delsing",1,6.7,"Last5EventsShortGame",2008
85,85,"Jim Furyk",3,6.7,"Last5EventsShortGame",2008
85,85,"Will Ma Kenzie",3,6.7,"Last5EventsShortGame",2008
85,85,"Billy Mayfair",2,6.7,"Last5EventsShortGame",2008
85,85,"Paul Sheehan",1,6.7,"Last5EventsShortGame",2008
85,85,"Nick Taylor",1,6.7,"Last5EventsShortGame",2008
91,91,"Briny Baird",4,6.6,"Last5EventsShortGame",2008
91,91,"Tom Byrum",3,6.6,"Last5EventsShortGame",2008
91,91,"Alejandro Canizares",2,6.6,"Last5EventsShortGame",2008
91,91,"Tim Clark",4,6.6,"Last5EventsShortGame",2008
91,91,"Steve Flesch",4,6.6,"Last5EventsShortGame",2008
91,91,"Robert Garrigus",3,6.6,"Last5EventsShortGame",2008
91,91,"Steve Lowery",3,6.6,"Last5EventsShortGame",2008
91,91,"Hunter Mahan",2,6.6,"Last5EventsShortGame",2008
91,91,"Troy Matteson",3,6.6,"Last5EventsShortGame",2008
91,91,"Mark OMeara",1,6.6,"Last5EventsShortGame",2008
91,91,"Brett Quigley",3,6.6,"Last5EventsShortGame",2008
91,91,"Bob Tway",4,6.6,"Last5EventsShortGame",2008
103,103,"Steve Allan",2,6.5,"Last5EventsShortGame",2008
103,103,"Justin Bolli",1,6.5,"Last5EventsShortGame",2008
103,103,"Tommy Gainey",1,6.5,"Last5EventsShortGame",2008
103,103,"Jason Gore",3,6.5,"Last5EventsShortGame",2008
103,103,"Rob Grube",1,6.5,"Last5EventsShortGame",2008
103,103,"Todd Hamilton",2,6.5,"Last5EventsShortGame",2008
103,103,"Trevor Immelman",4,6.5,"Last5EventsShortGame",2008
103,103,"Miguel Angel Jimenez",1,6.5,"Last5EventsShortGame",2008
103,103,"Jamie Lovemark",2,6.5,"Last5EventsShortGame",2008
103,103,"Phil Mickelson",3,6.5,"Last5EventsShortGame",2008
103,103,"Dennis Paulson",1,6.5,"Last5EventsShortGame",2008
103,103,"Michael Sim",4,6.5,"Last5EventsShortGame",2008
115,115,"Notah Begay III",2,6.4,"Last5EventsShortGame",2008
115,115,"Fred Funk",1,6.4,"Last5EventsShortGame",2008
115,115,"Paul Goydos",2,6.4,"Last5EventsShortGame",2008
115,115,"Anton Haig",2,6.4,"Last5EventsShortGame",2008
115,115,"Derek Lamely",1,6.4,"Last5EventsShortGame",2008
115,115,"Len Mattiace",2,6.4,"Last5EventsShortGame",2008
115,115,"Andrew McLardy",1,6.4,"Last5EventsShortGame",2008
115,115,"Joe Ogilvie",3,6.4,"Last5EventsShortGame",2008
