"GIRPercentagefromFairway_RANKTHISWEEK_2013","GIRPercentagefromFairway_RANKLASTWEEK_2013","GIRPercentagefromFairway_PLAYERNAME_2013","GIRPercentagefromFairway_ROUNDS_2013","GIRPercentagefromFairway_Pct_2013","GIRPercentagefromFairway_GREENSHIT_2013","GIRPercentagefromFairway_OFHOLES_2013","stat_name","year"
1,1,"Bubba Watson",76,81.56,491,602,"GIRPercentagefromFairway",2013
2,2,"Nicolas Colsaerts",50,81.07,287,354,"GIRPercentagefromFairway",2013
3,3,"Stewart Cink",71,81.06,458,565,"GIRPercentagefromFairway",2013
4,4,"Adam Scott",61,80.85,418,517,"GIRPercentagefromFairway",2013
5,5,"Ricky Barnes",74,80.27,472,588,"GIRPercentagefromFairway",2013
6,6,"Phil Mickelson",78,79.81,498,624,"GIRPercentagefromFairway",2013
7,7,"Chad Campbell",78,79.66,513,644,"GIRPercentagefromFairway",2013
7,7,"Steve Stricker",51,79.66,372,467,"GIRPercentagefromFairway",2013
9,9,"Justin Rose",62,79.59,425,534,"GIRPercentagefromFairway",2013
10,10,"Tag Ridings",69,79.46,383,482,"GIRPercentagefromFairway",2013
10,10,"Henrik Stenson",65,79.46,499,628,"GIRPercentagefromFairway",2013
12,12,"Rory McIlroy",56,79.15,353,446,"GIRPercentagefromFairway",2013
13,13,"Boo Weekley",100,79.14,732,925,"GIRPercentagefromFairway",2013
14,14,"Eric Meierdierks",48,79.08,291,368,"GIRPercentagefromFairway",2013
15,15,"Ben Curtis",59,78.97,383,485,"GIRPercentagefromFairway",2013
16,16,"Harris English",95,78.87,612,776,"GIRPercentagefromFairway",2013
17,17,"Rory Sabbatini",86,78.74,537,682,"GIRPercentagefromFairway",2013
18,18,"Bob Estes",66,78.62,456,580,"GIRPercentagefromFairway",2013
19,19,"Jim Furyk",80,78.46,601,766,"GIRPercentagefromFairway",2013
20,20,"Graham DeLaet",94,78.42,676,862,"GIRPercentagefromFairway",2013
21,21,"Jim Herman",59,78.38,377,481,"GIRPercentagefromFairway",2013
22,22,"Jason Dufner",78,78.37,547,698,"GIRPercentagefromFairway",2013
23,23,"Jimmy Walker",84,78.36,478,610,"GIRPercentagefromFairway",2013
24,24,"Matt Kuchar",93,78.35,561,716,"GIRPercentagefromFairway",2013
25,25,"Andrew Svoboda",46,78.34,293,374,"GIRPercentagefromFairway",2013
26,26,"Tiger Woods",61,78.29,411,525,"GIRPercentagefromFairway",2013
27,27,"Hunter Mahan",91,78.21,621,794,"GIRPercentagefromFairway",2013
28,28,"Brandt Snedeker",79,78.18,541,692,"GIRPercentagefromFairway",2013
29,29,"John Merrick",79,78.14,522,668,"GIRPercentagefromFairway",2013
30,30,"Charles Howell III",87,78.13,493,631,"GIRPercentagefromFairway",2013
31,31,"Keegan Bradley",88,77.97,598,767,"GIRPercentagefromFairway",2013
32,32,"Kevin Stadler",83,77.93,551,707,"GIRPercentagefromFairway",2013
33,33,"Chris Kirk",89,77.9,578,742,"GIRPercentagefromFairway",2013
34,34,"Zach Johnson",84,77.87,630,809,"GIRPercentagefromFairway",2013
35,35,"Seung Yul Noh",71,77.75,374,481,"GIRPercentagefromFairway",2013
36,36,"Matt Jones",83,77.7,582,749,"GIRPercentagefromFairway",2013
37,37,"Greg Owen",73,77.66,459,591,"GIRPercentagefromFairway",2013
37,37,"Cameron Percy",68,77.66,424,546,"GIRPercentagefromFairway",2013
39,39,"John Rollins",77,77.65,462,595,"GIRPercentagefromFairway",2013
40,40,"Kyle Stanley",71,77.57,460,593,"GIRPercentagefromFairway",2013
41,41,"John Senden",79,77.54,511,659,"GIRPercentagefromFairway",2013
42,42,"Brendan Steele",86,77.52,545,703,"GIRPercentagefromFairway",2013
43,43,"Sergio Garcia",65,77.51,417,538,"GIRPercentagefromFairway",2013
44,44,"Nick Watney",88,77.47,581,750,"GIRPercentagefromFairway",2013
45,45,"Bo Van Pelt",72,77.4,483,624,"GIRPercentagefromFairway",2013
46,46,"Trevor Immelman",73,77.38,455,588,"GIRPercentagefromFairway",2013
47,47,"Roberto Castro",97,77.36,704,910,"GIRPercentagefromFairway",2013
48,48,"Brendon de Jonge",110,77.26,785,1016,"GIRPercentagefromFairway",2013
48,48,"Martin Kaymer",61,77.26,384,497,"GIRPercentagefromFairway",2013
50,50,"Pat Perez",69,77.25,455,589,"GIRPercentagefromFairway",2013
51,51,"Robert Streb",75,77.21,454,588,"GIRPercentagefromFairway",2013
52,52,"Steve LeBrun",66,77.16,402,521,"GIRPercentagefromFairway",2013
53,53,"Justin Hicks",79,77.13,560,726,"GIRPercentagefromFairway",2013
54,54,"Camilo Villegas",79,77.12,472,612,"GIRPercentagefromFairway",2013
55,55,"Bill Haas",85,77.11,566,734,"GIRPercentagefromFairway",2013
56,56,"Henrik Norlander",70,77.02,439,570,"GIRPercentagefromFairway",2013
57,57,"Jeff Overton",78,76.91,483,628,"GIRPercentagefromFairway",2013
58,58,"DH Lee",65,76.83,461,600,"GIRPercentagefromFairway",2013
59,59,"Kevin Chappell",80,76.82,527,686,"GIRPercentagefromFairway",2013
60,60,"David Hearn",88,76.8,586,763,"GIRPercentagefromFairway",2013
61,61,"Robert Allenby",58,76.77,347,452,"GIRPercentagefromFairway",2013
62,62,"George McNeill",68,76.76,479,624,"GIRPercentagefromFairway",2013
63,63,"Brad Fritsch",81,76.73,478,623,"GIRPercentagefromFairway",2013
64,64,"Charl Schwartzel",69,76.67,437,570,"GIRPercentagefromFairway",2013
65,65,"William McGirt",75,76.65,499,651,"GIRPercentagefromFairway",2013
66,66,"Will Claxton",67,76.63,423,552,"GIRPercentagefromFairway",2013
67,67,"Nicholas Thompson",99,76.62,685,894,"GIRPercentagefromFairway",2013
68,68,"Vijay Singh",61,76.56,405,529,"GIRPercentagefromFairway",2013
69,69,"Morgan Hoffmann",64,76.55,395,516,"GIRPercentagefromFairway",2013
70,70,"Lucas Glover",65,76.48,426,557,"GIRPercentagefromFairway",2013
71,71,"Robert Karlsson",56,76.43,334,437,"GIRPercentagefromFairway",2013
72,72,"Scott Langley",79,76.38,498,652,"GIRPercentagefromFairway",2013
72,72,"Gary Woodland",94,76.38,553,724,"GIRPercentagefromFairway",2013
74,74,"Ryan Palmer",79,76.34,484,634,"GIRPercentagefromFairway",2013
75,75,"JJ Henry",83,76.33,561,735,"GIRPercentagefromFairway",2013
76,76,"Scott Gardiner",61,76.3,367,481,"GIRPercentagefromFairway",2013
77,77,"Richard Lee",81,76.29,547,717,"GIRPercentagefromFairway",2013
78,78,"Jason Kokrak",78,76.12,440,578,"GIRPercentagefromFairway",2013
79,79,"Jeff Maggert",63,76.03,460,605,"GIRPercentagefromFairway",2013
80,80,"Martin Flores",83,76.01,472,621,"GIRPercentagefromFairway",2013
81,81,"Robert Garrigus",69,76,380,500,"GIRPercentagefromFairway",2013
82,82,"Lee Westwood",70,75.99,459,604,"GIRPercentagefromFairway",2013
83,83,"KJ Choi",85,75.97,588,774,"GIRPercentagefromFairway",2013
