"GIRPercentagefromFairway_RANKTHISWEEK_2013","GIRPercentagefromFairway_RANKLASTWEEK_2013","GIRPercentagefromFairway_PLAYERNAME_2013","GIRPercentagefromFairway_ROUNDS_2013","GIRPercentagefromFairway_Pct_2013","GIRPercentagefromFairway_GREENSHIT_2013","GIRPercentagefromFairway_OFHOLES_2013","stat_name","year"
84,84,"James Driscoll",76,75.93,410,540,"GIRPercentagefromFairway",2013
85,85,"Shawn Stefani",63,75.88,365,481,"GIRPercentagefromFairway",2013
86,86,"Peter Hanson",45,75.81,257,339,"GIRPercentagefromFairway",2013
87,87,"Casey Wittenberg",72,75.8,404,533,"GIRPercentagefromFairway",2013
88,88,"Bud Cauley",67,75.77,394,520,"GIRPercentagefromFairway",2013
89,89,"Russell Henley",80,75.74,534,705,"GIRPercentagefromFairway",2013
90,90,"Derek Ernst",58,75.71,371,490,"GIRPercentagefromFairway",2013
91,91,"Cameron Tringale",80,75.57,529,700,"GIRPercentagefromFairway",2013
92,92,"Sean OHair",56,75.52,327,433,"GIRPercentagefromFairway",2013
93,93,"Vaughn Taylor",50,75.48,317,420,"GIRPercentagefromFairway",2013
94,94,"Scott Piercy",78,75.31,424,563,"GIRPercentagefromFairway",2013
95,95,"Brandt Jobe",62,75.29,396,526,"GIRPercentagefromFairway",2013
96,96,"Justin Leonard",86,75.23,580,771,"GIRPercentagefromFairway",2013
97,97,"Josh Teater",86,75.22,522,694,"GIRPercentagefromFairway",2013
98,98,"Daniel Summerhays",83,75.17,539,717,"GIRPercentagefromFairway",2013
99,99,"DJ Trahan",48,75.12,305,406,"GIRPercentagefromFairway",2013
100,100,"Ben Kohles",75,75.04,502,669,"GIRPercentagefromFairway",2013
100,100,"Chez Reavie",72,75.04,529,705,"GIRPercentagefromFairway",2013
102,102,"John Huh",88,75.03,634,845,"GIRPercentagefromFairway",2013
103,103,"Fabian Gomez",65,75,420,560,"GIRPercentagefromFairway",2013
103,103,"James Hahn",78,75,453,604,"GIRPercentagefromFairway",2013
105,105,"Jordan Spieth",82,74.97,581,775,"GIRPercentagefromFairway",2013
106,106,"Charlie Beljan",62,74.95,389,519,"GIRPercentagefromFairway",2013
106,106,"Mark Wilson",56,74.95,386,515,"GIRPercentagefromFairway",2013
108,108,"Charley Hoffman",84,74.89,522,697,"GIRPercentagefromFairway",2013
109,109,"Dustin Johnson",71,74.81,392,524,"GIRPercentagefromFairway",2013
110,110,"Alistair Presnell",59,74.78,344,460,"GIRPercentagefromFairway",2013
111,111,"Ryo Ishikawa",72,74.72,405,542,"GIRPercentagefromFairway",2013
112,112,"Angel Cabrera",73,74.65,427,572,"GIRPercentagefromFairway",2013
112,112,"Johnson Wagner",64,74.65,368,493,"GIRPercentagefromFairway",2013
114,114,"Chris Stroud",88,74.64,571,765,"GIRPercentagefromFairway",2013
115,115,"Billy Horschel",96,74.59,640,858,"GIRPercentagefromFairway",2013
115,115,"Rod Pampling",46,74.59,273,366,"GIRPercentagefromFairway",2013
117,117,"Marc Leishman",77,74.57,472,633,"GIRPercentagefromFairway",2013
118,118,"Michael Bradley",56,74.56,299,401,"GIRPercentagefromFairway",2013
119,119,"Graeme McDowell",53,74.47,350,470,"GIRPercentagefromFairway",2013
120,120,"Carl Pettersson",82,74.44,495,665,"GIRPercentagefromFairway",2013
121,121,"Erik Compton",74,74.4,436,586,"GIRPercentagefromFairway",2013
122,122,"Steven Bowditch",67,74.38,357,480,"GIRPercentagefromFairway",2013
123,123,"Troy Matteson",68,74.26,378,509,"GIRPercentagefromFairway",2013
124,124,"Bryce Molder",82,74.25,545,734,"GIRPercentagefromFairway",2013
125,125,"Jason Day",86,74.19,480,647,"GIRPercentagefromFairway",2013
126,126,"Webb Simpson",92,74.16,577,778,"GIRPercentagefromFairway",2013
126,126,"Kevin Streelman",86,74.16,597,805,"GIRPercentagefromFairway",2013
128,128,"Ken Duke",87,74.08,623,841,"GIRPercentagefromFairway",2013
129,129,"Bobby Gates",49,74.07,240,324,"GIRPercentagefromFairway",2013
130,130,"Jason Bohn",70,73.95,474,641,"GIRPercentagefromFairway",2013
131,131,"Freddie Jacobson",63,73.94,349,472,"GIRPercentagefromFairway",2013
132,132,"Rickie Fowler",75,73.88,478,647,"GIRPercentagefromFairway",2013
133,133,"Stuart Appleby",88,73.87,540,731,"GIRPercentagefromFairway",2013
134,134,"Ryan Moore",72,73.86,503,681,"GIRPercentagefromFairway",2013
135,135,"Luke Donald",60,73.82,375,508,"GIRPercentagefromFairway",2013
136,136,"Aaron Baddeley",68,73.76,343,465,"GIRPercentagefromFairway",2013
137,137,"Tommy Gainey",84,73.72,488,662,"GIRPercentagefromFairway",2013
138,138,"Ian Poulter",59,73.55,342,465,"GIRPercentagefromFairway",2013
139,139,"Tim Herron",45,73.39,240,327,"GIRPercentagefromFairway",2013
139,139,"Aaron Watkins",46,73.39,284,387,"GIRPercentagefromFairway",2013
141,141,"Scott Stallings",79,73.34,476,649,"GIRPercentagefromFairway",2013
142,142,"Matt Every",89,73.22,536,732,"GIRPercentagefromFairway",2013
143,143,"Jonas Blixt",76,73.21,440,601,"GIRPercentagefromFairway",2013
144,144,"Brian Stuard",78,73.05,496,679,"GIRPercentagefromFairway",2013
145,145,"Lee Williams",62,72.95,364,499,"GIRPercentagefromFairway",2013
146,146,"David Lynn",70,72.9,417,572,"GIRPercentagefromFairway",2013
147,147,"Luke List",65,72.87,282,387,"GIRPercentagefromFairway",2013
148,148,"Luke Guthrie",82,72.71,509,700,"GIRPercentagefromFairway",2013
149,149,"Michael Thompson",66,72.61,411,566,"GIRPercentagefromFairway",2013
150,150,"Brian Harman",89,72.56,521,718,"GIRPercentagefromFairway",2013
151,151,"Martin Laird",68,72.52,417,575,"GIRPercentagefromFairway",2013
152,152,"Padraig Harrington",52,72.5,290,400,"GIRPercentagefromFairway",2013
153,153,"Sangmoon Bae",83,72.44,489,675,"GIRPercentagefromFairway",2013
154,154,"Ben Crane",62,72.41,357,493,"GIRPercentagefromFairway",2013
155,155,"David Mathis",71,72.38,422,583,"GIRPercentagefromFairway",2013
156,156,"Scott Brown",65,72.34,408,564,"GIRPercentagefromFairway",2013
157,157,"Greg Chalmers",77,72.26,461,638,"GIRPercentagefromFairway",2013
158,158,"Jerry Kelly",75,72.23,541,749,"GIRPercentagefromFairway",2013
159,159,"YE Yang",56,72.1,354,491,"GIRPercentagefromFairway",2013
160,160,"David Toms",49,71.99,293,407,"GIRPercentagefromFairway",2013
161,161,"Justin Bolli",59,71.91,338,470,"GIRPercentagefromFairway",2013
162,162,"Dicky Pride",71,71.88,437,608,"GIRPercentagefromFairway",2013
163,163,"Stephen Ames",49,71.86,286,398,"GIRPercentagefromFairway",2013
163,163,"Charlie Wi",75,71.86,447,622,"GIRPercentagefromFairway",2013
165,165,"Andres Romero",63,71.82,339,472,"GIRPercentagefromFairway",2013
166,166,"Doug LaBelle II",72,71.73,472,658,"GIRPercentagefromFairway",2013
167,167,"David Lingmerth",68,71.62,439,613,"GIRPercentagefromFairway",2013
168,168,"Geoff Ogilvy",57,71.58,345,482,"GIRPercentagefromFairway",2013
169,169,"DA Points",87,71.56,551,770,"GIRPercentagefromFairway",2013
170,170,"Patrick Reed",83,71.54,465,650,"GIRPercentagefromFairway",2013
171,171,"Mike Weir",60,71.46,318,445,"GIRPercentagefromFairway",2013
172,172,"Tom Gillis",69,71.33,418,586,"GIRPercentagefromFairway",2013
173,173,"Jin Park",52,70.77,339,479,"GIRPercentagefromFairway",2013
174,174,"Ted Potter Jr",65,70.57,410,581,"GIRPercentagefromFairway",2013
175,175,"Tim Clark",64,70.45,422,599,"GIRPercentagefromFairway",2013
176,176,"Colt Knost",69,70.38,423,601,"GIRPercentagefromFairway",2013
177,177,"Brian Davis",91,70.23,611,870,"GIRPercentagefromFairway",2013
178,178,"Ernie Els",63,69.86,350,501,"GIRPercentagefromFairway",2013
179,179,"Darron Stiles",51,68.4,316,462,"GIRPercentagefromFairway",2013
180,180,"Brian Gay",79,66.81,477,714,"GIRPercentagefromFairway",2013
