"3PuttAvoidance510_RANKTHISWEEK_2016","3PuttAvoidance510_RANKLASTWEEK_2016","3PuttAvoidance510_PLAYERNAME_2016","3PuttAvoidance510_ROUNDS_2016","3PuttAvoidance510_Pct_2016","3PuttAvoidance510_TOTAL3PUTTS_2016","3PuttAvoidance510_ATTEMPTS_2016","3PuttAvoidance510_2PUTTORBETTERPct_2016","stat_name","year"
1,1,"Tyler Aldridge",53,0,NA,159,100,"3PuttAvoidance510",2016
1,1,"Robert Allenby",35,0,NA,69,100,"3PuttAvoidance510",2016
1,1,"Aaron Baddeley",51,0,NA,119,100,"3PuttAvoidance510",2016
1,1,"Daniel Berger",52,0,NA,143,100,"3PuttAvoidance510",2016
1,1,"Shane Bertsch",30,0,NA,62,100,"3PuttAvoidance510",2016
1,1,"Jonas Blixt",46,0,NA,132,100,"3PuttAvoidance510",2016
1,1,"Jason Bohn",37,0,NA,110,100,"3PuttAvoidance510",2016
1,1,"Keegan Bradley",40,0,NA,92,100,"3PuttAvoidance510",2016
1,1,"Bronson Burgoon",53,0,NA,135,100,"3PuttAvoidance510",2016
1,1,"Miguel Angel Carballo",24,0,NA,48,100,"3PuttAvoidance510",2016
1,1,"Paul Casey",39,0,NA,69,100,"3PuttAvoidance510",2016
1,1,"Roberto Castro",55,0,NA,164,100,"3PuttAvoidance510",2016
1,1,"Alex Cejka",47,0,NA,105,100,"3PuttAvoidance510",2016
1,1,"KJ Choi",47,0,NA,137,100,"3PuttAvoidance510",2016
1,1,"Stewart Cink",45,0,NA,97,100,"3PuttAvoidance510",2016
1,1,"Chad Collins",45,0,NA,136,100,"3PuttAvoidance510",2016
1,1,"Ben Crane",48,0,NA,137,100,"3PuttAvoidance510",2016
1,1,"Jon Curran",55,0,NA,143,100,"3PuttAvoidance510",2016
1,1,"Jason Day",36,0,NA,89,100,"3PuttAvoidance510",2016
1,1,"Brendon de Jonge",55,0,NA,133,100,"3PuttAvoidance510",2016
1,1,"Luke Donald",49,0,NA,104,100,"3PuttAvoidance510",2016
1,1,"Ken Duke",26,0,NA,73,100,"3PuttAvoidance510",2016
1,1,"Ernie Els",34,0,NA,101,100,"3PuttAvoidance510",2016
1,1,"Harris English",51,0,NA,107,100,"3PuttAvoidance510",2016
1,1,"Derek Ernst",36,0,NA,82,100,"3PuttAvoidance510",2016
1,1,"Derek Fathauer",58,0,NA,133,100,"3PuttAvoidance510",2016
1,1,"Matthew Fitzpatrick",23,0,NA,39,100,"3PuttAvoidance510",2016
1,1,"Rickie Fowler",42,0,NA,104,100,"3PuttAvoidance510",2016
1,1,"Sergio Garcia",28,0,NA,48,100,"3PuttAvoidance510",2016
1,1,"Brice Garnett",29,0,NA,49,100,"3PuttAvoidance510",2016
1,1,"Robert Garrigus",34,0,NA,85,100,"3PuttAvoidance510",2016
1,1,"Brian Gay",22,0,NA,71,100,"3PuttAvoidance510",2016
1,1,"Rhein Gibson",36,0,NA,82,100,"3PuttAvoidance510",2016
1,1,"Fabian Gomez",49,0,NA,143,100,"3PuttAvoidance510",2016
1,1,"Andres Gonzales",46,0,NA,106,100,"3PuttAvoidance510",2016
1,1,"Retief Goosen",37,0,NA,105,100,"3PuttAvoidance510",2016
1,1,"Jason Gore",51,0,NA,121,100,"3PuttAvoidance510",2016
1,1,"Branden Grace",31,0,NA,63,100,"3PuttAvoidance510",2016
1,1,"Emiliano Grillo",47,0,NA,112,100,"3PuttAvoidance510",2016
1,1,"Bill Haas",42,0,NA,108,100,"3PuttAvoidance510",2016
1,1,"Chesson Hadley",51,0,NA,118,100,"3PuttAvoidance510",2016
1,1,"Adam Hadwin",53,0,NA,191,100,"3PuttAvoidance510",2016
1,1,"James Hahn",45,0,NA,135,100,"3PuttAvoidance510",2016
1,1,"Brian Harman",60,0,NA,169,100,"3PuttAvoidance510",2016
1,1,"Padraig Harrington",38,0,NA,116,100,"3PuttAvoidance510",2016
1,1,"Russell Henley",42,0,NA,130,100,"3PuttAvoidance510",2016
1,1,"JJ Henry",44,0,NA,120,100,"3PuttAvoidance510",2016
1,1,"Jim Herman",55,0,NA,114,100,"3PuttAvoidance510",2016
1,1,"Tom Hoge",47,0,NA,146,100,"3PuttAvoidance510",2016
1,1,"Billy Horschel",45,0,NA,117,100,"3PuttAvoidance510",2016
1,1,"Charles Howell III",63,0,NA,156,100,"3PuttAvoidance510",2016
1,1,"Billy Hurley III",22,0,NA,61,100,"3PuttAvoidance510",2016
1,1,"Hiroshi Iwata",51,0,NA,130,100,"3PuttAvoidance510",2016
1,1,"Freddie Jacobson",54,0,NA,138,100,"3PuttAvoidance510",2016
1,1,"Zach Johnson",42,0,NA,106,100,"3PuttAvoidance510",2016
1,1,"Dustin Johnson",37,0,NA,76,100,"3PuttAvoidance510",2016
1,1,"Matt Jones",45,0,NA,99,100,"3PuttAvoidance510",2016
