"Percentageofpotentialmoneywon_RANKTHISWEEK_2008","Percentageofpotentialmoneywon_RANKLASTWEEK_2008","Percentageofpotentialmoneywon_PLAYERNAME_2008","Percentageofpotentialmoneywon_EVENTS_2008","Percentageofpotentialmoneywon_Pct_2008","Percentageofpotentialmoneywon_OFFICIALMONEYWON_2008","Percentageofpotentialmoneywon_POTENTIALMONEY_2008","stat_name","year"
83,83,"Paul Waring",1,5.04,75484,1498875,"Percentageofpotentialmoneywon",2008
87,87,"Brandt Snedeker",26,5.01,1531441,30552875,"Percentageofpotentialmoneywon",2008
88,88,"Jerry Kelly",31,5,1652400,33070875,"Percentageofpotentialmoneywon",2008
89,89,"Johnson Wagner",26,4.98,1431001,28746000,"Percentageofpotentialmoneywon",2008
90,90,"Steve Elkington",25,4.96,1291113,26028000,"Percentageofpotentialmoneywon",2008
91,91,"Parker McLachlin",27,4.95,1311839,26478000,"Percentageofpotentialmoneywon",2008
91,91,"Esteban Toledo",3,4.95,111305,2250000,"Percentageofpotentialmoneywon",2008
91,91,"Marc Turnesa",29,4.95,1329920,26856000,"Percentageofpotentialmoneywon",2008
94,94,"Bubba Watson",29,4.92,1533522,31158000,"Percentageofpotentialmoneywon",2008
95,95,"Cameron Beckman",29,4.88,1312837,26928000,"Percentageofpotentialmoneywon",2008
96,96,"Graeme McDowell",4,4.86,269544,5548875,"Percentageofpotentialmoneywon",2008
96,96,"Scott Verplank",24,4.86,1359620,27978875,"Percentageofpotentialmoneywon",2008
98,98,"Ryan Moore",24,4.85,1214899,25056000,"Percentageofpotentialmoneywon",2008
99,99,"Bernhard Langer",2,4.81,147250,3060000,"Percentageofpotentialmoneywon",2008
100,100,"Fred Couples",18,4.8,949281,19764000,"Percentageofpotentialmoneywon",2008
101,101,"Peter Lonard",30,4.74,1462893,30888000,"Percentageofpotentialmoneywon",2008
102,102,"Rocco Mediate",27,4.73,1420875,30064875,"Percentageofpotentialmoneywon",2008
102,102,"Chez Reavie",30,4.73,1444102,30528000,"Percentageofpotentialmoneywon",2008
104,104,"Heath Slocum",29,4.71,1491915,31684875,"Percentageofpotentialmoneywon",2008
105,105,"Will Ma Kenzie",21,4.67,911194,19494000,"Percentageofpotentialmoneywon",2008
106,106,"Nick OHern",26,4.64,1370771,29560875,"Percentageofpotentialmoneywon",2008
107,107,"John Merrick",28,4.56,1312004,28800000,"Percentageofpotentialmoneywon",2008
108,108,"George McNeill",29,4.52,1361531,30116000,"Percentageofpotentialmoneywon",2008
109,109,"Corey Pavin",20,4.5,924281,20520000,"Percentageofpotentialmoneywon",2008
110,110,"Paul McGinley",1,4.44,60000,1350000,"Percentageofpotentialmoneywon",2008
111,111,"Richard Johnson",21,4.38,884367,20196000,"Percentageofpotentialmoneywon",2008
111,111,"Bob Tway",20,4.38,785640,17928000,"Percentageofpotentialmoneywon",2008
113,113,"Michael Sim",7,4.33,269864,6228000,"Percentageofpotentialmoneywon",2008
114,114,"Kevin Streelman",32,4.32,1352704,31320000,"Percentageofpotentialmoneywon",2008
115,115,"Scott McCarron",22,4.27,952070,22306875,"Percentageofpotentialmoneywon",2008
116,116,"Tom Pernice Jr",30,4.26,1336276,31356000,"Percentageofpotentialmoneywon",2008
117,117,"Charles Howell III",31,4.23,1449231,34224875,"Percentageofpotentialmoneywon",2008
118,118,"John Senden",28,4.22,1269083,30096000,"Percentageofpotentialmoneywon",2008
119,119,"Tim Wilkinson",29,4.21,1167606,27756000,"Percentageofpotentialmoneywon",2008
120,120,"Arron Oberholser",10,4.2,454881,10836000,"Percentageofpotentialmoneywon",2008
121,121,"Tim Herron",28,4.13,1164998,28224000,"Percentageofpotentialmoneywon",2008
122,122,"Angel Cabrera",17,4.06,868182,21408875,"Percentageofpotentialmoneywon",2008
122,122,"Troy Matteson",30,4.06,1212018,29826000,"Percentageofpotentialmoneywon",2008
122,122,"Dean Wilson",32,4.06,1350002,33246000,"Percentageofpotentialmoneywon",2008
125,125,"Steve Flesch",29,4.03,1265058,31358000,"Percentageofpotentialmoneywon",2008
125,125,"Casey Wittenberg",4,4.03,167520,4158000,"Percentageofpotentialmoneywon",2008
127,127,"Michael Letzig",29,4.01,1166976,29092875,"Percentageofpotentialmoneywon",2008
128,128,"Steve Allan",21,3.95,743969,18846000,"Percentageofpotentialmoneywon",2008
129,129,"John Mallinger",29,3.86,1201432,31104000,"Percentageofpotentialmoneywon",2008
130,130,"Cliff Kresge",28,3.65,1068206,29232000,"Percentageofpotentialmoneywon",2008
130,130,"DA Points",3,3.65,126918,3474000,"Percentageofpotentialmoneywon",2008
132,132,"Tom Lehman",17,3.64,676651,18598875,"Percentageofpotentialmoneywon",2008
133,133,"Diego Vanegas",1,3.62,22775,630000,"Percentageofpotentialmoneywon",2008
134,134,"Kevin Na",29,3.59,1041058,29034000,"Percentageofpotentialmoneywon",2008
135,135,"Alvaro Quiros",2,3.58,45065,1260000,"Percentageofpotentialmoneywon",2008
136,136,"Joe Ogilvie",29,3.55,1035830,29144000,"Percentageofpotentialmoneywon",2008
137,137,"Alex Cejka",25,3.54,893997,25258875,"Percentageofpotentialmoneywon",2008
138,138,"David Toms",20,3.53,799113,22626000,"Percentageofpotentialmoneywon",2008
139,139,"Jonathan Byrd",27,3.52,1039583,29540000,"Percentageofpotentialmoneywon",2008
140,140,"Lucas Glover",26,3.49,998490,28624875,"Percentageofpotentialmoneywon",2008
141,141,"Brett Quigley",25,3.41,878215,25758000,"Percentageofpotentialmoneywon",2008
142,142,"Michael Allen",28,3.39,981262,28962000,"Percentageofpotentialmoneywon",2008
143,143,"Brian Davis",34,3.38,1151558,34110000,"Percentageofpotentialmoneywon",2008
144,144,"John Rollins",28,3.37,1016031,30136875,"Percentageofpotentialmoneywon",2008
145,145,"Gavin Coles",16,3.35,455002,13590000,"Percentageofpotentialmoneywon",2008
146,146,"SSP Chawrasia",1,3.31,44750,1350000,"Percentageofpotentialmoneywon",2008
147,147,"Hidemasa Hoshino",1,3.28,44250,1350000,"Percentageofpotentialmoneywon",2008
148,148,"John Huston",18,3.27,496876,15174000,"Percentageofpotentialmoneywon",2008
149,149,"Bill Haas",31,3.22,1000939,31050000,"Percentageofpotentialmoneywon",2008
150,150,"Charley Hoffman",29,3.2,945701,29576000,"Percentageofpotentialmoneywon",2008
151,151,"Anders Hansen",6,3.19,251891,7906875,"Percentageofpotentialmoneywon",2008
152,152,"Vaughn Taylor",32,3.18,1053422,33102000,"Percentageofpotentialmoneywon",2008
153,153,"Martin Laird",29,3.17,852751,26910000,"Percentageofpotentialmoneywon",2008
154,154,"Brad Adamonis",29,3.15,862413,27396000,"Percentageofpotentialmoneywon",2008
155,155,"Nick Watney",27,3.12,878173,28190000,"Percentageofpotentialmoneywon",2008
156,156,"Nathan Green",30,3.11,912867,29376000,"Percentageofpotentialmoneywon",2008
157,157,"Bob Estes",28,3.09,829395,26838000,"Percentageofpotentialmoneywon",2008
158,158,"Mark Brown",3,3.06,123750,4050000,"Percentageofpotentialmoneywon",2008
159,159,"Bob May",4,3.02,114085,3780000,"Percentageofpotentialmoneywon",2008
159,159,"Roland Thatcher",15,3.02,445211,14760000,"Percentageofpotentialmoneywon",2008
161,161,"Joe Durant",28,3.01,802567,26640000,"Percentageofpotentialmoneywon",2008
162,162,"Daisuke Maruyama",4,2.99,98596,3294000,"Percentageofpotentialmoneywon",2008
163,163,"Shane Bertsch",29,2.98,841248,28260000,"Percentageofpotentialmoneywon",2008
163,163,"Soren Kjeldsen",3,2.98,125000,4198875,"Percentageofpotentialmoneywon",2008
163,163,"Chapchai Nirat",1,2.98,40250,1350000,"Percentageofpotentialmoneywon",2008
163,163,"Paul Sheehan",1,2.98,40250,1350000,"Percentageofpotentialmoneywon",2008
167,167,"Tim Petrovic",32,2.97,958577,32314875,"Percentageofpotentialmoneywon",2008
168,168,"Niclas Fasth",10,2.94,391690,13342875,"Percentageofpotentialmoneywon",2008
169,169,"Mark Calcavecchia",25,2.82,784809,27870875,"Percentageofpotentialmoneywon",2008
170,170,"Jason Day",28,2.81,767393,27306000,"Percentageofpotentialmoneywon",2008
170,170,"Bo Van Pelt",32,2.81,903966,32130000,"Percentageofpotentialmoneywon",2008
172,172,"Charles Warren",29,2.8,800693,28620000,"Percentageofpotentialmoneywon",2008
173,173,"Jeff Overton",32,2.77,890488,32152875,"Percentageofpotentialmoneywon",2008
174,174,"Stephen Poole",1,2.74,25143,918000,"Percentageofpotentialmoneywon",2008
175,175,"Chris Riley",17,2.72,388850,14274000,"Percentageofpotentialmoneywon",2008
176,176,"James Driscoll",28,2.71,708549,26100000,"Percentageofpotentialmoneywon",2008
177,177,"JJ Henry",34,2.67,931161,34830000,"Percentageofpotentialmoneywon",2008
178,178,"Robert Dinwiddie",1,2.65,35709,1350000,"Percentageofpotentialmoneywon",2008
179,179,"Eric Axley",35,2.64,899215,34002000,"Percentageofpotentialmoneywon",2008
179,179,"Robert Garrigus",29,2.64,756732,28656000,"Percentageofpotentialmoneywon",2008
181,181,"Tommy Gainey",24,2.62,562204,21474000,"Percentageofpotentialmoneywon",2008
182,182,"Pablo Martin Benavides",3,2.61,60142,2304000,"Percentageofpotentialmoneywon",2008
183,183,"Matt Jones",31,2.58,775899,30078000,"Percentageofpotentialmoneywon",2008
184,184,"Richard Finch",2,2.57,73284,2848875,"Percentageofpotentialmoneywon",2008
184,184,"WC Liang",6,2.57,184353,7168875,"Percentageofpotentialmoneywon",2008
186,186,"Prayad Marksaeng",4,2.55,141560,5548875,"Percentageofpotentialmoneywon",2008
187,187,"Glen Day",19,2.54,435263,17118000,"Percentageofpotentialmoneywon",2008
188,188,"Jhonattan Vegas",1,2.45,19828,810000,"Percentageofpotentialmoneywon",2008
189,189,"Scott Sterling",28,2.44,624821,25632000,"Percentageofpotentialmoneywon",2008
190,190,"Patrick Sheehan",35,2.42,805897,33318000,"Percentageofpotentialmoneywon",2008
191,191,"Jason Gore",33,2.41,779664,32400000,"Percentageofpotentialmoneywon",2008
192,192,"Rich Beem",29,2.39,730000,30604875,"Percentageofpotentialmoneywon",2008
193,193,"Colin Montgomerie",7,2.38,221534,9292875,"Percentageofpotentialmoneywon",2008
194,194,"Brendan Jones",5,2.37,163185,6898875,"Percentageofpotentialmoneywon",2008
194,194,"Jay Williamson",33,2.37,758862,32062875,"Percentageofpotentialmoneywon",2008
196,196,"Marco Dawson",21,2.36,439963,18666000,"Percentageofpotentialmoneywon",2008
197,197,"Thomas Aiken",1,2.22,33266,1498875,"Percentageofpotentialmoneywon",2008
197,197,"Gregory Bourdy",1,2.22,33266,1498875,"Percentageofpotentialmoneywon",2008
197,197,"Ariel Canete",1,2.22,33266,1498875,"Percentageofpotentialmoneywon",2008
197,197,"Simon Khan",1,2.22,33266,1498875,"Percentageofpotentialmoneywon",2008
201,201,"Jesper Parnevik",29,2.2,635819,28926000,"Percentageofpotentialmoneywon",2008
202,202,"Yusaku Miyazato",1,2.17,20670,954000,"Percentageofpotentialmoneywon",2008
203,203,"Harrison Frazar",23,2.14,444059,20772000,"Percentageofpotentialmoneywon",2008
204,204,"Richard Sterne",8,2.13,226294,10642875,"Percentageofpotentialmoneywon",2008
205,205,"Jason Dufner",16,2.12,284137,13410000,"Percentageofpotentialmoneywon",2008
205,205,"Peter Hanson",4,2.12,117784,5548875,"Percentageofpotentialmoneywon",2008
207,207,"Bob Heintz",17,2.11,301015,14238000,"Percentageofpotentialmoneywon",2008
208,208,"Andrew McLardy",2,2.07,47000,2268000,"Percentageofpotentialmoneywon",2008
209,209,"Tag Ridings",29,2.06,568493,27594000,"Percentageofpotentialmoneywon",2008
210,210,"Anton Haig",2,2.05,49780,2430000,"Percentageofpotentialmoneywon",2008
210,210,"Kevin Stadler",30,2.05,598945,29146875,"Percentageofpotentialmoneywon",2008
212,212,"Chris DiMarco",29,1.98,590743,29862000,"Percentageofpotentialmoneywon",2008
213,213,"Richard Green",9,1.97,224309,11362875,"Percentageofpotentialmoneywon",2008
214,214,"Ian Woosnam",1,1.94,26250,1350000,"Percentageofpotentialmoneywon",2008
215,215,"Mark Hensby",26,1.89,480482,25416000,"Percentageofpotentialmoneywon",2008
215,215,"Lee Janzen",28,1.89,500155,26424000,"Percentageofpotentialmoneywon",2008
215,215,"Nick Price",1,1.89,11900,630000,"Percentageofpotentialmoneywon",2008
218,218,"Jeff Gove",18,1.85,290410,15678000,"Percentageofpotentialmoneywon",2008
218,218,"Garrett Willis",11,1.85,176815,9540000,"Percentageofpotentialmoneywon",2008
220,220,"Dan Forsman",11,1.84,169106,9198000,"Percentageofpotentialmoneywon",2008
221,221,"Fred Funk",14,1.83,257283,14078000,"Percentageofpotentialmoneywon",2008
222,222,"Todd Hamilton",28,1.82,537957,29632875,"Percentageofpotentialmoneywon",2008
223,223,"Brenden Pappas",24,1.8,384071,21366000,"Percentageofpotentialmoneywon",2008
224,224,"Craig Kanada",23,1.78,363596,20448000,"Percentageofpotentialmoneywon",2008
224,224,"Jarrod Lyle",1,1.78,23985,1350000,"Percentageofpotentialmoneywon",2008
224,224,"Chris Stroud",29,1.78,482405,27162000,"Percentageofpotentialmoneywon",2008
227,227,"Jose Coceres",13,1.75,240392,13698000,"Percentageofpotentialmoneywon",2008
227,227,"Frank Lickliter II",32,1.75,548113,31338000,"Percentageofpotentialmoneywon",2008
229,229,"Nick Dougherty",8,1.73,183061,10588875,"Percentageofpotentialmoneywon",2008
230,230,"Oliver Wilson",4,1.72,95709,5548875,"Percentageofpotentialmoneywon",2008
231,231,"YE Yang",29,1.71,461725,27036000,"Percentageofpotentialmoneywon",2008
232,232,"Justin Bolli",28,1.7,458022,26892000,"Percentageofpotentialmoneywon",2008
233,233,"Carlos Franco",25,1.69,378768,22464000,"Percentageofpotentialmoneywon",2008
234,234,"Tom Scherrer",20,1.67,288390,17280000,"Percentageofpotentialmoneywon",2008
235,235,"Brent Geiberger",12,1.66,165600,9972000,"Percentageofpotentialmoneywon",2008
235,235,"Doug LaBelle II",22,1.66,338132,20380875,"Percentageofpotentialmoneywon",2008
237,237,"Omar Uresti",24,1.65,346285,21024000,"Percentageofpotentialmoneywon",2008
238,238,"Ross Fisher",6,1.64,130766,7978875,"Percentageofpotentialmoneywon",2008
238,238,"Jeff Maggert",28,1.64,444484,27126000,"Percentageofpotentialmoneywon",2008
238,238,"Jon Mills",32,1.64,489510,29934000,"Percentageofpotentialmoneywon",2008
241,241,"Spencer Levin",1,1.63,15518,954000,"Percentageofpotentialmoneywon",2008
242,242,"Chad Collins",24,1.6,339958,21276000,"Percentageofpotentialmoneywon",2008
243,243,"Anthony Wall",1,1.57,23553,1498875,"Percentageofpotentialmoneywon",2008
244,244,"Craig Parry",4,1.56,86310,5548875,"Percentageofpotentialmoneywon",2008
244,244,"Brett Rumford",26,1.56,386418,24714000,"Percentageofpotentialmoneywon",2008
246,246,"Brandt Jobe",19,1.55,293214,18918000,"Percentageofpotentialmoneywon",2008
247,247,"Dicky Pride",14,1.54,182890,11844000,"Percentageofpotentialmoneywon",2008
248,248,"Kent Jones",23,1.52,304432,20016000,"Percentageofpotentialmoneywon",2008
249,249,"Soren Hansen",9,1.46,179965,12352875,"Percentageofpotentialmoneywon",2008
250,250,"Martin Kaymer",8,1.45,154387,10642875,"Percentageofpotentialmoneywon",2008
251,251,"Nick Flanagan",29,1.42,379036,26730000,"Percentageofpotentialmoneywon",2008
251,251,"Paul Stankowski",13,1.42,156077,10962000,"Percentageofpotentialmoneywon",2008
253,253,"Robert Damron",8,1.4,94611,6750000,"Percentageofpotentialmoneywon",2008
254,254,"Louis Oosthuizen",3,1.38,51325,3708000,"Percentageofpotentialmoneywon",2008
255,255,"Bob Sowards",22,1.37,263327,19242000,"Percentageofpotentialmoneywon",2008
255,255,"Toru Taniguchi",7,1.37,122620,8982000,"Percentageofpotentialmoneywon",2008
257,257,"Andrew Buckle",15,1.36,170264,12510000,"Percentageofpotentialmoneywon",2008
257,257,"Jonathan Lomas",1,1.36,20384,1498875,"Percentageofpotentialmoneywon",2008
259,259,"Brad Elder",23,1.35,270365,20016000,"Percentageofpotentialmoneywon",2008
259,259,"John Riegger",24,1.35,289501,21366000,"Percentageofpotentialmoneywon",2008
261,261,"Ian Leggatt",5,1.33,62481,4698000,"Percentageofpotentialmoneywon",2008
262,262,"Jean Baptiste Gonnet",1,1.32,19785,1498875,"Percentageofpotentialmoneywon",2008
262,262,"David Horsey",1,1.32,19785,1498875,"Percentageofpotentialmoneywon",2008
262,262,"Larry Mize",16,1.32,190803,14418000,"Percentageofpotentialmoneywon",2008
262,262,"Jimmy Walker",24,1.32,282249,21312000,"Percentageofpotentialmoneywon",2008
266,266,"Tom Gillis",3,1.28,38915,3028875,"Percentageofpotentialmoneywon",2008
267,267,"Kenneth Ferrie",25,1.27,288772,22716000,"Percentageofpotentialmoneywon",2008
267,267,"James Kingston",5,1.27,84250,6628875,"Percentageofpotentialmoneywon",2008
269,269,"Chip Deason",1,1.25,10350,828000,"Percentageofpotentialmoneywon",2008
269,269,"Jose Filipe Lima",1,1.25,18685,1498875,"Percentageofpotentialmoneywon",2008
269,269,"Kiyoshi Miyazato",1,1.25,11925,954000,"Percentageofpotentialmoneywon",2008
269,269,"Martin Wiegele",1,1.25,18685,1498875,"Percentageofpotentialmoneywon",2008
273,273,"John Douma",1,1.24,11150,9e+05,"Percentageofpotentialmoneywon",2008
274,274,"Erik Compton",1,1.22,10074,828000,"Percentageofpotentialmoneywon",2008
274,274,"Bubba Dickerson",1,1.22,13640,1116000,"Percentageofpotentialmoneywon",2008
274,274,"JP Hayes",26,1.22,312151,25488000,"Percentageofpotentialmoneywon",2008
277,277,"Pablo Larrazabal",3,1.21,50685,4198875,"Percentageofpotentialmoneywon",2008
278,278,"Charl Schwartzel",1,1.2,16250,1350000,"Percentageofpotentialmoneywon",2008
278,278,"Mitsuhiro Tateyama",1,1.2,11448,954000,"Percentageofpotentialmoneywon",2008
280,280,"Dennis Paulson",1,1.19,6420,540000,"Percentageofpotentialmoneywon",2008
280,280,"Ted Schulz",1,1.19,6420,540000,"Percentageofpotentialmoneywon",2008
282,282,"Bryan DeCorso",1,1.18,10600,9e+05,"Percentageofpotentialmoneywon",2008
282,282,"Mike Ruiz",1,1.18,8692,738000,"Percentageofpotentialmoneywon",2008
284,284,"Brian Bateman",18,1.17,227470,19478000,"Percentageofpotentialmoneywon",2008
284,284,"Alejandro Canizares",16,1.17,162115,13824000,"Percentageofpotentialmoneywon",2008
284,284,"Shingo Katayama",5,1.17,76375,6516000,"Percentageofpotentialmoneywon",2008
284,284,"Miguel Suarez",1,1.17,7350,630000,"Percentageofpotentialmoneywon",2008
288,288,"Ryan Armour",32,1.16,354508,30582000,"Percentageofpotentialmoneywon",2008
289,289,"Scott Hoch",1,1.15,11385,990000,"Percentageofpotentialmoneywon",2008
289,289,"Jose Maria Olazabal",4,1.15,60200,5220000,"Percentageofpotentialmoneywon",2008
291,291,"Andrew Dresser",1,1.13,15189,1350000,"Percentageofpotentialmoneywon",2008
291,291,"Andrew Svoboda",1,1.13,15189,1350000,"Percentageofpotentialmoneywon",2008
293,293,"Chih Bing Lam",1,1.12,16787,1498875,"Percentageofpotentialmoneywon",2008
294,294,"Peter Karmis",1,1.11,11940,1080000,"Percentageofpotentialmoneywon",2008
294,294,"Rod Perry",1,1.11,9154,828000,"Percentageofpotentialmoneywon",2008
296,296,"Michael Bradley",14,1.1,138453,12564000,"Percentageofpotentialmoneywon",2008
296,296,"Rick Fehr",1,1.1,5940,540000,"Percentageofpotentialmoneywon",2008
