"GIRPercentage200yards_RANKTHISWEEK_2006","GIRPercentage200yards_RANKLASTWEEK_2006","GIRPercentage200yards_PLAYERNAME_2006","GIRPercentage200yards_ROUNDS_2006","GIRPercentage200yards_Pct_2006","GIRPercentage200yards_GREENSHIT_2006","GIRPercentage200yards_TOTALHOLES_2006","GIRPercentage200yards_RELATIVETOPAR_2006","stat_name","year"
1,1,"Padraig Harrington",54,61.54,48,78,-0.19,"GIRPercentage200yards",2006
2,2,"Jose Maria Olazabal",62,60,54,90,-0.13,"GIRPercentage200yards",2006
3,3,"Tiger Woods",55,59.55,53,89,-0.15,"GIRPercentage200yards",2006
4,4,"Jeff Gove",91,59.38,95,160,0,"GIRPercentage200yards",2006
5,5,"Mathew Goggin",72,57.39,66,115,0.03,"GIRPercentage200yards",2006
6,6,"Sean OHair",100,57.06,93,163,-0.03,"GIRPercentage200yards",2006
7,7,"Kenny Perry",73,56.67,68,120,-0.07,"GIRPercentage200yards",2006
8,8,"Fred Couples",52,56.6,30,53,-0.03,"GIRPercentage200yards",2006
9,9,"Bart Bryant",87,56.14,96,171,-0.08,"GIRPercentage200yards",2006
10,10,"Charles Warren",93,56.05,88,157,-0.05,"GIRPercentage200yards",2006
11,11,"Briny Baird",81,55.77,87,156,-0.05,"GIRPercentage200yards",2006
12,12,"Jonathan Byrd",66,55.56,70,126,-0.21,"GIRPercentage200yards",2006
13,13,"Bob May",65,54.96,72,131,-0.08,"GIRPercentage200yards",2006
14,14,"Duffy Waldorf",96,54.88,90,164,-0.1,"GIRPercentage200yards",2006
15,15,"Heath Slocum",96,54.4,99,182,-0.11,"GIRPercentage200yards",2006
16,16,"Jonathan Kaye",95,53.8,92,171,-0.02,"GIRPercentage200yards",2006
17,17,"Chris Smith",67,53.72,65,121,0.06,"GIRPercentage200yards",2006
18,18,"John Senden",96,53.71,94,175,-0.07,"GIRPercentage200yards",2006
19,19,"Trevor Immelman",86,53.66,88,164,-0.09,"GIRPercentage200yards",2006
20,20,"Ted Purdy",103,53.65,103,192,-0.09,"GIRPercentage200yards",2006
21,21,"Roger Tambellini",64,53.4,55,103,0.02,"GIRPercentage200yards",2006
22,22,"Steve Elkington",52,53.26,49,92,-0.04,"GIRPercentage200yards",2006
23,23,"KJ Choi",93,53.23,99,186,-0.12,"GIRPercentage200yards",2006
24,24,"Nicholas Thompson",96,52.83,84,159,0,"GIRPercentage200yards",2006
25,25,"Lucas Glover",105,52.43,97,185,-0.09,"GIRPercentage200yards",2006
25,25,"Bo Van Pelt",102,52.43,97,185,-0.04,"GIRPercentage200yards",2006
27,27,"Scott Verplank",88,52.38,88,168,-0.07,"GIRPercentage200yards",2006
28,28,"Ryan Palmer",101,52.07,88,169,-0.11,"GIRPercentage200yards",2006
29,29,"Justin Rose",98,51.83,99,191,-0.03,"GIRPercentage200yards",2006
30,30,"Jeff Maggert",81,51.69,92,178,-0.08,"GIRPercentage200yards",2006
31,31,"Billy Mayfair",94,51.4,92,179,-0.05,"GIRPercentage200yards",2006
32,32,"Tim Clark",80,51.3,79,154,-0.19,"GIRPercentage200yards",2006
33,33,"Chris Couch",75,51.06,72,141,0.06,"GIRPercentage200yards",2006
34,34,"Joe Durant",101,51.03,99,194,-0.07,"GIRPercentage200yards",2006
35,35,"Joey Sindelar",90,50.84,91,179,-0.05,"GIRPercentage200yards",2006
36,36,"Greg Owen",79,50.69,73,144,0.04,"GIRPercentage200yards",2006
37,37,"Bob Estes",85,50.58,87,172,-0.09,"GIRPercentage200yards",2006
38,38,"Charley Hoffman",100,50.57,88,174,-0.11,"GIRPercentage200yards",2006
39,39,"Robert Allenby",79,50.41,62,123,-0.11,"GIRPercentage200yards",2006
40,40,"Steve Stricker",64,50.35,71,141,-0.08,"GIRPercentage200yards",2006
41,41,"Mark Wilson",79,50.31,82,163,-0.09,"GIRPercentage200yards",2006
42,42,"Jim Furyk",89,50.29,88,175,-0.14,"GIRPercentage200yards",2006
43,43,"Jason Bohn",104,50,104,208,-0.05,"GIRPercentage200yards",2006
43,43,"Davis Love III",85,50,59,118,-0.17,"GIRPercentage200yards",2006
43,43,"Ian Poulter",53,50,41,82,0.02,"GIRPercentage200yards",2006
43,43,"Adam Scott",70,50,51,102,-0.14,"GIRPercentage200yards",2006
47,47,"Frank Lickliter II",99,49.74,94,189,-0.09,"GIRPercentage200yards",2006
48,48,"Jason Gore",86,49.7,84,169,-0.05,"GIRPercentage200yards",2006
49,49,"Rory Sabbatini",84,49.66,72,145,-0.01,"GIRPercentage200yards",2006
50,50,"Kevin Sutherland",100,49.49,98,198,-0.1,"GIRPercentage200yards",2006
51,51,"Hunter Mahan",98,49.46,92,186,-0.12,"GIRPercentage200yards",2006
52,52,"John Daly",51,49.44,44,89,-0.14,"GIRPercentage200yards",2006
53,53,"Bubba Watson",83,49.4,82,166,-0.1,"GIRPercentage200yards",2006
54,54,"Brandt Jobe",91,49.34,75,152,0.01,"GIRPercentage200yards",2006
55,55,"Robert Garrigus",85,49.02,75,153,-0.09,"GIRPercentage200yards",2006
56,56,"Vaughn Taylor",88,48.91,90,184,-0.01,"GIRPercentage200yards",2006
57,57,"Scott Gutschewski",53,48.86,43,88,-0.09,"GIRPercentage200yards",2006
57,57,"Dean Wilson",115,48.86,107,219,-0.1,"GIRPercentage200yards",2006
59,59,"David Branshaw",98,48.83,104,213,0.06,"GIRPercentage200yards",2006
60,60,"Will Ma Kenzie",91,48.81,82,168,0.01,"GIRPercentage200yards",2006
61,61,"Stewart Cink",93,48.65,90,185,-0.08,"GIRPercentage200yards",2006
62,62,"Brett Quigley",109,48.43,108,223,-0.11,"GIRPercentage200yards",2006
