"2PuttsperRound_RANKTHISWEEK_2006","2PuttsperRound_RANKLASTWEEK_2006","2PuttsperRound_PLAYERNAME_2006","2PuttsperRound_ROUNDS_2006","2PuttsperRound_AVG_2006","2PuttsperRound_TOTAL2PUTTS_2006","2PuttsperRound_TOTALROUNDS_2006","stat_name","year"
1,1,"Bart Bryant",87,11.09,954,86,"2PuttsperRound",2006
2,2,"Kenny Perry",73,11.01,793,72,"2PuttsperRound",2006
3,3,"Jeff Gove",91,11,957,87,"2PuttsperRound",2006
4,4,"Tom Lehman",70,10.95,657,60,"2PuttsperRound",2006
5,5,"Heath Slocum",96,10.9,1014,93,"2PuttsperRound",2006
6,6,"JJ Henry",96,10.89,1013,93,"2PuttsperRound",2006
7,7,"John Senden",96,10.86,1010,93,"2PuttsperRound",2006
8,8,"Shaun Micheel",96,10.85,1009,93,"2PuttsperRound",2006
9,9,"Chris Smith",67,10.84,726,67,"2PuttsperRound",2006
10,10,"Chris Couch",75,10.75,806,75,"2PuttsperRound",2006
10,10,"Scott Gutschewski",53,10.75,548,51,"2PuttsperRound",2006
10,10,"Will Ma Kenzie",91,10.75,946,88,"2PuttsperRound",2006
10,10,"Ron Whittaker",81,10.75,849,79,"2PuttsperRound",2006
14,14,"Brandt Jobe",91,10.72,943,88,"2PuttsperRound",2006
14,14,"Jonathan Kaye",95,10.72,986,92,"2PuttsperRound",2006
14,14,"Joey Sindelar",90,10.72,965,90,"2PuttsperRound",2006
17,17,"Jon Mills",68,10.71,707,66,"2PuttsperRound",2006
18,18,"Charles Howell III",96,10.69,994,93,"2PuttsperRound",2006
19,19,"KJ Choi",93,10.68,983,92,"2PuttsperRound",2006
20,20,"Joe Durant",101,10.67,1078,101,"2PuttsperRound",2006
21,21,"Roger Tambellini",64,10.66,650,61,"2PuttsperRound",2006
22,22,"Bob May",65,10.65,660,62,"2PuttsperRound",2006
23,23,"Briny Baird",81,10.64,819,77,"2PuttsperRound",2006
23,23,"Mathew Goggin",72,10.64,745,70,"2PuttsperRound",2006
23,23,"Duffy Waldorf",96,10.64,979,92,"2PuttsperRound",2006
26,26,"Zach Johnson",98,10.63,935,88,"2PuttsperRound",2006
27,27,"Mark Brooks",90,10.62,945,89,"2PuttsperRound",2006
28,28,"Sergio Garcia",59,10.6,583,55,"2PuttsperRound",2006
28,28,"Kevin Sutherland",100,10.6,1018,96,"2PuttsperRound",2006
30,30,"Jeff Maggert",81,10.59,858,81,"2PuttsperRound",2006
30,30,"Charles Warren",93,10.59,953,90,"2PuttsperRound",2006
32,32,"Arron Oberholser",82,10.58,836,79,"2PuttsperRound",2006
33,33,"David Branshaw",98,10.57,1036,98,"2PuttsperRound",2006
33,33,"Steve Elkington",52,10.57,539,51,"2PuttsperRound",2006
35,35,"Alex Cejka",93,10.56,961,91,"2PuttsperRound",2006
35,35,"Ben Curtis",86,10.56,908,86,"2PuttsperRound",2006
37,37,"Craig Barlow",77,10.55,770,73,"2PuttsperRound",2006
38,38,"Jeff Brehaut",100,10.54,1012,96,"2PuttsperRound",2006
39,39,"Paul Stankowski",70,10.53,737,70,"2PuttsperRound",2006
40,40,"Trevor Immelman",86,10.51,904,86,"2PuttsperRound",2006
40,40,"Troy Matteson",101,10.51,1062,101,"2PuttsperRound",2006
42,42,"Ted Purdy",103,10.5,1060,101,"2PuttsperRound",2006
43,43,"Ryan Hietala",61,10.49,619,59,"2PuttsperRound",2006
43,43,"Jason Schultz",77,10.49,787,75,"2PuttsperRound",2006
43,43,"Bubba Watson",83,10.49,829,79,"2PuttsperRound",2006
46,46,"Bob Estes",85,10.47,890,85,"2PuttsperRound",2006
46,46,"Ian Leggatt",80,10.47,796,76,"2PuttsperRound",2006
46,46,"Thomas Levet",53,10.47,534,51,"2PuttsperRound",2006
46,46,"Larry Mize",53,10.47,534,51,"2PuttsperRound",2006
50,50,"Michael Connell",51,10.46,502,48,"2PuttsperRound",2006
50,50,"Mathias Gronberg",92,10.46,931,89,"2PuttsperRound",2006
50,50,"Billy Mayfair",94,10.46,983,94,"2PuttsperRound",2006
50,50,"Brett Wetterich",82,10.46,858,82,"2PuttsperRound",2006
54,54,"Rich Beem",85,10.45,867,83,"2PuttsperRound",2006
55,55,"Jim Furyk",89,10.44,919,88,"2PuttsperRound",2006
55,55,"John Rollins",93,10.44,950,91,"2PuttsperRound",2006
55,55,"Nicholas Thompson",96,10.44,971,93,"2PuttsperRound",2006
55,55,"Vance Veazey",59,10.44,616,59,"2PuttsperRound",2006
59,59,"Chad Campbell",91,10.43,907,87,"2PuttsperRound",2006
59,59,"Hunter Mahan",98,10.43,1022,98,"2PuttsperRound",2006
59,59,"Jimmy Walker",60,10.43,605,58,"2PuttsperRound",2006
62,62,"John Engler Jr",69,10.42,698,67,"2PuttsperRound",2006
62,62,"Carlos Franco",86,10.42,896,86,"2PuttsperRound",2006
62,62,"Greg Owen",79,10.42,802,77,"2PuttsperRound",2006
62,62,"Hidemichi Tanaka",74,10.42,761,73,"2PuttsperRound",2006
66,66,"Jose Maria Olazabal",62,10.41,604,58,"2PuttsperRound",2006
66,66,"Omar Uresti",61,10.41,614,59,"2PuttsperRound",2006
68,68,"Bubba Dickerson",98,10.4,998,96,"2PuttsperRound",2006
68,68,"Fred Funk",106,10.4,1092,105,"2PuttsperRound",2006
68,68,"Tim Herron",82,10.4,842,81,"2PuttsperRound",2006
68,68,"Richard Johnson",94,10.4,978,94,"2PuttsperRound",2006
68,68,"Skip Kendall",72,10.4,749,72,"2PuttsperRound",2006
68,68,"Steve Lowery",99,10.4,1009,97,"2PuttsperRound",2006
68,68,"Tiger Woods",55,10.4,541,52,"2PuttsperRound",2006
75,75,"Fred Couples",52,10.38,519,50,"2PuttsperRound",2006
75,75,"Lucas Glover",105,10.38,1048,101,"2PuttsperRound",2006
75,75,"Peter Lonard",77,10.38,789,76,"2PuttsperRound",2006
