"EarlyPar5ScoringAverage_RANKTHISWEEK_2007","EarlyPar5ScoringAverage_RANKLASTWEEK_2007","EarlyPar5ScoringAverage_PLAYERNAME_2007","EarlyPar5ScoringAverage_ROUNDS_2007","EarlyPar5ScoringAverage_AVG_2007","EarlyPar5ScoringAverage_TOTALSTROKES_2007","EarlyPar5ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Tiger Woods",63,4.43,257,58,"EarlyPar5ScoringAverage",2007
2,2,"Phil Mickelson",73,4.49,422,94,"EarlyPar5ScoringAverage",2007
2,2,"Bubba Watson",80,4.49,552,123,"EarlyPar5ScoringAverage",2007
4,4,"Bill Haas",93,4.5,675,150,"EarlyPar5ScoringAverage",2007
5,5,"Mark Calcavecchia",93,4.51,659,146,"EarlyPar5ScoringAverage",2007
5,5,"Vijay Singh",102,4.51,577,128,"EarlyPar5ScoringAverage",2007
7,7,"Jim Furyk",84,4.52,447,99,"EarlyPar5ScoringAverage",2007
8,8,"Charles Warren",101,4.55,769,169,"EarlyPar5ScoringAverage",2007
9,9,"Jason Bohn",57,4.56,369,81,"EarlyPar5ScoringAverage",2007
10,10,"Carl Pettersson",111,4.57,758,166,"EarlyPar5ScoringAverage",2007
11,11,"Jeff Gove",103,4.58,742,162,"EarlyPar5ScoringAverage",2007
11,11,"Rod Pampling",92,4.58,595,130,"EarlyPar5ScoringAverage",2007
11,11,"Jesper Parnevik",88,4.58,714,156,"EarlyPar5ScoringAverage",2007
14,14,"Aaron Baddeley",83,4.59,454,99,"EarlyPar5ScoringAverage",2007
14,14,"Alex Cejka",80,4.59,666,145,"EarlyPar5ScoringAverage",2007
14,14,"JJ Henry",86,4.59,657,143,"EarlyPar5ScoringAverage",2007
14,14,"Charley Hoffman",97,4.59,711,155,"EarlyPar5ScoringAverage",2007
14,14,"John Senden",97,4.59,781,170,"EarlyPar5ScoringAverage",2007
19,19,"Robert Allenby",90,4.6,566,123,"EarlyPar5ScoringAverage",2007
19,19,"Nathan Green",103,4.6,732,159,"EarlyPar5ScoringAverage",2007
19,19,"Anthony Kim",93,4.6,667,145,"EarlyPar5ScoringAverage",2007
19,19,"Jeff Overton",60,4.6,409,89,"EarlyPar5ScoringAverage",2007
19,19,"Tom Pernice Jr",104,4.6,672,146,"EarlyPar5ScoringAverage",2007
