"PercentageofYardagecoveredbyTeeShots_RANKTHISWEEK_2006","PercentageofYardagecoveredbyTeeShots_RANKLASTWEEK_2006","PercentageofYardagecoveredbyTeeShots_PLAYERNAME_2006","PercentageofYardagecoveredbyTeeShots_ROUNDS_2006","PercentageofYardagecoveredbyTeeShots_AVGPct_2006","PercentageofYardagecoveredbyTeeShots_TOTALSHOTDISTANCE_2006","PercentageofYardagecoveredbyTeeShots_TOTALDISTANCE_2006","stat_name","year"
67,67,"Bob May",65,62.25,211472.5,339708,"PercentageofYardagecoveredbyTeeShots",2006
68,68,"Danny Ellis",68,62.24,237469.7,381559,"PercentageofYardagecoveredbyTeeShots",2006
68,68,"Pat Perez",50,62.24,168115,270100,"PercentageofYardagecoveredbyTeeShots",2006
70,70,"Robert Allenby",79,62.21,237923.6,382462,"PercentageofYardagecoveredbyTeeShots",2006
71,71,"Carlos Franco",86,62.2,304022.5,488794,"PercentageofYardagecoveredbyTeeShots",2006
72,72,"John Huston",74,62.16,255181,410553,"PercentageofYardagecoveredbyTeeShots",2006
73,73,"Justin Rose",98,62.14,338171.3,544241,"PercentageofYardagecoveredbyTeeShots",2006
74,74,"Freddie Jacobson",56,62.09,213108.3,343247,"PercentageofYardagecoveredbyTeeShots",2006
75,75,"DJ Trahan",92,62.08,299231.6,482010,"PercentageofYardagecoveredbyTeeShots",2006
76,76,"Jeff Gove",91,62.06,318934.3,513909,"PercentageofYardagecoveredbyTeeShots",2006
77,77,"Stuart Appleby",83,62.04,254866,410842,"PercentageofYardagecoveredbyTeeShots",2006
77,77,"Stewart Cink",93,62.04,286022.7,460994,"PercentageofYardagecoveredbyTeeShots",2006
79,79,"Marco Dawson",87,62.03,304243.6,490509,"PercentageofYardagecoveredbyTeeShots",2006
80,80,"Alex Cejka",93,62.02,314900.2,507705,"PercentageofYardagecoveredbyTeeShots",2006
80,80,"Jason Schultz",77,62.02,256389.5,413372,"PercentageofYardagecoveredbyTeeShots",2006
82,82,"Padraig Harrington",54,62.01,150093.7,242038,"PercentageofYardagecoveredbyTeeShots",2006
83,83,"Kevin Sutherland",100,61.97,342573.7,552766,"PercentageofYardagecoveredbyTeeShots",2006
84,84,"Greg Owen",79,61.96,245975.2,397018,"PercentageofYardagecoveredbyTeeShots",2006
85,85,"Chad Campbell",91,61.93,263786.1,425913,"PercentageofYardagecoveredbyTeeShots",2006
85,85,"Ernie Els",69,61.93,184797.2,298384,"PercentageofYardagecoveredbyTeeShots",2006
87,87,"Jason Bohn",104,61.92,349223.6,563992,"PercentageofYardagecoveredbyTeeShots",2006
88,88,"David Howell",52,61.88,118544.9,191575,"PercentageofYardagecoveredbyTeeShots",2006
88,88,"David Toms",76,61.88,245668.9,396987,"PercentageofYardagecoveredbyTeeShots",2006
90,90,"Arron Oberholser",82,61.87,243735.3,393979,"PercentageofYardagecoveredbyTeeShots",2006
91,91,"Michael Allen",84,61.84,284233.8,459612,"PercentageofYardagecoveredbyTeeShots",2006
92,92,"Rod Pampling",89,61.83,255538.5,413275,"PercentageofYardagecoveredbyTeeShots",2006
92,92,"Jesper Parnevik",84,61.83,287709.5,465335,"PercentageofYardagecoveredbyTeeShots",2006
94,94,"Frank Lickliter II",99,61.78,331785,537039,"PercentageofYardagecoveredbyTeeShots",2006
95,95,"Brett Quigley",109,61.77,368121.4,596000,"PercentageofYardagecoveredbyTeeShots",2006
96,96,"Vaughn Taylor",88,61.76,303288.4,491092,"PercentageofYardagecoveredbyTeeShots",2006
97,97,"Ryan Moore",68,61.75,227499.9,368399,"PercentageofYardagecoveredbyTeeShots",2006
98,98,"Brian Davis",92,61.74,318378.6,515662,"PercentageofYardagecoveredbyTeeShots",2006
99,99,"JP Hayes",55,61.67,193970.7,314548,"PercentageofYardagecoveredbyTeeShots",2006
100,100,"Arjun Atwal",97,61.62,319646.7,518727,"PercentageofYardagecoveredbyTeeShots",2006
101,101,"KJ Choi",93,61.59,309127.7,501891,"PercentageofYardagecoveredbyTeeShots",2006
102,102,"Ian Leggatt",80,61.58,273504.3,444111,"PercentageofYardagecoveredbyTeeShots",2006
103,103,"Steve Lowery",99,61.56,323457.8,525456,"PercentageofYardagecoveredbyTeeShots",2006
104,104,"Joe Durant",101,61.55,374774.9,608914,"PercentageofYardagecoveredbyTeeShots",2006
105,105,"Patrick Sheehan",104,61.53,340008.7,552587,"PercentageofYardagecoveredbyTeeShots",2006
106,106,"Bob Tway",81,61.52,260782.2,423898,"PercentageofYardagecoveredbyTeeShots",2006
107,107,"Zach Johnson",98,61.5,300897.5,489274,"PercentageofYardagecoveredbyTeeShots",2006
107,107,"Ted Purdy",103,61.5,314515.9,511402,"PercentageofYardagecoveredbyTeeShots",2006
109,109,"Tom Lehman",70,61.49,183441.3,298348,"PercentageofYardagecoveredbyTeeShots",2006
109,109,"Carl Pettersson",95,61.49,294816,479432,"PercentageofYardagecoveredbyTeeShots",2006
111,111,"Woody Austin",107,61.48,361080.9,587345,"PercentageofYardagecoveredbyTeeShots",2006
112,112,"John Engler Jr",69,61.45,246242.8,400735,"PercentageofYardagecoveredbyTeeShots",2006
113,113,"Greg Chalmers",71,61.44,222535.4,362228,"PercentageofYardagecoveredbyTeeShots",2006
113,113,"Jose Maria Olazabal",62,61.44,153068.7,249138,"PercentageofYardagecoveredbyTeeShots",2006
115,115,"Peter Lonard",77,61.43,255935.8,416618,"PercentageofYardagecoveredbyTeeShots",2006
116,116,"Brent Geiberger",99,61.4,350117.3,570239,"PercentageofYardagecoveredbyTeeShots",2006
117,117,"Len Mattiace",59,61.39,201528.9,328288,"PercentageofYardagecoveredbyTeeShots",2006
118,118,"Paul Azinger",87,61.37,309519.7,504341,"PercentageofYardagecoveredbyTeeShots",2006
119,119,"Stephen Ames",63,61.33,172920.4,281928,"PercentageofYardagecoveredbyTeeShots",2006
120,120,"David McKenzie",82,61.32,268537.6,437895,"PercentageofYardagecoveredbyTeeShots",2006
121,121,"Vance Veazey",59,61.31,212236,346167,"PercentageofYardagecoveredbyTeeShots",2006
122,122,"Bernhard Langer",77,61.28,227981.4,372013,"PercentageofYardagecoveredbyTeeShots",2006
122,122,"Shigeki Maruyama",94,61.28,312078.6,509263,"PercentageofYardagecoveredbyTeeShots",2006
124,124,"Briny Baird",81,61.24,272065.8,444244,"PercentageofYardagecoveredbyTeeShots",2006
125,125,"Mike Sposa",68,61.23,225784.5,368770,"PercentageofYardagecoveredbyTeeShots",2006
126,126,"Duffy Waldorf",96,61.21,318307,520053,"PercentageofYardagecoveredbyTeeShots",2006
127,127,"Thomas Levet",53,61.16,188200.1,307706,"PercentageofYardagecoveredbyTeeShots",2006
127,127,"DA Points",82,61.16,277528.3,453810,"PercentageofYardagecoveredbyTeeShots",2006
129,129,"Steve Flesch",119,61.13,398181.3,651412,"PercentageofYardagecoveredbyTeeShots",2006
129,129,"Todd Hamilton",72,61.13,217733.4,356190,"PercentageofYardagecoveredbyTeeShots",2006
131,131,"Jim Furyk",89,61.11,264571.5,432919,"PercentageofYardagecoveredbyTeeShots",2006
132,132,"Kent Jones",103,61.1,341048.4,558164,"PercentageofYardagecoveredbyTeeShots",2006
133,133,"David Branshaw",98,61.09,337202.4,552001,"PercentageofYardagecoveredbyTeeShots",2006
134,134,"Jeff Brehaut",100,61.08,329330.4,539202,"PercentageofYardagecoveredbyTeeShots",2006
135,135,"Billy Andrade",78,61.06,230165.1,376963,"PercentageofYardagecoveredbyTeeShots",2006
136,136,"Heath Slocum",96,61.04,325466,533211,"PercentageofYardagecoveredbyTeeShots",2006
137,137,"Steve Stricker",64,61.03,199903.2,327538,"PercentageofYardagecoveredbyTeeShots",2006
138,138,"Tommy Armour III",65,61.01,204771.1,335617,"PercentageofYardagecoveredbyTeeShots",2006
139,139,"Mark Calcavecchia",94,60.98,306207.2,502138,"PercentageofYardagecoveredbyTeeShots",2006
140,140,"Ben Crane",85,60.97,236523.9,387964,"PercentageofYardagecoveredbyTeeShots",2006
141,141,"Ian Poulter",53,60.96,163072.1,267494,"PercentageofYardagecoveredbyTeeShots",2006
142,142,"Omar Uresti",61,60.95,195190.6,320263,"PercentageofYardagecoveredbyTeeShots",2006
142,142,"Tjaart van der Walt",60,60.95,200467.4,328900,"PercentageofYardagecoveredbyTeeShots",2006
144,144,"Justin Leonard",83,60.93,251181.9,412233,"PercentageofYardagecoveredbyTeeShots",2006
145,145,"Bart Bryant",87,60.89,274058.8,450077,"PercentageofYardagecoveredbyTeeShots",2006
146,146,"Aaron Baddeley",78,60.88,263683.9,433092,"PercentageofYardagecoveredbyTeeShots",2006
146,146,"Steve Elkington",52,60.88,177252,291140,"PercentageofYardagecoveredbyTeeShots",2006
146,146,"Dudley Hart",83,60.88,272577.4,447709,"PercentageofYardagecoveredbyTeeShots",2006
149,149,"Shaun Micheel",96,60.87,301884.8,495979,"PercentageofYardagecoveredbyTeeShots",2006
150,150,"Billy Mayfair",94,60.86,297720.2,489199,"PercentageofYardagecoveredbyTeeShots",2006
151,151,"Jeff Maggert",81,60.84,262915.8,432158,"PercentageofYardagecoveredbyTeeShots",2006
152,152,"Ryuji Imada",105,60.81,334855.1,550697,"PercentageofYardagecoveredbyTeeShots",2006
152,152,"Chris Riley",86,60.81,265899.1,437230,"PercentageofYardagecoveredbyTeeShots",2006
154,154,"Robert Damron",91,60.78,315955.3,519812,"PercentageofYardagecoveredbyTeeShots",2006
155,155,"Tom Pernice Jr",108,60.77,332821.6,547644,"PercentageofYardagecoveredbyTeeShots",2006
155,155,"Joey Sindelar",90,60.77,291504.8,479713,"PercentageofYardagecoveredbyTeeShots",2006
155,155,"Mike Weir",88,60.77,243734.9,401074,"PercentageofYardagecoveredbyTeeShots",2006
155,155,"Dean Wilson",115,60.77,357040.7,587482,"PercentageofYardagecoveredbyTeeShots",2006
159,159,"Bob Estes",85,60.76,287786.9,473662,"PercentageofYardagecoveredbyTeeShots",2006
159,159,"Tim Petrovic",95,60.76,319446.5,525752,"PercentageofYardagecoveredbyTeeShots",2006
161,161,"JL Lewis",57,60.72,193231.9,318222,"PercentageofYardagecoveredbyTeeShots",2006
162,162,"Daisuke Maruyama",83,60.7,269736,444370,"PercentageofYardagecoveredbyTeeShots",2006
163,163,"Robert Gamez",94,60.64,314491.1,518586,"PercentageofYardagecoveredbyTeeShots",2006
164,164,"Kirk Triplett",58,60.63,188797.3,311390,"PercentageofYardagecoveredbyTeeShots",2006
165,165,"Luke Donald",66,60.6,166853.7,275341,"PercentageofYardagecoveredbyTeeShots",2006
166,166,"Michael Connell",51,60.55,161057.5,266003,"PercentageofYardagecoveredbyTeeShots",2006
167,167,"Mark Wilson",79,60.5,276053.6,456270,"PercentageofYardagecoveredbyTeeShots",2006
168,168,"Ben Curtis",86,60.39,256503.9,424725,"PercentageofYardagecoveredbyTeeShots",2006
168,168,"Nathan Green",108,60.39,359420.3,595164,"PercentageofYardagecoveredbyTeeShots",2006
170,170,"Chris DiMarco",83,60.36,234567.7,388627,"PercentageofYardagecoveredbyTeeShots",2006
170,170,"Skip Kendall",72,60.36,226100,374608,"PercentageofYardagecoveredbyTeeShots",2006
172,172,"Ron Whittaker",81,60.22,271011.1,450065,"PercentageofYardagecoveredbyTeeShots",2006
173,173,"Lee Janzen",79,60.21,260130.6,432037,"PercentageofYardagecoveredbyTeeShots",2006
174,174,"Richard Johnson",94,60.2,324065.8,538335,"PercentageofYardagecoveredbyTeeShots",2006
174,174,"Jeff Sluman",101,60.2,315284.7,523709,"PercentageofYardagecoveredbyTeeShots",2006
176,176,"Olin Browne",108,60.06,328157.4,546372,"PercentageofYardagecoveredbyTeeShots",2006
177,177,"Greg Kraft",79,59.92,255457.2,426351,"PercentageofYardagecoveredbyTeeShots",2006
178,178,"Hidemichi Tanaka",74,59.87,248352.7,414843,"PercentageofYardagecoveredbyTeeShots",2006
179,179,"Jerry Kelly",100,59.86,317947.9,531159,"PercentageofYardagecoveredbyTeeShots",2006
180,180,"Fred Funk",106,59.79,318614.9,532913,"PercentageofYardagecoveredbyTeeShots",2006
181,181,"Doug Barron",74,59.77,253939.3,424843,"PercentageofYardagecoveredbyTeeShots",2006
182,182,"Shane Bertsch",104,59.75,340532.1,569883,"PercentageofYardagecoveredbyTeeShots",2006
183,183,"Steve Jones",83,59.67,262010.9,439130,"PercentageofYardagecoveredbyTeeShots",2006
184,184,"Paul Goydos",72,59.59,242243,406487,"PercentageofYardagecoveredbyTeeShots",2006
185,185,"Scott Verplank",88,59.57,256122.3,429950,"PercentageofYardagecoveredbyTeeShots",2006
186,186,"John Cook",67,59.55,206339.4,346506,"PercentageofYardagecoveredbyTeeShots",2006
187,187,"Todd Fischer",101,59.52,340327.1,571784,"PercentageofYardagecoveredbyTeeShots",2006
188,188,"Tim Clark",80,59.5,220383.5,370399,"PercentageofYardagecoveredbyTeeShots",2006
189,189,"Jerry Smith",94,59.43,316255.9,532105,"PercentageofYardagecoveredbyTeeShots",2006
190,190,"Brian Gay",107,59.39,375453.5,632169,"PercentageofYardagecoveredbyTeeShots",2006
191,191,"Mark Brooks",90,59.34,278607.4,469522,"PercentageofYardagecoveredbyTeeShots",2006
192,192,"Larry Mize",53,59.3,153959.9,259613,"PercentageofYardagecoveredbyTeeShots",2006
193,193,"Stephen Leaney",84,59.18,288359,487218,"PercentageofYardagecoveredbyTeeShots",2006
194,194,"Brad Faxon",78,58.83,272135.3,462571,"PercentageofYardagecoveredbyTeeShots",2006
195,195,"Mark OMeara",52,58.69,134528.5,229219,"PercentageofYardagecoveredbyTeeShots",2006
196,196,"Corey Pavin",74,57.82,206292.9,356767,"PercentageofYardagecoveredbyTeeShots",2006
