"GIRPercentageLess75yards_RANKTHISWEEK_2008","GIRPercentageLess75yards_RANKLASTWEEK_2008","GIRPercentageLess75yards_PLAYERNAME_2008","GIRPercentageLess75yards_ROUNDS_2008","GIRPercentageLess75yards_Pct_2008","GIRPercentageLess75yards_GREENSHIT_2008","GIRPercentageLess75yards_TOTALHOLES_2008","GIRPercentageLess75yards_RELATIVETOPAR_2008","stat_name","year"
1,NA,"Steve Stricker",75,95.45,105,110,-0.67,"GIRPercentageLess75yards",2008
2,NA,"Mike Weir",88,94.67,142,150,-0.62,"GIRPercentageLess75yards",2008
3,NA,"Tom Scherrer",56,93.83,76,81,-0.59,"GIRPercentageLess75yards",2008
4,NA,"Jeff Gove",50,93.75,75,80,-0.56,"GIRPercentageLess75yards",2008
5,NA,"Tom Lehman",51,93.67,74,79,-0.58,"GIRPercentageLess75yards",2008
6,NA,"Woody Austin",109,93.24,207,222,-0.57,"GIRPercentageLess75yards",2008
7,NA,"Trevor Immelman",70,93.18,82,88,-0.51,"GIRPercentageLess75yards",2008
8,NA,"Todd Demsey",80,92.99,146,157,-0.63,"GIRPercentageLess75yards",2008
9,NA,"DJ Trahan",94,92.89,196,211,-0.55,"GIRPercentageLess75yards",2008
10,NA,"Bo Van Pelt",101,92.76,205,221,-0.59,"GIRPercentageLess75yards",2008
10,NA,"Boo Weekley",86,92.76,141,152,-0.58,"GIRPercentageLess75yards",2008
12,NA,"Jason Gore",94,92.68,190,205,-0.57,"GIRPercentageLess75yards",2008
13,NA,"Billy Mayfair",103,92.67,177,191,-0.52,"GIRPercentageLess75yards",2008
14,NA,"Kevin Sutherland",98,92.65,189,204,-0.6,"GIRPercentageLess75yards",2008
15,NA,"Gavin Coles",54,92.54,62,67,-0.52,"GIRPercentageLess75yards",2008
16,NA,"David Duval",51,92.5,74,80,-0.47,"GIRPercentageLess75yards",2008
16,NA,"Vijay Singh",82,92.5,185,200,-0.64,"GIRPercentageLess75yards",2008
18,NA,"Bob Tway",70,92.38,97,105,-0.62,"GIRPercentageLess75yards",2008
19,NA,"Fred Couples",60,92.36,133,144,-0.73,"GIRPercentageLess75yards",2008
20,NA,"George McNeill",97,92.24,202,219,-0.65,"GIRPercentageLess75yards",2008
