"FirstTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2010","FirstTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2010","FirstTeeEarlyRound3ScoringAverage_PLAYERNAME_2010","FirstTeeEarlyRound3ScoringAverage__2010","FirstTeeEarlyRound3ScoringAverage_AVG_2010","FirstTeeEarlyRound3ScoringAverage_TOTALSTROKES_2010","FirstTeeEarlyRound3ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Joe Durant",NA,66.33,199,3,"FirstTeeEarlyRound3ScoringAverage",2010
2,2,"Steve Elkington",NA,67.17,403,6,"FirstTeeEarlyRound3ScoringAverage",2010
3,3,"Graham DeLaet",NA,67.5,405,6,"FirstTeeEarlyRound3ScoringAverage",2010
4,4,"Rich Barcelo",NA,67.67,203,3,"FirstTeeEarlyRound3ScoringAverage",2010
4,4,"Aron Price",NA,67.67,203,3,"FirstTeeEarlyRound3ScoringAverage",2010
6,6,"JP Hayes",NA,68,204,3,"FirstTeeEarlyRound3ScoringAverage",2010
6,6,"Vijay Singh",NA,68,272,4,"FirstTeeEarlyRound3ScoringAverage",2010
6,6,"Paul Stankowski",NA,68,340,5,"FirstTeeEarlyRound3ScoringAverage",2010
9,9,"Kevin Na",NA,68.13,545,8,"FirstTeeEarlyRound3ScoringAverage",2010
10,10,"Geoff Ogilvy",NA,68.2,341,5,"FirstTeeEarlyRound3ScoringAverage",2010
10,10,"Brenden Pappas",NA,68.2,341,5,"FirstTeeEarlyRound3ScoringAverage",2010
12,12,"Chris Couch",NA,68.33,205,3,"FirstTeeEarlyRound3ScoringAverage",2010
13,13,"Cameron Percy",NA,68.4,342,5,"FirstTeeEarlyRound3ScoringAverage",2010
13,13,"Charles Warren",NA,68.4,342,5,"FirstTeeEarlyRound3ScoringAverage",2010
15,15,"Greg Chalmers",NA,68.5,411,6,"FirstTeeEarlyRound3ScoringAverage",2010
15,15,"Martin Flores",NA,68.5,137,2,"FirstTeeEarlyRound3ScoringAverage",2010
17,17,"Rocco Mediate",NA,68.57,480,7,"FirstTeeEarlyRound3ScoringAverage",2010
18,18,"Ricky Barnes",NA,68.63,549,8,"FirstTeeEarlyRound3ScoringAverage",2010
18,18,"Pat Perez",NA,68.63,549,8,"FirstTeeEarlyRound3ScoringAverage",2010
20,20,"Chris Riley",NA,68.71,481,7,"FirstTeeEarlyRound3ScoringAverage",2010
21,21,"Bill Haas",NA,68.75,275,4,"FirstTeeEarlyRound3ScoringAverage",2010
