"DrivingPct320Measured_RANKTHISWEEK_2016","DrivingPct320Measured_RANKLASTWEEK_2016","DrivingPct320Measured_PLAYERNAME_2016","DrivingPct320Measured_ROUNDS_2016","DrivingPct320Measured_Pct_2016","DrivingPct320Measured_TOTALDRIVESFOR320_2016","DrivingPct320Measured_TOTALDRVSOVERALL_2016","DrivingPct320Measured_RELATIVETOPAR_2016","stat_name","year"
1,2,"JB Holmes",39,39.29,22,56,-0.09,"DrivingPct320Measured",2016
2,1,"Tony Finau",49,39.02,32,82,-0.53,"DrivingPct320Measured",2016
3,3,"Gary Woodland",45,34.29,24,70,-0.42,"DrivingPct320Measured",2016
4,5,"Charlie Beljan",26,33.33,14,42,-0.14,"DrivingPct320Measured",2016
5,6,"Dustin Johnson",37,32.5,13,40,-0.69,"DrivingPct320Measured",2016
6,7,"Bubba Watson",30,32.35,11,34,-0.55,"DrivingPct320Measured",2016
7,4,"Ollie Schniederjans",23,31.58,12,38,-0.42,"DrivingPct320Measured",2016
8,8,"Hudson Swafford",52,26.14,23,88,-0.35,"DrivingPct320Measured",2016
9,9,"Adam Scott",39,25,12,48,-0.58,"DrivingPct320Measured",2016
10,10,"Andrew Loupe",50,23.86,21,88,-0.33,"DrivingPct320Measured",2016
11,17,"Justin Rose",35,22,11,50,-0.27,"DrivingPct320Measured",2016
12,11,"Jason Kokrak",52,21.74,20,92,-0.25,"DrivingPct320Measured",2016
12,11,"Luke List",51,21.74,20,92,-0.45,"DrivingPct320Measured",2016
14,13,"Jamie Lovemark",57,21.7,23,106,-0.39,"DrivingPct320Measured",2016
15,14,"Rory McIlroy",37,20.45,9,44,0.11,"DrivingPct320Measured",2016
16,15,"Ryan Palmer",46,20.24,17,84,-0.53,"DrivingPct320Measured",2016
17,16,"Jhonattan Vegas",49,19.77,17,86,-0.24,"DrivingPct320Measured",2016
18,18,"Robert Garrigus",34,17.86,10,56,-0.5,"DrivingPct320Measured",2016
18,19,"Brooks Koepka",39,17.86,10,56,-0.2,"DrivingPct320Measured",2016
20,21,"Jimmy Walker",43,17.19,11,64,-0.27,"DrivingPct320Measured",2016
21,21,"Daniel Berger",52,16.67,12,72,-0.75,"DrivingPct320Measured",2016
21,20,"Patrick Rodgers",49,16.67,16,96,-0.44,"DrivingPct320Measured",2016
23,23,"Charles Howell III",63,16.36,18,110,-0.56,"DrivingPct320Measured",2016
24,24,"Smylie Kaufman",57,16.3,15,92,-0.13,"DrivingPct320Measured",2016
25,25,"Jason Day",36,15.91,7,44,-0.71,"DrivingPct320Measured",2016
26,26,"Brendan Steele",48,15,12,80,-0.33,"DrivingPct320Measured",2016
27,28,"Rickie Fowler",42,14.06,9,64,-0.56,"DrivingPct320Measured",2016
28,29,"Marc Leishman",41,14,7,50,-0.57,"DrivingPct320Measured",2016
29,27,"Sean OHair",45,13.41,11,82,0.27,"DrivingPct320Measured",2016
30,31,"Russell Henley",42,13.16,10,76,-0.4,"DrivingPct320Measured",2016
31,29,"Harold Varner III",58,12.96,14,108,-0.57,"DrivingPct320Measured",2016
32,36,"Scott Piercy",45,12.5,7,56,-0.57,"DrivingPct320Measured",2016
33,33,"Graham DeLaet",50,11.96,11,92,-0.55,"DrivingPct320Measured",2016
