"GIRPutting510_RANKTHISWEEK_2016","GIRPutting510_RANKLASTWEEK_2016","GIRPutting510_PLAYERNAME_2016","GIRPutting510_ROUNDS_2016","GIRPutting510_Pct_2016","GIRPutting510_ATTEMPTS_2016","GIRPutting510_PUTTSMADE_2016","stat_name","year"
1,1,"Daniel Summerhays",55,69.35,62,43,"GIRPutting510",2016
2,5,"Steve Stricker",25,65.79,38,25,"GIRPutting510",2016
2,9,"Cameron Tringale",47,65.79,76,50,"GIRPutting510",2016
4,2,"Patrick Rodgers",49,65.22,69,45,"GIRPutting510",2016
5,8,"Brian Stuard",24,64.71,34,22,"GIRPutting510",2016
6,12,"Blayne Barber",44,64.62,65,42,"GIRPutting510",2016
7,3,"Chad Collins",45,64.41,59,38,"GIRPutting510",2016
8,9,"Matthew Fitzpatrick",23,64.29,14,9,"GIRPutting510",2016
9,7,"Tyler Aldridge",53,63.86,83,53,"GIRPutting510",2016
10,13,"Seung Yul Noh",54,63.53,85,54,"GIRPutting510",2016
11,14,"Aaron Baddeley",51,63.46,52,33,"GIRPutting510",2016
12,16,"Brandt Snedeker",47,63.38,71,45,"GIRPutting510",2016
13,23,"Brendan Steele",48,63.16,76,48,"GIRPutting510",2016
14,19,"Billy Horschel",45,62.71,59,37,"GIRPutting510",2016
14,14,"Sung Kang",51,62.71,59,37,"GIRPutting510",2016
16,18,"Jonas Blixt",46,62.5,64,40,"GIRPutting510",2016
16,31,"Adam Scott",39,62.5,56,35,"GIRPutting510",2016
18,22,"Derek Fathauer",58,62.32,69,43,"GIRPutting510",2016
19,24,"Brooks Koepka",39,61.67,60,37,"GIRPutting510",2016
20,17,"Steven Bowditch",40,61.54,52,32,"GIRPutting510",2016
20,21,"Henrik Stenson",30,61.54,39,24,"GIRPutting510",2016
22,33,"Ben Martin",48,60.71,56,34,"GIRPutting510",2016
23,37,"Emiliano Grillo",47,60.61,66,40,"GIRPutting510",2016
23,30,"Jimmy Walker",43,60.61,66,40,"GIRPutting510",2016
25,24,"Patton Kizzire",57,60.56,71,43,"GIRPutting510",2016
26,49,"Ernie Els",34,60.47,43,26,"GIRPutting510",2016
27,32,"Freddie Jacobson",54,60.32,63,38,"GIRPutting510",2016
28,20,"Stuart Appleby",39,60.27,73,44,"GIRPutting510",2016
29,42,"Jason Bohn",37,60,55,33,"GIRPutting510",2016
30,27,"Harold Varner III",58,59.77,87,52,"GIRPutting510",2016
31,33,"Mark Hubbard",73,59.62,104,62,"GIRPutting510",2016
32,67,"Steve Wheatcroft",53,59.46,74,44,"GIRPutting510",2016
33,39,"Adam Hadwin",53,59.41,101,60,"GIRPutting510",2016
34,35,"Brett Stegmaier",57,59.3,86,51,"GIRPutting510",2016
35,38,"Bryce Molder",50,58.82,68,40,"GIRPutting510",2016
36,39,"Johnson Wagner",44,58.49,53,31,"GIRPutting510",2016
37,48,"Kevin Kisner",49,58.46,65,38,"GIRPutting510",2016
38,3,"Byeong Hun An",23,58.33,24,14,"GIRPutting510",2016
