"TenthTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2009","TenthTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2009","TenthTeeEarlyRound2ScoringAverage_PLAYERNAME_2009","TenthTeeEarlyRound2ScoringAverage__2009","TenthTeeEarlyRound2ScoringAverage_AVG_2009","TenthTeeEarlyRound2ScoringAverage_TOTALSTROKES_2009","TenthTeeEarlyRound2ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Kevin Sutherland",NA,67.67,406,6,"TenthTeeEarlyRound2ScoringAverage",2009
2,2,"Nick Watney",NA,67.75,271,4,"TenthTeeEarlyRound2ScoringAverage",2009
3,3,"Hunter Mahan",NA,68,272,4,"TenthTeeEarlyRound2ScoringAverage",2009
4,4,"Charley Hoffman",NA,68.25,273,4,"TenthTeeEarlyRound2ScoringAverage",2009
5,5,"Bill Lunde",NA,68.33,410,6,"TenthTeeEarlyRound2ScoringAverage",2009
5,5,"Mike Weir",NA,68.33,205,3,"TenthTeeEarlyRound2ScoringAverage",2009
7,7,"Jason Dufner",NA,68.5,137,2,"TenthTeeEarlyRound2ScoringAverage",2009
7,7,"Tiger Woods",NA,68.5,411,6,"TenthTeeEarlyRound2ScoringAverage",2009
9,9,"Troy Matteson",NA,68.56,617,9,"TenthTeeEarlyRound2ScoringAverage",2009
10,10,"Kris Blanks",NA,68.6,343,5,"TenthTeeEarlyRound2ScoringAverage",2009
11,11,"Jason Gore",NA,68.67,206,3,"TenthTeeEarlyRound2ScoringAverage",2009
12,12,"Stuart Appleby",NA,68.8,344,5,"TenthTeeEarlyRound2ScoringAverage",2009
13,13,"Ryan Moore",NA,68.83,413,6,"TenthTeeEarlyRound2ScoringAverage",2009
14,14,"Tim Clark",NA,69,207,3,"TenthTeeEarlyRound2ScoringAverage",2009
15,15,"Harrison Frazar",NA,69.13,553,8,"TenthTeeEarlyRound2ScoringAverage",2009
16,16,"Briny Baird",NA,69.14,484,7,"TenthTeeEarlyRound2ScoringAverage",2009
16,16,"Steve Stricker",NA,69.14,484,7,"TenthTeeEarlyRound2ScoringAverage",2009
18,18,"Tommy Armour III",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2009
18,18,"Jason Day",NA,69.33,416,6,"TenthTeeEarlyRound2ScoringAverage",2009
18,18,"Camilo Villegas",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2009
21,21,"Matt Kuchar",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2009
21,21,"Geoff Ogilvy",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2009
21,21,"Brandt Snedeker",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2009
24,24,"Anthony Kim",NA,69.43,486,7,"TenthTeeEarlyRound2ScoringAverage",2009
