"Approach75100yardsRTPScore_RANKTHISWEEK_2016","Approach75100yardsRTPScore_RANKLASTWEEK_2016","Approach75100yardsRTPScore_PLAYERNAME_2016","Approach75100yardsRTPScore_ROUNDS_2016","Approach75100yardsRTPScore_AVGRTP_2016","stat_name","year"
1,2,"Scott Piercy",45,-0.526,"Approach75100yardsRTPScore",2016
2,1,"Hideki Matsuyama",40,-0.5,"Approach75100yardsRTPScore",2016
3,3,"Henrik Stenson",30,-0.467,"Approach75100yardsRTPScore",2016
4,4,"Zach Johnson",42,-0.45,"Approach75100yardsRTPScore",2016
4,4,"Jimmy Walker",43,-0.45,"Approach75100yardsRTPScore",2016
6,6,"Charles Howell III",63,-0.429,"Approach75100yardsRTPScore",2016
7,9,"Rickie Fowler",42,-0.412,"Approach75100yardsRTPScore",2016
8,8,"Andrew Landry",24,-0.385,"Approach75100yardsRTPScore",2016
9,11,"Roberto Castro",55,-0.346,"Approach75100yardsRTPScore",2016
10,11,"JJ Henry",44,-0.333,"Approach75100yardsRTPScore",2016
10,11,"Andy Sullivan",25,-0.333,"Approach75100yardsRTPScore",2016
10,21,"Tim Wilkinson",40,-0.333,"Approach75100yardsRTPScore",2016
13,14,"Troy Merritt",41,-0.324,"Approach75100yardsRTPScore",2016
14,10,"Justin Hicks",26,-0.323,"Approach75100yardsRTPScore",2016
15,15,"Steve Stricker",25,-0.321,"Approach75100yardsRTPScore",2016
16,17,"Bryce Molder",50,-0.311,"Approach75100yardsRTPScore",2016
17,7,"Phil Mickelson",37,-0.294,"Approach75100yardsRTPScore",2016
18,18,"Matt Kuchar",46,-0.292,"Approach75100yardsRTPScore",2016
19,19,"Ernie Els",34,-0.286,"Approach75100yardsRTPScore",2016
19,19,"Adam Scott",39,-0.286,"Approach75100yardsRTPScore",2016
19,24,"John Senden",48,-0.286,"Approach75100yardsRTPScore",2016
22,16,"Brendon de Jonge",55,-0.278,"Approach75100yardsRTPScore",2016
